county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Titus,1,President,,REP,Donald J Trump,7,54,19,80
Titus,1,President,,DEM,Joseph R Biden,42,146,50,238
Titus,1,President,,LIB,Jo Jorgensen,0,2,1,3
Titus,1,President,,GRN,Howie Hawkins,0,0,2,2
Titus,1,President,,,Abram Loeb (W),0,0,0,0
Titus,1,President,,,Brian Carroll (W),0,0,0,0
Titus,1,President,,,Gloria La Riva (W),0,0,0,0
Titus,1,President,,,Jesse Cuellar (W),0,0,0,0
Titus,1,President,,,Kasey Wells (W),0,0,0,0
Titus,1,President,,,President R. Boddie (W),0,0,0,0
Titus,1,President,,,Robert Morrow (W),0,0,0,0
Titus,1,President,,,Todd Cella (W),0,0,0,0
Titus,1,President,,,Tom Hoefling (W),0,0,0,0
Titus,1,President,,,Undervotes,0,1,0,1
Titus,1,President,,,Overvotes,3,4,0,7
Titus,1,U.S. Senate,,REP,John Cornyn,7,50,17,74
Titus,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",45,138,46,229
Titus,1,U.S. Senate,,LIB,Kerry Douglas McKennon,0,4,1,5
Titus,1,U.S. Senate,,GRN,David B. Collins,0,3,2,5
Titus,1,U.S. Senate,,,Ricardo Turullols-Bonilla (W),0,0,0,0
Titus,1,U.S. Senate,,,Undervotes,0,9,6,15
Titus,1,U.S. Senate,,,Overvotes,0,3,0,3
Titus,1,U.S. House,4,REP,Pat Fallon,7,43,15,65
Titus,1,U.S. House,4,DEM,Russell Foster,44,141,45,230
Titus,1,U.S. House,4,LIB,Lou Antonelli,0,9,5,14
Titus,1,U.S. House,4,,Tracy Jones (W),0,1,1,2
Titus,1,U.S. House,4,,Undervotes,1,9,6,16
Titus,1,U.S. House,4,,Overvotes,0,4,0,4
Titus,1,Railroad Commissioner,,REP,"James ""Jim""Wright",7,52,16,75
Titus,1,Railroad Commissioner,,DEM,Chrysta Castaneda,43,137,46,226
Titus,1,Railroad Commissioner,,LIB,Matt Sterett,0,3,3,6
Titus,1,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,4,1,5
