county,precinct,office,district,party,candidate,election_day,mail,early_voting,votes
San Jacinto,3,"Chief Justice, 9th Court of Appeals District",,REP,Jarrod Lee Walker,20,0,17,37
San Jacinto,3,"Chief Justice, 9th Court of Appeals District",,REP,Colleen Cordts Rice,16,2,13,31
San Jacinto,3,"Chief Justice, 9th Court of Appeals District",,REP,Scott Golemon,37,3,21,61
San Jacinto,3,"Chief Justice, 9th Court of Appeals District",,REP,Cast Votes:,169,9,110,288
San Jacinto,3,"Chief Justice, 9th Court of Appeals District",,REP,Under Votes,43,2,29,74
San Jacinto,3,"Chief Justice, 9th Court of Appeals District",,REP,Over Votes,0,0,0,0
San Jacinto,3,"District Judge, 411th Judicial District",,REP,Kaycee L. Jones,64,4,46,114
San Jacinto,3,"District Judge, 411th Judicial District",,REP,John Wells,118,5,82,205
San Jacinto,3,"District Judge, 411th Judicial District",,REP,Cast Votes:,182,9,128,319
San Jacinto,3,"District Judge, 411th Judicial District",,REP,Under Votes,30,2,11,43
San Jacinto,3,"District Judge, 411th Judicial District",,REP,Over Votes,0,0,0,0
San Jacinto,3,Sheriff,,REP,Greg Capers,154,11,84,249
San Jacinto,3,Sheriff,,REP,Mike Flynt,56,0,49,105
San Jacinto,3,Sheriff,,REP,Cast Votes:,210,11,133,354
San Jacinto,3,Sheriff,,REP,Under Votes,2,0,6,8
San Jacinto,3,Sheriff,,REP,Over Votes,0,0,0,0
San Jacinto,3,County Tax Assessor-Collector,,REP,Betty Davis,197,11,127,335
San Jacinto,3,County Tax Assessor-Collector,,REP,Cast Votes:,197,11,127,335
San Jacinto,3,County Tax Assessor-Collector,,REP,Under Votes,15,0,12,27
San Jacinto,3,County Tax Assessor-Collector,,REP,Over Votes,0,0,0,0
San Jacinto,3,"County Commissioner, Precinct 3",,REP,David Brandon,83,6,57,146
San Jacinto,3,"County Commissioner, Precinct 3",,REP,James D Blair,119,5,75,199
San Jacinto,3,"County Commissioner, Precinct 3",,REP,Cast Votes:,202,11,132,345
San Jacinto,3,"County Commissioner, Precinct 3",,REP,Under Votes,10,0,7,17
San Jacinto,3,"County Commissioner, Precinct 3",,REP,Over Votes,0,0,0,0
San Jacinto,3,"Constable, Precinct 3",,REP,Sam Houston,192,11,128,331
San Jacinto,3,"Constable, Precinct 3",,REP,Cast Votes:,192,11,128,331
San Jacinto,3,"Constable, Precinct 3",,REP,Under Votes,20,0,11,31
San Jacinto,3,"Constable, Precinct 3",,REP,Over Votes,0,0,0,0
San Jacinto,3,San Jacinto County Chairman,,REP,Dwayne Wright,181,9,115,305
San Jacinto,3,San Jacinto County Chairman,,REP,Cast Votes:,181,9,115,305
San Jacinto,3,San Jacinto County Chairman,,REP,Under Votes,31,2,24,57
San Jacinto,3,San Jacinto County Chairman,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition #1,,DEM,Yes,43,5,13,61
San Jacinto,3,Proposition #1,,DEM,No,0,0,0,0
San Jacinto,3,Proposition #1,,DEM,Cast Votes:,43,5,13,61
San Jacinto,3,Proposition #1,,DEM,Under Votes,5,2,0,7
San Jacinto,3,Proposition #1,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #2,,DEM,Yes,45,4,11,60
San Jacinto,3,Proposition #2,,DEM,No,1,1,2,4
San Jacinto,3,Proposition #2,,DEM,Cast Votes:,46,5,13,64
San Jacinto,3,Proposition #2,,DEM,Under Votes,2,2,0,4
San Jacinto,3,Proposition #2,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #3,,DEM,Yes,45,5,12,62
San Jacinto,3,Proposition #3,,DEM,No,0,0,0,0
San Jacinto,3,Proposition #3,,DEM,Cast Votes:,45,5,12,62
San Jacinto,3,Proposition #3,,DEM,Under Votes,3,2,1,6
San Jacinto,3,Proposition #3,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #4,,DEM,Yes,43,4,13,60
San Jacinto,3,Proposition #4,,DEM,No,0,0,0,0
San Jacinto,3,Proposition #4,,DEM,Cast Votes:,43,4,13,60
San Jacinto,3,Proposition #4,,DEM,Under Votes,5,3,0,8
San Jacinto,3,Proposition #4,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #5,,DEM,Yes,46,4,12,62
San Jacinto,3,Proposition #5,,DEM,No,0,0,1,1
San Jacinto,3,Proposition #5,,DEM,Cast Votes:,46,4,13,63
San Jacinto,3,Proposition #5,,DEM,Under Votes,2,3,0,5
San Jacinto,3,Proposition #5,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #6,,DEM,Yes,44,4,12,60
San Jacinto,3,Proposition #6,,DEM,No,0,0,1,1
San Jacinto,3,Proposition #6,,DEM,Cast Votes:,44,4,13,61
San Jacinto,3,Proposition #6,,DEM,Under Votes,4,3,0,7
San Jacinto,3,Proposition #6,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #7,,DEM,Yes,44,5,13,62
San Jacinto,3,Proposition #7,,DEM,No,0,0,0,0
San Jacinto,3,Proposition #7,,DEM,Cast Votes:,44,5,13,62
San Jacinto,3,Proposition #7,,DEM,Under Votes,4,2,0,6
San Jacinto,3,Proposition #7,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #8,,DEM,Yes,44,5,13,62
San Jacinto,3,Proposition #8,,DEM,No,1,0,0,1
San Jacinto,3,Proposition #8,,DEM,Cast Votes:,45,5,13,63
San Jacinto,3,Proposition #8,,DEM,Under Votes,3,2,0,5
San Jacinto,3,Proposition #8,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #9,,DEM,Yes,46,5,12,63
San Jacinto,3,Proposition #9,,DEM,No,0,0,1,1
San Jacinto,3,Proposition #9,,DEM,Cast Votes:,46,5,13,64
San Jacinto,3,Proposition #9,,DEM,Under Votes,2,2,0,4
San Jacinto,3,Proposition #9,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #10,,DEM,Yes,43,3,12,58
San Jacinto,3,Proposition #10,,DEM,No,2,1,1,4
San Jacinto,3,Proposition #10,,DEM,Cast Votes:,45,4,13,62
San Jacinto,3,Proposition #10,,DEM,Under Votes,3,3,0,6
San Jacinto,3,Proposition #10,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition #11,,DEM,Yes,41,4,13,58
San Jacinto,3,Proposition #11,,DEM,No,2,1,0,3
San Jacinto,3,Proposition #11,,DEM,Cast Votes:,43,5,13,61
San Jacinto,3,Proposition #11,,DEM,Under Votes,5,2,0,7
San Jacinto,3,Proposition #11,,DEM,Over Votes,0,0,0,0
San Jacinto,3,Proposition 1,,REP,Yes,187,9,110,306
San Jacinto,3,Proposition 1,,REP,No,17,2,23,42
San Jacinto,3,Proposition 1,,REP,Cast Votes:,204,11,133,348
San Jacinto,3,Proposition 1,,REP,Under Votes,8,0,6,14
San Jacinto,3,Proposition 1,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 2,,REP,Yes,181,11,121,313
San Jacinto,3,Proposition 2,,REP,No,27,0,16,43
San Jacinto,3,Proposition 2,,REP,Cast Votes:,208,11,137,356
San Jacinto,3,Proposition 2,,REP,Under Votes,4,0,2,6
San Jacinto,3,Proposition 2,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 3,,REP,Yes,195,11,129,335
San Jacinto,3,Proposition 3,,REP,No,11,0,7,18
San Jacinto,3,Proposition 3,,REP,Cast Votes:,206,11,136,353
San Jacinto,3,Proposition 3,,REP,Under Votes,6,0,3,9
San Jacinto,3,Proposition 3,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 4,,REP,Yes,195,10,134,339
San Jacinto,3,Proposition 4,,REP,No,11,0,2,13
San Jacinto,3,Proposition 4,,REP,Cast Votes:,206,10,136,352
San Jacinto,3,Proposition 4,,REP,Under Votes,6,1,3,10
San Jacinto,3,Proposition 4,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 5,,REP,Yes,190,11,126,327
San Jacinto,3,Proposition 5,,REP,No,14,0,10,24
San Jacinto,3,Proposition 5,,REP,Cast Votes:,204,11,136,351
San Jacinto,3,Proposition 5,,REP,Under Votes,8,0,3,11
San Jacinto,3,Proposition 5,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 6,,REP,Yes,194,10,127,331
San Jacinto,3,Proposition 6,,REP,No,12,1,7,20
San Jacinto,3,Proposition 6,,REP,Cast Votes:,206,11,134,351
San Jacinto,3,Proposition 6,,REP,Under Votes,6,0,5,11
San Jacinto,3,Proposition 6,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 7,,REP,Yes,202,11,134,347
San Jacinto,3,Proposition 7,,REP,No,3,0,2,5
San Jacinto,3,Proposition 7,,REP,Cast Votes:,205,11,136,352
San Jacinto,3,Proposition 7,,REP,Under Votes,7,0,3,10
San Jacinto,3,Proposition 7,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 8,,REP,Yes,204,11,131,346
San Jacinto,3,Proposition 8,,REP,No,1,0,2,3
San Jacinto,3,Proposition 8,,REP,Cast Votes:,205,11,133,349
San Jacinto,3,Proposition 8,,REP,Under Votes,7,0,6,13
San Jacinto,3,Proposition 8,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 9,,REP,Yes,202,11,129,342
San Jacinto,3,Proposition 9,,REP,No,5,0,5,10
San Jacinto,3,Proposition 9,,REP,Cast Votes:,207,11,134,352
San Jacinto,3,Proposition 9,,REP,Under Votes,5,0,5,10
San Jacinto,3,Proposition 9,,REP,Over Votes,0,0,0,0
San Jacinto,3,Proposition 10,,REP,Yes,190,7,119,316
San Jacinto,3,Proposition 10,,REP,No,12,4,14,30
San Jacinto,3,Proposition 10,,REP,Cast Votes:,202,11,133,346
San Jacinto,3,Proposition 10,,REP,Under Votes,10,0,6,16
San Jacinto,3,Proposition 10,,REP,Over Votes,0,0,0,0
San Jacinto,4,President,,DEM,Andrew Yang,0,0,0,0
San Jacinto,4,President,,DEM,John K. Delaney,0,0,0,0
San Jacinto,4,President,,DEM,Robby Wells,0,0,0,0
San Jacinto,4,President,,DEM,Joseph R. Biden,5,2,1,8
San Jacinto,4,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
San Jacinto,4,President,,DEM,Marianne Williamson,0,0,0,0
San Jacinto,4,President,,DEM,Deval Patrick,0,0,0,0
San Jacinto,4,President,,DEM,Elizabeth Warren,0,0,0,0
San Jacinto,4,President,,DEM,Tulsi Gabbard,1,0,0,1
San Jacinto,4,President,,DEM,Julián Castro,0,0,0,0
San Jacinto,4,President,,DEM,Pete Buttigieg,0,0,1,1
San Jacinto,4,President,,DEM,Bernie Sanders,2,0,0,2
San Jacinto,4,President,,DEM,Tom Steyer,0,0,0,0
San Jacinto,4,President,,DEM,Michael Bennet,0,0,0,0
San Jacinto,4,President,,DEM,Michael R. Bloomberg,0,0,0,0
San Jacinto,4,President,,DEM,Cory Booker,0,0,0,0
San Jacinto,4,President,,DEM,Amy Klobuchar,0,0,0,0
San Jacinto,4,Ballots Cast,,DEM,,8,2,2,12
San Jacinto,4,President,,DEM,Under Votes,0,1,0,1
San Jacinto,4,President,,DEM,Over Votes,0,0,0,0
San Jacinto,4,U.S. Senate,,DEM,Michael Cooper,0,1,0,1
San Jacinto,4,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0
San Jacinto,4,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
San Jacinto,4,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,1,1
San Jacinto,4,U.S. Senate,,DEM,Chris Bell,3,1,0,4
San Jacinto,4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,0,0,2
San Jacinto,4,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",2,0,0,2
San Jacinto,4,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
San Jacinto,4,U.S. Senate,,DEM,Victor Hugo Harris,0,0,1,1
San Jacinto,4,U.S. Senate,,DEM,Royce West,0,0,0,0
San Jacinto,4,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
San Jacinto,4,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
San Jacinto,4,U.S. Senate,,DEM,Cast Votes:,7,2,2,11
San Jacinto,4,U.S. Senate,,DEM,Under Votes,1,1,0,2
San Jacinto,4,U.S. Senate,,DEM,Over Votes,0,0,0,0
San Jacinto,4,U.S. House,8,DEM,Laura Jones,2,1,0,3
San Jacinto,4,U.S. House,8,DEM,Elizabeth Hernandez,3,1,2,6
San Jacinto,4,U.S. House,8,DEM,Cast Votes:,5,2,2,9
San Jacinto,4,U.S. House,8,DEM,Under Votes,3,1,0,4
San Jacinto,4,U.S. House,8,DEM,Over Votes,0,0,0,0
San Jacinto,4,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,0,0,2
San Jacinto,4,Railroad Commissioner,,DEM,Chrysta Castañeda,1,2,0,3
San Jacinto,4,Railroad Commissioner,,DEM,Kelly Stone,3,0,1,4
San Jacinto,4,Railroad Commissioner,,DEM,Mark Watson,1,0,1,2
San Jacinto,4,Railroad Commissioner,,DEM,Cast Votes:,7,2,2,11
San Jacinto,4,Railroad Commissioner,,DEM,Under Votes,1,1,0,2
San Jacinto,4,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
San Jacinto,4,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,1,1,2,4
San Jacinto,4,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,4,1,0,5
San Jacinto,4,"Chief Justice, Supreme Court",,DEM,Cast Votes:,5,2,2,9
San Jacinto,4,"Chief Justice, Supreme Court",,DEM,Under Votes,3,1,0,4
San Jacinto,4,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,3,2,1,6
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,3,0,1,4
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Cast Votes:,6,2,2,10
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Under Votes,2,1,0,3
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
San Jacinto,4,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,1,1,1,3
San Jacinto,4,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,5,1,1,7
San Jacinto,4,"Justice, Supreme Court, Place 7",,DEM,Cast Votes:,6,2,2,10
San Jacinto,4,"Justice, Supreme Court, Place 7",,DEM,Under Votes,2,1,0,3
San Jacinto,4,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
San Jacinto,4,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,2,0,1,3
San Jacinto,4,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,4,2,1,7
San Jacinto,4,"Justice, Supreme Court, Place 8",,DEM,Cast Votes:,6,2,2,10
San Jacinto,4,"Justice, Supreme Court, Place 8",,DEM,Under Votes,2,1,0,3
San Jacinto,4,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0,0
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,0,1,2,3
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,0,1,0,1
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,6,0,0,6
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,Cast Votes:,6,2,2,10
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,2,1,0,3
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,0,0,1,1
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,6,2,1,9
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,DEM,Cast Votes:,6,2,2,10
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,DEM,Under Votes,2,1,0,3
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,DEM,Over Votes,0,0,0,0
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,5,2,2,9
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 9",,DEM,Cast Votes:,5,2,2,9
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 9",,DEM,Under Votes,3,1,0,4
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 9",,DEM,Over Votes,0,0,0,0
San Jacinto,4,San Jacinto County Chairman,,DEM,Jacqueline Mier,5,1,2,8
San Jacinto,4,San Jacinto County Chairman,,DEM,Cast Votes:,5,1,2,8
San Jacinto,4,San Jacinto County Chairman,,DEM,Under Votes,3,2,0,5
San Jacinto,4,San Jacinto County Chairman,,DEM,Over Votes,0,0,0,0
San Jacinto,4,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
San Jacinto,4,President,,REP,Donald J. Trump,111,4,119,234
San Jacinto,4,President,,REP,Bill Weld,0,0,0,0
San Jacinto,4,President,,REP,Zoltan G. Istvan,0,0,0,0
San Jacinto,4,President,,REP,Matthew John Matern,0,0,1,1
San Jacinto,4,President,,REP,Bob Ely,0,0,1,1
San Jacinto,4,President,,REP,Joe Walsh,0,0,0,0
San Jacinto,4,President,,REP,Uncommitted,2,0,1,3
San Jacinto,4,Ballots Cast,,REP,,113,4,122,239
San Jacinto,4,President,,REP,Under Votes,0,0,1,1
San Jacinto,4,President,,REP,Over Votes,0,0,0,0
San Jacinto,4,U.S. Senate,,REP,John Cornyn,67,3,74,144
San Jacinto,4,U.S. Senate,,REP,John Anthony Castro,6,0,3,9
San Jacinto,4,U.S. Senate,,REP,Dwayne Stovall,23,0,17,40
San Jacinto,4,U.S. Senate,,REP,Mark Yancey,12,0,9,21
San Jacinto,4,U.S. Senate,,REP,Virgil Bierschwale,2,1,4,7
San Jacinto,4,U.S. Senate,,REP,Cast Votes:,110,4,107,221
San Jacinto,4,U.S. Senate,,REP,Under Votes,3,0,16,19
San Jacinto,4,U.S. Senate,,REP,Over Votes,0,0,0,0
San Jacinto,4,U.S. House,8,REP,Kirk Osborn,19,1,12,32
San Jacinto,4,U.S. House,8,REP,Melissa Esparza-Mathis,4,0,3,7
San Jacinto,4,U.S. House,8,REP,Kevin Brady,87,3,98,188
San Jacinto,4,U.S. House,8,REP,Cast Votes:,110,4,113,227
San Jacinto,4,U.S. House,8,REP,Under Votes,3,0,10,13
San Jacinto,4,U.S. House,8,REP,Over Votes,0,0,0,0
San Jacinto,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",62,3,69,134
San Jacinto,4,Railroad Commissioner,,REP,Ryan Sitton,43,1,32,76
San Jacinto,4,Railroad Commissioner,,REP,Cast Votes:,105,4,101,210
San Jacinto,4,Railroad Commissioner,,REP,Under Votes,8,0,22,30
San Jacinto,4,Railroad Commissioner,,REP,Over Votes,0,0,0,0
San Jacinto,4,"Chief Justice, Supreme Court",,REP,Nathan Hecht,97,4,86,187
San Jacinto,4,"Chief Justice, Supreme Court",,REP,Cast Votes:,97,4,86,187
San Jacinto,4,"Chief Justice, Supreme Court",,REP,Under Votes,16,0,37,53
San Jacinto,4,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Jane Bland,95,4,86,185
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Cast Votes:,95,4,86,185
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Under Votes,18,0,37,55
San Jacinto,4,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Over Votes,0,0,0,0
San Jacinto,4,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,95,4,89,188
San Jacinto,4,"Justice, Supreme Court, Place 7",,REP,Cast Votes:,95,4,89,188
San Jacinto,4,"Justice, Supreme Court, Place 7",,REP,Under Votes,18,0,34,52
San Jacinto,4,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
San Jacinto,4,"Justice, Supreme Court, Place 8",,REP,Brett Busby,95,3,88,186
San Jacinto,4,"Justice, Supreme Court, Place 8",,REP,Cast Votes:,95,3,88,186
San Jacinto,4,"Justice, Supreme Court, Place 8",,REP,Under Votes,18,1,35,54
San Jacinto,4,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0,0
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,43,2,42,87
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,55,2,44,101
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,REP,Cast Votes:,98,4,86,188
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes,15,0,37,52
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes,0,0,0,0
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,95,4,79,178
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,REP,Cast Votes:,95,4,79,178
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,18,0,44,62
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0,0
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,94,4,80,178
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 9",,REP,Cast Votes:,94,4,80,178
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 9",,REP,Under Votes,19,0,43,62
San Jacinto,4,"Judge, Court of Criminal Appeals, Place 9",,REP,Over Votes,0,0,0,0
San Jacinto,4,"Member, State Board of Education, District 8",,REP,Audrey Young,94,4,82,180
San Jacinto,4,"Member, State Board of Education, District 8",,REP,Cast Votes:,94,4,82,180
San Jacinto,4,"Member, State Board of Education, District 8",,REP,Under Votes,19,0,41,60
San Jacinto,4,"Member, State Board of Education, District 8",,REP,Over Votes,0,0,0,0
San Jacinto,4,State Representative,18,REP,Ernest Bailes,100,4,104,208
San Jacinto,4,State Representative,18,REP,Cast Votes:,100,4,104,208
San Jacinto,4,State Representative,18,REP,Under Votes,13,0,19,32
San Jacinto,4,State Representative,18,REP,Over Votes,0,0,0,0
San Jacinto,4,"Chief Justice, 9th Court of Appeals District",,REP,"Chuck ""Charles B"" Meyer",17,0,22,39
San Jacinto,4,"Chief Justice, 9th Court of Appeals District",,REP,Jay Wright,18,4,21,43
San Jacinto,4,"Chief Justice, 9th Court of Appeals District",,REP,Jarrod Lee Walker,24,0,13,37
San Jacinto,4,"Chief Justice, 9th Court of Appeals District",,REP,Colleen Cordts Rice,18,0,7,25
San Jacinto,4,"Chief Justice, 9th Court of Appeals District",,REP,Scott Golemon,21,0,19,40
San Jacinto,4,"Chief Justice, 9th Court of Appeals District",,REP,Cast Votes:,98,4,82,184
San Jacinto,4,"Chief Justice, 9th Court of Appeals District",,REP,Under Votes,15,0,41,56
San Jacinto,4,"Chief Justice, 9th Court of Appeals District",,REP,Over Votes,0,0,0,0
San Jacinto,4,"District Judge, 411th Judicial District",,REP,Kaycee L. Jones,42,0,30,72
San Jacinto,4,"District Judge, 411th Judicial District",,REP,John Wells,67,4,74,145
San Jacinto,4,"District Judge, 411th Judicial District",,REP,Cast Votes:,109,4,104,217
San Jacinto,4,"District Judge, 411th Judicial District",,REP,Under Votes,4,0,19,23
San Jacinto,4,"District Judge, 411th Judicial District",,REP,Over Votes,0,0,0,0
San Jacinto,4,Sheriff,,REP,Greg Capers,31,2,38,71
San Jacinto,4,Sheriff,,REP,Mike Flynt,80,2,82,164
San Jacinto,4,Sheriff,,REP,Cast Votes:,111,4,120,235
San Jacinto,4,Sheriff,,REP,Under Votes,2,0,3,5
San Jacinto,4,Sheriff,,REP,Over Votes,0,0,0,0
San Jacinto,4,County Tax Assessor-Collector,,REP,Betty Davis,98,4,95,197
San Jacinto,4,County Tax Assessor-Collector,,REP,Cast Votes:,98,4,95,197
San Jacinto,4,County Tax Assessor-Collector,,REP,Under Votes,15,0,28,43
San Jacinto,4,County Tax Assessor-Collector,,REP,Over Votes,0,0,0,0
San Jacinto,4,"County Commissioner, Precinct 1",,REP,Laddie McAnally,97,4,100,201
San Jacinto,4,"County Commissioner, Precinct 1",,REP,Cast Votes:,97,4,100,201
San Jacinto,4,"County Commissioner, Precinct 1",,REP,Under Votes,16,0,23,39
San Jacinto,4,"County Commissioner, Precinct 1",,REP,Over Votes,0,0,0,0
San Jacinto,4,"Constable, Precinct 1",,REP,Roy Rogers,96,4,95,195
San Jacinto,4,"Constable, Precinct 1",,REP,Cast Votes:,96,4,95,195
San Jacinto,4,"Constable, Precinct 1",,REP,Under Votes,17,0,28,45
San Jacinto,4,"Constable, Precinct 1",,REP,Over Votes,0,0,0,0
San Jacinto,4,San Jacinto County Chairman,,REP,Dwayne Wright,94,4,90,188
San Jacinto,4,San Jacinto County Chairman,,REP,Cast Votes:,94,4,90,188
San Jacinto,4,San Jacinto County Chairman,,REP,Under Votes,19,0,33,52
San Jacinto,4,San Jacinto County Chairman,,REP,Over Votes,0,0,0,0
San Jacinto,4,Precinct 4 Chairman,,REP,John Lovett,39,4,34,77
San Jacinto,4,Precinct 4 Chairman,,REP,Elaine Ward,71,0,79,150
San Jacinto,4,Precinct 4 Chairman,,REP,Cast Votes:,110,4,113,227
San Jacinto,4,Precinct 4 Chairman,,REP,Under Votes,3,0,10,13
San Jacinto,4,Precinct 4 Chairman,,REP,Over Votes,0,0,0,0
San Jacinto,4,Proposition #1,,DEM,Yes,6,2,2,10
San Jacinto,4,Proposition #1,,DEM,No,1,0,0,1
San Jacinto,4,Proposition #1,,DEM,Cast Votes:,7,2,2,11
San Jacinto,4,Proposition #1,,DEM,Under Votes,1,1,0,2
San Jacinto,4,Proposition #1,,DEM,Over Votes,0,0,0,0
San Jacinto,4,Proposition #2,,DEM,Yes,8,1,2,11
San Jacinto,4,Proposition #2,,DEM,No,0,1,0,1
San Jacinto,4,Proposition #2,,DEM,Cast Votes:,8,2,2,12
San Jacinto,4,Proposition #2,,DEM,Under Votes,0,1,0,1
San Jacinto,4,Proposition #2,,DEM,Over Votes,0,0,0,0
San Jacinto,4,Proposition #3,,DEM,Yes,8,2,2,12
San Jacinto,4,Proposition #3,,DEM,No,0,0,0,0
San Jacinto,4,Proposition #3,,DEM,Cast Votes:,8,2,2,12
San Jacinto,4,Proposition #3,,DEM,Under Votes,0,1,0,1
San Jacinto,4,Proposition #3,,DEM,Over Votes,0,0,0,0
San Jacinto,4,Proposition #4,,DEM,Yes,6,2,2,10
San Jacinto,4,Proposition #4,,DEM,No,1,0,0,1
San Jacinto,4,Proposition #4,,DEM,Cast Votes:,7,2,2,11
San Jacinto,4,Proposition #4,,DEM,Under Votes,1,1,0,2
San Jacinto,4,Proposition #4,,DEM,Over Votes,0,0,0,0
San Jacinto,4,Proposition #5,,DEM,Yes,8,2,2,12
San Jacinto,4,Proposition #5,,DEM,No,0,0,0,0
San Jacinto,4,Proposition #5,,DEM,Cast Votes:,8,2,2,12
San Jacinto,4,Proposition #5,,DEM,Under Votes,0,1,0,1
San Jacinto,4,Proposition #5,,DEM,Over Votes,0,0,0,0
San Jacinto,4,Proposition #6,,DEM,Yes,8,2,2,12
San Jacinto,4,Proposition #6,,DEM,No,0,0,0,0
San Jacinto,4,Proposition #6,,DEM,Cast Votes:,8,2,2,12
