county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Deaf Smith,1,Registered Voters,,DEM,,,,,1828
Deaf Smith,2,Registered Voters,,DEM,,,,,2003
Deaf Smith,3,Registered Voters,,DEM,,,,,2936
Deaf Smith,4,Registered Voters,,DEM,,,,,2033
Deaf Smith,1,Ballots Cast,,DEM,,,,,63
Deaf Smith,2,Ballots Cast,,DEM,,,,,103
Deaf Smith,3,Ballots Cast,,DEM,,,,,121
Deaf Smith,4,Ballots Cast,,DEM,,,,,90
Deaf Smith,1,President,,DEM,Andrew Yang,0,0,1,1
Deaf Smith,2,President,,DEM,Andrew Yang,0,1,1,2
Deaf Smith,3,President,,DEM,Andrew Yang,1,0,1,2
Deaf Smith,4,President,,DEM,Andrew Yang,0,0,0,0
Deaf Smith,1,President,,DEM,Pete Buttigieg,0,0,0,0
Deaf Smith,2,President,,DEM,Pete Buttigieg,0,1,2,3
Deaf Smith,3,President,,DEM,Pete Buttigieg,1,1,0,2
Deaf Smith,4,President,,DEM,Pete Buttigieg,0,1,0,1
Deaf Smith,1,President,,DEM,Cory Booker,0,0,0,0
Deaf Smith,2,President,,DEM,Cory Booker,0,0,0,0
Deaf Smith,3,President,,DEM,Cory Booker,0,1,0,1
Deaf Smith,4,President,,DEM,Cory Booker,0,0,0,0
Deaf Smith,1,President,,DEM,Marianne Williamson,0,0,0,0
Deaf Smith,2,President,,DEM,Marianne Williamson,0,0,2,2
Deaf Smith,3,President,,DEM,Marianne Williamson,0,0,0,0
Deaf Smith,4,President,,DEM,Marianne Williamson,0,0,0,0
Deaf Smith,1,President,,DEM,Michael R. Bloomberg,3,4,9,16
Deaf Smith,2,President,,DEM,Michael R. Bloomberg,4,6,15,25
Deaf Smith,3,President,,DEM,Michael R. Bloomberg,9,6,7,22
Deaf Smith,4,President,,DEM,Michael R. Bloomberg,5,2,14,21
Deaf Smith,1,President,,DEM,John K. Delaney,0,0,0,0
Deaf Smith,2,President,,DEM,John K. Delaney,0,0,0,0
Deaf Smith,3,President,,DEM,John K. Delaney,0,0,0,0
Deaf Smith,4,President,,DEM,John K. Delaney,0,0,0,0
Deaf Smith,1,President,,DEM,Tom Steyer,2,0,0,2
Deaf Smith,2,President,,DEM,Tom Steyer,0,0,0,0
Deaf Smith,3,President,,DEM,Tom Steyer,0,0,1,1
Deaf Smith,4,President,,DEM,Tom Steyer,0,0,0,0
Deaf Smith,1,President,,DEM,Julian Castro,0,1,0,1
Deaf Smith,2,President,,DEM,Julian Castro,0,0,0,0
Deaf Smith,3,President,,DEM,Julian Castro,1,0,1,2
Deaf Smith,4,President,,DEM,Julian Castro,0,1,4,5
Deaf Smith,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,1,1
Deaf Smith,2,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Deaf Smith,3,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,0,1
Deaf Smith,4,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Deaf Smith,1,President,,DEM,Elizabeth Warren,0,2,2,4
Deaf Smith,2,President,,DEM,Elizabeth Warren,0,1,3,4
Deaf Smith,3,President,,DEM,Elizabeth Warren,1,4,3,8
Deaf Smith,4,President,,DEM,Elizabeth Warren,1,1,6,8
Deaf Smith,1,President,,DEM,Bernie Sanders,2,0,4,6
Deaf Smith,2,President,,DEM,Bernie Sanders,0,5,19,24
Deaf Smith,3,President,,DEM,Bernie Sanders,0,9,30,39
Deaf Smith,4,President,,DEM,Bernie Sanders,2,0,14,16
Deaf Smith,1,President,,DEM,Joseph Biden,4,4,18,26
Deaf Smith,2,President,,DEM,Joseph Biden,9,3,21,33
Deaf Smith,3,President,,DEM,Joseph Biden,6,11,24,41
Deaf Smith,4,President,,DEM,Joseph Biden,3,2,28,33
Deaf Smith,1,President,,DEM,Deval Patrick,0,0,1,1
Deaf Smith,2,President,,DEM,Deval Patrick,0,0,1,1
Deaf Smith,3,President,,DEM,Deval Patrick,0,0,0,0
Deaf Smith,4,President,,DEM,Deval Patrick,0,0,0,0
Deaf Smith,1,President,,DEM,Robby Wells,0,0,0,0
Deaf Smith,2,President,,DEM,Robby Wells,0,0,0,0
Deaf Smith,3,President,,DEM,Robby Wells,0,0,0,0
Deaf Smith,4,President,,DEM,Robby Wells,0,0,0,0
Deaf Smith,1,President,,DEM,Amy Kloubuchar,0,2,0,2
Deaf Smith,2,President,,DEM,Amy Kloubuchar,1,0,0,1
Deaf Smith,3,President,,DEM,Amy Kloubuchar,0,1,1,2
Deaf Smith,4,President,,DEM,Amy Kloubuchar,0,0,2,2
Deaf Smith,1,President,,DEM,Tulsi Gabbard,0,0,0,0
Deaf Smith,2,President,,DEM,Tulsi Gabbard,0,0,0,0
Deaf Smith,3,President,,DEM,Tulsi Gabbard,0,0,0,0
Deaf Smith,4,President,,DEM,Tulsi Gabbard,0,0,1,1
Deaf Smith,1,President,,DEM,Michael Bennet,0,0,0,0
Deaf Smith,2,President,,DEM,Michael Bennet,0,0,2,2
Deaf Smith,3,President,,DEM,Michael Bennet,0,0,0,0
Deaf Smith,4,President,,DEM,Michael Bennet,0,0,0,0
Deaf Smith,1,U.S. Senate,,DEM,Amanda Edwards,2,2,4,8
Deaf Smith,2,U.S. Senate,,DEM,Amanda Edwards,1,3,5,9
Deaf Smith,3,U.S. Senate,,DEM,Amanda Edwards,2,3,8,13
Deaf Smith,4,U.S. Senate,,DEM,Amanda Edwards,0,0,14,14
Deaf Smith,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,3,3
Deaf Smith,2,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,4,4
Deaf Smith,3,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,1,2,3
Deaf Smith,4,U.S. Senate,,DEM,Jack Daniel Foster Jr,3,0,0,3
Deaf Smith,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,5,0,6,11
Deaf Smith,2,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,5,11,16
Deaf Smith,3,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,8,15,24
Deaf Smith,4,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,1,15,16
Deaf Smith,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,1,1
Deaf Smith,2,U.S. Senate,,DEM,Adrian Ocegueda,1,0,3,4
Deaf Smith,3,U.S. Senate,,DEM,Adrian Ocegueda,1,0,1,2
Deaf Smith,4,U.S. Senate,,DEM,Adrian Ocegueda,0,1,3,4
Deaf Smith,1,U.S. Senate,,DEM,Royce West,1,0,0,1
Deaf Smith,2,U.S. Senate,,DEM,Royce West,0,1,4,5
Deaf Smith,3,U.S. Senate,,DEM,Royce West,0,4,2,6
Deaf Smith,4,U.S. Senate,,DEM,Royce West,1,0,3,4
Deaf Smith,1,U.S. Senate,,DEM,D.R. Hunter,0,1,0,1
Deaf Smith,2,U.S. Senate,,DEM,D.R. Hunter,0,0,2,2
Deaf Smith,3,U.S. Senate,,DEM,D.R. Hunter,0,0,1,1
Deaf Smith,4,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
Deaf Smith,1,U.S. Senate,,DEM,Victor Hugo Harris,0,1,3,4
Deaf Smith,2,U.S. Senate,,DEM,Victor Hugo Harris,0,0,2,2
Deaf Smith,3,U.S. Senate,,DEM,Victor Hugo Harris,2,1,1,4
Deaf Smith,4,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Deaf Smith,1,U.S. Senate,,DEM,Michael Cooper,0,0,1,1
Deaf Smith,2,U.S. Senate,,DEM,Michael Cooper,0,0,3,3
Deaf Smith,3,U.S. Senate,,DEM,Michael Cooper,1,1,2,4
Deaf Smith,4,U.S. Senate,,DEM,Michael Cooper,0,1,1,2
