county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Comal,201,President,,DEM,Tulsi Gabbard,1,0,0,1
Comal,201,President,,DEM,Marianne Williamson,0,0,0,0
Comal,201,President,,DEM,John K. Delaney,0,0,0,0
Comal,201,President,,DEM,Elizabeth Warren,43,5,22,70
Comal,201,President,,DEM,Cory Booker,1,0,0,1
Comal,201,President,,DEM,Amy Klobuchar,0,2,3,5
Comal,201,President,,DEM,Joseph R. Biden,129,16,36,181
Comal,201,President,,DEM,Pete Buttigieg,2,4,26,32
Comal,201,President,,DEM,Julián Castro,1,1,0,2
Comal,201,President,,DEM,Tom Steyer,3,1,3,7
Comal,201,President,,DEM,Michael Bennet,0,0,0,0
Comal,201,President,,DEM,Michael R. Bloomberg,25,12,15,52
Comal,201,President,,DEM,Robby Wells,0,0,0,0
Comal,201,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Comal,201,President,,DEM,Deval Patrick,1,0,0,1
Comal,201,President,,DEM,Bernie Sanders,88,6,37,131
Comal,201,President,,DEM,Andrew Yang,1,0,0,1
Comal,201,Ballots Cast,,DEM,,295,47,142,484
Comal,201,President,,DEM,Undervotes,0,0,1,1
Comal,201,President,,DEM,Overvotes,0,0,0,0
Comal,201,U.S. Senate,,DEM,Royce West,10,1,12,23
Comal,201,U.S. Senate,,DEM,Chris Bell,21,4,9,34
Comal,201,U.S. Senate,,DEM,Amanda K. Edwards,51,10,26,87
Comal,201,U.S. Senate,,DEM,Sema Hernandez,28,9,13,50
Comal,201,U.S. Senate,,DEM,Jack Daniel Foster Jr,3,3,1,7
Comal,201,U.S. Senate,,DEM,D.R. Hunter,3,2,2,7
Comal,201,U.S. Senate,,DEM,Adrian Ocegueda,5,1,2,8
Comal,201,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",64,8,42,114
Comal,201,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,39,5,13,57
Comal,201,U.S. Senate,,DEM,Michael Cooper,2,2,3,7
Comal,201,U.S. Senate,,DEM,Victor Hugo Harris,1,0,2,3
Comal,201,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",24,0,3,27
Comal,201,U.S. Senate,,DEM,Cast Votes:,251,45,128,424
Comal,201,U.S. Senate,,DEM,Undervotes,44,2,15,61
Comal,201,U.S. Senate,,DEM,Overvotes,0,0,0,0
Comal,201,"United States Representative, District No. 35",,DEM,Rafael Alcoser III,94,12,38,144
Comal,201,"United States Representative, District No. 35",,DEM,Lloyd Doggett,163,34,89,286
Comal,201,"United States Representative, District No. 35",,DEM,Cast Votes:,257,46,127,430
Comal,201,"United States Representative, District No. 35",,DEM,Undervotes,38,1,16,55
Comal,201,"United States Representative, District No. 35",,DEM,Overvotes,0,0,0,0
Comal,201,Railroad Commissioner,,DEM,Mark Watson,38,6,18,62
Comal,201,Railroad Commissioner,,DEM,Chrysta Castañeda,85,17,48,150
Comal,201,Railroad Commissioner,,DEM,Kelly Stone,63,9,29,101
Comal,201,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",61,10,29,100
Comal,201,Railroad Commissioner,,DEM,Cast Votes:,247,42,124,413
Comal,201,Railroad Commissioner,,DEM,Undervotes,48,5,19,72
Comal,201,Railroad Commissioner,,DEM,Overvotes,0,0,0,0
Comal,201,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,227,37,110,374
Comal,201,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,28,5,18,51
Comal,201,"Chief Justice, Supreme Court",,DEM,Cast Votes:,255,42,128,425
Comal,201,"Chief Justice, Supreme Court",,DEM,Undervotes,40,5,15,60
Comal,201,"Chief Justice, Supreme Court",,DEM,Overvotes,0,0,0,0
Comal,201,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,48,14,31,93
Comal,201,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,203,29,95,327
Comal,201,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Cast Votes:,251,43,126,420
Comal,201,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Undervotes,44,4,17,65
