county,precinct,office,district,candidate,party,early_voting,election_day,votes
Victoria,PCT 1,Registered Voters,,,,,,622
Victoria,PCT 2,Registered Voters,,,,,,931
Victoria,PCT 3,Registered Voters,,,,,,1197
Victoria,PCT 4,Registered Voters,,,,,,1575
Victoria,PCT 5,Registered Voters,,,,,,2608
Victoria,PCT 6,Registered Voters,,,,,,356
Victoria,PCT 7,Registered Voters,,,,,,2168
Victoria,PCT 8,Registered Voters,,,,,,2304
Victoria,PCT 9,Registered Voters,,,,,,1220
Victoria,PCT 10,Registered Voters,,,,,,1647
Victoria,PCT 11,Registered Voters,,,,,,422
Victoria,PCT 12,Registered Voters,,,,,,743
Victoria,PCT 13,Registered Voters,,,,,,1807
Victoria,PCT 14,Registered Voters,,,,,,1382
Victoria,PCT 15,Registered Voters,,,,,,133
Victoria,PCT 16,Registered Voters,,,,,,463
Victoria,PCT 17,Registered Voters,,,,,,700
Victoria,PCT 18,Registered Voters,,,,,,4044
Victoria,PCT 19,Registered Voters,,,,,,2926
Victoria,PCT 20,Registered Voters,,,,,,1415
Victoria,PCT 21,Registered Voters,,,,,,3970
Victoria,PCT 22,Registered Voters,,,,,,1637
Victoria,PCT 23,Registered Voters,,,,,,1662
Victoria,PCT 24,Registered Voters,,,,,,1481
Victoria,PCT 25,Registered Voters,,,,,,4098
Victoria,PCT 26,Registered Voters,,,,,,1128
Victoria,PCT 27,Registered Voters,,,,,,1660
Victoria,PCT 28,Registered Voters,,,,,,521
Victoria,PCT 29,Registered Voters,,,,,,2570
Victoria,PCT 30,Registered Voters,,,,,,529
Victoria,PCT 31,Registered Voters,,,,,,843
Victoria,PCT 32,Registered Voters,,,,,,1524
Victoria,PCT 33,Registered Voters,,,,,,4472
Victoria,PCT 34,Registered Voters,,,,,,1318
Victoria,PCT 35,Registered Voters,,,,,,596
Victoria,PCT 1,President,,Donald J Trump/ Michael R. Pence,REP,85,22,107
Victoria,PCT 1,President,,Joseph R Biden / Kamala Harris,DEM,131,25,156
Victoria,PCT 1,President,,"Jo Jorgensen/ Jeremy "" Spike""",LIB,5,4,9
Victoria,PCT 1,President,,Howie Hawkins / Angela Walker,GRN,0,0,0
Victoria,PCT 1,President,,WRITE-IN,,1,1,2
Victoria,PCT 2,President,,Donald J Trump/ Michael R. Pence,REP,281,45,326
Victoria,PCT 2,President,,Joseph R Biden / Kamala Harris,DEM,201,30,231
Victoria,PCT 2,President,,"Jo Jorgensen/ Jeremy "" Spike""",LIB,4,1,5
Victoria,PCT 2,President,,Howie Hawkins / Angela Walker,GRN,4,1,5
Victoria,PCT 2,President,,WRITE-IN,,0,0,0
Victoria,PCT 3,President,,Donald J Trump/ Michael R. Pence,REP,364,85,449
Victoria,PCT 3,President,,Joseph R Biden / Kamala Harris,DEM,228,54,282
Victoria,PCT 3,President,,"Jo Jorgensen/ Jeremy "" Spike""",LIB,8,1,9
Victoria,PCT 3,President,,Howie Hawkins / Angela Walker,GRN,2,0,2
Victoria,PCT 3,President,,WRITE-IN,,1,0,1
Victoria,PCT 4,President,,Donald J Trump/ Michael R. Pence,REP,209,84,293
Victoria,PCT 4,President,,Joseph R Biden / Kamala Harris,DEM,290,75,365
Victoria,PCT 4,President,,"Jo Jorgensen/ Jeremy "" Spike""",LIB,5,4,9
Victoria,PCT 4,President,,Howie Hawkins / Angela Walker,GRN,2,0,2
Victoria,PCT 4,President,,WRITE-IN,,0,0,0
Victoria,PCT 5,President,,Donald J Trump/ Michael R. Pence,REP,488,111,599
Victoria,PCT 5,President,,Joseph R Biden / Kamala Harris,DEM,541,100,641
Victoria,PCT 5,President,,"Jo Jorgensen/ Jeremy "" Spike""",LIB,14,7,21
Victoria,PCT 5,President,,Howie Hawkins / Angela Walker,GRN,5,2,7
Victoria,PCT 5,President,,WRITE-IN,,0,0,0
Victoria,PCT 6,President,,Donald J Trump/ Michael R. Pence,REP,41,11,52
Victoria,PCT 6,President,,Joseph R Biden / Kamala Harris,DEM,73,11,84
Victoria,PCT 6,President,,"Jo Jorgensen/ Jeremy "" Spike""",LIB,1,2,3
Victoria,PCT 6,President,,Howie Hawkins / Angela Walker,GRN,2,0,2
Victoria,PCT 6,President,,WRITE-IN,,0,0,0
Victoria,PCT 7,President,,Donald J Trump/ Michael R. Pence,REP,293,110,403
