county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Refugio,1 - CO-RCMH,Registered Voters,,,,488,,,
Refugio,1 - CO-RCMH,President,,REP,Donald J. Trump Michael R. Pence,150,108,29,13
Refugio,1 - CO-RCMH,President,,DEM,Joseph R. Biden Kamala D. Harris,134,95,17,22
Refugio,1 - CO-RCMH,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",1,1,0,0
Refugio,1 - CO-RCMH,President,,GRN,Howie Hawkins Angela Walker,2,2,0,0
Refugio,1 - CO-RCMH,President,,"",ABRAM LOEB / JENNIFER JAIRALA,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",BRIAN CARROLL / AMAR PATEL,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",GLORIA LA RIVA / LEONARD PELTIER,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",JESSE CUELLAR / JIMMY MONREAL,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",KASEY WELLS / RACHEL WELLS,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",PRESIDENT R BODDIE / ERIC C. STONEHAM,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",ROBERT MORROW / ANNE BECKETT,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",TODD CELLA / TIM CELLA,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",TOM HOEFLING / ANDY PRIOR,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",Rejected write-ins,0,0,0,0
Refugio,1 - CO-RCMH,President,,"",Unassigned write-ins,0,0,0,0
Refugio,1 - CO-RCMH,U.S. Senate,,REP,John Cornyn,139,103,26,10
Refugio,1 - CO-RCMH,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",125,87,18,20
Refugio,1 - CO-RCMH,U.S. Senate,,LIB,Kerry Douglas McKennon,5,5,0,0
Refugio,1 - CO-RCMH,U.S. Senate,,GRN,David B. Collins,2,0,1,1
Refugio,1 - CO-RCMH,U.S. Senate,,"",RICARDO TURULLOLS-BONILLA,0,0,0,0
Refugio,1 - CO-RCMH,U.S. Senate,,"",Rejected write-ins,0,0,0,0
Refugio,1 - CO-RCMH,U.S. Senate,,"",Unassigned write-ins,0,0,0,0
Refugio,1 - CO-RCMH,U.S. House,27,REP,Michael Cloud,151,112,28,11
Refugio,1 - CO-RCMH,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",117,83,16,18
Refugio,1 - CO-RCMH,U.S. House,27,LIB,Phil Gray,4,4,0,0
Refugio,1 - CO-RCMH,Railroad Commissioner,,REP,"James ""Jim"" Wright",142,105,27,10
Refugio,1 - CO-RCMH,Railroad Commissioner,,DEM,Chrysta Castaeda,119,83,16,20
Refugio,1 - CO-RCMH,Railroad Commissioner,,LIB,Matt Sterett,3,2,0,1
Refugio,1 - CO-RCMH,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",4,3,1,0
Refugio,1 - CO-RCMH,"Chief Justice, Supreme Court",,REP,Nathan Hecht,135,97,28,10
Refugio,1 - CO-RCMH,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,131,96,16,19
Refugio,1 - CO-RCMH,"Chief Justice, Supreme Court",,LIB,Mark Ash,3,2,0,1
Refugio,1 - CO-RCMH,"Justice, Supreme Court, Place No. 6 Unexpired Term",,REP,Jane Bland,143,107,25,11
Refugio,1 - CO-RCMH,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Kathy Cheng,122,85,18,19
Refugio,1 - CO-RCMH,"Justice, Supreme Court, Place No. 7",,REP,Jeff Boyd,139,102,27,10
Refugio,1 - CO-RCMH,"Justice, Supreme Court, Place No. 7",,DEM,Staci Williams,121,86,16,19
Refugio,1 - CO-RCMH,"Justice, Supreme Court, Place No. 7",,LIB,William Bryan Strange III,3,2,0,1
Refugio,1 - CO-RCMH,"Justice, Supreme Court, Place No. 8",,REP,Brett Busby,139,103,26,10
Refugio,1 - CO-RCMH,"Justice, Supreme Court, Place No. 8",,DEM,Gisela D. Triana,119,84,16,19
