county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_paper,early_voting_machine,election_day,election_day_paper,election_day_machine
Lavaca,32,"District Judge, 25th Judicial Dist",,REP,Bill Old,122,7,33,17,16,82,37,45
Lavaca,1,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,411,23,217,115,102,171,74,97
Lavaca,8,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,101,5,33,25,8,63,29,34
Lavaca,16,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,76,7,28,13,15,41,14,27
Lavaca,19,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,112,12,53,32,21,47,24,23
Lavaca,23,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,126,7,33,20,13,86,34,52
Lavaca,29,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,262,16,57,34,23,189,86,103
Lavaca,30,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,161,13,27,15,12,121,59,62
Lavaca,31,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,192,11,98,54,44,83,53,30
Lavaca,32,"District Judge, 25th Judicial Dist",,REP,Jacqueline Phillips Ott,56,2,15,11,4,39,18,21
Lavaca,1,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"District Judge, 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,53,1,25,13,12,27,10,17
Lavaca,8,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,19,2,5,3,2,12,5,7
Lavaca,16,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,20,0,1,0,1,19,11,8
Lavaca,19,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,16,0,12,8,4,4,1,3
Lavaca,23,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,28,5,4,3,1,19,4,15
Lavaca,29,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,78,9,11,4,7,58,23,35
Lavaca,30,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,24,5,1,0,1,18,9,9
Lavaca,31,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,25,2,10,7,3,13,11,2
Lavaca,32,"District Judge, 25th Judicial Dist",,REP,UNDER VOTES,20,3,7,3,4,10,7,3
Lavaca,1,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,724,44,373,202,171,307,136,171
Lavaca,8,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,196,6,64,45,19,126,53,73
Lavaca,16,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,152,9,56,31,25,87,39,48
Lavaca,19,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,201,16,112,73,39,73,34,39
Lavaca,23,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,259,18,52,34,18,189,63,126
Lavaca,29,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,724,54,153,85,68,517,187,330
Lavaca,30,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,334,31,57,27,30,246,112,134
Lavaca,31,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,376,27,185,97,88,164,103,61
Lavaca,32,"District Judge, 2nd 25th Judicial Dist",,REP,Jessica Richard Crawford,147,7,44,25,19,96,45,51
Lavaca,1,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"District Judge, 2nd 25th Judicial Dist",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,232,4,119,49,70,109,31,78
Lavaca,8,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,66,5,21,11,10,40,9,31
Lavaca,16,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,56,3,12,3,9,41,16,25
Lavaca,19,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,53,1,32,17,15,20,6,14
Lavaca,23,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,97,6,17,6,11,74,20,54
Lavaca,29,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,228,18,37,16,21,173,64,109
Lavaca,30,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,70,10,6,2,4,54,19,35
Lavaca,31,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,94,9,41,25,16,44,25,19
Lavaca,32,"District Judge, 2nd 25th Judicial Dist",,REP,UNDER VOTES,51,5,11,6,5,35,17,18
Lavaca,1,County Attorney,,REP,Kyle A. Denney,474,27,253,133,120,194,77,117
Lavaca,8,County Attorney,,REP,Kyle A. Denney,118,3,42,32,10,73,27,46
Lavaca,16,County Attorney,,REP,Kyle A. Denney,117,8,40,24,16,69,27,42
Lavaca,19,County Attorney,,REP,Kyle A. Denney,137,11,69,41,28,57,28,29
Lavaca,23,County Attorney,,REP,Kyle A. Denney,160,8,32,22,10,120,32,88
Lavaca,29,County Attorney,,REP,Kyle A. Denney,430,19,90,59,31,321,109,212
Lavaca,30,County Attorney,,REP,Kyle A. Denney,179,21,32,13,19,126,53,73
Lavaca,31,County Attorney,,REP,Kyle A. Denney,264,25,119,64,55,120,75,45
Lavaca,32,County Attorney,,REP,Kyle A. Denney,98,6,26,16,10,66,32,34
Lavaca,1,County Attorney,,REP,"James ""Jim"" Reeves",457,20,230,112,118,207,85,122
Lavaca,8,County Attorney,,REP,"James ""Jim"" Reeves",124,7,39,22,17,78,29,49
Lavaca,16,County Attorney,,REP,"James ""Jim"" Reeves",74,4,25,10,15,45,20,25
Lavaca,19,County Attorney,,REP,"James ""Jim"" Reeves",109,6,70,45,25,33,10,23
Lavaca,23,County Attorney,,REP,"James ""Jim"" Reeves",175,12,35,16,19,128,50,78
Lavaca,29,County Attorney,,REP,"James ""Jim"" Reeves",445,46,91,38,53,308,113,195
Lavaca,30,County Attorney,,REP,"James ""Jim"" Reeves",200,14,30,16,14,156,68,88
Lavaca,31,County Attorney,,REP,"James ""Jim"" Reeves",195,10,103,55,48,82,49,33
Lavaca,32,County Attorney,,REP,"James ""Jim"" Reeves",85,3,26,14,12,56,26,30
Lavaca,1,County Attorney,,REP,OVER VOTES,1,0,0,0,0,1,0,1
Lavaca,8,County Attorney,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,County Attorney,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,County Attorney,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,County Attorney,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,County Attorney,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,County Attorney,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,County Attorney,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,County Attorney,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,County Attorney,,REP,UNDER VOTES,24,1,9,6,3,14,5,9
Lavaca,8,County Attorney,,REP,UNDER VOTES,20,1,4,2,2,15,6,9
Lavaca,16,County Attorney,,REP,UNDER VOTES,17,0,3,0,3,14,8,6
Lavaca,19,County Attorney,,REP,UNDER VOTES,8,0,5,4,1,3,2,1
Lavaca,23,County Attorney,,REP,UNDER VOTES,21,4,2,2,0,15,1,14
Lavaca,29,County Attorney,,REP,UNDER VOTES,77,7,9,4,5,61,29,32
Lavaca,30,County Attorney,,REP,UNDER VOTES,25,6,1,0,1,18,10,8
Lavaca,31,County Attorney,,REP,UNDER VOTES,11,1,4,3,1,6,4,2
Lavaca,32,County Attorney,,REP,UNDER VOTES,15,3,3,1,2,9,4,5
Lavaca,1,Sheriff,,REP,Micah C. Harmon,846,47,427,224,203,372,156,216
Lavaca,8,Sheriff,,REP,Micah C. Harmon,228,7,74,51,23,147,58,89
Lavaca,16,Sheriff,,REP,Micah C. Harmon,184,12,64,34,30,108,47,61
Lavaca,19,Sheriff,,REP,Micah C. Harmon,221,17,124,77,47,80,36,44
Lavaca,23,Sheriff,,REP,Micah C. Harmon,314,24,62,37,25,228,73,155
Lavaca,29,Sheriff,,REP,Micah C. Harmon,820,61,162,88,74,597,217,380
Lavaca,30,Sheriff,,REP,Micah C. Harmon,368,34,60,28,32,274,122,152
Lavaca,31,Sheriff,,REP,Micah C. Harmon,427,31,208,110,98,188,115,73
Lavaca,32,Sheriff,,REP,Micah C. Harmon,170,7,48,28,20,115,53,62
Lavaca,1,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,Sheriff,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,Sheriff,,REP,UNDER VOTES,110,1,65,27,38,44,11,33
Lavaca,8,Sheriff,,REP,UNDER VOTES,34,4,11,5,6,19,4,15
Lavaca,16,Sheriff,,REP,UNDER VOTES,24,0,4,0,4,20,8,12
Lavaca,19,Sheriff,,REP,UNDER VOTES,33,0,20,13,7,13,4,9
Lavaca,23,Sheriff,,REP,UNDER VOTES,42,0,7,3,4,35,10,25
Lavaca,29,Sheriff,,REP,UNDER VOTES,132,11,28,13,15,93,34,59
Lavaca,30,Sheriff,,REP,UNDER VOTES,36,7,3,1,2,26,9,17
Lavaca,31,Sheriff,,REP,UNDER VOTES,43,5,18,12,6,20,13,7
Lavaca,32,Sheriff,,REP,UNDER VOTES,28,5,7,3,4,16,9,7
Lavaca,1,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,863,47,435,228,207,381,159,222
Lavaca,8,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,234,9,78,53,25,147,61,86
Lavaca,16,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,185,12,62,32,30,111,48,63
Lavaca,19,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,222,17,122,78,44,83,36,47
Lavaca,23,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,313,24,59,35,24,230,74,156
Lavaca,29,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,819,60,166,92,74,593,215,378
Lavaca,30,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,370,37,59,27,32,274,121,153
Lavaca,31,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,435,31,212,113,99,192,118,74
Lavaca,32,County Tax Assessor-Collector,,REP,Deborah A. Sevcik,171,7,48,28,20,116,54,62
Lavaca,1,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,County Tax Assessor-Collector,,REP,UNDER VOTES,93,1,57,23,34,35,8,27
Lavaca,8,County Tax Assessor-Collector,,REP,UNDER VOTES,28,2,7,3,4,19,1,18
Lavaca,16,County Tax Assessor-Collector,,REP,UNDER VOTES,23,0,6,2,4,17,7,10
Lavaca,19,County Tax Assessor-Collector,,REP,UNDER VOTES,32,0,22,12,10,10,4,6
Lavaca,23,County Tax Assessor-Collector,,REP,UNDER VOTES,43,0,10,5,5,33,9,24
Lavaca,29,County Tax Assessor-Collector,,REP,UNDER VOTES,133,12,24,9,15,97,36,61
Lavaca,30,County Tax Assessor-Collector,,REP,UNDER VOTES,34,4,4,2,2,26,10,16
Lavaca,31,County Tax Assessor-Collector,,REP,UNDER VOTES,35,5,14,9,5,16,10,6
Lavaca,32,County Tax Assessor-Collector,,REP,UNDER VOTES,27,5,7,3,4,15,8,7
Lavaca,1,"County Commissioner, Pct 1",,REP,Edward Pustka,547,34,278,153,125,235,93,142
Lavaca,19,"County Commissioner, Pct 1",,REP,Edward Pustka,98,10,49,31,18,39,21,18
Lavaca,1,"County Commissioner, Pct 1",,REP,Travis Henderson,391,14,202,91,111,175,73,102
Lavaca,19,"County Commissioner, Pct 1",,REP,Travis Henderson,151,7,90,54,36,54,18,36
Lavaca,1,"County Commissioner, Pct 1",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"County Commissioner, Pct 1",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"County Commissioner, Pct 1",,REP,UNDER VOTES,18,0,12,7,5,6,1,5
Lavaca,19,"County Commissioner, Pct 1",,REP,UNDER VOTES,6,0,5,5,0,1,1,0
Lavaca,29,"County Commissioner, Pct 3",,REP,Kenny W. Siegel,417,29,81,45,36,307,100,207
Lavaca,32,"County Commissioner, Pct 3",,REP,Kenny W. Siegel,123,7,36,18,18,80,39,41
Lavaca,29,"County Commissioner, Pct 3",,REP,Frankie Bates,165,18,44,19,25,103,43,60
Lavaca,32,"County Commissioner, Pct 3",,REP,Frankie Bates,40,2,5,5,0,33,13,20
Lavaca,29,"County Commissioner, Pct 3",,REP,Mark Yackel,146,10,21,12,9,115,53,62
Lavaca,32,"County Commissioner, Pct 3",,REP,Mark Yackel,15,0,6,2,4,9,7,2
Lavaca,29,"County Commissioner, Pct 3",,REP,Cleve Handley,210,10,40,21,19,160,52,108
Lavaca,32,"County Commissioner, Pct 3",,REP,Cleve Handley,8,0,2,2,0,6,2,4
Lavaca,29,"County Commissioner, Pct 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"County Commissioner, Pct 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"County Commissioner, Pct 3",,REP,UNDER VOTES,14,5,4,4,0,5,3,2
Lavaca,32,"County Commissioner, Pct 3",,REP,UNDER VOTES,12,3,6,4,2,3,1,2
Lavaca,1,"Constable, Precinct No. 1",,REP,Mike Buchanek,795,44,413,214,199,338,140,198
Lavaca,19,"Constable, Precinct No. 1",,REP,Mike Buchanek,217,16,122,77,45,79,34,45
Lavaca,1,"Constable, Precinct No. 1",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Constable, Precinct No. 1",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Constable, Precinct No. 1",,REP,UNDER VOTES,161,4,79,37,42,78,27,51
Lavaca,19,"Constable, Precinct No. 1",,REP,UNDER VOTES,37,1,22,13,9,14,6,8
Lavaca,8,"Constable, Precinct No. 2",,REP,Charles (Chuck) Greive,209,9,65,44,21,135,53,82
Lavaca,23,"Constable, Precinct No. 2",,REP,Charles (Chuck) Greive,310,23,58,33,25,229,74,155
Lavaca,31,"Constable, Precinct No. 2",,REP,Charles (Chuck) Greive,404,29,195,104,91,180,109,71
Lavaca,8,"Constable, Precinct No. 2",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Constable, Precinct No. 2",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Constable, Precinct No. 2",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Constable, Precinct No. 2",,REP,UNDER VOTES,53,2,20,12,8,31,9,22
Lavaca,23,"Constable, Precinct No. 2",,REP,UNDER VOTES,46,1,11,7,4,34,9,25
Lavaca,31,"Constable, Precinct No. 2",,REP,UNDER VOTES,66,7,31,18,13,28,19,9
Lavaca,29,"Constable, Precinct No. 3",,REP,Larry Wayne Hlavac,814,61,167,91,76,586,212,374
Lavaca,32,"Constable, Precinct No. 3",,REP,Larry Wayne Hlavac,161,8,45,26,19,108,50,58
Lavaca,29,"Constable, Precinct No. 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Constable, Precinct No. 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Constable, Precinct No. 3",,REP,UNDER VOTES,138,11,23,10,13,104,39,65
Lavaca,32,"Constable, Precinct No. 3",,REP,UNDER VOTES,37,4,10,5,5,23,12,11
Lavaca,16,"Constable, Precinct No. 4",,REP,Kerry L. Peterson,170,10,59,31,28,101,42,59
Lavaca,30,"Constable, Precinct No. 4",,REP,Kerry L. Peterson,353,35,54,26,28,264,117,147
Lavaca,16,"Constable, Precinct No. 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Constable, Precinct No. 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Constable, Precinct No. 4",,REP,UNDER VOTES,38,2,9,3,6,27,13,14
Lavaca,30,"Constable, Precinct No. 4",,REP,UNDER VOTES,51,6,9,3,6,36,14,22
Lavaca,1,County Chairman,,REP,Cheryl Thompson-Draper,764,45,387,206,181,332,141,191
Lavaca,8,County Chairman,,REP,Cheryl Thompson-Draper,202,9,62,42,20,131,52,79
Lavaca,16,County Chairman,,REP,Cheryl Thompson-Draper,170,12,58,32,26,100,43,57
Lavaca,19,County Chairman,,REP,Cheryl Thompson-Draper,213,17,121,77,44,75,34,41
Lavaca,23,County Chairman,,REP,Cheryl Thompson-Draper,284,20,57,34,23,207,69,138
Lavaca,29,County Chairman,,REP,Cheryl Thompson-Draper,751,60,156,86,70,535,194,341
Lavaca,30,County Chairman,,REP,Cheryl Thompson-Draper,351,34,56,27,29,261,116,145
Lavaca,31,County Chairman,,REP,Cheryl Thompson-Draper,397,28,194,103,91,175,109,66
Lavaca,32,County Chairman,,REP,Cheryl Thompson-Draper,154,7,44,25,19,103,47,56
Lavaca,1,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,County Chairman,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,County Chairman,,REP,UNDER VOTES,192,3,105,45,60,84,26,58
Lavaca,8,County Chairman,,REP,UNDER VOTES,60,2,23,14,9,35,10,25
Lavaca,16,County Chairman,,REP,UNDER VOTES,38,0,10,2,8,28,12,16
Lavaca,19,County Chairman,,REP,UNDER VOTES,41,0,23,13,10,18,6,12
Lavaca,23,County Chairman,,REP,UNDER VOTES,72,4,12,6,6,56,14,42
Lavaca,29,County Chairman,,REP,UNDER VOTES,201,12,34,15,19,155,57,98
Lavaca,30,County Chairman,,REP,UNDER VOTES,53,7,7,2,5,39,15,24
Lavaca,31,County Chairman,,REP,UNDER VOTES,73,8,32,19,13,33,19,14
Lavaca,32,County Chairman,,REP,UNDER VOTES,44,5,11,6,5,28,15,13
Lavaca,1,President,,DEM,Elizabeth Warren,11,1,2,2,0,8,3,5
Lavaca,8,President,,DEM,Elizabeth Warren,5,0,2,1,1,3,1,2
Lavaca,16,President,,DEM,Elizabeth Warren,4,0,1,1,0,3,1,2
Lavaca,19,President,,DEM,Elizabeth Warren,3,0,3,2,1,0,0,0
Lavaca,23,President,,DEM,Elizabeth Warren,6,0,0,0,0,6,2,4
Lavaca,29,President,,DEM,Elizabeth Warren,14,3,0,0,0,11,3,8
Lavaca,30,President,,DEM,Elizabeth Warren,7,1,2,0,2,4,3,1
Lavaca,31,President,,DEM,Elizabeth Warren,2,1,1,0,1,0,0,0
Lavaca,32,President,,DEM,Elizabeth Warren,3,1,0,0,0,2,0,2
Lavaca,1,President,,DEM,Robby Wells,1,1,0,0,0,0,0,0
Lavaca,8,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Lavaca,30,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Lavaca,32,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Pete Buttigieg,10,3,7,3,4,0,0,0
Lavaca,8,President,,DEM,Pete Buttigieg,2,1,1,1,0,0,0,0
Lavaca,16,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Pete Buttigieg,3,0,2,2,0,1,1,0
Lavaca,23,President,,DEM,Pete Buttigieg,3,2,1,1,0,0,0,0
Lavaca,29,President,,DEM,Pete Buttigieg,6,2,3,1,2,1,1,0
Lavaca,30,President,,DEM,Pete Buttigieg,1,0,0,0,0,1,0,1
Lavaca,31,President,,DEM,Pete Buttigieg,1,0,1,0,1,0,0,0
Lavaca,32,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Amy Klobuchar,3,1,0,0,0,2,1,1
Lavaca,8,President,,DEM,Amy Klobuchar,2,0,2,0,2,0,0,0
Lavaca,16,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Amy Klobuchar,3,0,3,1,2,0,0,0
Lavaca,23,President,,DEM,Amy Klobuchar,1,0,0,0,0,1,0,1
Lavaca,29,President,,DEM,Amy Klobuchar,2,2,0,0,0,0,0,0
Lavaca,30,President,,DEM,Amy Klobuchar,2,0,2,2,0,0,0,0
Lavaca,31,President,,DEM,Amy Klobuchar,3,1,2,1,1,0,0,0
Lavaca,32,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Bernie Sanders,31,3,14,5,9,14,7,7
Lavaca,8,President,,DEM,Bernie Sanders,7,2,2,0,2,3,1,2
Lavaca,16,President,,DEM,Bernie Sanders,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Bernie Sanders,6,2,1,1,0,3,3,0
Lavaca,23,President,,DEM,Bernie Sanders,5,1,1,1,0,3,0,3
Lavaca,29,President,,DEM,Bernie Sanders,27,7,3,1,2,17,9,8
Lavaca,30,President,,DEM,Bernie Sanders,13,0,3,1,2,10,2,8
Lavaca,31,President,,DEM,Bernie Sanders,13,3,4,0,4,6,2,4
Lavaca,32,President,,DEM,Bernie Sanders,1,1,0,0,0,0,0,0
Lavaca,1,President,,DEM,Tulsi Gabbard,1,0,1,0,1,0,0,0
Lavaca,8,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,Tulsi Gabbard,1,0,1,1,0,0,0,0
Lavaca,19,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Lavaca,30,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,Tulsi Gabbard,2,0,0,0,0,2,1,1
Lavaca,32,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Marianne Williamson,1,0,1,0,1,0,0,0
Lavaca,8,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Lavaca,30,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Lavaca,32,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,8,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,30,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,32,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Lavaca,8,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
