county,precinct,office,district,party,candidate,votes,mail,early_voting_paper,early_voting_ivo,election_day_paper,election_day_ivo,early_voting,election_day
Hill,PCT 5,"Justice, Supreme Court, P7",,REP,Jeff Boyd,136,0,18,38,46,34,56,80
Hill,PCT 5,"Justice, Supreme Court, P8",,REP,Brett Busby,134,0,17,38,45,34,55,79
Hill,PCT 5,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,78,1,12,22,23,20,34,43
Hill,PCT 5,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,71,0,9,18,24,20,27,44
Hill,PCT 5,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,136,0,18,40,44,34,58,78
Hill,PCT 5,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,137,0,18,39,44,36,57,80
Hill,PCT 5,"Member, State BoE Dist 14",,REP,Maria Y. Berry,55,0,7,17,16,15,24,31
Hill,PCT 5,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,89,1,14,23,28,23,37,51
Hill,PCT 5,State Senate,,REP,Brian Birdwell,141,0,19,40,46,36,59,82
Hill,PCT 5,State Representative,,REP,Cody Harris,148,0,20,42,48,38,62,86
Hill,PCT 5,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,137,0,18,39,44,36,57,80
Hill,PCT 5,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,134,0,18,38,44,34,56,78
Hill,PCT 5,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,140,0,18,41,46,35,59,81
Hill,PCT 5,County Attorney,,REP,R. David Holmes,137,0,18,37,45,37,55,82
Hill,PCT 5,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,135,0,18,39,45,33,57,78
Hill,PCT 5,Sheriff,,REP,Rodney B. Watson,121,1,13,32,43,32,45,75
Hill,PCT 5,Sheriff,,REP,Armando Castro,6,0,0,2,1,3,2,4
Hill,PCT 5,Sheriff,,REP,Coy E. West Jr.,21,0,5,5,4,7,10,11
Hill,PCT 5,Sheriff,,REP,David Niederhaus,24,0,6,6,9,3,12,12
Hill,PCT 5,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,144,0,18,41,47,38,59,85
Hill,PCT 5,"County Commissioner, PCT 1",,REP,Andrew Montgomery,125,1,19,31,41,33,50,74
Hill,PCT 5,"County Commissioner, PCT 1",,REP,Ted O'Neil Jr.,41,0,4,13,13,11,17,24
Hill,PCT 5,"Constable, Precinct No. 1",,REP,John C. Miller,124,1,16,38,42,27,54,69
Hill,PCT 5,"Constable, Precinct No. 1",,REP,Scott Starosta,34,0,5,4,9,16,9,25
Hill,PCT 5,County Chair,,REP,Will Orr,136,0,16,41,40,39,57,79
Hill,PCT 5,Proposition 1 REP,,REP,Yes,143,1,20,39,41,42,59,83
Hill,PCT 5,Proposition 1 REP,,REP,No,30,0,4,7,16,3,11,19
Hill,PCT 5,Proposition 2 REP,,REP,Yes,144,1,22,38,45,38,60,83
Hill,PCT 5,Proposition 2 REP,,REP,No,29,0,2,8,12,7,10,19
Hill,PCT 5,Proposition 3 REP,,REP,Yes,159,1,23,43,53,39,66,92
Hill,PCT 5,Proposition 3 REP,,REP,No,15,0,1,4,4,6,5,10
Hill,PCT 5,Proposition 4 REP,,REP,Yes,161,1,23,46,50,41,69,91
Hill,PCT 5,Proposition 4 REP,,REP,No,13,0,1,1,7,4,2,11
Hill,PCT 5,Proposition 5 REP,,REP,Yes,158,1,21,40,52,44,61,96
Hill,PCT 5,Proposition 5 REP,,REP,No,16,0,3,7,5,1,10,6
Hill,PCT 5,Proposition 6 REP,,REP,Yes,153,1,23,43,48,38,66,86
Hill,PCT 5,Proposition 6 REP,,REP,No,17,0,0,3,7,7,3,14
Hill,PCT 5,Proposition 7 REP,,REP,Yes,171,1,23,46,56,45,69,101
Hill,PCT 5,Proposition 7 REP,,REP,No,1,0,0,0,1,0,0,1
Hill,PCT 5,Proposition 8 REP,,REP,Yes,166,1,23,45,54,43,68,97
Hill,PCT 5,Proposition 8 REP,,REP,No,5,0,0,2,2,1,2,3
Hill,PCT 5,Proposition 9 REP,,REP,Yes,164,1,23,44,54,42,67,96
Hill,PCT 5,Proposition 9 REP,,REP,No,9,0,0,3,3,3,3,6
Hill,PCT 5,Proposition 10 REP,,REP,Yes,165,1,22,43,55,44,65,99
Hill,PCT 5,Proposition 10 REP,,REP,No,8,0,1,4,2,1,5,3
Hill,PCT 6,Ballots Cast,,REP,,120,1,17,30,42,30,47,72
Hill,PCT 6,President,,REP,Joe Walsh,1,0,1,0,0,0,1,0
Hill,PCT 6,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,REP,Donald J. Trump,114,1,14,29,40,30,43,70
Hill,PCT 6,President,,REP,Bill Weld,2,0,0,0,2,0,0,2
Hill,PCT 6,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Hill,PCT 6,President,,REP,Uncommitted,3,0,2,1,0,0,3,0
Hill,PCT 6,U.S. Senate,,REP,John Anthony Castro,4,0,0,3,1,0,3,1
Hill,PCT 6,U.S. Senate,,REP,Mark Yancey,7,0,1,0,4,2,1,6
Hill,PCT 6,U.S. Senate,,REP,Virgil Bierschwale,1,0,1,0,0,0,1,0
Hill,PCT 6,U.S. Senate,,REP,Dwayne Stovall,15,1,3,4,5,2,7,7
Hill,PCT 6,U.S. Senate,,REP,John Cornyn,78,0,8,19,26,25,27,51
Hill,PCT 6,U.S. House,,REP,Roger Williams,94,1,13,25,30,25,38,55
Hill,PCT 6,U.S. House,,REP,Keith Neuendorff,9,0,1,2,5,1,3,6
Hill,PCT 6,Railroad Commissioner,,REP,Ryan Sitton,54,1,6,16,15,16,22,31
Hill,PCT 6,Railroad Commissioner,,REP,"James ""Jim"" Wright",48,0,8,10,20,10,18,30
Hill,PCT 6,"Chief Justice, Supreme Court",,REP,Nathan Hecht,97,1,11,24,35,26,35,61
Hill,PCT 6,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,95,1,11,20,36,27,31,63
Hill,PCT 6,"Justice, Supreme Court, P7",,REP,Jeff Boyd,94,1,11,20,36,26,31,62
Hill,PCT 6,"Justice, Supreme Court, P8",,REP,Brett Busby,95,1,11,20,36,27,31,63
Hill,PCT 6,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,47,1,5,11,14,16,16,30
Hill,PCT 6,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,47,0,8,10,20,9,18,29
Hill,PCT 6,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,88,1,11,19,31,26,30,57
Hill,PCT 6,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,93,1,11,20,34,27,31,61
Hill,PCT 6,"Member, State BoE Dist 14",,REP,Maria Y. Berry,35,0,2,10,12,11,12,23
Hill,PCT 6,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,59,1,11,13,18,16,24,34
Hill,PCT 6,State Senate,,REP,Brian Birdwell,96,1,13,22,34,26,35,60
Hill,PCT 6,State Representative,,REP,Cody Harris,97,1,13,21,36,26,34,62
Hill,PCT 6,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,92,1,11,21,34,25,32,59
Hill,PCT 6,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,91,1,11,21,33,25,32,58
Hill,PCT 6,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,96,1,11,23,34,27,34,61
Hill,PCT 6,County Attorney,,REP,R. David Holmes,96,1,12,21,35,27,33,62
Hill,PCT 6,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,92,1,11,20,34,26,31,60
Hill,PCT 6,Sheriff,,REP,Rodney B. Watson,87,1,15,21,27,23,36,50
Hill,PCT 6,Sheriff,,REP,Armando Castro,3,0,0,2,1,0,2,1
Hill,PCT 6,Sheriff,,REP,Coy E. West Jr.,15,0,0,3,8,4,3,12
Hill,PCT 6,Sheriff,,REP,David Niederhaus,15,0,2,4,6,3,6,9
Hill,PCT 6,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,100,1,12,25,36,26,37,62
Hill,PCT 6,"Constable, Precinct No. 2",,REP,Justin Girsh,101,1,12,23,38,27,35,65
Hill,PCT 6,County Chair,,REP,Will Orr,95,1,12,21,35,26,33,61
Hill,PCT 6,Proposition 1 REP,,REP,Yes,89,1,12,22,28,26,34,54
Hill,PCT 6,Proposition 1 REP,,REP,No,24,0,4,5,12,3,9,15
Hill,PCT 6,Proposition 2 REP,,REP,Yes,97,1,13,24,34,25,37,59
Hill,PCT 6,Proposition 2 REP,,REP,No,17,0,2,3,7,5,5,12
Hill,PCT 6,Proposition 3 REP,,REP,Yes,109,1,16,25,39,28,41,67
Hill,PCT 6,Proposition 3 REP,,REP,No,4,0,0,2,1,1,2,2
Hill,PCT 6,Proposition 4 REP,,REP,Yes,109,1,14,27,39,28,41,67
Hill,PCT 6,Proposition 4 REP,,REP,No,4,0,1,0,2,1,1,3
Hill,PCT 6,Proposition 5 REP,,REP,Yes,108,1,15,25,40,27,40,67
Hill,PCT 6,Proposition 5 REP,,REP,No,5,0,1,2,0,2,3,2
Hill,PCT 6,Proposition 6 REP,,REP,Yes,109,1,16,25,40,27,41,67
Hill,PCT 6,Proposition 6 REP,,REP,No,3,0,0,0,1,2,0,3
Hill,PCT 6,Proposition 7 REP,,REP,Yes,110,1,15,26,39,29,41,68
Hill,PCT 6,Proposition 7 REP,,REP,No,1,0,1,0,0,0,1,0
Hill,PCT 6,Proposition 8 REP,,REP,Yes,110,1,16,25,39,29,41,68
Hill,PCT 6,Proposition 8 REP,,REP,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition 9 REP,,REP,Yes,109,1,16,26,39,27,42,66
Hill,PCT 6,Proposition 9 REP,,REP,No,3,0,0,0,1,2,0,3
Hill,PCT 6,Proposition 10 REP,,REP,Yes,108,1,15,25,38,29,40,67
Hill,PCT 6,Proposition 10 REP,,REP,No,1,0,0,1,0,0,1,0
Hill,PCT 7,Ballots Cast,,REP,,156,7,9,8,79,53,17,132
Hill,PCT 7,President,,REP,Joe Walsh,2,0,0,0,1,1,0,2
Hill,PCT 7,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,REP,Donald J. Trump,149,7,9,8,76,49,17,125
Hill,PCT 7,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,0,0,0,1,0,1
Hill,PCT 7,President,,REP,Uncommitted,1,0,0,0,0,1,0,1
Hill,PCT 7,U.S. Senate,,REP,John Anthony Castro,5,0,1,0,1,3,1,4
Hill,PCT 7,U.S. Senate,,REP,Mark Yancey,10,1,0,0,6,3,0,9
Hill,PCT 7,U.S. Senate,,REP,Virgil Bierschwale,2,0,0,0,1,1,0,2
Hill,PCT 7,U.S. Senate,,REP,Dwayne Stovall,12,0,1,0,7,4,1,11
Hill,PCT 7,U.S. Senate,,REP,John Cornyn,118,6,7,7,59,39,14,98
Hill,PCT 7,U.S. House,,REP,Roger Williams,119,5,9,6,61,38,15,99
Hill,PCT 7,U.S. House,,REP,Keith Neuendorff,20,0,0,1,9,10,1,19
Hill,PCT 7,Railroad Commissioner,,REP,Ryan Sitton,53,2,5,3,21,22,8,43
Hill,PCT 7,Railroad Commissioner,,REP,"James ""Jim"" Wright",81,3,4,3,46,25,7,71
Hill,PCT 7,"Chief Justice, Supreme Court",,REP,Nathan Hecht,137,5,9,6,71,46,15,117
Hill,PCT 7,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,135,5,8,6,69,47,14,116
Hill,PCT 7,"Justice, Supreme Court, P7",,REP,Jeff Boyd,138,5,9,6,71,47,15,118
Hill,PCT 7,"Justice, Supreme Court, P8",,REP,Brett Busby,138,5,9,6,71,47,15,118
Hill,PCT 7,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,63,5,5,3,32,18,8,50
Hill,PCT 7,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,66,0,4,3,35,24,7,59
Hill,PCT 7,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,136,5,9,6,70,46,15,116
Hill,PCT 7,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,138,5,9,6,71,47,15,118
Hill,PCT 7,"Member, State BoE Dist 14",,REP,Maria Y. Berry,50,3,3,3,35,6,6,41
Hill,PCT 7,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,77,2,6,3,28,38,9,66
Hill,PCT 7,State Senate,,REP,Brian Birdwell,143,5,9,7,72,50,16,122
Hill,PCT 7,State Representative,,REP,Cody Harris,145,5,9,7,73,51,16,124
Hill,PCT 7,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,141,5,9,7,72,48,16,120
Hill,PCT 7,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,140,5,9,7,71,48,16,119
Hill,PCT 7,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,142,5,9,7,71,50,16,121
Hill,PCT 7,County Attorney,,REP,R. David Holmes,138,5,9,7,70,47,16,117
Hill,PCT 7,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,139,5,9,7,69,49,16,118
Hill,PCT 7,Sheriff,,REP,Rodney B. Watson,121,5,6,6,61,43,12,104
Hill,PCT 7,Sheriff,,REP,Armando Castro,3,0,0,0,2,1,0,3
Hill,PCT 7,Sheriff,,REP,Coy E. West Jr.,17,0,2,1,9,5,3,14
Hill,PCT 7,Sheriff,,REP,David Niederhaus,12,2,1,0,6,3,1,9
Hill,PCT 7,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,141,5,9,5,72,50,14,122
Hill,PCT 7,"County Commissioner, PCT 3",,REP,Scotty Hawkins,135,5,9,6,69,46,15,115
Hill,PCT 7,"Constable, Precinct No. 3",,REP,Larry D. Armstrong,137,5,9,6,69,48,15,117
Hill,PCT 7,County Chair,,REP,Will Orr,136,4,9,6,67,50,15,117
Hill,PCT 7,Proposition 1 REP,,REP,Yes,133,7,8,7,63,48,15,111
Hill,PCT 7,Proposition 1 REP,,REP,No,16,0,1,1,10,4,2,14
Hill,PCT 7,Proposition 2 REP,,REP,Yes,121,7,8,6,57,43,14,100
Hill,PCT 7,Proposition 2 REP,,REP,No,26,0,1,2,14,9,3,23
Hill,PCT 7,Proposition 3 REP,,REP,Yes,132,7,9,7,67,42,16,109
Hill,PCT 7,Proposition 3 REP,,REP,No,10,0,0,0,2,8,0,10
Hill,PCT 7,Proposition 4 REP,,REP,Yes,139,7,9,8,68,47,17,115
Hill,PCT 7,Proposition 4 REP,,REP,No,3,0,0,0,0,3,0,3
Hill,PCT 7,Proposition 5 REP,,REP,Yes,137,7,9,8,70,43,17,113
Hill,PCT 7,Proposition 5 REP,,REP,No,8,0,0,0,1,7,0,8
Hill,PCT 7,Proposition 6 REP,,REP,Yes,139,7,8,8,69,47,16,116
Hill,PCT 7,Proposition 6 REP,,REP,No,8,0,1,0,3,4,1,7
Hill,PCT 7,Proposition 7 REP,,REP,Yes,144,7,9,8,70,50,17,120
Hill,PCT 7,Proposition 7 REP,,REP,No,2,0,0,0,1,1,0,2
Hill,PCT 7,Proposition 8 REP,,REP,Yes,144,7,9,7,71,50,16,121
Hill,PCT 7,Proposition 8 REP,,REP,No,2,0,0,0,1,1,0,2
Hill,PCT 7,Proposition 9 REP,,REP,Yes,137,7,9,7,68,46,16,114
Hill,PCT 7,Proposition 9 REP,,REP,No,10,0,0,1,5,4,1,9
Hill,PCT 7,Proposition 10 REP,,REP,Yes,135,7,9,7,64,48,16,112
Hill,PCT 7,Proposition 10 REP,,REP,No,10,0,0,1,7,2,1,9
Hill,PCT 8,Ballots Cast,,REP,,111,0,17,29,36,29,46,65
Hill,PCT 8,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,REP,Donald J. Trump,103,0,16,27,33,27,43,60
Hill,PCT 8,President,,REP,Bill Weld,1,0,0,1,0,0,1,0
Hill,PCT 8,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Hill,PCT 8,President,,REP,Uncommitted,4,0,0,0,3,1,0,4
Hill,PCT 8,U.S. Senate,,REP,John Anthony Castro,5,0,0,1,2,2,1,4
Hill,PCT 8,U.S. Senate,,REP,Mark Yancey,7,0,0,1,1,5,1,6
Hill,PCT 8,U.S. Senate,,REP,Virgil Bierschwale,4,0,0,0,1,3,0,4
Hill,PCT 8,U.S. Senate,,REP,Dwayne Stovall,11,0,1,1,6,3,2,9
Hill,PCT 8,U.S. Senate,,REP,John Cornyn,75,0,15,25,24,11,40,35
Hill,PCT 8,U.S. House,,REP,Roger Williams,89,0,15,23,30,21,38,51
Hill,PCT 8,U.S. House,,REP,Keith Neuendorff,9,0,0,4,2,3,4,5
Hill,PCT 8,Railroad Commissioner,,REP,Ryan Sitton,39,0,7,11,12,9,18,21
Hill,PCT 8,Railroad Commissioner,,REP,"James ""Jim"" Wright",52,0,6,14,18,14,20,32
Hill,PCT 8,"Chief Justice, Supreme Court",,REP,Nathan Hecht,89,0,14,24,29,22,38,51
Hill,PCT 8,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,86,0,14,25,28,19,39,47
Hill,PCT 8,"Justice, Supreme Court, P7",,REP,Jeff Boyd,87,0,15,25,27,20,40,47
Hill,PCT 8,"Justice, Supreme Court, P8",,REP,Brett Busby,84,0,13,24,27,20,37,47
Hill,PCT 8,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,50,0,6,12,16,16,18,32
Hill,PCT 8,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,38,0,7,13,10,8,20,18
Hill,PCT 8,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,82,0,13,24,26,19,37,45
Hill,PCT 8,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,84,0,13,25,26,20,38,46
Hill,PCT 8,"Member, State BoE Dist 14",,REP,Maria Y. Berry,46,0,6,18,13,9,24,22
Hill,PCT 8,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,42,0,8,7,14,13,15,27
Hill,PCT 8,State Senate,,REP,Brian Birdwell,90,0,15,26,29,20,41,49
Hill,PCT 8,State Representative,,REP,Cody Harris,96,0,16,26,32,22,42,54
Hill,PCT 8,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,86,0,15,25,26,20,40,46
Hill,PCT 8,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,83,0,13,25,26,19,38,45
Hill,PCT 8,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,88,0,11,26,28,23,37,51
Hill,PCT 8,County Attorney,,REP,R. David Holmes,89,0,14,26,27,22,40,49
Hill,PCT 8,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,88,0,14,27,26,21,41,47
Hill,PCT 8,Sheriff,,REP,Rodney B. Watson,76,0,13,23,24,16,36,40
Hill,PCT 8,Sheriff,,REP,Armando Castro,3,0,0,3,0,0,3,0
Hill,PCT 8,Sheriff,,REP,Coy E. West Jr.,16,0,4,1,4,7,5,11
Hill,PCT 8,Sheriff,,REP,David Niederhaus,13,0,0,1,6,6,1,12
Hill,PCT 8,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,92,0,16,26,27,23,42,50
Hill,PCT 8,"County Commissioner, PCT 3",,REP,Scotty Hawkins,90,0,15,26,27,22,41,49
Hill,PCT 8,"Constable, Precinct No. 3",,REP,Larry D. Armstrong,93,0,16,25,28,24,41,52
Hill,PCT 8,County Chair,,REP,Will Orr,86,0,14,27,23,22,41,45
Hill,PCT 8,Proposition 1 REP,,REP,Yes,92,0,15,29,25,23,44,48
Hill,PCT 8,Proposition 1 REP,,REP,No,15,0,2,0,7,6,2,13
Hill,PCT 8,Proposition 2 REP,,REP,Yes,90,0,16,27,27,20,43,47
Hill,PCT 8,Proposition 2 REP,,REP,No,19,0,1,2,7,9,3,16
Hill,PCT 8,Proposition 3 REP,,REP,Yes,104,0,16,27,34,27,43,61
Hill,PCT 8,Proposition 3 REP,,REP,No,1,0,0,1,0,0,1,0
Hill,PCT 8,Proposition 4 REP,,REP,Yes,104,0,17,29,31,27,46,58
Hill,PCT 8,Proposition 4 REP,,REP,No,4,0,0,0,3,1,0,4
Hill,PCT 8,Proposition 5 REP,,REP,Yes,87,0,14,20,30,23,34,53
Hill,PCT 8,Proposition 5 REP,,REP,No,18,0,1,9,3,5,10,8
Hill,PCT 8,Proposition 6 REP,,REP,Yes,103,0,17,25,34,27,42,61
Hill,PCT 8,Proposition 6 REP,,REP,No,5,0,0,4,0,1,4,1
Hill,PCT 8,Proposition 7 REP,,REP,Yes,106,0,16,29,34,27,45,61
Hill,PCT 8,Proposition 7 REP,,REP,No,1,0,0,0,0,1,0,1
Hill,PCT 8,Proposition 8 REP,,REP,Yes,105,0,17,29,33,26,46,59
Hill,PCT 8,Proposition 8 REP,,REP,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition 9 REP,,REP,Yes,100,0,16,28,31,25,44,56
Hill,PCT 8,Proposition 9 REP,,REP,No,4,0,0,1,3,0,1,3
Hill,PCT 8,Proposition 10 REP,,REP,Yes,97,0,15,27,32,23,42,55
Hill,PCT 8,Proposition 10 REP,,REP,No,10,0,1,2,2,5,3,7
Hill,PCT 9,Ballots Cast,,REP,,113,3,18,48,22,22,66,44
Hill,PCT 9,President,,REP,Joe Walsh,4,0,0,1,3,0,1,3
Hill,PCT 9,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,REP,Donald J. Trump,106,3,18,46,18,21,64,39
Hill,PCT 9,President,,REP,Bill Weld,1,0,0,0,0,1,0,1
Hill,PCT 9,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Hill,PCT 9,President,,REP,Uncommitted,1,0,0,1,0,0,1,0
Hill,PCT 9,U.S. Senate,,REP,John Anthony Castro,10,0,2,3,3,2,5,5
Hill,PCT 9,U.S. Senate,,REP,Mark Yancey,7,0,1,2,1,3,3,4
Hill,PCT 9,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,0,1,0,1
Hill,PCT 9,U.S. Senate,,REP,Dwayne Stovall,14,1,5,4,3,1,9,4
Hill,PCT 9,U.S. Senate,,REP,John Cornyn,77,2,9,37,14,15,46,29
Hill,PCT 9,U.S. House,,REP,Roger Williams,93,3,14,41,19,16,55,35
Hill,PCT 9,U.S. House,,REP,Keith Neuendorff,13,0,2,6,2,3,8,5
Hill,PCT 9,Railroad Commissioner,,REP,Ryan Sitton,39,1,8,21,6,3,29,9
Hill,PCT 9,Railroad Commissioner,,REP,"James ""Jim"" Wright",65,2,8,25,14,16,33,30
Hill,PCT 9,"Chief Justice, Supreme Court",,REP,Nathan Hecht,96,3,16,43,19,15,59,34
Hill,PCT 9,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,90,3,16,37,17,17,53,34
Hill,PCT 9,"Justice, Supreme Court, P7",,REP,Jeff Boyd,90,3,16,36,18,17,52,35
Hill,PCT 9,"Justice, Supreme Court, P8",,REP,Brett Busby,92,3,16,38,18,17,54,35
Hill,PCT 9,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,49,1,7,23,10,8,30,18
Hill,PCT 9,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,49,2,8,20,10,9,28,19
Hill,PCT 9,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,88,3,13,37,18,17,50,35
Hill,PCT 9,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,89,3,14,37,18,17,51,35
Hill,PCT 9,"Member, State BoE Dist 14",,REP,Maria Y. Berry,39,3,4,21,8,3,25,11
Hill,PCT 9,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,59,0,10,24,10,15,34,25
Hill,PCT 9,State Senate,,REP,Brian Birdwell,93,3,15,38,20,17,53,37
Hill,PCT 9,State Representative,,REP,Cody Harris,94,3,15,38,20,18,53,38
Hill,PCT 9,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,89,3,14,37,18,17,51,35
Hill,PCT 9,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,88,3,14,36,18,17,50,35
Hill,PCT 9,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,95,3,14,41,19,18,55,37
Hill,PCT 9,County Attorney,,REP,R. David Holmes,98,3,16,40,20,19,56,39
Hill,PCT 9,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,94,3,15,38,20,18,53,38
Hill,PCT 9,Sheriff,,REP,Rodney B. Watson,74,2,12,30,16,14,42,30
Hill,PCT 9,Sheriff,,REP,Armando Castro,5,0,0,3,2,0,3,2
Hill,PCT 9,Sheriff,,REP,Coy E. West Jr.,17,0,5,3,3,6,8,9
Hill,PCT 9,Sheriff,,REP,David Niederhaus,15,0,1,11,1,2,12,3
Hill,PCT 9,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,94,3,14,41,19,17,55,36
Hill,PCT 9,"Constable, Precinct No. 4",,REP,Kevin Cordell,91,3,14,38,20,16,52,36
Hill,PCT 9,County Chair,,REP,Will Orr,91,3,13,38,19,18,51,37
Hill,PCT 9,Proposition 1 REP,,REP,Yes,95,3,17,41,17,17,58,34
Hill,PCT 9,Proposition 1 REP,,REP,No,15,0,1,6,5,3,7,8
Hill,PCT 9,Proposition 2 REP,,REP,Yes,99,3,17,41,18,20,58,38
Hill,PCT 9,Proposition 2 REP,,REP,No,12,0,1,6,4,1,7,5
Hill,PCT 9,Proposition 3 REP,,REP,Yes,102,3,15,45,20,19,60,39
Hill,PCT 9,Proposition 3 REP,,REP,No,7,0,3,2,1,1,5,2
Hill,PCT 9,Proposition 4 REP,,REP,Yes,105,3,18,45,19,20,63,39
Hill,PCT 9,Proposition 4 REP,,REP,No,5,0,0,2,2,1,2,3
Hill,PCT 9,Proposition 5 REP,,REP,Yes,97,3,18,42,14,20,60,34
Hill,PCT 9,Proposition 5 REP,,REP,No,12,0,0,4,7,1,4,8
Hill,PCT 9,Proposition 6 REP,,REP,Yes,102,3,18,43,18,20,61,38
Hill,PCT 9,Proposition 6 REP,,REP,No,7,0,0,4,3,0,4,3
Hill,PCT 9,Proposition 7 REP,,REP,Yes,107,3,18,45,21,20,63,41
Hill,PCT 9,Proposition 7 REP,,REP,No,3,0,0,2,1,0,2,1
Hill,PCT 9,Proposition 8 REP,,REP,Yes,107,3,18,46,20,20,64,40
Hill,PCT 9,Proposition 8 REP,,REP,No,2,0,0,1,1,0,1,1
Hill,PCT 9,Proposition 9 REP,,REP,Yes,104,3,17,44,20,20,61,40
Hill,PCT 9,Proposition 9 REP,,REP,No,6,0,1,3,2,0,4,2
Hill,PCT 9,Proposition 10 REP,,REP,Yes,100,2,17,42,20,19,59,39
