county,precinct,office,district,candidate,party,early_voting,election day,votes
Gray,Precinct 1,Ballots Cast,,,,,,174
Gray,Precinct 1,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,1,1
Gray,Precinct 1,President,,Zoltan G. Istvan,REP,0,0,0
Gray,Precinct 1,President,,Matthew John Matern,REP,0,1,1
Gray,Precinct 1,President,,Joe Walsh,REP,0,3,3
Gray,Precinct 1,President,,Bill Weld,REP,0,0,0
Gray,Precinct 1,President,,Donald J. Trump,REP,22,132,154
Gray,Precinct 1,President,,Bob Ely,REP,0,0,0
Gray,Precinct 1,President,,Uncommitted,REP,0,1,1
Gray,Precinct 1,U S Senate,,Mark Yancey,REP,2,12,14
Gray,Precinct 1,U S Senate,,John Cornyn,REP,17,99,116
Gray,Precinct 1,U S Senate,,Virgil Bierschwale,REP,1,1,2
Gray,Precinct 1,U S Senate,,Dwayne Stovall,REP,1,17,18
Gray,Precinct 1,U S Senate,,John Anthony Castro,REP,0,2,2
Gray,Precinct 1,U S House,13,Matt McArthur,REP,1,7,8
Gray,Precinct 1,U S House,13,Jamie Culley,REP,0,2,2
Gray,Precinct 1,U S House,13,Monique Worthy,REP,0,1,1
Gray,Precinct 1,U S House,13,Josh Winegarner,REP,16,60,76
Gray,Precinct 1,U S House,13,Mark Neese,REP,0,0,0
Gray,Precinct 1,U S House,13,Asusena Resendiz,REP,0,0,0
Gray,Precinct 1,U S House,13,Elaine Hays,REP,0,7,7
Gray,Precinct 1,U S House,13,Ronny Jackson,REP,1,26,27
Gray,Precinct 1,U S House,13,Lee Harvey,REP,0,4,4
Gray,Precinct 1,U S House,13,Diane Knowlton,REP,1,0,1
Gray,Precinct 1,U S House,13,"Catherine ""I Swear"" Carr",REP,0,0,0
Gray,Precinct 1,U S House,13,Vance Snider II,REP,1,2,3
Gray,Precinct 1,U S House,13,Richard Herman,REP,0,1,1
Gray,Precinct 1,U S House,13,Jason Foglesong,REP,0,1,1
Gray,Precinct 1,U S House,13,Chris Ekstrom,REP,2,22,24
Gray,Precinct 1,Railroad Commissioner,,"James ""Jim"" Wright",REP,12,99,111
Gray,Precinct 1,Railroad Commissioner,,Ryan Sitton,REP,8,29,37
Gray,Precinct 1,State House,88,Ken King,REP,19,115,134
Gray,Precinct 1,President,,Joseph R. Biden,DEM,0,5,5
Gray,Precinct 1,President,,Cory Booker,DEM,0,0,0
Gray,Precinct 1,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Gray,Precinct 1,President,,Bernie Sanders,DEM,0,2,2
Gray,Precinct 1,President,,Michael Bennet,DEM,0,0,0
Gray,Precinct 1,President,,Tom Steyer,DEM,0,0,0
Gray,Precinct 1,President,,Deval Patrick,DEM,0,0,0
Gray,Precinct 1,President,,Andrew Yang,DEM,0,0,0
Gray,Precinct 1,President,,John K. Delaney,DEM,0,0,0
Gray,Precinct 1,President,,Robby Wells,DEM,0,0,0
Gray,Precinct 1,President,,Tulsi Gabbard,DEM,0,0,0
Gray,Precinct 1,President,,Julian Castro,DEM,0,0,0
Gray,Precinct 1,President,,Elizabeth Warren,DEM,0,0,0
Gray,Precinct 1,President,,Michael R. Bloomberg,DEM,0,1,1
Gray,Precinct 1,President,,Amy Klobuchar,DEM,0,0,0
Gray,Precinct 1,President,,Marianne Williamson,DEM,0,0,0
Gray,Precinct 1,President,,Pete Buttigieg,DEM,0,0,0
Gray,Precinct 1,U S Senate,,D. R. Hunter,DEM,0,1,1
Gray,Precinct 1,U S Senate,,"Annie ""Mama"" Garcia",DEM,0,2,2
Gray,Precinct 1,U S Senate,,Michael Cooper,DEM,0,2,2
Gray,Precinct 1,U S Senate,,Cristina Tzintzun Ramirez,DEM,0,2,2
Gray,Precinct 1,U S Senate,,Jack Daniel Foster Jr,DEM,0,0,0
Gray,Precinct 1,U S Senate,,"Mary ""MJ"" Hegar",DEM,0,0,0
Gray,Precinct 1,U S Senate,,Adrian Ocegueda,DEM,0,0,0
Gray,Precinct 1,U S Senate,,Chris Bell,DEM,0,1,1
Gray,Precinct 1,U S Senate,,Victor Hugo Harris,DEM,0,0,0
Gray,Precinct 1,U S Senate,,Royce West,DEM,0,0,0
Gray,Precinct 1,U S Senate,,Amanda K. Edwards,DEM,0,0,0
Gray,Precinct 1,U S Senate,,Sema Hernandez,DEM,0,0,0
Gray,Precinct 1,U S House,13,Greg Sagan,DEM,0,4,4
Gray,Precinct 1,U S House,13,Gus Trujillo,DEM,0,4,4
Gray,Precinct 1,U S House,13,Timothy W. Gassaway,DEM,0,0,0
Gray,Precinct 1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,0,2,2
Gray,Precinct 1,Railroad Commissioner,,Kelly Stone,DEM,0,2,2
Gray,Precinct 1,Railroad Commissioner,,Mark Watson,DEM,0,2,2
Gray,Precinct 1,Railroad Commissioner,,Chrysta Castaneda,DEM,0,2,2
Gray,Precinct 2,Ballots Cast,,,,,,863
Gray,Precinct 2,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0,1
Gray,Precinct 2,President,,Zoltan G. Istvan,REP,0,0,0
Gray,Precinct 2,President,,Matthew John Matern,REP,1,0,1
Gray,Precinct 2,President,,Joe Walsh,REP,2,1,3
Gray,Precinct 2,President,,Bill Weld,REP,1,0,1
Gray,Precinct 2,President,,Donald J. Trump,REP,393,369,762
Gray,Precinct 2,President,,Bob Ely,REP,1,0,1
Gray,Precinct 2,President,,Uncommitted,REP,9,11,20
Gray,Precinct 2,U S Senate,,Mark Yancey,REP,25,42,67
Gray,Precinct 2,U S Senate,,John Cornyn,REP,316,232,548
Gray,Precinct 2,U S Senate,,Virgil Bierschwale,REP,4,11,15
Gray,Precinct 2,U S Senate,,Dwayne Stovall,REP,40,52,92
Gray,Precinct 2,U S Senate,,John Anthony Castro,REP,7,20,27
Gray,Precinct 2,U S House,13,Matt McArthur,REP,11,19,30
Gray,Precinct 2,U S House,13,Jamie Culley,REP,6,4,10
Gray,Precinct 2,U S House,13,Monique Worthy,REP,1,2,3
Gray,Precinct 2,U S House,13,Josh Winegarner,REP,188,164,352
Gray,Precinct 2,U S House,13,Mark Neese,REP,9,4,13
Gray,Precinct 2,U S House,13,Asusena Resendiz,REP,4,5,9
Gray,Precinct 2,U S House,13,Elaine Hays,REP,37,14,51
Gray,Precinct 2,U S House,13,Ronny Jackson,REP,49,67,116
Gray,Precinct 2,U S House,13,Lee Harvey,REP,4,8,12
Gray,Precinct 2,U S House,13,Diane Knowlton,REP,2,0,2
Gray,Precinct 2,U S House,13,"Catherine ""I Swear"" Carr",REP,0,5,5
Gray,Precinct 2,U S House,13,Vance Snider II,REP,8,12,20
Gray,Precinct 2,U S House,13,Richard Herman,REP,2,4,6
Gray,Precinct 2,U S House,13,Jason Foglesong,REP,0,1,1
Gray,Precinct 2,U S House,13,Chris Ekstrom,REP,76,62,138
Gray,Precinct 2,Railroad Commissioner,,"James ""Jim"" Wright",REP,252,235,487
Gray,Precinct 2,Railroad Commissioner,,Ryan Sitton,REP,102,102,204
Gray,Precinct 2,State House,88,Ken King,REP,355,339,694
Gray,Precinct 2,President,,Joseph R. Biden,DEM,8,12,20
Gray,Precinct 2,President,,Cory Booker,DEM,0,0,0
Gray,Precinct 2,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Gray,Precinct 2,President,,Bernie Sanders,DEM,6,10,16
Gray,Precinct 2,President,,Michael Bennet,DEM,0,0,0
Gray,Precinct 2,President,,Tom Steyer,DEM,0,0,0
Gray,Precinct 2,President,,Deval Patrick,DEM,0,0,0
Gray,Precinct 2,President,,Andrew Yang,DEM,0,0,0
Gray,Precinct 2,President,,John K. Delaney,DEM,0,0,0
Gray,Precinct 2,President,,Robby Wells,DEM,0,0,0
Gray,Precinct 2,President,,Tulsi Gabbard,DEM,0,0,0
Gray,Precinct 2,President,,Julian Castro,DEM,0,0,0
Gray,Precinct 2,President,,Elizabeth Warren,DEM,2,0,2
Gray,Precinct 2,President,,Michael R. Bloomberg,DEM,11,2,13
Gray,Precinct 2,President,,Amy Klobuchar,DEM,1,0,1
Gray,Precinct 2,President,,Marianne Williamson,DEM,0,0,0
Gray,Precinct 2,President,,Pete Buttigieg,DEM,0,0,0
Gray,Precinct 2,U S Senate,,D. R. Hunter,DEM,0,2,2
Gray,Precinct 2,U S Senate,,"Annie ""Mama"" Garcia",DEM,6,7,13
Gray,Precinct 2,U S Senate,,Michael Cooper,DEM,2,4,6
Gray,Precinct 2,U S Senate,,Cristina Tzintzun Ramirez,DEM,3,3,6
Gray,Precinct 2,U S Senate,,Jack Daniel Foster Jr,DEM,2,0,2
Gray,Precinct 2,U S Senate,,"Mary ""MJ"" Hegar",DEM,5,0,5
Gray,Precinct 2,U S Senate,,Adrian Ocegueda,DEM,1,1,2
Gray,Precinct 2,U S Senate,,Chris Bell,DEM,1,1,2
Gray,Precinct 2,U S Senate,,Victor Hugo Harris,DEM,0,0,0
Gray,Precinct 2,U S Senate,,Royce West,DEM,0,0,0
Gray,Precinct 2,U S Senate,,Amanda K. Edwards,DEM,2,2,4
Gray,Precinct 2,U S Senate,,Sema Hernandez,DEM,0,1,1
Gray,Precinct 2,U S House,13,Greg Sagan,DEM,7,8,15
Gray,Precinct 2,U S House,13,Gus Trujillo,DEM,6,9,15
Gray,Precinct 2,U S House,13,Timothy W. Gassaway,DEM,9,3,12
Gray,Precinct 2,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,8,9,17
Gray,Precinct 2,Railroad Commissioner,,Kelly Stone,DEM,3,4,7
Gray,Precinct 2,Railroad Commissioner,,Mark Watson,DEM,5,6,11
Gray,Precinct 2,Railroad Commissioner,,Chrysta Castaneda,DEM,3,2,5
Gray,Precinct 3,Ballots Cast,,,,,,71
Gray,Precinct 3,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0
