county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Rains,101,President,,Donald J. Trump / Michael R. Pence,REP,47,681,138,866
Rains,101,President,,Joseph R. Biden / Kamala D. Harris,DEM,14,51,10,75
Rains,101,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,3,5,3,11
Rains,101,President,,Howie Hawkins / Angela Walker,GRN,0,2,1,3
Rains,101,President,,Undervotes,,0,2,1,3
Rains,101,President,,Overvotes,,0,0,0,0
Rains,101,U.S. Senate,,John Cornyn,REP,43,670,137,850
Rains,101,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,15,52,10,77
Rains,101,U.S. Senate,,Kerry Douglas McKennon,LIB,5,4,4,13
Rains,101,U.S. Senate,,David B. Collins,GRN,0,1,1,2
Rains,101,U.S. Senate,,Undervotes,,1,14,1,16
Rains,101,U.S. Senate,,Overvotes,,0,0,0,0
Rains,101,U.S. House,4,Pat Fallon,REP,48,668,138,854
Rains,101,U.S. House,4,Russell Foster,DEM,12,45,9,66
Rains,101,U.S. House,4,Lou Antonelli,LIB,3,6,5,14
Rains,101,U.S. House,4,Undervotes,,1,22,1,24
Rains,101,U.S. House,4,Overvotes,,0,0,0,0
Rains,101,Railroad Commissioner,,"James ""Jim"" Wright",REP,47,669,132,848
Rains,101,Railroad Commissioner,,Chrysta Castaneda,DEM,10,45,10,65
Rains,101,Railroad Commissioner,,Matt Sterett,LIB,4,4,7,15
Rains,101,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,2,2,0,4
Rains,101,Railroad Commissioner,,Undervotes,,1,21,4,26
Rains,101,Railroad Commissioner,,Overvotes,,0,0,0,0
Rains,101,State Representative,5,Cole Hefner,REP,51,665,139,855
Rains,101,State Representative,5,Lawyanda Prince,DEM,11,48,11,70
Rains,101,State Representative,5,Undervotes,,2,28,3,33
Rains,101,State Representative,5,Overvotes,,0,0,0,0
Rains,102,President,,Donald J. Trump / Michael R. Pence,REP,29,315,131,475
Rains,102,President,,Joseph R. Biden / Kamala D. Harris,DEM,28,52,23,103
Rains,102,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,2,2,2,6
Rains,102,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Rains,102,President,,Undervotes,,0,2,0,2
Rains,102,President,,Overvotes,,0,0,0,0
Rains,102,U.S. Senate,,John Cornyn,REP,27,301,122,450
Rains,102,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,29,56,25,110
