county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Liberty,1,President,,DEM,Michael R. Bloomberg,0,0,0,0
Liberty,1,President,,DEM,Andrew Yang,0,0,0,0
Liberty,1,President,,DEM,Cory Booker,0,0,0,0
Liberty,1,President,,DEM,John K. Delaney,0,0,0,0
Liberty,1,President,,DEM,Pete Buttigieg,0,0,0,0
Liberty,1,President,,DEM,Marianne Williamson,0,0,0,0
Liberty,1,Ballots Cast,,REP,,127,,,
Liberty,1,Ballots Cast,,DEM,,18,,,
Liberty,1,President,,DEM,Over Votes,0,0,0,0
Liberty,1,President,,DEM,Under Votes,0,0,0,0
Liberty,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Liberty,1,President,,DEM,Bernie Sanders,7,1,5,1
Liberty,1,President,,DEM,Deval Patrick,0,0,0,0
Liberty,1,President,,DEM,Michael Bennet,0,0,0,0
Liberty,1,President,,DEM,Joseph R. Biden,8,3,4,1
Liberty,1,President,,DEM,Tulsi Gabbard,0,0,0,0
Liberty,1,President,,DEM,Elizabeth Warren,2,0,1,1
Liberty,1,President,,DEM,Julin Castro,0,0,0,0
Liberty,1,President,,DEM,Amy Klobuchar,0,0,0,0
Liberty,1,President,,DEM,Robby Wells,0,0,0,0
Liberty,1,President,,DEM,Tom Steyer,1,0,1,0
Liberty,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,0,1,0
Liberty,1,U.S. Senate,,DEM,Michael Cooper,2,0,2,0
Liberty,1,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Liberty,1,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0
Liberty,1,U.S. Senate,,DEM,Sema Hernandez,2,0,1,1
Liberty,1,U.S. Senate,,DEM,"Annie ""Mam"" Garcia",1,1,0,0
Liberty,1,U.S. Senate,,DEM,Chris Bell,2,0,2,0
Liberty,1,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Liberty,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Liberty,1,U.S. Senate,,DEM,Over Votes,0,0,0,0
Liberty,1,U.S. Senate,,DEM,Under Votes,1,0,1,0
Liberty,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",7,2,3,2
Liberty,1,U.S. Senate,,DEM,Royce West,0,0,0,0
Liberty,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,2,1,1,0
Liberty,1,United States Representative,No. 36,DEM,Over Votes,0,0,0,0
Liberty,1,United States Representative,No. 36,DEM,Under Votes,3,0,2,1
Liberty,1,United States Representative,No. 36,DEM,Rashad Lewis,15,4,9,2
Liberty,1,Railroad Commissioner,,DEM,Kelly Stone,7,3,4,0
Liberty,1,Railroad Commissioner,,DEM,Mark Watson,3,1,2,0
Liberty,1,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Liberty,1,Railroad Commissioner,,DEM,Under Votes,2,0,1,1
Liberty,1,Railroad Commissioner,,DEM,Chrysta Castaeda,4,0,3,1
Liberty,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,0,1,1
Liberty,1,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Liberty,1,"Chief Justice, Supreme Court",,DEM,Under Votes,4,1,2,1
Liberty,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,11,1,8,2
Liberty,1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,3,2,1,0
Liberty,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
Liberty,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Under Votes,3,0,2,1
Liberty,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,5,2,2,1
