county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Sterling,1,President,,Amy Klobuchar,DEM,0,0,3,3
Sterling,1,President,,Tom Steyer,DEM,0,0,0,0
Sterling,1,President,,Julian Castro,DEM,0,0,0,0
Sterling,1,President,,Deval Patrick,DEM,0,0,0,0
Sterling,1,President,,Bernie Sanders,DEM,2,0,0,2
Sterling,1,President,,Marianne Williamson,DEM,0,0,0,0
Sterling,1,President,,Cory Booker,DEM,0,0,0,0
Sterling,1,President,,Andrew Yang,DEM,0,0,0,0
Sterling,1,President,,Elizabeth Warren,DEM,0,0,1,1
Sterling,1,President,,Michael R. Bloomberg,DEM,0,0,0,0
Sterling,1,President,,Joseph R. Biden,DEM,1,0,0,1
Sterling,1,President,,Robby Wells,DEM,0,0,0,0
Sterling,1,President,,Michael Bennet,DEM,0,0,0,0
Sterling,1,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sterling,1,President,,Tulsi Gabbard,DEM,0,0,0,0
Sterling,1,President,,Pete Buttigieg,DEM,0,0,0,0
Sterling,1,President,,John K. Delaney,DEM,0,0,0,0
Sterling,1,President,,Under Votes,DEM,0,0,0,0
Sterling,1,President,,Over Votes,DEM,0,0,0,0
Sterling,1,U.S. Senate,,Amanda K. Edwards,DEM,2,0,1,3
Sterling,1,U.S. Senate,,Royce West,DEM,0,0,0,0
Sterling,1,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Sterling,1,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Sterling,1,U.S. Senate,,D.R. Hunter,DEM,1,0,0,1
Sterling,1,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Sterling,1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Sterling,1,U.S. Senate,,Chris Bell,DEM,0,0,1,1
Sterling,1,U.S. Senate,,Jack Daniel Foster Jr,DEM,0,0,0,0
Sterling,1,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0
Sterling,1,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Sterling,1,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Sterling,1,U.S. Senate,,Under Votes,DEM,0,0,2,2
Sterling,1,U.S. Senate,,Over Votes,DEM,0,0,0,0
Sterling,1,U.S. House,11,Jon Mark Hogg,DEM,3,0,3,6
Sterling,1,U.S. House,11,Under Votes,DEM,0,0,1,1
Sterling,1,U.S. House,11,Over Votes,DEM,0,0,0,0
Sterling,1,Railroad Commissioner,,Kelly Stone,DEM,1,0,2,3
Sterling,1,Railroad Commissioner,,Mark Watson,DEM,0,0,0,0
Sterling,1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,0,0,1
Sterling,1,Railroad Commissioner,,Chrysta Castaneda,DEM,1,0,1,2
Sterling,1,Railroad Commissioner,,Under Votes,DEM,0,0,1,1
Sterling,1,Railroad Commissioner,,Over Votes,DEM,0,0,0,0
Sterling,1,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Sterling,1,President,,Donald J. Trump,REP,52,4,28,84
Sterling,1,President,,Bob Ely,REP,0,0,0,0
Sterling,1,President,,Joe Walsh,REP,0,0,0,0
Sterling,1,President,,Bill Weld,REP,0,0,0,0
Sterling,1,President,,Zoltan G. Istvan,REP,0,0,0,0
Sterling,1,President,,Matthew John Matern,REP,1,0,0,1
Sterling,1,President,,Uncommitted,REP,0,0,0,0
Sterling,1,President,,Under Votes,REP,0,0,0,0
Sterling,1,President,,Over Votes,REP,0,0,0,0
Sterling,1,U.S. Senate,,John Anthony Castro,REP,3,0,0,3
Sterling,1,U.S. Senate,,John Cornyn,REP,36,2,22,60
Sterling,1,U.S. Senate,,Dwayne Stovall,REP,3,0,2,5
Sterling,1,U.S. Senate,,Mark Yancey,REP,3,0,2,5
Sterling,1,U.S. Senate,,Virgil Bierschwale,REP,1,0,0,1
Sterling,1,U.S. Senate,,Under Votes,REP,7,2,2,11
Sterling,1,U.S. Senate,,Over Votes,REP,0,0,0,0
Sterling,1,U.S. House,11,J. Ross Lacy,REP,0,0,0,0
Sterling,1,U.S. House,11,Gene Barber,REP,2,0,0,2
Sterling,1,U.S. House,11,Robert Tucker,REP,1,0,0,1
