county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Angelina,PRECINCT 1,Registered Voters,,,,578,0,0,0
Angelina,PRECINCT 2,Registered Voters,,,,2658,0,0,0
Angelina,PRECINCT 3,Registered Voters,,,,2029,0,0,0
Angelina,PRECINCT 4,Registered Voters,,,,1559,0,0,0
Angelina,PRECINCT 5,Registered Voters,,,,2019,0,0,0
Angelina,PRECINCT 6,Registered Voters,,,,445,0,0,0
Angelina,PRECINCT 7,Registered Voters,,,,1365,0,0,0
Angelina,PRECINCT 8,Registered Voters,,,,1252,0,0,0
Angelina,PRECINCT 9,Registered Voters,,,,298,0,0,0
Angelina,PRECINCT 10,Registered Voters,,,,1369,0,0,0
Angelina,PRECINCT 11,Registered Voters,,,,2196,0,0,0
Angelina,PRECINCT 11B,Registered Voters,,,,1306,0,0,0
Angelina,PRECINCT 12,Registered Voters,,,,892,0,0,0
Angelina,PRECINCT 13,Registered Voters,,,,716,0,0,0
Angelina,PRECINCT 14,Registered Voters,,,,1939,0,0,0
Angelina,PRECINCT 15,Registered Voters,,,,700,0,0,0
Angelina,PRECINCT 16,Registered Voters,,,,2251,0,0,0
Angelina,PRECINCT 17,Registered Voters,,,,1704,0,0,0
Angelina,PRECINCT 17B,Registered Voters,,,,472,0,0,0
Angelina,PRECINCT 18,Registered Voters,,,,725,0,0,0
Angelina,PRECINCT 19,Registered Voters,,,,1423,0,0,0
Angelina,PRECINCT 20,Registered Voters,,,,2801,0,0,0
Angelina,PRECINCT 21,Registered Voters,,,,1225,0,0,0
Angelina,PRECINCT 22,Registered Voters,,,,1151,0,0,0
Angelina,PRECINCT 23,Registered Voters,,,,723,0,0,0
Angelina,PRECINCT 24,Registered Voters,,,,2756,0,0,0
Angelina,PRECINCT 25,Registered Voters,,,,2378,0,0,0
Angelina,PRECINCT 26,Registered Voters,,,,1629,0,0,0
Angelina,PRECINCT 27,Registered Voters,,,,356,0,0,0
Angelina,PRECINCT 28,Registered Voters,,,,1170,0,0,0
Angelina,PRECINCT 29,Registered Voters,,,,1569,0,0,0
Angelina,PRECINCT 30,Registered Voters,,,,1088,0,0,0
Angelina,PRECINCT 31,Registered Voters,,,,480,0,0,0
Angelina,PRECINCT 32,Registered Voters,,,,103,0,0,0
Angelina,PRECINCT 33,Registered Voters,,,,1340,0,0,0
Angelina,PRECINCT 34,Registered Voters,,,,2273,0,0,0
Angelina,PRECINCT 35,Registered Voters,,,,1818,0,0,0
Angelina,PRECINCT 36,Registered Voters,,,,1,0,0,0
Angelina,PRECINCT 37,Registered Voters,,,,535,0,0,0
Angelina,PRECINCT 38,Registered Voters,,,,438,0,0,0
Angelina,PRECINCT 39,Registered Voters,,,,552,0,0,0
Angelina,PRECINCT 40,Registered Voters,,,,839,0,0,0
Angelina,PRECINCT 1,Ballots Cast,,,,284,16,214,54
Angelina,PRECINCT 2,Ballots Cast,,,,1385,212,951,222
Angelina,PRECINCT 3,Ballots Cast,,,,1298,90,925,283
Angelina,PRECINCT 4,Ballots Cast,,,,840,54,581,205
Angelina,PRECINCT 5,Ballots Cast,,,,1106,122,814,170
Angelina,PRECINCT 6,Ballots Cast,,,,327,27,220,80
Angelina,PRECINCT 7,Ballots Cast,,,,1050,49,851,150
Angelina,PRECINCT 8,Ballots Cast,,,,976,63,757,156
Angelina,PRECINCT 9,Ballots Cast,,,,227,110,106,11
Angelina,PRECINCT 10,Ballots Cast,,,,824,94,578,152
Angelina,PRECINCT 11,Ballots Cast,,,,1665,85,1420,160
Angelina,PRECINCT 11B,Ballots Cast,,,,759,75,556,128
Angelina,PRECINCT 12,Ballots Cast,,,,586,39,444,103
Angelina,PRECINCT 13,Ballots Cast,,,,435,53,316,66
Angelina,PRECINCT 14,Ballots Cast,,,,1360,131,1017,212
Angelina,PRECINCT 15,Ballots Cast,,,,486,36,369,81
Angelina,PRECINCT 16,Ballots Cast,,,,1228,94,952,182
Angelina,PRECINCT 17,Ballots Cast,,,,1283,91,1036,156
Angelina,PRECINCT 17B,Ballots Cast,,,,306,9,227,70
Angelina,PRECINCT 18,Ballots Cast,,,,464,60,350,54
Angelina,PRECINCT 19,Ballots Cast,,,,1083,114,847,122
Angelina,PRECINCT 20,Ballots Cast,,,,1345,232,886,227
Angelina,PRECINCT 21,Ballots Cast,,,,840,66,614,160
Angelina,PRECINCT 22,Ballots Cast,,,,844,53,486,305
Angelina,PRECINCT 23,Ballots Cast,,,,494,38,366,90
Angelina,PRECINCT 24,Ballots Cast,,,,1695,117,1229,349
Angelina,PRECINCT 25,Ballots Cast,,,,1551,107,1117,327
Angelina,PRECINCT 26,Ballots Cast,,,,1250,77,971,202
Angelina,PRECINCT 27,Ballots Cast,,,,283,16,216,51
Angelina,PRECINCT 28,Ballots Cast,,,,853,42,622,189
Angelina,PRECINCT 29,Ballots Cast,,,,1094,52,728,314
Angelina,PRECINCT 30,Ballots Cast,,,,758,37,601,120
Angelina,PRECINCT 31,Ballots Cast,,,,288,10,240,38
Angelina,PRECINCT 32,Ballots Cast,,,,80,5,70,5
Angelina,PRECINCT 33,Ballots Cast,,,,962,28,754,180
Angelina,PRECINCT 34,Ballots Cast,,,,1586,162,1260,164
Angelina,PRECINCT 35,Ballots Cast,,,,1330,105,1049,176
Angelina,PRECINCT 36,Ballots Cast,,,,0,0,0,0
Angelina,PRECINCT 37,Ballots Cast,,,,372,27,267,78
Angelina,PRECINCT 38,Ballots Cast,,,,292,11,215,66
Angelina,PRECINCT 39,Ballots Cast,,,,348,44,251,53
Angelina,PRECINCT 40,Ballots Cast,,,,536,59,406,71
Angelina,PRECINCT 1,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 2,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 3,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 4,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 5,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 6,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 7,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 8,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 9,Ballots Cast Blank,,,,2,2,0,0
Angelina,PRECINCT 10,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 11,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 11B,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 12,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 13,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 14,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 15,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 16,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 17,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 17B,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 18,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 19,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 20,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 21,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 22,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 23,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 24,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 25,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 26,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 27,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 28,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 29,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 30,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 31,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 32,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 33,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 34,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 35,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 36,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 37,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 38,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 39,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 40,Ballots Cast Blank,,,,0,0,0,0
Angelina,PRECINCT 1,President,,REP,Donald J. Trump / Michael R. Penc,162,4,131,27
Angelina,PRECINCT 2,President,,REP,Donald J. Trump / Michael R. Penc,351,37,251,63
Angelina,PRECINCT 3,President,,REP,Donald J. Trump / Michael R. Penc,1047,64,761,222
Angelina,PRECINCT 4,President,,REP,Donald J. Trump / Michael R. Penc,452,8,323,121
