county,precinct,office,district,party,candidate,votes,early_voting,early_voting,election_day
Cooke,Pct. 27,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 27,U.S. House,13,REP,Ronny Jackson,158,5,115,38
Cooke,Pct. 27,U.S. House,13,DEM,Gus Trujillo,58,4,47,7
Cooke,Pct. 27,U.S. House,13,LBT,Jack B. Westbrook,6,0,6,0
Cooke,Pct. 27,Railroad Commissioner,,REP,James Jim Wright,158,5,115,38
Cooke,Pct. 27,Railroad Commissioner,,DEM,Chrysta Castaneda,55,4,44,7
Cooke,Pct. 27,Railroad Commissioner,,LBT,Matt Sterett,6,0,6,0
Cooke,Pct. 27,Railroad Commissioner,,GRN,Katija Kat Gruene,2,0,2,0
Cooke,Pct. 27,Chief Justice Supreme Court,,REP,Nathan Hecht,161,5,117,39
Cooke,Pct. 27,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,56,4,46,6
Cooke,Pct. 27,Chief Justice Supreme Court,,LBT,Mark Ash,5,0,5,0
Cooke,Pct. 27,Justice Supreme Court Pl 6,,REP,Jane Bland,162,5,119,38
Cooke,Pct. 27,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,59,4,48,7
Cooke,Pct. 27,Justice Supreme Court Pl 7,,REP,Jeff Boyd,160,5,116,39
Cooke,Pct. 27,Justice Supreme Court Pl 7,,DEM,Staci Williams,56,4,46,6
Cooke,Pct. 27,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,5,0,5,0
Cooke,Pct. 27,Justice Supreme Court Pl 8,,REP,Brett Busby,156,5,113,38
Cooke,Pct. 27,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,58,4,47,7
Cooke,Pct. 27,Justice Supreme Court Pl 8,,LBT,Tom Oxford,6,0,6,0
Cooke,Pct. 27,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,161,5,118,38
Cooke,Pct. 27,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,61,4,50,7
Cooke,Pct. 27,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,162,5,119,38
Cooke,Pct. 27,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,59,4,48,7
Cooke,Pct. 27,Judge Ct of Crim App Pl 9,,REP,David Newell,163,5,120,38
Cooke,Pct. 27,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,58,4,47,7
Cooke,Pct. 27,Member State BoE Dist 15,,REP,Jay Johnson,160,5,117,38
Cooke,Pct. 27,Member State BoE Dist 15,,DEM,John Betancourt,60,4,49,7
Cooke,Pct. 27,State Representative,68,REP,Drew Springer,159,5,118,36
Cooke,Pct. 27,State Representative,68,DEM,Patsy Ledbetter,62,4,49,9
Cooke,Pct. 27,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,194,5,146,43
Cooke,Pct. 27,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,161,5,118,38
Cooke,Pct. 27,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,59,4,48,7
Cooke,Pct. 27,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,193,6,144,43
Cooke,Pct. 27,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,197,6,147,44
Cooke,Pct. 27,Dist Attorney 235th Judicial Dist,,REP,John Warren,193,6,144,43
Cooke,Pct. 27,County Attorney,,REP,Ed Zielinski,191,6,142,43
Cooke,Pct. 27,Sheriff,,REP,Ray Sappington,196,6,146,44
Cooke,Pct. 27,County Tax Assessor-Collector,,REP,Brandy Ann Carr,197,6,147,44
Cooke,Pct. 27,Constable Pct 2,,REP,Chuck Owen,196,6,146,44
Cooke,Pct. 27,Director GHD,,,Ken Arterbury,65,4,50,11
Cooke,Pct. 27,Director GHD,,,Brian Winters,85,2,62,21
Cooke,Pct. 27,Director GHD,,,Eugene Mills,37,1,33,3
Cooke,Pct. 27,Director GHD,,,Jimmy Mosman,48,2,38,8
Cooke,Pct. 27,Director GHD,,,G.D. Wally Cox,82,2,61,19
Cooke,Pct. 27,Director GHD,,,Kari Hutcherson,92,4,70,18
Cooke,Pct. 28,Registered Voters,,,,120,,,
Cooke,Pct. 28,Ballots Cast,,,,73,3,52,18
Cooke,Pct. 28,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 28,President,,REP,Donald J. Trump / Michael R. Pence,55,3,36,16
Cooke,Pct. 28,President,,DEM,Joseph R. Biden / Kamala D. Harris,16,0,14,2
Cooke,Pct. 28,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,2,0,2,0
Cooke,Pct. 28,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 28,President,,,Write-ins,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 28,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 28,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 28,U.S. Senate,,REP,John Cornyn,52,3,35,14
Cooke,Pct. 28,U.S. Senate,,DEM,Mary MJ Hegar,17,0,14,3
Cooke,Pct. 28,U.S. Senate,,LBT,Kerry Douglas McKennon,1,0,1,0
Cooke,Pct. 28,U.S. Senate,,GRN,David B. Collins,2,0,1,1
Cooke,Pct. 28,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 28,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 28,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 28,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 28,U.S. House,13,REP,Ronny Jackson,52,3,34,15
Cooke,Pct. 28,U.S. House,13,DEM,Gus Trujillo,18,0,15,3
Cooke,Pct. 28,U.S. House,13,LBT,Jack B. Westbrook,3,0,3,0
Cooke,Pct. 28,Railroad Commissioner,,REP,James Jim Wright,52,3,36,13
Cooke,Pct. 28,Railroad Commissioner,,DEM,Chrysta Castaneda,17,0,14,3
Cooke,Pct. 28,Railroad Commissioner,,LBT,Matt Sterett,1,0,1,0
Cooke,Pct. 28,Railroad Commissioner,,GRN,Katija Kat Gruene,1,0,0,1
Cooke,Pct. 28,Chief Justice Supreme Court,,REP,Nathan Hecht,55,3,37,15
Cooke,Pct. 28,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,16,0,14,2
Cooke,Pct. 28,Chief Justice Supreme Court,,LBT,Mark Ash,2,0,1,1
Cooke,Pct. 28,Justice Supreme Court Pl 6,,REP,Jane Bland,57,3,39,15
Cooke,Pct. 28,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,16,0,13,3
Cooke,Pct. 28,Justice Supreme Court Pl 7,,REP,Jeff Boyd,55,3,37,15
Cooke,Pct. 28,Justice Supreme Court Pl 7,,DEM,Staci Williams,16,0,13,3
Cooke,Pct. 28,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,2,0,2,0
Cooke,Pct. 28,Justice Supreme Court Pl 8,,REP,Brett Busby,53,3,36,14
Cooke,Pct. 28,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,16,0,13,3
Cooke,Pct. 28,Justice Supreme Court Pl 8,,LBT,Tom Oxford,3,0,2,1
Cooke,Pct. 28,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,55,3,37,15
Cooke,Pct. 28,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,18,0,15,3
Cooke,Pct. 28,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,58,3,39,16
Cooke,Pct. 28,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,15,0,13,2
Cooke,Pct. 28,Judge Ct of Crim App Pl 9,,REP,David Newell,56,3,38,15
Cooke,Pct. 28,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,16,0,13,3
Cooke,Pct. 28,Member State BoE Dist 15,,REP,Jay Johnson,57,3,38,16
Cooke,Pct. 28,Member State BoE Dist 15,,DEM,John Betancourt,15,0,13,2
Cooke,Pct. 28,State Representative,68,REP,Drew Springer,57,3,39,15
Cooke,Pct. 28,State Representative,68,DEM,Patsy Ledbetter,15,0,12,3
Cooke,Pct. 28,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,65,3,47,15
Cooke,Pct. 28,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,55,3,38,14
Cooke,Pct. 28,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,15,0,12,3
Cooke,Pct. 28,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,64,3,46,15
Cooke,Pct. 28,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,60,1,44,15
Cooke,Pct. 28,Dist Attorney 235th Judicial Dist,,REP,John Warren,63,3,45,15
Cooke,Pct. 28,County Attorney,,REP,Ed Zielinski,64,3,46,15
Cooke,Pct. 28,Sheriff,,REP,Ray Sappington,65,3,46,16
Cooke,Pct. 28,County Tax Assessor-Collector,,REP,Brandy Ann Carr,65,3,46,16
Cooke,Pct. 28,County Commissioner Pct 1,,REP,Gary Hollowell,63,3,45,15
Cooke,Pct. 28,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,63,3,44,16
Cooke,Pct. 28,Constable Pct 1,,REP,Mark Westbrook,64,3,45,16
Cooke,Pct. 28,Director GHD,,,Ken Arterbury,20,1,14,5
Cooke,Pct. 28,Director GHD,,,Brian Winters,19,0,14,5
Cooke,Pct. 28,Director GHD,,,Eugene Mills,17,0,13,4
Cooke,Pct. 28,Director GHD,,,Jimmy Mosman,12,0,9,3
Cooke,Pct. 28,Director GHD,,,G.D. Wally Cox,19,0,15,4
Cooke,Pct. 28,Director GHD,,,Kari Hutcherson,22,0,20,2
Cooke,Pct. 30,Registered Voters,,,,282,,,
Cooke,Pct. 30,Ballots Cast,,,,149,16,96,37
Cooke,Pct. 30,Ballots Cast - Blank,,,,1,0,0,1
Cooke,Pct. 30,President,,REP,Donald J. Trump / Michael R. Pence,100,10,71,19
Cooke,Pct. 30,President,,DEM,Joseph R. Biden / Kamala D. Harris,45,4,25,16
Cooke,Pct. 30,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,0,0,0,0
Cooke,Pct. 30,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 30,President,,,Write-ins,1,0,0,1
Cooke,Pct. 30,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 30,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 30,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 30,President,,,Write-In: Uncertified,1,0,0,1
Cooke,Pct. 30,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 30,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 30,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 30,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 30,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 30,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 30,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 30,U.S. Senate,,REP,John Cornyn,100,10,71,19
Cooke,Pct. 30,U.S. Senate,,DEM,Mary MJ Hegar,42,4,22,16
Cooke,Pct. 30,U.S. Senate,,LBT,Kerry Douglas McKennon,0,0,0,0
Cooke,Pct. 30,U.S. Senate,,GRN,David B. Collins,2,0,2,0
Cooke,Pct. 30,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 30,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 30,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 30,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 30,U.S. House,13,REP,Ronny Jackson,101,12,68,21
Cooke,Pct. 30,U.S. House,13,DEM,Gus Trujillo,46,4,27,15
Cooke,Pct. 30,U.S. House,13,LBT,Jack B. Westbrook,0,0,0,0
Cooke,Pct. 30,Railroad Commissioner,,REP,James Jim Wright,100,13,69,18
Cooke,Pct. 30,Railroad Commissioner,,DEM,Chrysta Castaneda,42,2,23,17
Cooke,Pct. 30,Railroad Commissioner,,LBT,Matt Sterett,2,0,1,1
Cooke,Pct. 30,Railroad Commissioner,,GRN,Katija Kat Gruene,3,1,2,0
Cooke,Pct. 30,Chief Justice Supreme Court,,REP,Nathan Hecht,102,12,70,20
Cooke,Pct. 30,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,44,4,26,14
Cooke,Pct. 30,Chief Justice Supreme Court,,LBT,Mark Ash,0,0,0,0
Cooke,Pct. 30,Justice Supreme Court Pl 6,,REP,Jane Bland,102,12,70,20
Cooke,Pct. 30,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,46,4,26,16
Cooke,Pct. 30,Justice Supreme Court Pl 7,,REP,Jeff Boyd,102,12,70,20
Cooke,Pct. 30,Justice Supreme Court Pl 7,,DEM,Staci Williams,42,4,23,15
Cooke,Pct. 30,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,4,0,3,1
Cooke,Pct. 30,Justice Supreme Court Pl 8,,REP,Brett Busby,103,12,70,21
Cooke,Pct. 30,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,44,4,25,15
Cooke,Pct. 30,Justice Supreme Court Pl 8,,LBT,Tom Oxford,1,0,1,0
Cooke,Pct. 30,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,101,12,69,20
Cooke,Pct. 30,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,46,4,26,16
Cooke,Pct. 30,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,102,12,69,21
Cooke,Pct. 30,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,45,4,26,15
Cooke,Pct. 30,Judge Ct of Crim App Pl 9,,REP,David Newell,101,12,69,20
Cooke,Pct. 30,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,44,4,25,15
Cooke,Pct. 30,Member State BoE Dist 15,,REP,Jay Johnson,103,12,69,22
Cooke,Pct. 30,Member State BoE Dist 15,,DEM,John Betancourt,43,4,26,13
Cooke,Pct. 30,State Representative,68,REP,Drew Springer,95,12,64,19
Cooke,Pct. 30,State Representative,68,DEM,Patsy Ledbetter,51,4,30,17
Cooke,Pct. 30,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,125,8,83,34
Cooke,Pct. 30,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,102,12,70,20
Cooke,Pct. 30,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,44,4,24,16
Cooke,Pct. 30,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,127,11,82,34
Cooke,Pct. 30,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,124,10,80,34
Cooke,Pct. 30,Dist Attorney 235th Judicial Dist,,REP,John Warren,126,12,80,34
Cooke,Pct. 30,County Attorney,,REP,Ed Zielinski,127,12,81,34
Cooke,Pct. 30,Sheriff,,REP,Ray Sappington,127,11,82,34
Cooke,Pct. 30,County Tax Assessor-Collector,,REP,Brandy Ann Carr,128,11,82,35
Cooke,Pct. 30,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,128,12,82,34
Cooke,Pct. 30,Constable Pct 1,,REP,Mark Westbrook,128,12,81,35
Cooke,Pct. 30,Director GHD,,,Ken Arterbury,52,3,39,10
Cooke,Pct. 30,Director GHD,,,Brian Winters,40,4,23,13
Cooke,Pct. 30,Director GHD,,,Eugene Mills,39,4,23,12
Cooke,Pct. 30,Director GHD,,,Jimmy Mosman,37,2,28,7
Cooke,Pct. 30,Director GHD,,,G.D. Wally Cox,49,7,33,9
Cooke,Pct. 30,Director GHD,,,Kari Hutcherson,54,5,32,17
Cooke,Pct. 31,Registered Voters,,,,232,,,
Cooke,Pct. 31,Ballots Cast,,,,110,3,83,24
Cooke,Pct. 31,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 31,President,,REP,Donald J. Trump / Michael R. Pence,67,0,53,14
Cooke,Pct. 31,President,,DEM,Joseph R. Biden / Kamala D. Harris,40,3,30,7
Cooke,Pct. 31,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,3,0,0,3
Cooke,Pct. 31,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 31,President,,,Write-ins,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 31,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 31,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 31,U.S. Senate,,REP,John Cornyn,67,0,53,14
Cooke,Pct. 31,U.S. Senate,,DEM,Mary MJ Hegar,35,2,26,7
Cooke,Pct. 31,U.S. Senate,,LBT,Kerry Douglas McKennon,5,1,3,1
Cooke,Pct. 31,U.S. Senate,,GRN,David B. Collins,1,0,0,1
Cooke,Pct. 31,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 31,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 31,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 31,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 31,U.S. House,13,REP,Ronny Jackson,64,0,52,12
Cooke,Pct. 31,U.S. House,13,DEM,Gus Trujillo,37,3,28,6
Cooke,Pct. 31,U.S. House,13,LBT,Jack B. Westbrook,5,0,1,4
Cooke,Pct. 31,Railroad Commissioner,,REP,James Jim Wright,64,0,52,12
Cooke,Pct. 31,Railroad Commissioner,,DEM,Chrysta Castaneda,37,3,27,7
Cooke,Pct. 31,Railroad Commissioner,,LBT,Matt Sterett,4,0,1,3
Cooke,Pct. 31,Railroad Commissioner,,GRN,Katija Kat Gruene,1,0,0,1
Cooke,Pct. 31,Chief Justice Supreme Court,,REP,Nathan Hecht,65,0,52,13
Cooke,Pct. 31,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,39,3,29,7
Cooke,Pct. 31,Chief Justice Supreme Court,,LBT,Mark Ash,3,0,0,3
Cooke,Pct. 31,Justice Supreme Court Pl 6,,REP,Jane Bland,68,0,53,15
Cooke,Pct. 31,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,39,3,28,8
Cooke,Pct. 31,Justice Supreme Court Pl 7,,REP,Jeff Boyd,64,0,52,12
Cooke,Pct. 31,Justice Supreme Court Pl 7,,DEM,Staci Williams,39,3,29,7
Cooke,Pct. 31,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,4,0,0,4
Cooke,Pct. 31,Justice Supreme Court Pl 8,,REP,Brett Busby,64,0,52,12
Cooke,Pct. 31,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,35,2,27,6
Cooke,Pct. 31,Justice Supreme Court Pl 8,,LBT,Tom Oxford,7,1,1,5
Cooke,Pct. 31,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,67,0,52,15
Cooke,Pct. 31,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,39,3,28,8
Cooke,Pct. 31,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,66,0,52,14
Cooke,Pct. 31,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,38,3,27,8
Cooke,Pct. 31,Judge Ct of Crim App Pl 9,,REP,David Newell,67,0,53,14
Cooke,Pct. 31,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,39,3,28,8
Cooke,Pct. 31,Member State BoE Dist 15,,REP,Jay Johnson,65,0,51,14
Cooke,Pct. 31,Member State BoE Dist 15,,DEM,John Betancourt,39,3,28,8
Cooke,Pct. 31,State Representative,68,REP,Drew Springer,66,0,51,15
Cooke,Pct. 31,State Representative,68,DEM,Patsy Ledbetter,41,3,30,8
Cooke,Pct. 31,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,90,1,68,21
Cooke,Pct. 31,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,66,0,52,14
Cooke,Pct. 31,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,39,3,28,8
Cooke,Pct. 31,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,91,1,70,20
Cooke,Pct. 31,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,89,1,67,21
Cooke,Pct. 31,Dist Attorney 235th Judicial Dist,,REP,John Warren,93,1,72,20
Cooke,Pct. 31,County Attorney,,REP,Ed Zielinski,93,1,71,21
Cooke,Pct. 31,Sheriff,,REP,Ray Sappington,95,1,72,22
Cooke,Pct. 31,County Tax Assessor-Collector,,REP,Brandy Ann Carr,91,1,71,19
Cooke,Pct. 31,County Commissioner Pct 3,,REP,Adam P. Arendt,90,1,70,19
Cooke,Pct. 31,Constable Pct 2,,REP,Chuck Owen,92,1,70,21
Cooke,Pct. 31,Director GHD,,,Ken Arterbury,32,0,27,5
Cooke,Pct. 31,Director GHD,,,Brian Winters,46,0,35,11
Cooke,Pct. 31,Director GHD,,,Eugene Mills,17,0,13,4
Cooke,Pct. 31,Director GHD,,,Jimmy Mosman,21,0,17,4
Cooke,Pct. 31,Director GHD,,,G.D. Wally Cox,34,1,27,6
Cooke,Pct. 31,Director GHD,,,Kari Hutcherson,43,1,35,7
Cooke,Pct. 33,Registered Voters,,,,490,,,
Cooke,Pct. 33,Ballots Cast,,,,359,18,220,121
Cooke,Pct. 33,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 33,President,,REP,Donald J. Trump / Michael R. Pence,316,10,194,112
Cooke,Pct. 33,President,,DEM,Joseph R. Biden / Kamala D. Harris,40,8,23,9
Cooke,Pct. 33,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,2,0,2,0
Cooke,Pct. 33,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 33,President,,,Write-ins,1,0,1,0
Cooke,Pct. 33,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 33,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 33,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 33,President,,,Write-In: Uncertified,1,0,1,0
Cooke,Pct. 33,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 33,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 33,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 33,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 33,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 33,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 33,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 33,U.S. Senate,,REP,John Cornyn,308,10,193,105
Cooke,Pct. 33,U.S. Senate,,DEM,Mary MJ Hegar,36,6,19,11
Cooke,Pct. 33,U.S. Senate,,LBT,Kerry Douglas McKennon,9,0,6,3
Cooke,Pct. 33,U.S. Senate,,GRN,David B. Collins,1,0,1,0
Cooke,Pct. 33,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 33,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 33,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 33,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 33,U.S. House,13,REP,Ronny Jackson,306,11,189,106
Cooke,Pct. 33,U.S. House,13,DEM,Gus Trujillo,35,6,19,10
Cooke,Pct. 33,U.S. House,13,LBT,Jack B. Westbrook,9,1,5,3
Cooke,Pct. 33,Railroad Commissioner,,REP,James Jim Wright,305,12,187,106
Cooke,Pct. 33,Railroad Commissioner,,DEM,Chrysta Castaneda,39,5,23,11
Cooke,Pct. 33,Railroad Commissioner,,LBT,Matt Sterett,6,0,5,1
Cooke,Pct. 33,Railroad Commissioner,,GRN,Katija Kat Gruene,1,1,0,0
Cooke,Pct. 33,Chief Justice Supreme Court,,REP,Nathan Hecht,307,12,190,105
Cooke,Pct. 33,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,39,6,21,12
Cooke,Pct. 33,Chief Justice Supreme Court,,LBT,Mark Ash,6,0,5,1
Cooke,Pct. 33,Justice Supreme Court Pl 6,,REP,Jane Bland,317,12,197,108
Cooke,Pct. 33,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,36,6,19,11
Cooke,Pct. 33,Justice Supreme Court Pl 7,,REP,Jeff Boyd,310,12,191,107
Cooke,Pct. 33,Justice Supreme Court Pl 7,,DEM,Staci Williams,38,6,22,10
Cooke,Pct. 33,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,4,0,3,1
Cooke,Pct. 33,Justice Supreme Court Pl 8,,REP,Brett Busby,309,12,191,106
Cooke,Pct. 33,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,33,6,18,9
Cooke,Pct. 33,Justice Supreme Court Pl 8,,LBT,Tom Oxford,7,0,4,3
Cooke,Pct. 33,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,312,12,195,105
Cooke,Pct. 33,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,39,6,20,13
Cooke,Pct. 33,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,314,12,195,107
Cooke,Pct. 33,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,36,6,20,10
Cooke,Pct. 33,Judge Ct of Crim App Pl 9,,REP,David Newell,315,12,196,107
Cooke,Pct. 33,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,35,6,18,11
Cooke,Pct. 33,Member State BoE Dist 15,,REP,Jay Johnson,311,12,192,107
Cooke,Pct. 33,Member State BoE Dist 15,,DEM,John Betancourt,37,6,20,11
