county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Franklin,101,Registered Voters,,REP,,6,194,111,311
Franklin,102,Registered Voters,,REP,,0,47,122,169
Franklin,201,Registered Voters,,REP,,2,102,57,161
Franklin,202,Registered Voters,,REP,,7,99,86,192
Franklin,301,Registered Voters,,REP,,3,107,113,223
Franklin,302,Registered Voters,,REP,,1,34,131,166
Franklin,401,Registered Voters,,REP,,5,163,124,292
Franklin,402,Registered Voters,,REP,,2,49,145,196
Franklin,101,President,,REP,Joe Walsh,0,4,2,6
Franklin,102,President,,REP,Joe Walsh,0,0,0,0
Franklin,201,President,,REP,Joe Walsh,0,0,0,0
Franklin,202,President,,REP,Joe Walsh,0,0,1,1
Franklin,301,President,,REP,Joe Walsh,0,1,0,1
Franklin,302,President,,REP,Joe Walsh,0,0,0,0
Franklin,401,President,,REP,Joe Walsh,1,0,2,3
Franklin,402,President,,REP,Joe Walsh,0,0,0,0
Franklin,101,President,,REP,Donald Trump,6,180,109,295
Franklin,102,President,,REP,Donald Trump,0,47,120,167
Franklin,201,President,,REP,Donald Trump,2,101,56,159
Franklin,202,President,,REP,Donald Trump,7,97,83,187
Franklin,301,President,,REP,Donald Trump,3,106,109,218
Franklin,302,President,,REP,Donald Trump,1,33,128,162
Franklin,401,President,,REP,Donald Trump,4,162,121,287
Franklin,402,President,,REP,Donald Trump,2,46,139,187
Franklin,101,President,,REP,Matthew John Matern,0,0,0,0
Franklin,102,President,,REP,Matthew John Matern,0,0,0,0
Franklin,201,President,,REP,Matthew John Matern,0,0,0,0
Franklin,202,President,,REP,Matthew John Matern,0,0,0,0
Franklin,301,President,,REP,Matthew John Matern,0,0,1,1
Franklin,302,President,,REP,Matthew John Matern,0,0,0,0
Franklin,401,President,,REP,Matthew John Matern,0,0,0,0
Franklin,402,President,,REP,Matthew John Matern,0,0,0,0
Franklin,101,President,,REP,Zoltan G. Istvan,0,0,0,0
Franklin,102,President,,REP,Zoltan G. Istvan,0,0,0,0
Franklin,201,President,,REP,Zoltan G. Istvan,0,0,0,0
Franklin,202,President,,REP,Zoltan G. Istvan,0,0,0,0
Franklin,301,President,,REP,Zoltan G. Istvan,0,0,0,0
Franklin,302,President,,REP,Zoltan G. Istvan,0,0,1,1
Franklin,401,President,,REP,Zoltan G. Istvan,0,0,0,0
Franklin,402,President,,REP,Zoltan G. Istvan,0,0,0,0
Franklin,101,President,,REP,Bill Weld,0,2,0,2
Franklin,102,President,,REP,Bill Weld,0,0,0,0
Franklin,201,President,,REP,Bill Weld,0,0,0,0
Franklin,202,President,,REP,Bill Weld,0,0,0,0
Franklin,301,President,,REP,Bill Weld,0,0,0,0
Franklin,302,President,,REP,Bill Weld,0,0,0,0
Franklin,401,President,,REP,Bill Weld,0,0,0,0
Franklin,402,President,,REP,Bill Weld,0,1,1,2
Franklin,101,President,,REP,Bob Ely,0,0,0,0
Franklin,102,President,,REP,Bob Ely,0,0,0,0
Franklin,201,President,,REP,Bob Ely,0,0,0,0
Franklin,202,President,,REP,Bob Ely,0,0,0,0
Franklin,301,President,,REP,Bob Ely,0,0,0,0
Franklin,302,President,,REP,Bob Ely,0,0,0,0
Franklin,401,President,,REP,Bob Ely,0,0,0,0
Franklin,402,President,,REP,Bob Ely,0,0,1,1
Franklin,101,President,,REP,"Roque ""Rocky"" Dlf Guerra",0,1,0,1
Franklin,102,President,,REP,"Roque ""Rocky"" Dlf Guerra",0,0,0,0
Franklin,201,President,,REP,"Roque ""Rocky"" Dlf Guerra",0,0,1,1
Franklin,202,President,,REP,"Roque ""Rocky"" Dlf Guerra",0,0,0,0
Franklin,301,President,,REP,"Roque ""Rocky"" Dlf Guerra",0,0,0,0
Franklin,302,President,,REP,"Roque ""Rocky"" Dlf Guerra",0,0,0,0
Franklin,401,President,,REP,"Roque ""Rocky"" Dlf Guerra",0,0,0,0
Franklin,402,President,,REP,"Roque ""Rocky"" Dlf Guerra",0,0,0,0
Franklin,101,President,,REP,Uncommitted,0,4,0,4
Franklin,102,President,,REP,Uncommitted,0,0,2,2
Franklin,201,President,,REP,Uncommitted,0,1,0,1
Franklin,202,President,,REP,Uncommitted,0,2,2,4
Franklin,301,President,,REP,Uncommitted,0,0,3,3
Franklin,302,President,,REP,Uncommitted,0,1,2,3
Franklin,401,President,,REP,Uncommitted,0,0,1,1
Franklin,402,President,,REP,Uncommitted,0,2,4,6
Franklin,101,U.S. Senate,,REP,Dwayne Stovall,1,18,15,34
Franklin,102,U.S. Senate,,REP,Dwayne Stovall,0,12,25,37
Franklin,201,U.S. Senate,,REP,Dwayne Stovall,0,16,6,22
Franklin,202,U.S. Senate,,REP,Dwayne Stovall,1,10,16,27
Franklin,301,U.S. Senate,,REP,Dwayne Stovall,0,23,25,48
Franklin,302,U.S. Senate,,REP,Dwayne Stovall,0,4,19,23
Franklin,401,U.S. Senate,,REP,Dwayne Stovall,0,22,13,35
Franklin,402,U.S. Senate,,REP,Dwayne Stovall,0,9,32,41
Franklin,101,U.S. Senate,,REP,Virgil Bierschwale,0,1,1,2
Franklin,102,U.S. Senate,,REP,Virgil Bierschwale,0,0,2,2
Franklin,201,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0
Franklin,202,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0
Franklin,301,U.S. Senate,,REP,Virgil Bierschwale,0,1,3,4
Franklin,302,U.S. Senate,,REP,Virgil Bierschwale,0,2,2,4
Franklin,401,U.S. Senate,,REP,Virgil Bierschwale,0,1,1,2
Franklin,402,U.S. Senate,,REP,Virgil Bierschwale,0,2,1,3
Franklin,101,U.S. Senate,,REP,Mark Yancey,0,13,9,22
Franklin,102,U.S. Senate,,REP,Mark Yancey,0,5,17,22
Franklin,201,U.S. Senate,,REP,Mark Yancey,0,5,4,9
Franklin,202,U.S. Senate,,REP,Mark Yancey,0,4,4,8
Franklin,301,U.S. Senate,,REP,Mark Yancey,0,3,5,8
Franklin,302,U.S. Senate,,REP,Mark Yancey,0,1,10,11
Franklin,401,U.S. Senate,,REP,Mark Yancey,0,12,14,26
Franklin,402,U.S. Senate,,REP,Mark Yancey,0,2,6,8
Franklin,101,U.S. Senate,,REP,John Cornyn,5,147,73,225
Franklin,102,U.S. Senate,,REP,John Cornyn,0,26,67,93
Franklin,201,U.S. Senate,,REP,John Cornyn,1,76,40,117
Franklin,202,U.S. Senate,,REP,John Cornyn,6,81,60,147
Franklin,301,U.S. Senate,,REP,John Cornyn,3,75,72,150
Franklin,302,U.S. Senate,,REP,John Cornyn,1,24,91,116
Franklin,401,U.S. Senate,,REP,John Cornyn,4,120,82,206
Franklin,402,U.S. Senate,,REP,John Cornyn,2,33,99,134
Franklin,101,U.S. Senate,,REP,John Anthony Castro,0,5,5,10
Franklin,102,U.S. Senate,,REP,John Anthony Castro,0,0,4,4
Franklin,201,U.S. Senate,,REP,John Anthony Castro,0,0,1,1
Franklin,202,U.S. Senate,,REP,John Anthony Castro,0,2,2,4
Franklin,301,U.S. Senate,,REP,John Anthony Castro,0,2,2,4
Franklin,302,U.S. Senate,,REP,John Anthony Castro,0,0,2,2
Franklin,401,U.S. Senate,,REP,John Anthony Castro,0,1,2,3
Franklin,402,U.S. Senate,,REP,John Anthony Castro,0,0,0,0
Franklin,101,U.S. House,4,REP,John Ratcliffe,6,167,95,268
Franklin,102,U.S. House,4,REP,John Ratcliffe,0,41,109,150
Franklin,201,U.S. House,4,REP,John Ratcliffe,1,95,51,147
Franklin,202,U.S. House,4,REP,John Ratcliffe,7,91,75,173
Franklin,301,U.S. House,4,REP,John Ratcliffe,2,93,110,205
Franklin,302,U.S. House,4,REP,John Ratcliffe,1,30,119,150
Franklin,401,U.S. House,4,REP,John Ratcliffe,4,142,108,254
Franklin,402,U.S. House,4,REP,John Ratcliffe,2,40,124,166
Franklin,101,Railroad Commissioner,,REP,Ryan Sitton,2,55,31,88
Franklin,102,Railroad Commissioner,,REP,Ryan Sitton,0,21,49,70
Franklin,201,Railroad Commissioner,,REP,Ryan Sitton,0,31,18,49
Franklin,202,Railroad Commissioner,,REP,Ryan Sitton,2,32,28,62
Franklin,301,Railroad Commissioner,,REP,Ryan Sitton,2,43,44,89
Franklin,302,Railroad Commissioner,,REP,Ryan Sitton,1,15,49,65
Franklin,401,Railroad Commissioner,,REP,Ryan Sitton,4,60,44,108
Franklin,402,Railroad Commissioner,,REP,Ryan Sitton,2,19,52,73
Franklin,101,Railroad Commissioner,,REP,"James ""Jim"" Wright",4,112,63,179
Franklin,102,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,17,54,71
Franklin,201,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,54,30,84
Franklin,202,Railroad Commissioner,,REP,"James ""Jim"" Wright",5,47,45,97
Franklin,301,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,43,57,100
Franklin,302,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,15,71,86
Franklin,401,Railroad Commissioner,,REP,"James ""Jim"" Wright",1,80,65,146
Franklin,402,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,24,71,95
Franklin,101,State Senate,1,REP,Bryan Hughes,5,156,90,251
Franklin,102,State Senate,1,REP,Bryan Hughes,0,39,106,145
Franklin,201,State Senate,1,REP,Bryan Hughes,1,89,44,134
Franklin,202,State Senate,1,REP,Bryan Hughes,7,86,76,169
Franklin,301,State Senate,1,REP,Bryan Hughes,2,86,106,194
Franklin,302,State Senate,1,REP,Bryan Hughes,1,30,119,150
Franklin,401,State Senate,1,REP,Bryan Hughes,5,132,109,246
Franklin,402,State Senate,1,REP,Bryan Hughes,2,41,120,163
Franklin,101,State Representative,1,REP,Gary Vandeaver,6,169,92,267
Franklin,102,State Representative,1,REP,Gary Vandeaver,0,41,106,147
Franklin,201,State Representative,1,REP,Gary Vandeaver,0,91,45,136
Franklin,202,State Representative,1,REP,Gary Vandeaver,7,86,74,167
Franklin,301,State Representative,1,REP,Gary Vandeaver,3,95,106,204
Franklin,302,State Representative,1,REP,Gary Vandeaver,1,29,114,144
Franklin,401,State Representative,1,REP,Gary Vandeaver,5,134,109,248
Franklin,402,State Representative,1,REP,Gary Vandeaver,2,40,122,164
Franklin,101,Registered Voters,,DEM,,4,34,30,68
Franklin,102,Registered Voters,,DEM,,0,6,11,17
Franklin,201,Registered Voters,,DEM,,2,6,15,23
Franklin,202,Registered Voters,,DEM,,3,14,52,69
Franklin,301,Registered Voters,,DEM,,4,17,25,46
Franklin,302,Registered Voters,,DEM,,3,7,26,36
Franklin,401,Registered Voters,,DEM,,1,30,45,76
Franklin,402,Registered Voters,,DEM,,1,10,28,39
Franklin,101,President,,DEM,Joseph R. Biden,3,17,16,36
Franklin,102,President,,DEM,Joseph R. Biden,0,1,8,9
Franklin,201,President,,DEM,Joseph R. Biden,0,0,10,10
Franklin,202,President,,DEM,Joseph R. Biden,1,5,30,36
Franklin,301,President,,DEM,Joseph R. Biden,2,9,12,23
Franklin,302,President,,DEM,Joseph R. Biden,2,0,14,16
Franklin,401,President,,DEM,Joseph R. Biden,0,5,31,36
Franklin,402,President,,DEM,Joseph R. Biden,0,5,17,22
Franklin,101,President,,DEM,Michael Bennet,0,0,0,0
Franklin,102,President,,DEM,Michael Bennet,0,0,0,0
Franklin,201,President,,DEM,Michael Bennet,0,1,0,1
Franklin,202,President,,DEM,Michael Bennet,0,0,2,2
Franklin,301,President,,DEM,Michael Bennet,0,0,0,0
Franklin,302,President,,DEM,Michael Bennet,0,0,0,0
Franklin,401,President,,DEM,Michael Bennet,0,0,0,0
Franklin,402,President,,DEM,Michael Bennet,0,0,0,0
Franklin,101,President,,DEM,Robby Wells,0,0,0,0
Franklin,102,President,,DEM,Robby Wells,0,0,0,0
Franklin,201,President,,DEM,Robby Wells,0,0,0,0
Franklin,202,President,,DEM,Robby Wells,0,0,1,1
Franklin,301,President,,DEM,Robby Wells,0,0,0,0
