county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail,provisional
Hardin,2,"District Judge, 88th Judicial District",,Earl Stover III,REP,922,445,469,8,0
Hardin,2,"District Judge, 356th Judicial District",,Steve Thomas,REP,895,432,455,8,0
Hardin,2,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,874,428,438,8,0
Hardin,2,County Attorney,,Matthew Minick,REP,868,418,442,8,0
Hardin,2,Sheriff,,Mark L. Davis,REP,940,456,476,8,0
Hardin,2,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,952,462,482,8,0
Hardin,2,"Constable, Precinct No. 2",,Ben Hawthorne,REP,932,448,476,8,0
Hardin,2,County Chairman,,Kent Batman,REP,873,419,446,8,0
Hardin,2,Proposition 1,,Yes,REP,918,434,476,8,0
Hardin,2,Proposition 1,,No,REP,145,77,68,0,0
Hardin,2,Proposition 2,,Yes,REP,967,464,496,7,0
Hardin,2,Proposition 2,,No,REP,99,50,48,1,0
Hardin,2,Proposition 3,,Yes,REP,1016,484,523,9,0
Hardin,2,Proposition 3,,No,REP,44,27,17,0,0
Hardin,2,Proposition 4,,Yes,REP,1054,510,535,9,0
Hardin,2,Proposition 4,,No,REP,15,5,10,0,0
Hardin,2,Proposition 5,,Yes,REP,1004,474,524,6,0
Hardin,2,Proposition 5,,No,REP,61,39,19,3,0
Hardin,2,Proposition 6,,Yes,REP,1027,496,522,9,0
Hardin,2,Proposition 6,,No,REP,34,14,20,0,0
Hardin,2,Proposition 7,,Yes,REP,1055,508,538,9,0
Hardin,2,Proposition 7,,No,REP,12,5,7,0,0
Hardin,2,Proposition 8,,Yes,REP,1066,516,541,9,0
Hardin,2,Proposition 8,,No,REP,4,0,4,0,0
Hardin,2,Proposition 9,,Yes,REP,1020,486,525,9,0
Hardin,2,Proposition 9,,No,REP,46,25,21,0,0
Hardin,2,Proposition 10,,Yes,REP,991,472,510,9,0
Hardin,2,Proposition 10,,No,REP,55,34,21,0,0
Hardin,3,President,,Joe Walsh,REP,0,0,0,0,0
Hardin,3,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,3,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,3,President,,Bill Weld,REP,1,0,1,0,0
Hardin,3,President,,Bob Ely,REP,0,0,0,0,0
Hardin,3,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,3,President,,Donald J. Trump,REP,205,34,163,8,0
Hardin,3,President,,Uncommitted,REP,5,0,5,0,0
Hardin,3,United States Senator,,John Anthony Castro,REP,11,2,9,0,0
Hardin,3,United States Senator,,Mark Yancey,REP,14,4,10,0,0
Hardin,3,United States Senator,,Virgil Bierschwale,REP,2,0,2,0,0
Hardin,3,United States Senator,,John Cornyn,REP,124,19,98,7,0
Hardin,3,United States Senator,,Dwayne Stovall,REP,48,4,43,1,0
Hardin,3,United States Representative,36,RJ Boatman,REP,16,4,12,0,0
Hardin,3,United States Representative,36,Brian Babin,REP,193,29,157,7,0
Hardin,3,Railroad Commissioner,,Ryan Sitton,REP,60,10,49,1,0
Hardin,3,Railroad Commissioner,,"James ""Jim"" Wright",REP,121,17,101,3,0
Hardin,3,"Chief Justice, Supreme Court",,Nathan Hecht,REP,159,20,133,6,0
Hardin,3,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,156,23,128,5,0
Hardin,3,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,157,23,129,5,0
Hardin,3,"Justice, Supreme Court, Place 8",,Brett Busby,REP,153,23,125,5,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,110,20,87,3,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,69,7,61,1,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,156,24,127,5,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,154,24,125,5,0
Hardin,3,State Representative,19,James White,REP,187,32,148,7,0
Hardin,3,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,66,11,52,3,0
Hardin,3,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,24,3,21,0,0
Hardin,3,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,23,4,19,0,0
Hardin,3,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,20,1,19,0,0
Hardin,3,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,34,6,27,1,0
Hardin,3,"District Judge, 88th Judicial District",,Earl Stover III,REP,161,26,128,7,0
Hardin,3,"District Judge, 356th Judicial District",,Steve Thomas,REP,160,23,129,8,0
Hardin,3,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,160,28,126,6,0
Hardin,3,County Attorney,,Matthew Minick,REP,154,24,124,6,0
Hardin,3,Sheriff,,Mark L. Davis,REP,169,27,134,8,0
Hardin,3,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,179,33,138,8,0
Hardin,3,"County Commissioner, Precinct 3",,"Russell L. ""Rusty"" Trest",REP,29,7,21,1,0
Hardin,3,"County Commissioner, Precinct 3",,Amanda Young,REP,24,1,21,2,0
Hardin,3,"County Commissioner, Precinct 3",,"Robert ""Robby"" Martin",REP,10,0,10,0,0
Hardin,3,"County Commissioner, Precinct 3",,Alan Murphy,REP,113,20,88,5,0
Hardin,3,"County Commissioner, Precinct 3",,David Overstreet,REP,32,6,26,0,0
Hardin,3,"Constable, Precinct No. 6",,Ross Jordan,REP,171,29,136,6,0
Hardin,3,County Chairman,,Kent Batman,REP,154,26,122,6,0
Hardin,3,Proposition 1,,Yes,REP,175,30,140,5,0
Hardin,3,Proposition 1,,No,REP,31,5,24,2,0
Hardin,3,Proposition 2,,Yes,REP,183,29,147,7,0
Hardin,3,Proposition 2,,No,REP,27,6,20,1,0
Hardin,3,Proposition 3,,Yes,REP,200,31,161,8,0
Hardin,3,Proposition 3,,No,REP,9,1,8,0,0
Hardin,3,Proposition 4,,Yes,REP,209,33,168,8,0
Hardin,3,Proposition 4,,No,REP,3,1,2,0,0
Hardin,3,Proposition 5,,Yes,REP,199,28,163,8,0
Hardin,3,Proposition 5,,No,REP,11,4,7,0,0
Hardin,3,Proposition 6,,Yes,REP,203,30,165,8,0
Hardin,3,Proposition 6,,No,REP,7,2,5,0,0
Hardin,3,Proposition 7,,Yes,REP,212,34,170,8,0
Hardin,3,Proposition 7,,No,REP,0,0,0,0,0
Hardin,3,Proposition 8,,Yes,REP,212,35,169,8,0
Hardin,3,Proposition 8,,No,REP,1,0,1,0,0
Hardin,3,Proposition 9,,Yes,REP,197,32,157,8,0
Hardin,3,Proposition 9,,No,REP,11,1,10,0,0
Hardin,3,Proposition 10,,Yes,REP,187,28,151,8,0
Hardin,3,Proposition 10,,No,REP,19,4,15,0,0
Hardin,4,President,,Joe Walsh,REP,2,0,2,0,0
Hardin,4,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,4,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,4,President,,Bill Weld,REP,0,0,0,0,0
Hardin,4,President,,Bob Ely,REP,0,0,0,0,0
Hardin,4,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,4,President,,Donald J. Trump,REP,273,28,244,1,0
Hardin,4,President,,Uncommitted,REP,8,0,8,0,0
Hardin,4,United States Senator,,John Anthony Castro,REP,11,0,11,0,0
Hardin,4,United States Senator,,Mark Yancey,REP,19,0,19,0,0
Hardin,4,United States Senator,,Virgil Bierschwale,REP,8,3,5,0,0
Hardin,4,United States Senator,,John Cornyn,REP,127,15,111,1,0
Hardin,4,United States Senator,,Dwayne Stovall,REP,89,6,83,0,0
Hardin,4,United States Representative,36,RJ Boatman,REP,30,3,27,0,0
Hardin,4,United States Representative,36,Brian Babin,REP,237,22,214,1,0
Hardin,4,Railroad Commissioner,,Ryan Sitton,REP,75,10,64,1,0
Hardin,4,Railroad Commissioner,,"James ""Jim"" Wright",REP,172,14,158,0,0
Hardin,4,"Chief Justice, Supreme Court",,Nathan Hecht,REP,223,20,202,1,0
Hardin,4,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,220,21,198,1,0
Hardin,4,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,221,20,200,1,0
Hardin,4,"Justice, Supreme Court, Place 8",,Brett Busby,REP,220,20,199,1,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,151,13,137,1,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,90,9,81,0,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,222,20,201,1,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,221,20,200,1,0
Hardin,4,State Representative,19,James White,REP,235,20,214,1,0
Hardin,4,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,94,9,85,0,0
Hardin,4,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,37,3,34,0,0
Hardin,4,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,30,3,27,0,0
Hardin,4,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,30,4,26,0,0
Hardin,4,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,37,4,32,1,0
Hardin,4,"District Judge, 88th Judicial District",,Earl Stover III,REP,224,19,204,1,0
Hardin,4,"District Judge, 356th Judicial District",,Steve Thomas,REP,223,19,203,1,0
Hardin,4,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,224,20,203,1,0
Hardin,4,County Attorney,,Matthew Minick,REP,219,19,200,0,0
Hardin,4,Sheriff,,Mark L. Davis,REP,224,19,205,0,0
Hardin,4,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,239,21,217,1,0
Hardin,4,"County Commissioner, Precinct 3",,"Russell L. ""Rusty"" Trest",REP,39,2,36,1,0
Hardin,4,"County Commissioner, Precinct 3",,Amanda Young,REP,47,5,42,0,0
Hardin,4,"County Commissioner, Precinct 3",,"Robert ""Robby"" Martin",REP,13,1,12,0,0
Hardin,4,"County Commissioner, Precinct 3",,Alan Murphy,REP,141,12,129,0,0
Hardin,4,"County Commissioner, Precinct 3",,David Overstreet,REP,31,6,25,0,0
Hardin,4,"Constable, Precinct No. 6",,Ross Jordan,REP,238,24,214,0,0
Hardin,4,County Chairman,,Kent Batman,REP,219,19,199,1,0
Hardin,4,Proposition 1,,Yes,REP,239,21,217,1,0
Hardin,4,Proposition 1,,No,REP,38,6,32,0,0
Hardin,4,Proposition 2,,Yes,REP,248,23,224,1,0
Hardin,4,Proposition 2,,No,REP,30,4,26,0,0
Hardin,4,Proposition 3,,Yes,REP,260,27,232,1,0
Hardin,4,Proposition 3,,No,REP,19,0,19,0,0
Hardin,4,Proposition 4,,Yes,REP,268,28,239,1,0
Hardin,4,Proposition 4,,No,REP,11,0,11,0,0
Hardin,4,Proposition 5,,Yes,REP,265,27,237,1,0
Hardin,4,Proposition 5,,No,REP,14,0,14,0,0
Hardin,4,Proposition 6,,Yes,REP,264,27,236,1,0
Hardin,4,Proposition 6,,No,REP,16,0,16,0,0
Hardin,4,Proposition 7,,Yes,REP,277,28,248,1,0
Hardin,4,Proposition 7,,No,REP,4,0,4,0,0
Hardin,4,Proposition 8,,Yes,REP,277,28,248,1,0
Hardin,4,Proposition 8,,No,REP,4,0,4,0,0
Hardin,4,Proposition 9,,Yes,REP,268,27,240,1,0
Hardin,4,Proposition 9,,No,REP,14,1,13,0,0
Hardin,4,Proposition 10,,Yes,REP,260,27,232,1,0
Hardin,4,Proposition 10,,No,REP,17,0,17,0,0
Hardin,5,President,,Joe Walsh,REP,0,0,0,0,0
Hardin,5,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,5,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,5,President,,Bill Weld,REP,0,0,0,0,0
Hardin,5,President,,Bob Ely,REP,0,0,0,0,0
Hardin,5,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,5,President,,Donald J. Trump,REP,239,41,198,0,0
Hardin,5,President,,Uncommitted,REP,1,0,1,0,0
Hardin,5,United States Senator,,John Anthony Castro,REP,8,0,8,0,0
Hardin,5,United States Senator,,Mark Yancey,REP,23,1,22,0,0
Hardin,5,United States Senator,,Virgil Bierschwale,REP,1,0,1,0,0
Hardin,5,United States Senator,,John Cornyn,REP,142,33,109,0,0
Hardin,5,United States Senator,,Dwayne Stovall,REP,49,3,46,0,0
Hardin,5,United States Representative,36,RJ Boatman,REP,18,1,17,0,0
Hardin,5,United States Representative,36,Brian Babin,REP,216,38,178,0,0
Hardin,5,Railroad Commissioner,,Ryan Sitton,REP,59,7,52,0,0
Hardin,5,Railroad Commissioner,,"James ""Jim"" Wright",REP,154,25,129,0,0
Hardin,5,"Chief Justice, Supreme Court",,Nathan Hecht,REP,189,25,164,0,0
Hardin,5,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,190,24,166,0,0
Hardin,5,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,189,24,165,0,0
Hardin,5,"Justice, Supreme Court, Place 8",,Brett Busby,REP,187,23,164,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,118,15,103,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,88,16,72,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,188,26,162,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,189,27,162,0,0
Hardin,5,State Representative,19,James White,REP,205,32,173,0,0
Hardin,5,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,77,13,64,0,0
Hardin,5,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,26,6,20,0,0
Hardin,5,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,27,3,24,0,0
Hardin,5,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,19,1,18,0,0
Hardin,5,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,40,3,37,0,0
Hardin,5,"District Judge, 88th Judicial District",,Earl Stover III,REP,199,32,167,0,0
Hardin,5,"District Judge, 356th Judicial District",,Steve Thomas,REP,199,33,166,0,0
Hardin,5,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,204,35,169,0,0
Hardin,5,County Attorney,,Matthew Minick,REP,192,30,162,0,0
Hardin,5,Sheriff,,Mark L. Davis,REP,200,33,167,0,0
Hardin,5,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,209,34,175,0,0
Hardin,5,"County Commissioner, Precinct 3",,"Russell L. ""Rusty"" Trest",REP,17,7,10,0,0
Hardin,5,"County Commissioner, Precinct 3",,Amanda Young,REP,33,5,28,0,0
Hardin,5,"County Commissioner, Precinct 3",,"Robert ""Robby"" Martin",REP,10,2,8,0,0
Hardin,5,"County Commissioner, Precinct 3",,Alan Murphy,REP,147,21,126,0,0
Hardin,5,"County Commissioner, Precinct 3",,David Overstreet,REP,32,6,26,0,0
Hardin,5,"Constable, Precinct No. 6",,Ross Jordan,REP,205,33,172,0,0
Hardin,5,County Chairman,,Kent Batman,REP,191,29,162,0,0
Hardin,5,Proposition 1,,Yes,REP,207,38,169,0,0
Hardin,5,Proposition 1,,No,REP,31,2,29,0,0
Hardin,5,Proposition 2,,Yes,REP,221,38,183,0,0
Hardin,5,Proposition 2,,No,REP,16,1,15,0,0
Hardin,5,Proposition 3,,Yes,REP,236,40,196,0,0
Hardin,5,Proposition 3,,No,REP,3,0,3,0,0
Hardin,5,Proposition 4,,Yes,REP,236,40,196,0,0
Hardin,5,Proposition 4,,No,REP,2,0,2,0,0
Hardin,5,Proposition 5,,Yes,REP,231,38,193,0,0
Hardin,5,Proposition 5,,No,REP,5,1,4,0,0
Hardin,5,Proposition 6,,Yes,REP,238,40,198,0,0
Hardin,5,Proposition 6,,No,REP,1,0,1,0,0
Hardin,5,Proposition 7,,Yes,REP,238,40,198,0,0
Hardin,5,Proposition 7,,No,REP,1,0,1,0,0
Hardin,5,Proposition 8,,Yes,REP,237,40,197,0,0
Hardin,5,Proposition 8,,No,REP,2,0,2,0,0
Hardin,5,Proposition 9,,Yes,REP,204,36,168,0,0
Hardin,5,Proposition 9,,No,REP,36,5,31,0,0
Hardin,5,Proposition 10,,Yes,REP,228,37,191,0,0
Hardin,5,Proposition 10,,No,REP,7,2,5,0,0
Hardin,6,President,,Joe Walsh,REP,1,0,1,0,0
Hardin,6,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,6,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,6,President,,Bill Weld,REP,2,1,1,0,0
Hardin,6,President,,Bob Ely,REP,1,0,1,0,0
Hardin,6,President,,Matthew John Matern,REP,1,1,0,0,0
Hardin,6,President,,Donald J. Trump,REP,910,416,489,5,0
Hardin,6,President,,Uncommitted,REP,13,4,9,0,0
Hardin,6,United States Senator,,John Anthony Castro,REP,38,20,18,0,0
Hardin,6,United States Senator,,Mark Yancey,REP,57,22,35,0,0
Hardin,6,United States Senator,,Virgil Bierschwale,REP,5,2,3,0,0
Hardin,6,United States Senator,,John Cornyn,REP,614,291,318,5,0
Hardin,6,United States Senator,,Dwayne Stovall,REP,149,60,89,0,0
Hardin,6,United States Representative,36,RJ Boatman,REP,32,14,18,0,0
Hardin,6,United States Representative,36,Brian Babin,REP,882,401,476,5,0
Hardin,6,Railroad Commissioner,,Ryan Sitton,REP,252,125,126,1,0
Hardin,6,Railroad Commissioner,,"James ""Jim"" Wright",REP,550,246,300,4,0
Hardin,6,"Chief Justice, Supreme Court",,Nathan Hecht,REP,749,341,404,4,0
Hardin,6,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,743,337,403,3,0
Hardin,6,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,742,337,401,4,0
Hardin,6,"Justice, Supreme Court, Place 8",,Brett Busby,REP,744,337,403,4,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,497,240,253,4,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,295,130,164,1,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,728,329,395,4,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,722,326,392,4,0
Hardin,6,State Representative,19,James White,REP,788,359,424,5,0
Hardin,6,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,207,88,114,5,0
Hardin,6,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,151,62,89,0,0
Hardin,6,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,168,87,81,0,0
Hardin,6,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,50,23,27,0,0
Hardin,6,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,168,82,86,0,0
Hardin,6,"District Judge, 88th Judicial District",,Earl Stover III,REP,753,346,403,4,0
Hardin,6,"District Judge, 356th Judicial District",,Steve Thomas,REP,750,349,397,4,0
Hardin,6,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,747,345,397,5,0
Hardin,6,County Attorney,,Matthew Minick,REP,731,337,389,5,0
Hardin,6,Sheriff,,Mark L. Davis,REP,753,348,401,4,0
Hardin,6,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,749,348,397,4,0
Hardin,6,"County Commissioner, Precinct 1",,L.W. (Nubbin) Cooper Jr.,REP,713,327,382,4,0
Hardin,6,"Constable, Precinct No. 3",,"Robert ""Trey"" Brothers",REP,465,205,259,1,0
Hardin,6,"Constable, Precinct No. 3",,Billy Malone,REP,386,186,196,4,0
Hardin,6,County Chairman,,Kent Batman,REP,717,330,383,4,0
Hardin,6,Proposition 1,,Yes,REP,823,370,450,3,0
Hardin,6,Proposition 1,,No,REP,96,50,44,2,0
Hardin,6,Proposition 2,,Yes,REP,845,389,452,4,0
Hardin,6,Proposition 2,,No,REP,79,34,44,1,0
Hardin,6,Proposition 3,,Yes,REP,899,410,485,4,0
Hardin,6,Proposition 3,,No,REP,21,9,11,1,0
Hardin,6,Proposition 4,,Yes,REP,907,417,485,5,0
Hardin,6,Proposition 4,,No,REP,13,3,10,0,0
Hardin,6,Proposition 5,,Yes,REP,875,405,467,3,0
Hardin,6,Proposition 5,,No,REP,45,15,28,2,0
Hardin,6,Proposition 6,,Yes,REP,893,408,480,5,0
Hardin,6,Proposition 6,,No,REP,28,11,17,0,0
Hardin,6,Proposition 7,,Yes,REP,919,419,495,5,0
Hardin,6,Proposition 7,,No,REP,2,1,1,0,0
Hardin,6,Proposition 8,,Yes,REP,921,419,497,5,0
Hardin,6,Proposition 8,,No,REP,3,1,2,0,0
Hardin,6,Proposition 9,,Yes,REP,885,407,473,5,0
Hardin,6,Proposition 9,,No,REP,33,12,21,0,0
Hardin,6,Proposition 10,,Yes,REP,862,396,462,4,0
Hardin,6,Proposition 10,,No,REP,51,20,30,1,0
Hardin,7,President,,Joe Walsh,REP,2,1,1,0,0
Hardin,7,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,7,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,7,President,,Bill Weld,REP,1,0,1,0,0
Hardin,7,President,,Bob Ely,REP,0,0,0,0,0
Hardin,7,President,,Matthew John Matern,REP,1,1,0,0,0
Hardin,7,President,,Donald J. Trump,REP,278,119,157,2,0
Hardin,7,President,,Uncommitted,REP,6,3,3,0,0
Hardin,7,United States Senator,,John Anthony Castro,REP,8,2,6,0,0
Hardin,7,United States Senator,,Mark Yancey,REP,14,5,9,0,0
Hardin,7,United States Senator,,Virgil Bierschwale,REP,0,0,0,0,0
Hardin,7,United States Senator,,John Cornyn,REP,162,71,89,2,0
Hardin,7,United States Senator,,Dwayne Stovall,REP,72,36,36,0,0
Hardin,7,United States Representative,36,RJ Boatman,REP,23,8,15,0,0
Hardin,7,United States Representative,36,Brian Babin,REP,259,115,142,2,0
Hardin,7,Railroad Commissioner,,Ryan Sitton,REP,78,37,41,0,0
Hardin,7,Railroad Commissioner,,"James ""Jim"" Wright",REP,159,68,91,0,0
Hardin,7,"Chief Justice, Supreme Court",,Nathan Hecht,REP,215,89,126,0,0
Hardin,7,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,216,90,126,0,0
Hardin,7,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,214,89,125,0,0
Hardin,7,"Justice, Supreme Court, Place 8",,Brett Busby,REP,208,88,120,0,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,151,71,78,2,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,81,33,48,0,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,211,87,124,0,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,210,88,122,0,0
Hardin,7,State Representative,19,James White,REP,246,105,139,2,0
Hardin,7,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,47,15,32,0,0
Hardin,7,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,45,19,26,0,0
Hardin,7,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,25,13,12,0,0
Hardin,7,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,27,13,14,0,0
Hardin,7,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,68,33,35,0,0
Hardin,7,"District Judge, 88th Judicial District",,Earl Stover III,REP,231,98,133,0,0
Hardin,7,"District Judge, 356th Judicial District",,Steve Thomas,REP,235,98,135,2,0
Hardin,7,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,229,98,131,0,0
Hardin,7,County Attorney,,Matthew Minick,REP,220,92,128,0,0
Hardin,7,Sheriff,,Mark L. Davis,REP,224,97,127,0,0
Hardin,7,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,230,92,136,2,0
Hardin,7,"Constable, Precinct No. 3",,"Robert ""Trey"" Brothers",REP,118,46,72,0,0
Hardin,7,"Constable, Precinct No. 3",,Billy Malone,REP,160,74,84,2,0
Hardin,7,County Chairman,,Kent Batman,REP,214,89,124,1,0
Hardin,7,Proposition 1,,Yes,REP,241,104,135,2,0
Hardin,7,Proposition 1,,No,REP,45,19,26,0,0
Hardin,7,Proposition 2,,Yes,REP,250,110,138,2,0
Hardin,7,Proposition 2,,No,REP,36,15,21,0,0
Hardin,7,Proposition 3,,Yes,REP,273,117,154,2,0
Hardin,7,Proposition 3,,No,REP,7,2,5,0,0
Hardin,7,Proposition 4,,Yes,REP,281,121,158,2,0
Hardin,7,Proposition 4,,No,REP,7,3,4,0,0
Hardin,7,Proposition 5,,Yes,REP,264,107,155,2,0
Hardin,7,Proposition 5,,No,REP,20,14,6,0,0
Hardin,7,Proposition 6,,Yes,REP,274,121,151,2,0
Hardin,7,Proposition 6,,No,REP,13,3,10,0,0
Hardin,7,Proposition 7,,Yes,REP,286,121,163,2,0
Hardin,7,Proposition 7,,No,REP,2,2,0,0,0
Hardin,7,Proposition 8,,Yes,REP,284,122,160,2,0
Hardin,7,Proposition 8,,No,REP,4,2,2,0,0
Hardin,7,Proposition 9,,Yes,REP,276,117,157,2,0
Hardin,7,Proposition 9,,No,REP,13,7,6,0,0
Hardin,7,Proposition 10,,Yes,REP,266,117,147,2,0
Hardin,7,Proposition 10,,No,REP,17,6,11,0,0
Hardin,8,President,,Joe Walsh,REP,1,0,1,0,0
Hardin,8,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,8,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,8,President,,Bill Weld,REP,0,0,0,0,0
Hardin,8,President,,Bob Ely,REP,0,0,0,0,0
Hardin,8,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,8,President,,Donald J. Trump,REP,235,88,145,2,0
Hardin,8,President,,Uncommitted,REP,5,1,4,0,0
Hardin,8,United States Senator,,John Anthony Castro,REP,12,3,9,0,0
Hardin,8,United States Senator,,Mark Yancey,REP,13,4,9,0,0
Hardin,8,United States Senator,,Virgil Bierschwale,REP,1,0,1,0,0
Hardin,8,United States Senator,,John Cornyn,REP,165,64,100,1,0
Hardin,8,United States Senator,,Dwayne Stovall,REP,38,15,22,1,0
Hardin,8,United States Representative,36,RJ Boatman,REP,15,5,10,0,0
Hardin,8,United States Representative,36,Brian Babin,REP,226,84,140,2,0
Hardin,8,Railroad Commissioner,,Ryan Sitton,REP,68,23,45,0,0
Hardin,8,Railroad Commissioner,,"James ""Jim"" Wright",REP,141,50,89,2,0
Hardin,8,"Chief Justice, Supreme Court",,Nathan Hecht,REP,198,71,125,2,0
Hardin,8,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,195,68,125,2,0
Hardin,8,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,195,68,125,2,0
Hardin,8,"Justice, Supreme Court, Place 8",,Brett Busby,REP,194,68,124,2,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,122,48,73,1,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,80,22,57,1,0
