county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Lampasas,Precinct 1,Registered Voters,,,,2117,,,
Lampasas,Precinct 1,BALLOTS CAST TOTAL,,,,1497,169,1021,307
Lampasas,Precinct 1,BALLOTS CAST BLANK,,,,0,0,0,0
Lampasas,Precinct 1,President,,REP,Donald J. Trump / Michael R. Pence,1047,74,731,242
Lampasas,Precinct 1,President,,DEM,Joseph R. Biden / Kamala D. Harris,419,90,271,58
Lampasas,Precinct 1,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",23,4,15,4
Lampasas,Precinct 1,President,,GRE,Howie Hawkins / Angela Walker,4,0,2,2
Lampasas,Precinct 1,U.S. Senate,,REP,John Cornyn,1052,74,739,239
Lampasas,Precinct 1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",389,84,251,54
Lampasas,Precinct 1,U.S. Senate,,LBT,Kerry Douglas McKennon,29,7,15,7
Lampasas,Precinct 1,U.S. Senate,,GRE,David B. Collins,13,1,8,4
Lampasas,Precinct 1,U.S. House,25,REP,Roger Williams,1024,75,704,245
Lampasas,Precinct 1,U.S. House,25,DEM,Julie Oliver,377,86,241,50
Lampasas,Precinct 1,U.S. House,25,LBT,Bill Kelsey,35,5,21,9
Lampasas,Precinct 1,Railroad Commissioner,,REP,"James ""Jim"" Wright",1064,76,743,245
Lampasas,Precinct 1,Railroad Commissioner,,DEM,Chrysta Castaneda,356,77,230,49
Lampasas,Precinct 1,Railroad Commissioner,,LBT,Matt Sterett,36,6,24,6
Lampasas,Precinct 1,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",19,5,10,4
Lampasas,Precinct 1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,1037,74,726,237
Lampasas,Precinct 1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,390,84,252,54
Lampasas,Precinct 1,"Chief Justice, Supreme Court",,LBT,Mark Ash,51,6,31,14
Lampasas,Precinct 1,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,1084,81,753,250
Lampasas,Precinct 1,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,385,82,248,55
Lampasas,Precinct 1,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,1042,73,732,237
Lampasas,Precinct 1,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,386,84,247,55
Lampasas,Precinct 1,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,43,5,25,13
Lampasas,Precinct 1,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,1054,73,739,242
Lampasas,Precinct 1,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,374,82,239,53
Lampasas,Precinct 1,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,42,7,26,9
Lampasas,Precinct 1,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,1064,77,742,245
Lampasas,Precinct 1,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,405,85,261,59
Lampasas,Precinct 1,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,1078,78,752,248
Lampasas,Precinct 1,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,385,82,246,57
Lampasas,Precinct 1,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,1078,76,753,249
Lampasas,Precinct 1,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,387,86,246,55
Lampasas,Precinct 1,"Member, State BoE, Dist 14",,REP,Sue Melton-Malone,1047,81,724,242
Lampasas,Precinct 1,"Member, State BoE, Dist 14",,DEM,Greg Alvord,361,79,221,61
Lampasas,Precinct 1,State Senate,24,REP,Dawn Buckingham,1057,80,727,250
Lampasas,Precinct 1,State Senate,24,DEM,Clayton Tucker,382,83,244,55
Lampasas,Precinct 1,State Representative,54,REP,Brad Buckley,1051,84,724,243
Lampasas,Precinct 1,State Representative,54,DEM,"Likeithia ""Keke"" Williams",374,82,233,59
Lampasas,Precinct 1,"Chief Justice, 3rd Ct of App Dist",,REP,Jeff Rose,1039,75,716,248
Lampasas,Precinct 1,"Chief Justice, 3rd Ct of App Dist",,DEM,Darlene Byrne,389,86,247,56
Lampasas,Precinct 1,"Dist Judge, 27th Judicial Dist",,REP,John Gauntt,1269,110,868,291
Lampasas,Precinct 1,County Attorney,,REP,John Greenwood,1261,114,855,292
Lampasas,Precinct 1,Sheriff,,REP,Jess G. Ramos,1275,114,869,292
Lampasas,Precinct 1,County Tax Assessor-Collector,,REP,Betty Salinas,1269,116,863,290
Lampasas,Precinct 1,County Commissioner,,REP,Bobby Carroll,1267,114,862,291
Lampasas,Precinct 1,County Commissioner,,REP,Lewis Bridges,0,0,0,0
Lampasas,Precinct 1,Constable,,REP,Dennis A. James,0,0,0,0
Lampasas,Precinct 1,Constable,,REP,Misty Maldonado,0,0,0,0
Lampasas,Precinct 1,Constable,,REP,Gilbert Esparza,1264,112,862,290
Lampasas,Precinct 1,"Council Member, Position 6",,,"Theresa ""Terri"" Deans",112,10,79,23
Lampasas,Precinct 1,"Council Member, Position 6",,,Gary Kent,78,3,63,12
Lampasas,Precinct 1,"Council Member, Position 6",,,Marc Payne,68,4,47,17
Lampasas,Precinct 1,"Council Member, Position 6",,,Vonya Hart,46,7,31,8
Lampasas,Precinct 1,"Council Member, Position 7",,,Jack Smith,301,21,219,61
Lampasas,Precinct 1,Proposition No. 1,,,For,246,29,168,49
Lampasas,Precinct 1,Proposition No. 1,,,Against,112,8,87,17
Lampasas,Precinct 1,Councilperson Place I,,,Norm Parker,64,4,41,19
Lampasas,Precinct 1,Councilperson Place I,,,Vance Rodgers,57,9,34,14
Lampasas,Precinct 1,Councilperson Place II,,,Jared B. Jones,81,7,50,24
Lampasas,Precinct 1,Councilperson Place II,,,Betty M. Parker,41,6,24,11
Lampasas,Precinct 1,Councilperson Place V,,,Melba Vandeveer,61,5,33,23
