county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Dickens,Precinct 1,Ballots Cast,,,,,,,84
Dickens,Precinct 1,President,,Donald J. Trump,,5,46,23,74
Dickens,Precinct 1,President,,Joseph R. Biden,,1,2,6,9
Dickens,Precinct 1,President,,"Jo Jorgensen",,1,0,0,1
Dickens,Precinct 1,President,,Howie Hawkins,,0,0,0,0
Dickens,Precinct 1,President,,Over Votes,,0,0,0,0
Dickens,Precinct 1,President,,Under Votes,,0,0,0,0
Dickens,Precinct 1,U.S. Senate,,John Cornyn,,6,44,23,73
Dickens,Precinct 1,U.S. Senate,,"Mary ""MJ"" Hegar",,1,4,6,11
Dickens,Precinct 1,U.S. Senate,,Kerry Douglas McKennon,,0,0,0,0
Dickens,Precinct 1,U.S. Senate,,David B. Collins,,0,0,0,0
Dickens,Precinct 1,U.S. Senate,,Over Votes,,0,0,0,0
Dickens,Precinct 1,U.S. Senate,,Under Votes,,0,0,0,0
Dickens,Precinct 1,U.S. House,13,Ronny Jackson,,6,47,22,75
Dickens,Precinct 1,U.S. House,13,Gus Trujillo,,1,1,7,9
Dickens,Precinct 1,U.S. House,13,Jack B. Westbrook,,0,0,0,0
Dickens,Precinct 1,U.S. House,13,Over Votes,,0,0,0,0
Dickens,Precinct 1,U.S. House,13,Under Votes,,0,0,0,0
Dickens,Precinct 1,Railroad Commissioner,,"James ""Jim"" Wright",,4,47,23,74
Dickens,Precinct 1,Railroad Commissioner,,Chrysta Castaneda,,2,1,6,9
Dickens,Precinct 1,Railroad Commissioner,,Matt Sterett,,0,0,0,0
Dickens,Precinct 1,Railroad Commissioner,,"Katija ""Kat"" Gruene",,0,0,0,0
Dickens,Precinct 1,Railroad Commissioner,,Over Votes,,0,0,0,0
Dickens,Precinct 1,Railroad Commissioner,,Under Votes,,0,0,0,0
Dickens,Precinct 1,State Senate,28,Charles Perry,,6,47,26,79
Dickens,Precinct 1,State Senate,28,Over Votes,,0,0,0,0
Dickens,Precinct 1,State Senate,28,Under Votes,,0,1,3,4
Dickens,Precinct 1,State Representative,68,Drew Springer,,5,46,23,74
Dickens,Precinct 1,State Representative,68,Patsy Ledbetter,,1,2,6,9
Dickens,Precinct 1,State Representative,68,Over Votes,,0,0,0,0
Dickens,Precinct 1,State Representative,68,Under Votes,,0,0,0,0
Dickens,Precinct 2,Ballots Cast,,,,,,,92
Dickens,Precinct 2,President,,Donald J. Trump,,4,50,26,80
Dickens,Precinct 2,President,,Joseph R. Biden,,0,6,4,10
Dickens,Precinct 2,President,,"Jo Jorgensen",,0,0,0,0
Dickens,Precinct 2,President,,Howie Hawkins,,0,0,1,1
Dickens,Precinct 2,President,,Over Votes,,0,0,0,0
Dickens,Precinct 2,President,,Under Votes,,0,1,0,1
Dickens,Precinct 2,U.S. Senate,,John Cornyn,,4,48,21,73
Dickens,Precinct 2,U.S. Senate,,"Mary ""MJ"" Hegar",,0,7,4,11
Dickens,Precinct 2,U.S. Senate,,Kerry Douglas McKennon,,0,0,3,3
Dickens,Precinct 2,U.S. Senate,,David B. Collins,,0,1,1,2
Dickens,Precinct 2,U.S. Senate,,Over Votes,,0,0,0,0
Dickens,Precinct 2,U.S. Senate,,Under Votes,,0,1,2,3
Dickens,Precinct 2,U.S. House,13,Ronny Jackson,,4,49,24,77
Dickens,Precinct 2,U.S. House,13,Gus Trujillo,,0,6,3,9
Dickens,Precinct 2,U.S. House,13,Jack B. Westbrook,,0,0,1,1
Dickens,Precinct 2,U.S. House,13,Over Votes,,0,0,0,0
Dickens,Precinct 2,U.S. House,13,Under Votes,,0,2,3,5
Dickens,Precinct 2,Railroad Commissioner,,"James ""Jim"" Wright",,4,46,24,74
Dickens,Precinct 2,Railroad Commissioner,,Chrysta Castaneda,,0,6,3,9
Dickens,Precinct 2,Railroad Commissioner,,Matt Sterett,,0,2,0,2
Dickens,Precinct 2,Railroad Commissioner,,"Katija ""Kat"" Gruene",,0,0,1,1
Dickens,Precinct 2,Railroad Commissioner,,Over Votes,,0,0,0,0
Dickens,Precinct 2,Railroad Commissioner,,Under Votes,,0,3,3,6
Dickens,Precinct 2,State Senate,28,Charles Perry,,4,49,27,80
Dickens,Precinct 2,State Senate,28,Over Votes,,0,0,0,0
Dickens,Precinct 2,State Senate,28,Under Votes,,0,8,4,12
Dickens,Precinct 2,State Representative,68,Drew Springer,,4,46,26,76
Dickens,Precinct 2,State Representative,68,Patsy Ledbetter,,0,10,2,12
Dickens,Precinct 2,State Representative,68,Over Votes,,0,0,0,0
Dickens,Precinct 2,State Representative,68,Under Votes,,0,1,3,4
Dickens,Precinct 3,Ballots Cast,,,,,,,262
Dickens,Precinct 3,President,,Donald J. Trump,,22,119,72,213
Dickens,Precinct 3,President,,Joseph R. Biden,,5,25,13,43
Dickens,Precinct 3,President,,"Jo Jorgensen",,0,1,0,1
Dickens,Precinct 3,President,,Howie Hawkins,,1,0,0,1
Dickens,Precinct 3,President,,Over Votes,,0,0,0,0
Dickens,Precinct 3,President,,Under Votes,,0,3,0,3
Dickens,Precinct 3,U.S. Senate,,John Cornyn,,19,117,67,203
Dickens,Precinct 3,U.S. Senate,,"Mary ""MJ"" Hegar",,6,28,13,47
Dickens,Precinct 3,U.S. Senate,,Kerry Douglas McKennon,,0,1,1,2
Dickens,Precinct 3,U.S. Senate,,David B. Collins,,0,0,1,1
Dickens,Precinct 3,U.S. Senate,,Over Votes,,0,0,0,0
