county,precinct,office,district,party,candidate,early_voting,election_day,votes
Haskell,Pct. 1,U.S. Senate,,REP,Dwayne Stovall,0,4,4
Haskell,Pct. 1,U.S. Senate,,REP,John Anthony Castro,1,2,3
Haskell,Pct. 1,U.S. Senate,,REP,John Cornyn,37,47,84
Haskell,Pct. 1,U.S. Senate,,REP,Mark Yancey,1,5,6
Haskell,Pct. 1,U.S. Senate,,REP,Virgil Bierschwale,0,0,0
Haskell,Pct. 10,U.S. Senate,,REP,Dwayne Stovall,9,5,14
Haskell,Pct. 10,U.S. Senate,,REP,John Anthony Castro,0,4,4
Haskell,Pct. 10,U.S. Senate,,REP,John Cornyn,7,19,26
Haskell,Pct. 10,U.S. Senate,,REP,Mark Yancey,1,1,2
Haskell,Pct. 10,U.S. Senate,,REP,Virgil Bierschwale,0,0,0
Haskell,Pct. 2,U.S. Senate,,REP,Dwayne Stovall,8,17,25
Haskell,Pct. 2,U.S. Senate,,REP,John Anthony Castro,2,8,10
Haskell,Pct. 2,U.S. Senate,,REP,John Cornyn,53,58,111
Haskell,Pct. 2,U.S. Senate,,REP,Mark Yancey,4,5,9
Haskell,Pct. 2,U.S. Senate,,REP,Virgil Bierschwale,1,1,2
Haskell,Pct. 3,U.S. Senate,,REP,Dwayne Stovall,3,7,10
Haskell,Pct. 3,U.S. Senate,,REP,John Anthony Castro,5,7,12
Haskell,Pct. 3,U.S. Senate,,REP,John Cornyn,36,61,97
Haskell,Pct. 3,U.S. Senate,,REP,Mark Yancey,0,4,4
Haskell,Pct. 3,U.S. Senate,,REP,Virgil Bierschwale,2,0,2
Haskell,Pct. 4,U.S. Senate,,REP,Dwayne Stovall,0,1,1
Haskell,Pct. 4,U.S. Senate,,REP,John Anthony Castro,0,2,2
Haskell,Pct. 4,U.S. Senate,,REP,John Cornyn,12,20,32
Haskell,Pct. 4,U.S. Senate,,REP,Mark Yancey,0,1,1
Haskell,Pct. 4,U.S. Senate,,REP,Virgil Bierschwale,0,2,2
Haskell,Pct. 5,U.S. Senate,,REP,Dwayne Stovall,2,7,9
Haskell,Pct. 5,U.S. Senate,,REP,John Anthony Castro,1,1,2
Haskell,Pct. 5,U.S. Senate,,REP,John Cornyn,6,36,42
Haskell,Pct. 5,U.S. Senate,,REP,Mark Yancey,1,3,4
Haskell,Pct. 5,U.S. Senate,,REP,Virgil Bierschwale,1,0,1
Haskell,Pct. 6,U.S. Senate,,REP,Dwayne Stovall,3,14,17
Haskell,Pct. 6,U.S. Senate,,REP,John Anthony Castro,1,5,6
Haskell,Pct. 6,U.S. Senate,,REP,John Cornyn,21,42,63
Haskell,Pct. 6,U.S. Senate,,REP,Mark Yancey,2,2,4
Haskell,Pct. 6,U.S. Senate,,REP,Virgil Bierschwale,0,1,1
Haskell,Pct. 7,U.S. Senate,,REP,Dwayne Stovall,0,2,2
Haskell,Pct. 7,U.S. Senate,,REP,John Anthony Castro,0,0,0
Haskell,Pct. 7,U.S. Senate,,REP,John Cornyn,9,21,30
Haskell,Pct. 7,U.S. Senate,,REP,Mark Yancey,0,0,0
Haskell,Pct. 7,U.S. Senate,,REP,Virgil Bierschwale,0,0,0
Haskell,Pct. 8,U.S. Senate,,REP,Dwayne Stovall,0,7,7
