county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Kerr,101.0,Registered Voters,,,,2842.0,,,
Kerr,101.0,Ballots Cast,,REP,,885.0,,,
Kerr,101.0,Ballots Cast,,DEM,,219.0,,,
Kerr,101.0,President,,DEM,Over Votes,0.0,0.0,0.0,0.0
Kerr,101.0,President,,DEM,Under Votes,2.0,1.0,1.0,0.0
Kerr,101.0,President,,DEM,Bernie Sanders,40.0,15.0,21.0,4.0
Kerr,101.0,President,,DEM,Robby Wells,0.0,0.0,0.0,0.0
Kerr,101.0,President,,DEM,"Roque ""Rocky"" De La Fuente",1.0,0.0,1.0,0.0
Kerr,101.0,President,,DEM,Joseph R. Biden,76.0,17.0,56.0,3.0
Kerr,101.0,President,,DEM,John K. Delaney,0.0,0.0,0.0,0.0
Kerr,101.0,President,,DEM,Amy Klobuchar,10.0,6.0,0.0,4.0
Kerr,101.0,President,,DEM,Marianne Williamson,1.0,0.0,0.0,1.0
Kerr,101.0,President,,DEM,Tom Steyer,2.0,0.0,1.0,1.0
Kerr,101.0,President,,DEM,Andrew Yang,0.0,0.0,0.0,0.0
Kerr,101.0,President,,DEM,Deval Patrick,0.0,0.0,0.0,0.0
Kerr,101.0,President,,DEM,Elizabeth Warren,33.0,14.0,11.0,8.0
Kerr,101.0,President,,DEM,Julián Castro,1.0,1.0,0.0,0.0
Kerr,101.0,President,,DEM,Tulsi Gabbard,3.0,1.0,2.0,0.0
Kerr,101.0,President,,DEM,Michael Bennet,1.0,0.0,0.0,1.0
Kerr,101.0,President,,DEM,Michael R. Bloomberg,33.0,10.0,12.0,11.0
Kerr,101.0,President,,DEM,Pete Buttigieg,15.0,11.0,0.0,4.0
Kerr,101.0,President,,DEM,Cory Booker,1.0,1.0,0.0,0.0
Kerr,101.0,U.S. Senate,,DEM,Over Votes,1.0,1.0,0.0,0.0
Kerr,101.0,U.S. Senate,,DEM,Under Votes,20.0,4.0,13.0,3.0
Kerr,101.0,U.S. Senate,,DEM,Victor Hugo Harris,14.0,3.0,11.0,0.0
Kerr,101.0,U.S. Senate,,DEM,Sema Hernandez,18.0,8.0,9.0,1.0
Kerr,101.0,U.S. Senate,,DEM,Royce West,10.0,5.0,3.0,2.0
Kerr,101.0,U.S. Senate,,DEM,Amanda K. Edwards,30.0,12.0,13.0,5.0
Kerr,101.0,U.S. Senate,,DEM,Adrian Ocegueda,2.0,1.0,1.0,0.0
Kerr,101.0,U.S. Senate,,DEM,D.R. Hunter,2.0,0.0,1.0,1.0
Kerr,101.0,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",67.0,28.0,23.0,16.0
Kerr,101.0,U.S. Senate,,DEM,Chris Bell,11.0,2.0,7.0,2.0
