county,precinct,office,district,party,candidate,early_voting,election_day,mail,votes
Presidio,1,President,,REP,Donald J. Trump,57,22,3,82
Presidio,1,President,,DEM,Joseph R. Biden,121,9,20,150
Presidio,1,President,,LBT,Jo Jorgensen,1,0,0,1
Presidio,1,President,,GRE,Howie Hawkins,0,0,0,0
Presidio,1,U.S. Senate,,REP,John Cornyn,62,22,2,86
Presidio,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",110,8,20,138
Presidio,1,U.S. Senate,,LBT,Kerry Douglas McKennon,4,0,0,4
Presidio,1,U.S. Senate,,GRE,David B. Collins,1,0,1,2
Presidio,1,U.S. House,23,REP,Tony Gonzales,60,20,2,82
Presidio,1,U.S. House,23,DEM,Gina Ortiz Jones,114,11,19,144
Presidio,1,U.S. House,23,LBT,Beto Villela,4,0,2,6
Presidio,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",61,23,1,85
Presidio,1,Railroad Commissioner,,DEM,Chrysta Castaneda,110,7,19,136
Presidio,1,Railroad Commissioner,,LBT,Matt Sterett,3,0,1,4
Presidio,1,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,0,2,3
Presidio,1,State Senate,29,REP,Bethany Hatch,63,19,2,84
Presidio,1,State Senate,29,DEM,Cesar J. Blanco,117,10,21,148
Presidio,1,State Representative,74,REP,Ruben Falcon,59,17,2,78
Presidio,1,State Representative,74,DEM,Eddie Morales,117,12,21,150
Presidio,2,President,,REP,Donald J. Trump,88,28,6,122
Presidio,2,President,,DEM,Joseph R. Biden,112,40,9,161
Presidio,2,President,,LBT,Jo Jorgensen,3,0,0,3
Presidio,2,President,,GRE,Howie Hawkins,1,1,0,2
Presidio,2,U.S. Senate,,REP,John Cornyn,77,24,4,105
Presidio,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",104,37,10,151
Presidio,2,U.S. Senate,,LBT,Kerry Douglas McKennon,4,1,1,6
Presidio,2,U.S. Senate,,GRE,David B. Collins,5,1,0,6
Presidio,2,U.S. House,23,REP,Tony Gonzales,74,24,4,102
Presidio,2,U.S. House,23,DEM,Gina Ortiz Jones,116,42,10,168
Presidio,2,U.S. House,23,LBT,Beto Villela,7,2,1,10
Presidio,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",66,19,4,89
Presidio,2,Railroad Commissioner,,DEM,Chrysta Castaneda,110,41,11,162
Presidio,2,Railroad Commissioner,,LBT,Matt Sterett,2,2,0,4
Presidio,2,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",6,1,0,7
Presidio,2,State Senate,29,REP,Bethany Hatch,67,22,4,93
Presidio,2,State Senate,29,DEM,Cesar J. Blanco,121,40,11,172
Presidio,2,State Representative,74,REP,Ruben Falcon,68,17,5,90
Presidio,2,State Representative,74,DEM,Eddie Morales,124,47,10,181
Presidio,3,President,,REP,Donald J. Trump,8,1,1,10
Presidio,3,President,,DEM,Joseph R. Biden,9,1,4,14
Presidio,3,President,,LBT,Jo Jorgensen,0,0,0,0
Presidio,3,President,,GRE,Howie Hawkins,0,0,0,0
Presidio,3,U.S. Senate,,REP,John Cornyn,7,1,0,8
Presidio,3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",9,1,4,14
Presidio,3,U.S. Senate,,LBT,Kerry Douglas McKennon,1,0,0,1
Presidio,3,U.S. Senate,,GRE,David B. Collins,0,0,0,0
Presidio,3,U.S. House,23,REP,Tony Gonzales,8,1,0,9
Presidio,3,U.S. House,23,DEM,Gina Ortiz Jones,9,0,5,14
Presidio,3,U.S. House,23,LBT,Beto Villela,0,0,0,0
Presidio,3,Railroad Commissioner,,REP,"James ""Jim"" Wright",5,1,0,6
Presidio,3,Railroad Commissioner,,DEM,Chrysta Castaneda,11,1,4,16
Presidio,3,Railroad Commissioner,,LBT,Matt Sterett,0,0,0,0
Presidio,3,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,0,0,0
Presidio,3,State Senate,29,REP,Bethany Hatch,5,1,0,6
Presidio,3,State Senate,29,DEM,Cesar J. Blanco,11,1,5,17
Presidio,3,State Representative,74,REP,Ruben Falcon,6,1,0,7
Presidio,3,State Representative,74,DEM,Eddie Morales,11,1,5,17
Presidio,4,President,,REP,Donald J. Trump,79,42,6,127
Presidio,4,President,,DEM,Joseph R. Biden,235,35,11,281
Presidio,4,President,,LBT,Jo Jorgensen,3,2,1,6
Presidio,4,President,,GRE,Howie Hawkins,4,0,2,6
Presidio,4,U.S. Senate,,REP,John Cornyn,57,33,5,95
Presidio,4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",210,33,15,258
Presidio,4,U.S. Senate,,LBT,Kerry Douglas McKennon,3,2,0,5
Presidio,4,U.S. Senate,,GRE,David B. Collins,7,4,0,11
Presidio,4,U.S. House,23,REP,Tony Gonzales,68,29,6,103
Presidio,4,U.S. House,23,DEM,Gina Ortiz Jones,220,44,14,278
Presidio,4,U.S. House,23,LBT,Beto Villela,6,3,0,9
Presidio,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",54,32,2,88
Presidio,4,Railroad Commissioner,,DEM,Chrysta Castaneda,204,40,17,261
Presidio,4,Railroad Commissioner,,LBT,Matt Sterett,4,1,1,6
Presidio,4,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",6,0,0,6
Presidio,4,State Senate,29,REP,Bethany Hatch,53,24,3,80
Presidio,4,State Senate,29,DEM,Cesar J. Blanco,223,49,17,289
Presidio,4,State Representative,74,REP,Ruben Falcon,54,28,5,87
Presidio,4,State Representative,74,DEM,Eddie Morales,227,45,15,287
Presidio,5,President,,REP,Donald J. Trump,76,39,2,117
Presidio,5,President,,DEM,Joseph R. Biden,134,45,5,184
Presidio,5,President,,LBT,Jo Jorgensen,1,1,0,2
Presidio,5,President,,GRE,Howie Hawkins,0,1,0,1
Presidio,5,U.S. Senate,,REP,John Cornyn,64,33,2,99
Presidio,5,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",122,37,5,164
Presidio,5,U.S. Senate,,LBT,Kerry Douglas McKennon,2,3,0,5
Presidio,5,U.S. Senate,,GRE,David B. Collins,5,3,0,8
Presidio,5,U.S. House,23,REP,Tony Gonzales,56,29,2,87
Presidio,5,U.S. House,23,DEM,Gina Ortiz Jones,142,49,5,196
Presidio,5,U.S. House,23,LBT,Beto Villela,3,3,0,6
Presidio,5,Railroad Commissioner,,REP,"James ""Jim"" Wright",56,28,2,86
Presidio,5,Railroad Commissioner,,DEM,Chrysta Castaneda,130,45,5,180
Presidio,5,Railroad Commissioner,,LBT,Matt Sterett,4,2,0,6
Presidio,5,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,0,0,0
Presidio,5,State Senate,29,REP,Bethany Hatch,54,28,2,84
Presidio,5,State Senate,29,DEM,Cesar J. Blanco,138,45,4,187
Presidio,5,State Representative,74,REP,Ruben Falcon,59,27,2,88
Presidio,5,State Representative,74,DEM,Eddie Morales,129,48,5,182
Presidio,6,President,,REP,Donald J. Trump,9,1,2,12
Presidio,6,President,,DEM,Joseph R. Biden,1,0,2,3
Presidio,6,President,,LBT,Jo Jorgensen,1,0,0,1
