county,precinct,office,district,party,candidate,early_voting,election_day,mail,votes
Presidio,6,President,,GRE,Howie Hawkins,0,0,0,0
Presidio,6,U.S. Senate,,REP,John Cornyn,9,1,2,12
Presidio,6,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",1,0,2,3
Presidio,6,U.S. Senate,,LBT,Kerry Douglas McKennon,0,0,0,0
Presidio,6,U.S. Senate,,GRE,David B. Collins,1,0,0,1
Presidio,6,U.S. House,23,REP,Tony Gonzales,8,1,2,11
Presidio,6,U.S. House,23,DEM,Gina Ortiz Jones,2,0,2,4
Presidio,6,U.S. House,23,LBT,Beto Villela,0,0,0,0
Presidio,6,Railroad Commissioner,,REP,"James ""Jim"" Wright",9,1,1,11
Presidio,6,Railroad Commissioner,,DEM,Chrysta Castaneda,1,0,2,3
Presidio,6,Railroad Commissioner,,LBT,Matt Sterett,0,0,1,1
Presidio,6,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,0,0,0
Presidio,6,State Senate,29,REP,Bethany Hatch,9,1,2,12
Presidio,6,State Senate,29,DEM,Cesar J. Blanco,2,0,2,4
Presidio,6,State Representative,74,REP,Ruben Falcon,9,1,2,12
Presidio,6,State Representative,74,DEM,Eddie Morales,2,0,2,4
Presidio,7,President,,REP,Donald J. Trump,170,56,25,251
Presidio,7,President,,DEM,Joseph R. Biden,490,84,96,670
Presidio,7,President,,LBT,Jo Jorgensen,7,1,0,8
Presidio,7,President,,GRE,Howie Hawkins,1,2,0,3
Presidio,7,U.S. Senate,,REP,John Cornyn,168,49,29,246
Presidio,7,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",475,82,89,646
Presidio,7,U.S. Senate,,LBT,Kerry Douglas McKennon,5,3,0,8
Presidio,7,U.S. Senate,,GRE,David B. Collins,4,5,0,9
Presidio,7,U.S. House,23,REP,Tony Gonzales,156,44,25,225
Presidio,7,U.S. House,23,DEM,Gina Ortiz Jones,483,90,90,663
Presidio,7,U.S. House,23,LBT,Beto Villela,18,9,4,31
Presidio,7,Railroad Commissioner,,REP,"James ""Jim"" Wright",153,48,26,227
Presidio,7,Railroad Commissioner,,DEM,Chrysta Castaneda,461,82,90,633
Presidio,7,Railroad Commissioner,,LBT,Matt Sterett,18,2,1,21
Presidio,7,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",11,3,0,14
Presidio,7,State Senate,29,REP,Bethany Hatch,158,45,24,227
Presidio,7,State Senate,29,DEM,Cesar J. Blanco,485,86,92,663
Presidio,7,State Representative,74,REP,Ruben Falcon,156,43,24,223
Presidio,7,State Representative,74,DEM,Eddie Morales,490,98,91,679
