county,precinct,office,district,party,candidate,early_voting,election_day,mail,votes
Presidio,1,President,,DEM,BERNIE SANDERS,15,13,4,32
Presidio,2,President,,DEM,BERNIE SANDERS,58,14,2,74
Presidio,3,President,,DEM,BERNIE SANDERS,1,0,2,3
Presidio,4,President,,DEM,BERNIE SANDERS,82,14,2,98
Presidio,5,President,,DEM,BERNIE SANDERS,38,6,1,45
Presidio,6,President,,DEM,BERNIE SANDERS,0,0,0,0
Presidio,7,President,,DEM,BERNIE SANDERS,50,105,8,163
Presidio,1,President,,DEM,MICHAEL BENNET,0,0,0,0
Presidio,2,President,,DEM,MICHAEL BENNET,7,0,0,7
Presidio,3,President,,DEM,MICHAEL BENNET,1,0,0,1
Presidio,4,President,,DEM,MICHAEL BENNET,3,0,1,4
Presidio,5,President,,DEM,MICHAEL BENNET,3,1,0,4
Presidio,6,President,,DEM,MICHAEL BENNET,0,0,0,0
Presidio,7,President,,DEM,MICHAEL BENNET,1,0,3,4
Presidio,1,President,,DEM,JOHN DELANEY,0,3,0,3
Presidio,2,President,,DEM,JOHN DELANEY,0,0,0,0
Presidio,3,President,,DEM,JOHN DELANEY,0,0,0,0
Presidio,4,President,,DEM,JOHN DELANEY,2,0,0,2
Presidio,5,President,,DEM,JOHN DELANEY,5,0,0,5
Presidio,6,President,,DEM,JOHN DELANEY,0,0,0,0
Presidio,7,President,,DEM,JOHN DELANEY,0,0,0,0
Presidio,1,President,,DEM,TOM STEYER,0,0,0,0
Presidio,2,President,,DEM,TOM STEYER,2,0,0,2
Presidio,3,President,,DEM,TOM STEYER,2,0,0,2
Presidio,4,President,,DEM,TOM STEYER,0,0,0,0
Presidio,5,President,,DEM,TOM STEYER,5,0,0,5
Presidio,6,President,,DEM,TOM STEYER,0,0,0,0
Presidio,7,President,,DEM,TOM STEYER,1,0,0,1
Presidio,1,President,,DEM,DEVAL PATRICK,0,0,0,0
Presidio,2,President,,DEM,DEVAL PATRICK,1,0,0,1
Presidio,3,President,,DEM,DEVAL PATRICK,0,0,0,0
Presidio,4,President,,DEM,DEVAL PATRICK,1,0,0,1
Presidio,5,President,,DEM,DEVAL PATRICK,0,0,0,0
Presidio,6,President,,DEM,DEVAL PATRICK,0,0,0,0
Presidio,7,President,,DEM,DEVAL PATRICK,0,0,0,0
Presidio,1,President,,DEM,MICHAEL BLOOMBERG,4,5,0,9
Presidio,2,President,,DEM,MICHAEL BLOOMBERG,10,0,0,10
Presidio,3,President,,DEM,MICHAEL BLOOMBERG,1,0,0,1
Presidio,4,President,,DEM,MICHAEL BLOOMBERG,22,12,0,34
Presidio,5,President,,DEM,MICHAEL BLOOMBERG,16,1,1,18
Presidio,6,President,,DEM,MICHAEL BLOOMBERG,1,0,1,2
Presidio,7,President,,DEM,MICHAEL BLOOMBERG,25,27,6,58
Presidio,1,President,,DEM,TULSI GABBARD,0,0,0,0
Presidio,2,President,,DEM,TULSI GABBARD,1,0,0,1
Presidio,3,President,,DEM,TULSI GABBARD,0,0,0,0
Presidio,4,President,,DEM,TULSI GABBARD,1,0,0,1
Presidio,5,President,,DEM,TULSI GABBARD,1,0,0,1
Presidio,6,President,,DEM,TULSI GABBARD,0,0,0,0
Presidio,7,President,,DEM,TULSI GABBARD,0,0,2,2
Presidio,1,President,,DEM,CORY BOOKER,0,0,0,0
Presidio,2,President,,DEM,CORY BOOKER,2,0,0,2
Presidio,3,President,,DEM,CORY BOOKER,0,0,0,0
Presidio,4,President,,DEM,CORY BOOKER,2,0,0,2
Presidio,5,President,,DEM,CORY BOOKER,1,0,0,1
