county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Ward,1-E,Registered Voters,,,,,,,1359
Ward,1-E,Ballots Cast,,,,,,,699
Ward,1-E,President,,Donald J. Trump / Michael R. Pence,REP,27,325,105,457
Ward,1-E,President,,Joseph R. Biden / Kamala D. Harris,DEM,57,135,30,222
Ward,1-E,President,,"Jo Jorgensen / Jeremy ""Spike' Cohen",LIB,0,2,2,4
Ward,1-E,President,,Howie Hawkins / Angela Walker,GRN,0,1,0,1
Ward,1-E,President,,Abram Loeb / Jennifer Jairala (W),,0,0,0,0
Ward,1-E,President,,Brian Carroll / Amar Patel (W),,0,0,0,0
Ward,1-E,President,,Gloria La Riva / Leonard Peltier (W),,0,0,0,0
Ward,1-E,President,,Jesse Cuellar / Jimmy Monreal (W),,0,0,0,0
Ward,1-E,President,,Kasey Wells / Rachel Wells (W),,0,0,0,0
Ward,1-E,President,,President R. Boddie / Eric C. Stoneham (W),,0,0,0,0
Ward,1-E,President,,Robert Morrow / Anne Beckett (W),,0,0,0,0
Ward,1-E,President,,Todd Cella / Tim Cella (W),,0,0,0,0
Ward,1-E,President,,Tom Hoefling / Andy Prior (W),,0,0,0,0
Ward,1-E,President,,Undervotes,,1,5,0,6
Ward,1-E,President,,Overvotes,,1,8,0,9
Ward,1-E,U.S. Senate,,John Cornyn,REP,24,306,98,428
Ward,1-E,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,48,128,33,209
Ward,1-E,U.S. Senate,,Kerry Douglas McKennon,LIB,0,10,1,11
Ward,1-E,U.S. Senate,,David B. Collins,GRN,0,3,1,4
Ward,1-E,U.S. Senate,,Ricardo Turullois-Gonilla (W),,1,0,0,1
Ward,1-E,U.S. Senate,,Undervotes,,13,28,4,45
Ward,1-E,U.S. Senate,,Overvotes,,0,1,0,1
Ward,1-E,U.S. House,23,Tony Gonzales,REP,23,291,93,407
Ward,1-E,U.S. House,23,Gina Ortiz Jones,DEM,55,143,37,235
Ward,1-E,U.S. House,23,Beto Villela,LIB,1,20,4,25
Ward,1-E,U.S. House,23,Undervotes,,6,18,3,27
Ward,1-E,U.S. House,23,Overvotes,,1,4,0,5
Ward,1-E,Railroad Commissioner,,"James ""Jim"" Wright",REP,21,297,98,416
Ward,1-E,Railroad Commissioner,,Chrysta Castaneda,DEM,55,133,30,218
Ward,1-E,Railroad Commissioner,,Matt Sterett,LIB,1,8,3,12
Ward,1-E,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,5,0,5
Ward,1-E,Railroad Commissioner,,Undervotes,,9,31,6,46
Ward,1-E,Railroad Commissioner,,Overvotes,,0,2,0,2
Ward,1-E,State Senate,28,Charles Perry,REP,39,327,107,473
Ward,1-E,State Senate,28,Undervotes,,47,149,30,226
Ward,1-E,State Senate,28,Overvotes,,0,0,0,0
Ward,1-E,State Representative,81,Brooks Landgraf,REP,43,338,111,492
Ward,1-E,State Representative,81,Undervotes,,43,138,26,207
Ward,1-E,State Representative,81,Overvotes,,0,0,0,0
Ward,1-W,Registered Voters,,,,,,,299
Ward,1-W,Ballots Cast,,,,,,,131
Ward,1-W,President,,Donald J. Trump / Michael R. Pence,REP,5,17,37,59
Ward,1-W,President,,Joseph R. Biden / Kamala D. Harris,DEM,10,7,46,63
Ward,1-W,President,,"Jo Jorgensen / Jeremy ""Spike' Cohen",LIB,1,0,1,2
Ward,1-W,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Ward,1-W,President,,Abram Loeb / Jennifer Jairala (W),,0,0,0,0
Ward,1-W,President,,Brian Carroll / Amar Patel (W),,0,0,0,0
Ward,1-W,President,,Gloria La Riva / Leonard Peltier (W),,0,0,0,0
Ward,1-W,President,,Jesse Cuellar / Jimmy Monreal (W),,0,0,0,0
Ward,1-W,President,,Kasey Wells / Rachel Wells (W),,0,0,0,0
Ward,1-W,President,,President R. Boddie / Eric C. Stoneham (W),,0,0,0,0
Ward,1-W,President,,Robert Morrow / Anne Beckett (W),,0,0,0,0
Ward,1-W,President,,Todd Cella / Tim Cella (W),,0,0,0,0
Ward,1-W,President,,Tom Hoefling / Andy Prior (W),,0,0,0,0
Ward,1-W,President,,Undervotes,,1,0,2,3
Ward,1-W,President,,Overvotes,,0,2,2,4
Ward,1-W,U.S. Senate,,John Cornyn,REP,5,18,34,57
Ward,1-W,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,11,5,41,57
Ward,1-W,U.S. Senate,,Kerry Douglas McKennon,LIB,1,0,3,4
Ward,1-W,U.S. Senate,,David B. Collins,GRN,0,0,1,1
Ward,1-W,U.S. Senate,,Ricardo Turullois-Gonilla (W),,0,0,0,0
Ward,1-W,U.S. Senate,,Undervotes,,0,2,8,10
Ward,1-W,U.S. Senate,,Overvotes,,0,1,1,2
Ward,1-W,U.S. House,23,Tony Gonzales,REP,6,18,35,59
Ward,1-W,U.S. House,23,Gina Ortiz Jones,DEM,11,5,45,61
Ward,1-W,U.S. House,23,Beto Villela,LIB,0,0,2,2
Ward,1-W,U.S. House,23,Undervotes,,0,3,6,9
Ward,1-W,U.S. House,23,Overvotes,,0,0,0,0
Ward,1-W,Railroad Commissioner,,"James ""Jim"" Wright",REP,7,17,32,56
Ward,1-W,Railroad Commissioner,,Chrysta Castaneda,DEM,10,5,45,60
Ward,1-W,Railroad Commissioner,,Matt Sterett,LIB,0,0,1,1
Ward,1-W,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Ward,1-W,Railroad Commissioner,,Undervotes,,0,3,10,13
Ward,1-W,Railroad Commissioner,,Overvotes,,0,1,0,1
Ward,1-W,State Senate,28,Charles Perry,REP,9,19,43,71
