county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Nueces,1,Registered Voters,,DEM,,,,,172
Nueces,1,President,,DEM,John K. Delaney,0,0,0,0
Nueces,1,President,,DEM,Michael Bennet,0,0,0,0
Nueces,1,President,,DEM,Deval Patrick,0,0,0,0
Nueces,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,1,1,2
Nueces,1,President,,DEM,Pete Buttigieg,4,14,0,18
Nueces,1,President,,DEM,Cory Booker,0,0,1,1
Nueces,1,President,,DEM,Amy Klobuchar,1,4,0,5
Nueces,1,President,,DEM,Michael R. Bloomberg,7,8,14,29
Nueces,1,President,,DEM,Robby Wells,0,0,0,0
Nueces,1,President,,DEM,Bernie Sanders,2,17,25,44
Nueces,1,President,,DEM,Tulsi Gabbard,0,0,1,1
Nueces,1,President,,DEM,Julián Castro,1,0,0,1
Nueces,1,President,,DEM,Joseph R. Biden,4,13,36,53
Nueces,1,President,,DEM,Tom Steyer,0,1,0,1
Nueces,1,President,,DEM,Elizabeth Warren,2,7,6,15
Nueces,1,President,,DEM,Marianne Williamson,0,0,0,0
Nueces,1,President,,DEM,Andrew Yang,0,0,0,0
Nueces,1,President,,DEM,Ballots Cast,21,65,84,170
Nueces,1,President,,DEM,Under Votes,1,1,0,2
Nueces,1,President,,DEM,Over Votes,0,0,0,0
Nueces,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",6,20,11,37
Nueces,1,U.S. Senate,,DEM,Michael Cooper,0,4,2,6
Nueces,1,U.S. Senate,,DEM,D.R. Hunter,1,4,5,10
Nueces,1,U.S. Senate,,DEM,Sema Hernandez,1,7,10,18
Nueces,1,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",2,3,13,18
Nueces,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,1,0,4,5
Nueces,1,U.S. Senate,,DEM,Amanda K. Edwards,2,3,3,8
Nueces,1,U.S. Senate,,DEM,Victor Hugo Harris,3,1,1,5
Nueces,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Nueces,1,U.S. Senate,,DEM,Chris Bell,1,1,2,4
Nueces,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,8,10,20
Nueces,1,U.S. Senate,,DEM,Royce West,0,3,3,6
Nueces,1,U.S. Senate,,DEM,Ballots Cast,19,54,64,137
Nueces,1,U.S. Senate,,DEM,Under Votes,3,12,20,35
Nueces,1,U.S. Senate,,DEM,Over Votes,0,0,0,0
Nueces,1,U.S. House,27,DEM,Charlie Jackson,13,24,22,59
Nueces,1,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",5,27,39,71
Nueces,1,U.S. House,27,DEM,Ballots Cast,18,51,61,130
Nueces,1,U.S. House,27,DEM,Under Votes,4,15,23,42
Nueces,1,U.S. House,27,DEM,Over Votes,0,0,0,0
Nueces,1,Railroad Commissioner,,DEM,Kelly Stone,4,15,21,40
Nueces,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",3,9,17,29
Nueces,1,Railroad Commissioner,,DEM,Chrysta Castañeda,3,19,18,40
Nueces,1,Railroad Commissioner,,DEM,Mark Watson,3,6,6,15
Nueces,1,Railroad Commissioner,,DEM,Ballots Cast,13,49,62,124
Nueces,1,Railroad Commissioner,,DEM,Under Votes,8,17,22,47
Nueces,1,Railroad Commissioner,,DEM,Over Votes,1,0,0,1
Nueces,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,16,49,54,119
Nueces,1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,0,5,12,17
Nueces,1,"Chief Justice, Supreme Court",,DEM,Ballots Cast,16,54,66,136
Nueces,1,"Chief Justice, Supreme Court",,DEM,Under Votes,6,12,18,36
Nueces,1,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Nueces,1,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Kathy Cheng,12,45,45,102
Nueces,1,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Larry Praeger,4,8,15,27
Nueces,1,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Ballots Cast,16,53,60,129
Nueces,1,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Under Votes,6,13,24,43
Nueces,1,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Over Votes,0,0,0,0
Nueces,1,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,7,34,40,81
Nueces,1,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,8,18,18,44
Nueces,1,"Justice, Supreme Court, Place 7",,DEM,Ballots Cast,15,52,58,125
Nueces,1,"Justice, Supreme Court, Place 7",,DEM,Under Votes,7,14,26,47
Nueces,1,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Nueces,1,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,5,40,45,90
Nueces,1,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,10,11,11,32
Nueces,1,"Justice, Supreme Court, Place 8",,DEM,Ballots Cast,15,51,56,122
Nueces,1,"Justice, Supreme Court, Place 8",,DEM,Under Votes,7,15,28,50
Nueces,1,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0,0
Nueces,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,1,4,9,14
Nueces,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,5,37,41,83
Nueces,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,9,11,8,28
