county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Gaines,4,President,,Joseph R. Biden Kamala D. Harris,DEM,5,81,19,105
Gaines,4,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,8,3,12
Gaines,4,President,,Howie Hawkins Angela Walker,GRN,0,0,2,2
Gaines,4,President,,Brian Carroll (W),,0,0,0,0
Gaines,4,President,,JOAQUIN GUZMAN (W),,0,0,0,0
Gaines,4,U.S. Senate,,John Cornyn,REP,20,646,87,753
Gaines,4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,4,72,23,99
Gaines,4,U.S. Senate,,Kerry Douglas McKennon,LIB,0,9,3,12
Gaines,4,U.S. Senate,,David B. Collins,GRN,0,4,1,5
Gaines,4,U.S. House,19,Jodey C. Arrington,REP,17,645,93,755
Gaines,4,U.S. House,19,Tom Watson,DEM,6,73,18,97
Gaines,4,U.S. House,19,Joe Burnes,LIB,0,11,2,13
Gaines,4,Railroad Commissioner,,"James ""Jim"" Wright",REP,20,640,86,746
Gaines,4,Railroad Commissioner,,Chrysta Castañeda,DEM,5,75,22,102
Gaines,4,Railroad Commissioner,,Matt Sterett,LIB,0,6,3,9
Gaines,4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,5,0,5
Gaines,4,State Representative,83,Dustin Burrows,REP,17,647,88,752
Gaines,4,State Representative,83,Addison Perry-Franks,DEM,6,76,23,105
Gaines,5,President,,Donald J. Trump Michael R. Pence,REP,7,79,59,145
Gaines,5,President,,Joseph R. Biden Kamala D. Harris,DEM,3,5,4,12
Gaines,5,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,1,1
Gaines,5,President,,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gaines,5,President,,Brian Carroll (W),,0,0,0,0
Gaines,5,President,,JOAQUIN GUZMAN (W),,0,0,0,0
Gaines,5,U.S. Senate,,John Cornyn,REP,7,78,58,143
Gaines,5,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,2,5,2,9
Gaines,5,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,2,2
Gaines,5,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Gaines,5,U.S. House,19,Jodey C. Arrington,REP,7,75,58,140
Gaines,5,U.S. House,19,Tom Watson,DEM,3,5,2,10
Gaines,5,U.S. House,19,Joe Burnes,LIB,0,0,4,4
Gaines,5,Railroad Commissioner,,"James ""Jim"" Wright",REP,8,74,59,141
Gaines,5,Railroad Commissioner,,Chrysta Castañeda,DEM,1,6,3,10
Gaines,5,Railroad Commissioner,,Matt Sterett,LIB,0,0,2,2
Gaines,5,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gaines,5,State Representative,83,Dustin Burrows,REP,7,77,60,144
Gaines,5,State Representative,83,Addison Perry-Franks,DEM,2,5,3,10
Gaines,6,President,,Donald J. Trump Michael R. Pence,REP,3,92,19,114
Gaines,6,President,,Joseph R. Biden Kamala D. Harris,DEM,8,21,6,35
Gaines,6,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,2,0,2
Gaines,6,President,,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gaines,6,President,,Brian Carroll (W),,0,0,0,0
Gaines,6,President,,JOAQUIN GUZMAN (W),,0,0,0,0
Gaines,6,U.S. Senate,,John Cornyn,REP,1,87,20,108
Gaines,6,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,8,21,3,32
Gaines,6,U.S. Senate,,Kerry Douglas McKennon,LIB,0,1,0,1
Gaines,6,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Gaines,6,U.S. House,19,Jodey C. Arrington,REP,0,90,18,108
Gaines,6,U.S. House,19,Tom Watson,DEM,8,18,4,30
Gaines,6,U.S. House,19,Joe Burnes,LIB,0,2,1,3
Gaines,6,Railroad Commissioner,,"James ""Jim"" Wright",REP,1,86,17,104
Gaines,6,Railroad Commissioner,,Chrysta Castañeda,DEM,8,20,6,34
Gaines,6,Railroad Commissioner,,Matt Sterett,LIB,0,2,0,2
Gaines,6,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,1,0,1
Gaines,6,State Representative,83,Dustin Burrows,REP,0,89,19,108
Gaines,6,State Representative,83,Addison Perry-Franks,DEM,8,17,4,29
Gaines,7,President,,Donald J. Trump Michael R. Pence,REP,1,126,43,170
Gaines,7,President,,Joseph R. Biden Kamala D. Harris,DEM,3,50,22,75
Gaines,7,President,,Howie Hawkins Angela Walker,GRN,0,1,1,2
Gaines,7,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,1,0,1
Gaines,7,President,,Brian Carroll (W),,0,0,0,0
Gaines,7,President,,JOAQUIN GUZMAN (W),,0,0,0,0
Gaines,7,U.S. Senate,,John Cornyn,REP,1,115,40,156
Gaines,7,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,3,45,17,65
Gaines,7,U.S. Senate,,Kerry Douglas McKennon,LIB,0,1,2,3
Gaines,7,U.S. Senate,,David B. Collins,GRN,0,1,1,2
Gaines,7,U.S. House,19,Jodey C. Arrington,REP,0,121,42,163
Gaines,7,U.S. House,19,Tom Watson,DEM,3,37,18,58
Gaines,7,U.S. House,19,Joe Burnes,LIB,0,3,2,5
Gaines,7,Railroad Commissioner,,"James ""Jim"" Wright",REP,1,114,42,157
Gaines,7,Railroad Commissioner,,Chrysta Castañeda,DEM,2,44,17,63
Gaines,7,Railroad Commissioner,,Matt Sterett,LIB,0,3,1,4
Gaines,7,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,1,2,4
Gaines,7,State Representative,83,Dustin Burrows,REP,0,115,39,154
Gaines,7,State Representative,83,Addison Perry-Franks,DEM,2,42,19,63
Gaines,8,President,,Donald J. Trump Michael R. Pence,REP,20,449,74,543
Gaines,8,President,,Joseph R. Biden Kamala D. Harris,DEM,7,51,17,75
Gaines,8,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,5,2,7
Gaines,8,President,,Howie Hawkins Angela Walker,GRN,0,4,0,4
Gaines,8,President,,Brian Carroll (W),,0,0,0,0
Gaines,8,President,,JOAQUIN GUZMAN (W),,0,0,0,0
Gaines,8,U.S. Senate,,John Cornyn,REP,20,436,68,524
Gaines,8,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,6,49,17,72
Gaines,8,U.S. Senate,,Kerry Douglas McKennon,LIB,0,4,3,7
Gaines,8,U.S. Senate,,David B. Collins,GRN,0,4,2,6
Gaines,8,U.S. House,19,Jodey C. Arrington,REP,18,441,68,527
Gaines,8,U.S. House,19,Tom Watson,DEM,6,42,16,64
Gaines,8,U.S. House,19,Joe Burnes,LIB,1,6,4,11
Gaines,8,Railroad Commissioner,,"James ""Jim"" Wright",REP,20,425,68,513
Gaines,8,Railroad Commissioner,,Chrysta Castañeda,DEM,6,50,18,74
Gaines,8,Railroad Commissioner,,Matt Sterett,LIB,0,7,1,8
Gaines,8,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,3,1,4
Gaines,8,State Representative,83,Dustin Burrows,REP,17,431,69,517
Gaines,8,State Representative,83,Addison Perry-Franks,DEM,7,52,18,77
Gaines,9,President,,Donald J. Trump Michael R. Pence,REP,14,463,62,539
Gaines,9,President,,Joseph R. Biden Kamala D. Harris,DEM,6,28,7,41
Gaines,9,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,2,2,4
Gaines,9,President,,Howie Hawkins Angela Walker,GRN,0,1,0,1
Gaines,9,President,,Brian Carroll (W),,0,0,0,0
Gaines,9,President,,JOAQUIN GUZMAN (W),,0,0,0,0
Gaines,9,U.S. Senate,,John Cornyn,REP,12,414,61,487
Gaines,9,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,5,30,5,40
Gaines,9,U.S. Senate,,Kerry Douglas McKennon,LIB,0,7,2,9
Gaines,9,U.S. Senate,,David B. Collins,GRN,0,2,0,2
Gaines,9,U.S. House,19,Jodey C. Arrington,REP,14,417,61,492
Gaines,9,U.S. House,19,Tom Watson,DEM,5,29,4,38
Gaines,9,U.S. House,19,Joe Burnes,LIB,0,6,2,8
Gaines,9,Railroad Commissioner,,"James ""Jim"" Wright",REP,13,405,58,476
Gaines,9,Railroad Commissioner,,Chrysta Castañeda,DEM,5,28,6,39
Gaines,9,Railroad Commissioner,,Matt Sterett,LIB,0,6,1,7
Gaines,9,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,2,1,3
Gaines,9,State Representative,83,Dustin Burrows,REP,13,410,59,482
Gaines,9,State Representative,83,Addison Perry-Franks,DEM,5,29,6,40
Gaines,2,President,,Under Votes,,0,0,0,0
Gaines,3,President,,Under Votes,,0,4,0,4
Gaines,4,President,,Under Votes,,0,1,0,1
Gaines,5,President,,Under Votes,,0,0,1,1
Gaines,6,President,,Under Votes,,0,0,0,0
Gaines,7,President,,Under Votes,,0,1,0,1
Gaines,8,President,,Under Votes,,0,1,0,1
Gaines,9,President,,Under Votes,,0,0,0,0
Gaines,2,President,,Over Votes,,0,0,0,0
Gaines,3,President,,Over Votes,,0,0,0,0
Gaines,4,President,,Over Votes,,2,0,0,2
Gaines,5,President,,Over Votes,,0,0,0,0
Gaines,6,President,,Over Votes,,0,0,0,0
Gaines,7,President,,Over Votes,,0,0,0,0
Gaines,8,President,,Over Votes,,0,0,0,0
Gaines,9,President,,Over Votes,,0,0,0,0
Gaines,2,U.S. Senate,,Under Votes,,0,34,6,40
Gaines,3,U.S. Senate,,Under Votes,,1,58,8,67
Gaines,4,U.S. Senate,,Under Votes,,1,24,6,31
Gaines,5,U.S. Senate,,Under Votes,,1,1,3,5
Gaines,6,U.S. Senate,,Under Votes,,2,6,2,10
Gaines,7,U.S. Senate,,Under Votes,,0,17,6,23
Gaines,8,U.S. Senate,,Under Votes,,1,17,3,21
Gaines,9,U.S. Senate,,Under Votes,,1,41,3,45
Gaines,2,U.S. Senate,,Over Votes,,0,0,0,0
Gaines,3,U.S. Senate,,Over Votes,,0,0,0,0
Gaines,4,U.S. Senate,,Over Votes,,2,0,0,2
Gaines,5,U.S. Senate,,Over Votes,,0,0,0,0
Gaines,6,U.S. Senate,,Over Votes,,0,0,0,0
Gaines,7,U.S. Senate,,Over Votes,,0,0,0,0
Gaines,8,U.S. Senate,,Over Votes,,0,0,0,0
Gaines,9,U.S. Senate,,Over Votes,,2,0,0,2
Gaines,2,U.S. House,19,Under Votes,,3,35,5,43
Gaines,3,U.S. House,19,Under Votes,,4,63,4,71
Gaines,4,U.S. House,19,Under Votes,,2,26,7,35
Gaines,5,U.S. House,19,Under Votes,,0,4,1,5
Gaines,6,U.S. House,19,Under Votes,,3,5,2,10
Gaines,7,U.S. House,19,Under Votes,,1,18,4,23
Gaines,8,U.S. House,19,Under Votes,,2,21,5,28
Gaines,9,U.S. House,19,Under Votes,,1,42,4,47
Gaines,2,U.S. House,19,Over Votes,,0,0,0,0
Gaines,3,U.S. House,19,Over Votes,,0,0,0,0
Gaines,4,U.S. House,19,Over Votes,,2,0,0,2
Gaines,5,U.S. House,19,Over Votes,,0,0,0,0
Gaines,6,U.S. House,19,Over Votes,,0,0,0,0
Gaines,7,U.S. House,19,Over Votes,,0,0,0,0
Gaines,8,U.S. House,19,Over Votes,,0,0,0,0
Gaines,9,U.S. House,19,Over Votes,,0,0,0,0
Gaines,2,Railroad Commissioner,,Under Votes,,2,48,7,57
Gaines,3,Railroad Commissioner,,Under Votes,,2,81,6,89
Gaines,4,Railroad Commissioner,,Under Votes,,1,29,9,39
Gaines,5,Railroad Commissioner,,Under Votes,,1,4,1,6
Gaines,6,Railroad Commissioner,,Under Votes,,2,6,2,10
Gaines,7,Railroad Commissioner,,Under Votes,,0,17,4,21
Gaines,8,Railroad Commissioner,,Under Votes,,1,25,5,31
Gaines,9,Railroad Commissioner,,Under Votes,,1,53,5,59
Gaines,2,Railroad Commissioner,,Over Votes,,0,0,0,0
Gaines,3,Railroad Commissioner,,Over Votes,,0,0,0,0
Gaines,4,Railroad Commissioner,,Over Votes,,1,0,0,1
Gaines,5,Railroad Commissioner,,Over Votes,,0,0,0,0
Gaines,6,Railroad Commissioner,,Over Votes,,0,0,0,0
Gaines,7,Railroad Commissioner,,Over Votes,,0,0,0,0
Gaines,8,Railroad Commissioner,,Over Votes,,0,0,0,0
Gaines,9,Railroad Commissioner,,Over Votes,,1,0,0,1
Gaines,2,State Representative,83,Under Votes,,3,53,8,64
Gaines,3,"State Representative, District No. 84",,Under Votes,,6,91,10,107
Gaines,4,"State Representative, District No. 85",,Under Votes,,4,32,9,45
Gaines,5,"State Representative, District No. 86",,Under Votes,,1,2,2,5
Gaines,6,"State Representative, District No. 87",,Under Votes,,3,9,2,14
Gaines,7,"State Representative, District No. 88",,Under Votes,,2,22,8,32
Gaines,8,"State Representative, District No. 89",,Under Votes,,3,27,6,36
Gaines,9,"State Representative, District No. 90",,Under Votes,,2,55,6,63
Gaines,2,"State Representative, District No. 91",,Over Votes,,0,53,0,53
Gaines,3,"State Representative, District No. 92",,Over Votes,,1,91,0,92
Gaines,4,"State Representative, District No. 93",,Over Votes,,0,32,0,32
Gaines,5,"State Representative, District No. 94",,Over Votes,,0,2,0,2
Gaines,6,"State Representative, District No. 95",,Over Votes,,0,9,0,9
Gaines,7,"State Representative, District No. 96",,Over Votes,,0,22,0,22
Gaines,8,"State Representative, District No. 97",,Over Votes,,0,27,0,27
Gaines,9,"State Representative, District No. 98",,Over Votes,,0,55,0,55
