county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Young,1,President,,REP,Donald J. Trump Michael R. Pence,1325,1119,133,73
Young,1,President,,DEM,Joseph R. Biden Kamala D. Harris,245,167,31,47
Young,1,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",19,17,1,1
Young,1,President,,LIB,Over Votes,0,0,0,0
Young,1,President,,LIB,Under Votes,7,5,2,0
Young,1,President,,GRN,Howie Hawkins Angela Walker,2,2,0,0
Young,1,President,,"",ROBERT MORROW,0,0,0,0
Young,1,President,,"",Rejected write-ins,2,2,0,0
Young,1,President,,"",Unassigned write-ins,0,0,0,0
Young,1,U.S. Senate,,REP,John Cornyn,1314,1114,127,73
Young,1,U.S. Senate,,REP,Over Votes,0,0,0,0
Young,1,U.S. Senate,,REP,Under Votes,19,14,4,1
Young,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",233,157,30,46
Young,1,U.S. Senate,,LIB,Kerry Douglas McKennon,29,23,5,1
Young,1,U.S. Senate,,GRN,David B. Collins,5,4,1,0
Young,1,U.S. Senate,,"",Rejected write-ins,0,0,0,0
Young,1,U.S. Senate,,"",Unassigned write-ins,0,0,0,0
Young,1,U.S. House,19,REP,Jodey C. Arrington,1336,1127,136,73
Young,1,U.S. House,19,DEM,Tom Watson,208,140,23,45
Young,1,U.S. House,19,DEM,Over Votes,0,0,0,0
Young,1,U.S. House,19,DEM,Under Votes,27,22,3,2
Young,1,U.S. House,19,LIB,Joe Burnes,29,23,5,1
Young,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",1311,1106,131,74
Young,1,Railroad Commissioner,,DEM,Chrysta Castaeda,206,142,24,40
Young,1,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Young,1,Railroad Commissioner,,DEM,Under Votes,38,26,5,7
Young,1,Railroad Commissioner,,LIB,Matt Sterett,33,28,5,0
Young,1,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",12,10,2,0
Young,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,1305,1103,131,71
Young,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,223,151,29,43
Young,1,"Chief Justice, Supreme Court",,LIB,Mark Ash,33,27,5,1
Young,1,"Chief Justice, Supreme Court",,LIB,Over Votes,0,0,0,0
Young,1,"Chief Justice, Supreme Court",,LIB,Under Votes,39,31,2,6
Young,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,REP,Jane Bland,1337,1132,133,72
Young,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Kathy Cheng,222,149,30,43
Young,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
Young,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Under Votes,41,31,4,6
Young,1,"Justice, Supreme Court, Place No. 7",,REP,Jeff Boyd,1308,1112,125,71
Young,1,"Justice, Supreme Court, Place No. 7",,DEM,Staci Williams,212,142,27,43
Young,1,"Justice, Supreme Court, Place No. 7",,DEM,Over Votes,0,0,0,0
Young,1,"Justice, Supreme Court, Place No. 7",,DEM,Under Votes,43,32,5,6
Young,1,"Justice, Supreme Court, Place No. 7",,LIB,William Bryan Strange III,37,26,10,1
Young,1,"Justice, Supreme Court, Place No. 8",,REP,Brett Busby,1306,1104,131,71
Young,1,"Justice, Supreme Court, Place No. 8",,REP,Over Votes,0,0,0,0
Young,1,"Justice, Supreme Court, Place No. 8",,REP,Under Votes,48,37,4,7
Young,1,"Justice, Supreme Court, Place No. 8",,DEM,Gisela D. Triana,204,135,27,42
Young,1,"Justice, Supreme Court, Place No. 8",,LIB,Tom Oxford,42,36,5,1
Young,1,"Judge, Court of Criminal Appeals, Place No. 3",,REP,Bert Richardson,1320,1116,133,71
Young,1,"Judge, Court of Criminal Appeals, Place No. 3",,DEM,Elizabeth Davis Frizell,230,157,31,42
Young,1,"Judge, Court of Criminal Appeals, Place No. 3",,DEM,Over Votes,0,0,0,0
