county,precinct,office,district,party,candidate,votes,early_votes,election_day
Wheeler,1,President,,REP,Donald J. Trump Michael R. Pence,183,121,62
Wheeler,1,President,,DEM,Joseph R. Biden Kamala D. Harris,3,3,0
Wheeler,1,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,0,0
Wheeler,1,President,,GRE,Howie Hawkins Angela Walker,0,0,0
Wheeler,1,President,,,Abram Loeb/Jennifer Jairala,0,0,0
Wheeler,1,President,,,Brian Carroll/Amar Patel,0,0,0
Wheeler,1,President,,,Gloria La Riva/Leonard Peltier,0,0,0
Wheeler,1,President,,,Jesse Cuellar/Jimmy Monreal,0,0,0
Wheeler,1,President,,,Kasey Wells/Rachel Wells,0,0,0
Wheeler,1,President,,,President R. Boddie/Eric C. Stoneham,0,0,0
Wheeler,1,President,,,Robert Morrow/Anne Beckett,0,0,0
Wheeler,1,President,,,Todd Cella/Tim Cella,0,0,0
Wheeler,1,President,,,Tom Hoefling/Andy Prior,0,0,0
Wheeler,1,President,,,Rejected write-ins,0,0,0
Wheeler,1,President,,,Unassigned write-ins,0,0,0
Wheeler,1,U.S. Senate,,REP,John Cornyn,181,118,63
Wheeler,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",3,3,0
Wheeler,1,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0
Wheeler,1,U.S. Senate,,,David B. Collins,0,0,0
Wheeler,1,U.S. Senate,,,Ricardo Turullois-Bonilla,0,0,0
Wheeler,1,U.S. Senate,,,Rejected write-ins,0,0,0
Wheeler,1,U.S. Senate,,,Unassigned write-ins,0,0,0
Wheeler,1,U.S. House,13,REP,Ronny Jackson,178,118,60
Wheeler,1,U.S. House,13,DEM,Gus Trujillo,5,4,1
Wheeler,1,U.S. House,13,LIB,Jack B. Westbrook,2,0,2
Wheeler,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",183,120,63
Wheeler,1,Railroad Commissioner,,DEM,Chrysta Castaeda,2,2,0
Wheeler,1,Railroad Commissioner,,LIB,Matt Sterett,0,0,0
Wheeler,1,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,0,0
Wheeler,1,"Chief Justice, Supreme Court",,,Nathan Hecht,180,119,61
Wheeler,1,"Chief Justice, Supreme Court",,,Amy Clark Meachum,4,3,1
Wheeler,1,"Chief Justice, Supreme Court",,,Mark Ash,0,0,0
Wheeler,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,,Jane Bland,181,118,63
Wheeler,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,,Kathy Cheng,3,3,0
Wheeler,1,"Justice, Supreme Court, Place No. 7",,,Jeff Boyd,180,118,62
Wheeler,1,"Justice, Supreme Court, Place No. 7",,,Staci Williams,3,3,0
Wheeler,1,"Justice, Supreme Court, Place No. 7",,,William Bryan Strange III,2,1,1
Wheeler,1,"Justice, Supreme Court, Place No. 8",,,Brett Busby,181,118,63
Wheeler,1,"Justice, Supreme Court, Place No. 8",,,Gisela D. Triana,3,3,0
Wheeler,1,"Justice, Supreme Court, Place No. 8",,,Tom Oxford,1,1,0
Wheeler,1,"Judge, Court of Criminal Appeals, Place No. 3",,,Bert Richardson,180,118,62
Wheeler,1,"Judge, Court of Criminal Appeals, Place No. 3",,,Elizabeth Davis Frizell,4,3,1
Wheeler,1,"Judge, Court of Criminal Appeals, Place No. 4",,,Kevin Patrick Yeary,182,119,63
Wheeler,1,"Judge, Court of Criminal Appeals, Place No. 4",,,Tina Clinton,3,3,0
Wheeler,1,"Judge, Court of Criminal Appeals, Place No. 9",,,David Newell,181,119,62
Wheeler,1,"Judge, Court of Criminal Appeals, Place No. 9",,,Brandon Birmingham,3,3,0
Wheeler,1,"Member State Board of Education, District No. 15",,,Jay Johnson,181,119,62
Wheeler,1,"Member State Board of Education, District No. 15",,,John Betancourt,4,3,1
Wheeler,1,State Representative,68,REP,Drew Springer,181,118,63
Wheeler,1,State Representative,68,DEM,Patsy Ledbetter,3,3,0
Wheeler,1,"Chief Justice, 7th Court of Appeals District",,,Brian Quinn,182,120,62
Wheeler,1,"Justice, 7th Court of Appeals District, Place No. 4 - Unexpired Term",,,Larry Doss,182,120,62
Wheeler,1,"District Attorney, 31st Judicial District",,,Franklin McDonough,174,114,60
Wheeler,1,County Attorney,,,Leslie Standerfer,176,117,59
Wheeler,1,Sheriff,,,Johnny Carter,158,105,53
Wheeler,1,Sheriff,,,Julian M. Torres,21,13,8
Wheeler,1,County Tax Assessor-Collector,,,Cindy L. Brown,183,121,62
Wheeler,1,"County Commissioner, Precinct No. 1",,,Jackie Don May Jr.,181,121,60
Wheeler,1,"Constable, Precinct No. 1",,,Mack Marshall,180,119,61
Wheeler,2,President,,REP,Donald J. Trump Michael R. Pence,61,42,19
Wheeler,2,President,,DEM,Joseph R. Biden Kamala D. Harris,2,1,1
Wheeler,2,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,0,0
Wheeler,2,President,,GRE,Howie Hawkins Angela Walker,0,0,0
Wheeler,2,President,,,Abram Loeb/Jennifer Jairala,0,0,0
Wheeler,2,President,,,Brian Carroll/Amar Patel,0,0,0
Wheeler,2,President,,,Gloria La Riva/Leonard Peltier,0,0,0
Wheeler,2,President,,,Jesse Cuellar/Jimmy Monreal,0,0,0
Wheeler,2,President,,,Kasey Wells/Rachel Wells,0,0,0
Wheeler,2,President,,,President R. Boddie/Eric C. Stoneham,0,0,0
Wheeler,2,President,,,Robert Morrow/Anne Beckett,0,0,0
Wheeler,2,President,,,Todd Cella/Tim Cella,0,0,0
Wheeler,2,President,,,Tom Hoefling/Andy Prior,0,0,0
Wheeler,2,President,,,Rejected write-ins,0,0,0
Wheeler,2,President,,,Unassigned write-ins,0,0,0
Wheeler,2,U.S. Senate,,REP,John Cornyn,60,41,19
Wheeler,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,1,1
Wheeler,2,U.S. Senate,,LIB,Kerry Douglas McKennon,1,1,0
Wheeler,2,U.S. Senate,,,David B. Collins,0,0,0
Wheeler,2,U.S. Senate,,,Ricardo Turullois-Bonilla,0,0,0
Wheeler,2,U.S. Senate,,,Rejected write-ins,0,0,0
Wheeler,2,U.S. Senate,,,Unassigned write-ins,0,0,0
Wheeler,2,U.S. House,13,REP,Ronny Jackson,62,42,20
Wheeler,2,U.S. House,13,DEM,Gus Trujillo,0,0,0
Wheeler,2,U.S. House,13,LIB,Jack B. Westbrook,1,1,0
Wheeler,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",60,41,19
Wheeler,2,Railroad Commissioner,,DEM,Chrysta Castaeda,0,0,0
Wheeler,2,Railroad Commissioner,,LIB,Matt Sterett,2,2,0
Wheeler,2,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,0,0
Wheeler,2,"Chief Justice, Supreme Court",,,Nathan Hecht,61,42,19
Wheeler,2,"Chief Justice, Supreme Court",,,Amy Clark Meachum,0,0,0
Wheeler,2,"Chief Justice, Supreme Court",,,Mark Ash,1,1,0
Wheeler,2,"Justice, Supreme Court, Place No. 6 Unexpired Term",,,Jane Bland,61,42,19
Wheeler,2,"Justice, Supreme Court, Place No. 6 Unexpired Term",,,Kathy Cheng,1,1,0
Wheeler,2,"Justice, Supreme Court, Place No. 7",,,Jeff Boyd,61,42,19
Wheeler,2,"Justice, Supreme Court, Place No. 7",,,Staci Williams,0,0,0
Wheeler,2,"Justice, Supreme Court, Place No. 7",,,William Bryan Strange III,1,1,0
Wheeler,2,"Justice, Supreme Court, Place No. 8",,,Brett Busby,61,42,19
Wheeler,2,"Justice, Supreme Court, Place No. 8",,,Gisela D. Triana,0,0,0
Wheeler,2,"Justice, Supreme Court, Place No. 8",,,Tom Oxford,1,1,0
Wheeler,2,"Judge, Court of Criminal Appeals, Place No. 3",,,Bert Richardson,61,42,19
Wheeler,2,"Judge, Court of Criminal Appeals, Place No. 3",,,Elizabeth Davis Frizell,2,1,1
Wheeler,2,"Judge, Court of Criminal Appeals, Place No. 4",,,Kevin Patrick Yeary,61,42,19
Wheeler,2,"Judge, Court of Criminal Appeals, Place No. 4",,,Tina Clinton,1,1,0
Wheeler,2,"Judge, Court of Criminal Appeals, Place No. 9",,,David Newell,61,42,19
Wheeler,2,"Judge, Court of Criminal Appeals, Place No. 9",,,Brandon Birmingham,1,1,0
Wheeler,2,"Member State Board of Education, District No. 15",,,Jay Johnson,61,42,19
Wheeler,2,"Member State Board of Education, District No. 15",,,John Betancourt,1,1,0
Wheeler,2,State Representative,68,REP,Drew Springer,61,41,20
Wheeler,2,State Representative,68,DEM,Patsy Ledbetter,1,1,0
Wheeler,2,"Chief Justice, 7th Court of Appeals District",,,Brian Quinn,60,41,19
