county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting
Lamar,PRECINCT 1A3B,Registered Voters,,,,2532,0,0,0
Lamar,PRECINCT 1A5A,Registered Voters,,,,1771,0,0,0
Lamar,PRECINCT 1C,Registered Voters,,,,319,0,0,0
Lamar,PRECINCT 1E,Registered Voters,,,,816,0,0,0
Lamar,PRECINCT 1F,Registered Voters,,,,1383,0,0,0
Lamar,PRECINCT 1H,Registered Voters,,,,592,0,0,0
Lamar,PRECINCT 1I,Registered Voters,,,,332,0,0,0
Lamar,PRECINCT 2A1A,Registered Voters,,,,1293,0,0,0
Lamar,PRECINCT 2C3A,Registered Voters,,,,3313,0,0,0
Lamar,PRECINCT 2D,Registered Voters,,,,674,0,0,0
Lamar,PRECINCT 2E,Registered Voters,,,,608,0,0,0
Lamar,PRECINCT 2F,Registered Voters,,,,236,0,0,0
Lamar,PRECINCT 2G,Registered Voters,,,,713,0,0,0
Lamar,PRECINCT 3C7G,Registered Voters,,,,2971,0,0,0
Lamar,PRECINCT 3D,Registered Voters,,,,847,0,0,0
Lamar,PRECINCT 3E,Registered Voters,,,,1219,0,0,0
Lamar,PRECINCT 3F,Registered Voters,,,,548,0,0,0
Lamar,PRECINCT 3G,Registered Voters,,,,566,0,0,0
Lamar,PRECINCT 3H3C,Registered Voters,,,,839,0,0,0
Lamar,PRECINCT 3I,Registered Voters,,,,1323,0,0,0
Lamar,PRECINCT 4A6E,Registered Voters,,,,1401,0,0,0
Lamar,PRECINCT 4B,Registered Voters,,,,1818,0,0,0
Lamar,PRECINCT 4D,Registered Voters,,,,1540,0,0,0
Lamar,PRECINCT 4E,Registered Voters,,,,1074,0,0,0
Lamar,PRECINCT 4F,Registered Voters,,,,1709,0,0,0
Lamar,PRECINCT 4G,Registered Voters,,,,1855,0,0,0
Lamar,PRECINCT 1A3B,Ballots Cast,,,,1660,1301,198,161
Lamar,PRECINCT 1A5A,Ballots Cast,,,,844,666,112,66
Lamar,PRECINCT 1C,Ballots Cast,,,,278,225,44,9
Lamar,PRECINCT 1E,Ballots Cast,,,,566,352,183,31
Lamar,PRECINCT 1F,Ballots Cast,,,,982,635,282,65
Lamar,PRECINCT 1H,Ballots Cast,,,,465,309,138,18
Lamar,PRECINCT 1I,Ballots Cast,,,,256,150,94,12
Lamar,PRECINCT 2A1A,Ballots Cast,,,,629,464,101,64
Lamar,PRECINCT 2C3A,Ballots Cast,,,,1566,1164,289,113
Lamar,PRECINCT 2D,Ballots Cast,,,,458,219,209,30
Lamar,PRECINCT 2E,Ballots Cast,,,,435,268,141,26
Lamar,PRECINCT 2F,Ballots Cast,,,,157,65,87,5
Lamar,PRECINCT 2G,Ballots Cast,,,,504,364,119,21
Lamar,PRECINCT 3C7G,Ballots Cast,,,,1902,1463,272,167
Lamar,PRECINCT 3D,Ballots Cast,,,,589,335,213,41
Lamar,PRECINCT 3E,Ballots Cast,,,,922,609,262,51
Lamar,PRECINCT 3F,Ballots Cast,,,,440,248,162,30
Lamar,PRECINCT 3G,Ballots Cast,,,,423,272,126,25
Lamar,PRECINCT 3H3C,Ballots Cast,,,,486,374,50,62
Lamar,PRECINCT 3I,Ballots Cast,,,,964,740,158,66
Lamar,PRECINCT 4A6E,Ballots Cast,,,,1013,800,108,105
Lamar,PRECINCT 4B,Ballots Cast,,,,1058,610,381,67
Lamar,PRECINCT 4D,Ballots Cast,,,,1001,652,297,52
Lamar,PRECINCT 4E,Ballots Cast,,,,1090,837,217,36
Lamar,PRECINCT 4F,Ballots Cast,,,,1292,977,224,91
Lamar,PRECINCT 4G,Ballots Cast,,,,1430,1135,204,91
Lamar,PRECINCT 1A3B,President,,REP,Donald J. Trump,1264,1022,142,100
Lamar,PRECINCT 1A5A,President,,REP,Donald J. Trump,486,388,69,29
Lamar,PRECINCT 1C,President,,REP,Donald J. Trump,245,197,39,9
Lamar,PRECINCT 1E,President,,REP,Donald J. Trump,485,312,160,13
Lamar,PRECINCT 1F,President,,REP,Donald J. Trump,883,581,254,48
Lamar,PRECINCT 1H,President,,REP,Donald J. Trump,422,278,128,16
Lamar,PRECINCT 1I,President,,REP,Donald J. Trump,229,134,85,10
Lamar,PRECINCT 2A1A,President,,REP,Donald J. Trump,200,157,32,11
Lamar,PRECINCT 2C3A,President,,REP,Donald J. Trump,793,583,161,49
Lamar,PRECINCT 2D,President,,REP,Donald J. Trump,370,188,171,11
Lamar,PRECINCT 2E,President,,REP,Donald J. Trump,371,224,129,18
Lamar,PRECINCT 2F,President,,REP,Donald J. Trump,139,55,83,1
Lamar,PRECINCT 2G,President,,REP,Donald J. Trump,424,308,103,13
Lamar,PRECINCT 3C7G,President,,REP,Donald J. Trump,1271,979,188,104
Lamar,PRECINCT 3D,President,,REP,Donald J. Trump,529,300,204,25
Lamar,PRECINCT 3E,President,,REP,Donald J. Trump,845,568,242,35
Lamar,PRECINCT 3F,President,,REP,Donald J. Trump,388,223,144,21
Lamar,PRECINCT 3G,President,,REP,Donald J. Trump,360,235,109,16
Lamar,PRECINCT 3H3C,President,,REP,Donald J. Trump,353,272,39,42
Lamar,PRECINCT 3I,President,,REP,Donald J. Trump,834,657,134,43
Lamar,PRECINCT 4A6E,President,,REP,Donald J. Trump,709,568,73,68
Lamar,PRECINCT 4B,President,,REP,Donald J. Trump,909,529,341,39
Lamar,PRECINCT 4D,President,,REP,Donald J. Trump,928,605,278,45
Lamar,PRECINCT 4E,President,,REP,Donald J. Trump,958,746,184,28
Lamar,PRECINCT 4F,President,,REP,Donald J. Trump,1098,863,188,47
Lamar,PRECINCT 4G,President,,REP,Donald J. Trump,1205,968,177,60
Lamar,PRECINCT 1A3B,President,,DEM,Joseph R. Biden,374,262,51,61
Lamar,PRECINCT 1A5A,President,,DEM,Joseph R. Biden,346,270,41,35
Lamar,PRECINCT 1C,President,,DEM,Joseph R. Biden,29,25,4,0
Lamar,PRECINCT 1E,President,,DEM,Joseph R. Biden,72,36,19,17
Lamar,PRECINCT 1F,President,,DEM,Joseph R. Biden,86,47,22,17
Lamar,PRECINCT 1H,President,,DEM,Joseph R. Biden,42,31,9,2
Lamar,PRECINCT 1I,President,,DEM,Joseph R. Biden,24,16,6,2
Lamar,PRECINCT 2A1A,President,,DEM,Joseph R. Biden,420,303,64,53
Lamar,PRECINCT 2C3A,President,,DEM,Joseph R. Biden,745,562,120,63
Lamar,PRECINCT 2D,President,,DEM,Joseph R. Biden,82,29,34,19
Lamar,PRECINCT 2E,President,,DEM,Joseph R. Biden,58,38,12,8
Lamar,PRECINCT 2F,President,,DEM,Joseph R. Biden,18,10,4,4
Lamar,PRECINCT 2G,President,,DEM,Joseph R. Biden,76,54,14,8
Lamar,PRECINCT 3C7G,President,,DEM,Joseph R. Biden,594,458,76,60
Lamar,PRECINCT 3D,President,,DEM,Joseph R. Biden,58,34,8,16
Lamar,PRECINCT 3E,President,,DEM,Joseph R. Biden,71,38,17,16
Lamar,PRECINCT 3F,President,,DEM,Joseph R. Biden,49,23,17,9
Lamar,PRECINCT 3G,President,,DEM,Joseph R. Biden,51,32,11,8
Lamar,PRECINCT 3H3C,President,,DEM,Joseph R. Biden,133,102,11,20
Lamar,PRECINCT 3I,President,,DEM,Joseph R. Biden,116,72,21,23
Lamar,PRECINCT 4A6E,President,,DEM,Joseph R. Biden,283,218,30,35
Lamar,PRECINCT 4B,President,,DEM,Joseph R. Biden,129,72,30,27
Lamar,PRECINCT 4D,President,,DEM,Joseph R. Biden,66,43,16,7
Lamar,PRECINCT 4E,President,,DEM,Joseph R. Biden,118,83,28,7
Lamar,PRECINCT 4F,President,,DEM,Joseph R. Biden,177,105,31,41
Lamar,PRECINCT 4G,President,,DEM,Joseph R. Biden,203,148,25,30
Lamar,PRECINCT 1A3B,President,,LIB,Jo Jorgensen,14,10,4,0
Lamar,PRECINCT 1A5A,President,,LIB,Jo Jorgensen,3,3,0,0
Lamar,PRECINCT 1C,President,,LIB,Jo Jorgensen,1,1,0,0
Lamar,PRECINCT 1E,President,,LIB,Jo Jorgensen,6,4,2,0
Lamar,PRECINCT 1F,President,,LIB,Jo Jorgensen,6,3,3,0
Lamar,PRECINCT 1H,President,,LIB,Jo Jorgensen,1,0,1,0
Lamar,PRECINCT 1I,President,,LIB,Jo Jorgensen,2,0,2,0
Lamar,PRECINCT 2A1A,President,,LIB,Jo Jorgensen,6,2,4,0
Lamar,PRECINCT 2C3A,President,,LIB,Jo Jorgensen,17,11,6,0
Lamar,PRECINCT 2D,President,,LIB,Jo Jorgensen,2,1,1,0
Lamar,PRECINCT 2E,President,,LIB,Jo Jorgensen,5,5,0,0
Lamar,PRECINCT 2F,President,,LIB,Jo Jorgensen,0,0,0,0
Lamar,PRECINCT 2G,President,,LIB,Jo Jorgensen,3,2,1,0
Lamar,PRECINCT 3C7G,President,,LIB,Jo Jorgensen,26,18,6,2
Lamar,PRECINCT 3D,President,,LIB,Jo Jorgensen,2,1,1,0
Lamar,PRECINCT 3E,President,,LIB,Jo Jorgensen,6,3,3,0
Lamar,PRECINCT 3F,President,,LIB,Jo Jorgensen,3,2,1,0
Lamar,PRECINCT 3G,President,,LIB,Jo Jorgensen,6,3,2,1
Lamar,PRECINCT 3H3C,President,,LIB,Jo Jorgensen,0,0,0,0
Lamar,PRECINCT 3I,President,,LIB,Jo Jorgensen,8,7,1,0
Lamar,PRECINCT 4A6E,President,,LIB,Jo Jorgensen,5,3,2,0
Lamar,PRECINCT 4B,President,,LIB,Jo Jorgensen,12,3,8,1
Lamar,PRECINCT 4D,President,,LIB,Jo Jorgensen,7,4,3,0
Lamar,PRECINCT 4E,President,,LIB,Jo Jorgensen,10,6,3,1
Lamar,PRECINCT 4F,President,,LIB,Jo Jorgensen,7,5,1,1
Lamar,PRECINCT 4G,President,,LIB,Jo Jorgensen,11,11,0,0
Lamar,PRECINCT 1A3B,President,,GRN,Howie Hawkins,1,1,0,0
Lamar,PRECINCT 1A5A,President,,GRN,Howie Hawkins,4,3,1,0
Lamar,PRECINCT 1C,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 1E,President,,GRN,Howie Hawkins,1,0,1,0
Lamar,PRECINCT 1F,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 1H,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 1I,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 2A1A,President,,GRN,Howie Hawkins,1,1,0,0
Lamar,PRECINCT 2C3A,President,,GRN,Howie Hawkins,4,2,2,0
Lamar,PRECINCT 2D,President,,GRN,Howie Hawkins,1,0,1,0
Lamar,PRECINCT 2E,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 2F,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 2G,President,,GRN,Howie Hawkins,1,0,1,0
Lamar,PRECINCT 3C7G,President,,GRN,Howie Hawkins,2,1,1,0
Lamar,PRECINCT 3D,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 3E,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 3F,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 3G,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 3H3C,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 3I,President,,GRN,Howie Hawkins,4,2,2,0
Lamar,PRECINCT 4A6E,President,,GRN,Howie Hawkins,2,2,0,0
