county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting
Lamar,PRECINCT 4B,President,,GRN,Howie Hawkins,1,1,0,0
Lamar,PRECINCT 4D,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 4E,President,,GRN,Howie Hawkins,0,0,0,0
Lamar,PRECINCT 4F,President,,GRN,Howie Hawkins,4,2,2,0
Lamar,PRECINCT 4G,President,,GRN,Howie Hawkins,1,0,1,0
Lamar,PRECINCT 1A3B,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 1A5A,President,,NON,WRITE-IN,2,1,0,1
Lamar,PRECINCT 1C,President,,NON,WRITE-IN,2,2,0,0
Lamar,PRECINCT 1E,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 1F,President,,NON,WRITE-IN,1,1,0,0
Lamar,PRECINCT 1H,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 1I,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 2A1A,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 2C3A,President,,NON,WRITE-IN,1,1,0,0
Lamar,PRECINCT 2D,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 2E,President,,NON,WRITE-IN,1,1,0,0
Lamar,PRECINCT 2F,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 2G,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 3C7G,President,,NON,WRITE-IN,4,4,0,0
Lamar,PRECINCT 3D,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 3E,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 3F,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 3G,President,,NON,WRITE-IN,1,0,1,0
Lamar,PRECINCT 3H3C,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 3I,President,,NON,WRITE-IN,1,1,0,0
Lamar,PRECINCT 4A6E,President,,NON,WRITE-IN,7,3,2,2
Lamar,PRECINCT 4B,President,,NON,WRITE-IN,2,2,0,0
Lamar,PRECINCT 4D,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 4E,President,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 4F,President,,NON,WRITE-IN,1,1,0,0
Lamar,PRECINCT 4G,President,,NON,WRITE-IN,1,1,0,0
Lamar,PRECINCT 1A3B,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 1A5A,President,,,OVER VOTES,1,0,0,1
Lamar,PRECINCT 1C,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 1E,President,,,OVER VOTES,1,0,0,1
Lamar,PRECINCT 1F,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 1H,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 1I,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 2A1A,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 2C3A,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 2D,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 2E,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 2F,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 2G,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 3C7G,President,,,OVER VOTES,1,0,0,1
Lamar,PRECINCT 3D,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 3E,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 3F,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 3G,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 3H3C,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 3I,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 4A6E,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 4B,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 4D,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 4E,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 4F,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 4G,President,,,OVER VOTES,0,0,0,0
Lamar,PRECINCT 1A3B,President,,,UNDER VOTES,7,6,1,0
Lamar,PRECINCT 1A5A,President,,,UNDER VOTES,2,1,1,0
Lamar,PRECINCT 1C,President,,,UNDER VOTES,1,0,1,0
Lamar,PRECINCT 1E,President,,,UNDER VOTES,1,0,1,0
Lamar,PRECINCT 1F,President,,,UNDER VOTES,6,3,3,0
Lamar,PRECINCT 1H,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 1I,President,,,UNDER VOTES,1,0,1,0
Lamar,PRECINCT 2A1A,President,,,UNDER VOTES,2,1,1,0
Lamar,PRECINCT 2C3A,President,,,UNDER VOTES,6,5,0,1
Lamar,PRECINCT 2D,President,,,UNDER VOTES,3,1,2,0
Lamar,PRECINCT 2E,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 2F,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 2G,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 3C7G,President,,,UNDER VOTES,4,3,1,0
Lamar,PRECINCT 3D,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 3E,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 3F,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 3G,President,,,UNDER VOTES,5,2,3,0
Lamar,PRECINCT 3H3C,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 3I,President,,,UNDER VOTES,1,1,0,0
Lamar,PRECINCT 4A6E,President,,,UNDER VOTES,7,6,1,0
Lamar,PRECINCT 4B,President,,,UNDER VOTES,5,3,2,0
Lamar,PRECINCT 4D,President,,,UNDER VOTES,0,0,0,0
Lamar,PRECINCT 4E,President,,,UNDER VOTES,4,2,2,0
Lamar,PRECINCT 4F,President,,,UNDER VOTES,5,1,2,2
Lamar,PRECINCT 4G,President,,,UNDER VOTES,9,7,1,1
Lamar,PRECINCT 1A3B,U.S. Senate,,REP,John Cornyn,1262,1022,140,100
Lamar,PRECINCT 1A5A,U.S. Senate,,REP,John Cornyn,479,381,66,32
Lamar,PRECINCT 1C,U.S. Senate,,REP,John Cornyn,243,195,39,9
Lamar,PRECINCT 1E,U.S. Senate,,REP,John Cornyn,476,308,154,14
Lamar,PRECINCT 1F,U.S. Senate,,REP,John Cornyn,864,567,248,49
Lamar,PRECINCT 1H,U.S. Senate,,REP,John Cornyn,413,272,124,17
Lamar,PRECINCT 1I,U.S. Senate,,REP,John Cornyn,220,124,86,10
Lamar,PRECINCT 2A1A,U.S. Senate,,REP,John Cornyn,196,152,30,14
Lamar,PRECINCT 2C3A,U.S. Senate,,REP,John Cornyn,755,556,153,46
Lamar,PRECINCT 2D,U.S. Senate,,REP,John Cornyn,359,182,165,12
Lamar,PRECINCT 2E,U.S. Senate,,REP,John Cornyn,362,220,127,15
Lamar,PRECINCT 2F,U.S. Senate,,REP,John Cornyn,135,54,80,1
Lamar,PRECINCT 2G,U.S. Senate,,REP,John Cornyn,396,291,93,12
Lamar,PRECINCT 3C7G,U.S. Senate,,REP,John Cornyn,1260,970,184,106
Lamar,PRECINCT 3D,U.S. Senate,,REP,John Cornyn,527,301,200,26
Lamar,PRECINCT 3E,U.S. Senate,,REP,John Cornyn,837,562,238,37
Lamar,PRECINCT 3F,U.S. Senate,,REP,John Cornyn,387,223,143,21
Lamar,PRECINCT 3G,U.S. Senate,,REP,John Cornyn,354,237,100,17
Lamar,PRECINCT 3H3C,U.S. Senate,,REP,John Cornyn,344,264,40,40
Lamar,PRECINCT 3I,U.S. Senate,,REP,John Cornyn,816,635,136,45
Lamar,PRECINCT 4A6E,U.S. Senate,,REP,John Cornyn,717,575,74,68
Lamar,PRECINCT 4B,U.S. Senate,,REP,John Cornyn,896,518,339,39
Lamar,PRECINCT 4D,U.S. Senate,,REP,John Cornyn,897,584,269,44
Lamar,PRECINCT 4E,U.S. Senate,,REP,John Cornyn,935,725,183,27
Lamar,PRECINCT 4F,U.S. Senate,,REP,John Cornyn,1076,841,185,50
Lamar,PRECINCT 4G,U.S. Senate,,REP,John Cornyn,1211,978,173,60
Lamar,PRECINCT 1A3B,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",345,245,43,57
Lamar,PRECINCT 1A5A,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",326,257,37,32
Lamar,PRECINCT 1C,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",28,23,5,0
Lamar,PRECINCT 1E,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",71,35,19,17
Lamar,PRECINCT 1F,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",88,48,25,15
Lamar,PRECINCT 1H,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",39,27,11,1
Lamar,PRECINCT 1I,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",20,16,2,2
Lamar,PRECINCT 2A1A,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",414,300,64,50
Lamar,PRECINCT 2C3A,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",742,563,116,63
Lamar,PRECINCT 2D,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",81,30,34,17
Lamar,PRECINCT 2E,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",58,38,12,8
Lamar,PRECINCT 2F,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",18,10,4,4
Lamar,PRECINCT 2G,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",87,58,21,8
Lamar,PRECINCT 3C7G,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",576,452,69,55
Lamar,PRECINCT 3D,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",57,32,10,15
Lamar,PRECINCT 3E,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",58,33,13,12
Lamar,PRECINCT 3F,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",46,22,15,9
Lamar,PRECINCT 3G,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",50,27,16,7
Lamar,PRECINCT 3H3C,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",128,100,10,18
Lamar,PRECINCT 3I,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",114,74,21,19
Lamar,PRECINCT 4A6E,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",265,202,31,32
Lamar,PRECINCT 4B,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",127,71,30,26
Lamar,PRECINCT 4D,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",69,46,16,7
Lamar,PRECINCT 4E,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",118,83,27,8
Lamar,PRECINCT 4F,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",164,96,29,39
Lamar,PRECINCT 4G,U.S. Senate,,DEM,"Mary ""MJ"" Hegar ",175,124,23,28
Lamar,PRECINCT 1A3B,U.S. Senate,,LIB,Kerry Douglas McKennon,24,14,10,0
Lamar,PRECINCT 1A5A,U.S. Senate,,LIB,Kerry Douglas McKennon,13,11,2,0
Lamar,PRECINCT 1C,U.S. Senate,,LIB,Kerry Douglas McKennon,1,1,0,0
Lamar,PRECINCT 1E,U.S. Senate,,LIB,Kerry Douglas McKennon,9,5,4,0
Lamar,PRECINCT 1F,U.S. Senate,,LIB,Kerry Douglas McKennon,10,8,2,0
Lamar,PRECINCT 1H,U.S. Senate,,LIB,Kerry Douglas McKennon,10,7,3,0
Lamar,PRECINCT 1I,U.S. Senate,,LIB,Kerry Douglas McKennon,4,4,0,0
Lamar,PRECINCT 2A1A,U.S. Senate,,LIB,Kerry Douglas McKennon,5,1,4,0
Lamar,PRECINCT 2C3A,U.S. Senate,,LIB,Kerry Douglas McKennon,29,21,8,0
Lamar,PRECINCT 2D,U.S. Senate,,LIB,Kerry Douglas McKennon,3,0,3,0
Lamar,PRECINCT 2E,U.S. Senate,,LIB,Kerry Douglas McKennon,6,5,0,1
Lamar,PRECINCT 2F,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Lamar,PRECINCT 2G,U.S. Senate,,LIB,Kerry Douglas McKennon,8,4,3,1
Lamar,PRECINCT 3C7G,U.S. Senate,,LIB,Kerry Douglas McKennon,20,14,5,1
Lamar,PRECINCT 3D,U.S. Senate,,LIB,Kerry Douglas McKennon,1,0,1,0
Lamar,PRECINCT 3E,U.S. Senate,,LIB,Kerry Douglas McKennon,12,6,6,0
Lamar,PRECINCT 3F,U.S. Senate,,LIB,Kerry Douglas McKennon,3,1,2,0
Lamar,PRECINCT 3G,U.S. Senate,,LIB,Kerry Douglas McKennon,5,3,2,0
Lamar,PRECINCT 3H3C,U.S. Senate,,LIB,Kerry Douglas McKennon,5,4,0,1
Lamar,PRECINCT 3I,U.S. Senate,,LIB,Kerry Douglas McKennon,15,14,1,0
Lamar,PRECINCT 4A6E,U.S. Senate,,LIB,Kerry Douglas McKennon,9,4,3,2
Lamar,PRECINCT 4B,U.S. Senate,,LIB,Kerry Douglas McKennon,17,9,7,1
Lamar,PRECINCT 4D,U.S. Senate,,LIB,Kerry Douglas McKennon,14,9,4,1
Lamar,PRECINCT 4E,U.S. Senate,,LIB,Kerry Douglas McKennon,15,11,3,1
Lamar,PRECINCT 4F,U.S. Senate,,LIB,Kerry Douglas McKennon,25,22,3,0
Lamar,PRECINCT 4G,U.S. Senate,,LIB,Kerry Douglas McKennon,13,11,1,1
Lamar,PRECINCT 1A3B,U.S. Senate,,GRN,David B. Collins,2,1,1,0
Lamar,PRECINCT 1A5A,U.S. Senate,,GRN,David B. Collins,7,5,1,1
Lamar,PRECINCT 1C,U.S. Senate,,GRN,David B. Collins,2,2,0,0
Lamar,PRECINCT 1E,U.S. Senate,,GRN,David B. Collins,3,0,3,0
Lamar,PRECINCT 1F,U.S. Senate,,GRN,David B. Collins,2,0,2,0
Lamar,PRECINCT 1H,U.S. Senate,,GRN,David B. Collins,1,1,0,0
Lamar,PRECINCT 1I,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Lamar,PRECINCT 2A1A,U.S. Senate,,GRN,David B. Collins,4,3,1,0
Lamar,PRECINCT 2C3A,U.S. Senate,,GRN,David B. Collins,18,12,6,0
Lamar,PRECINCT 2D,U.S. Senate,,GRN,David B. Collins,3,2,1,0
Lamar,PRECINCT 2E,U.S. Senate,,GRN,David B. Collins,1,0,0,1
Lamar,PRECINCT 2F,U.S. Senate,,GRN,David B. Collins,2,1,1,0
Lamar,PRECINCT 2G,U.S. Senate,,GRN,David B. Collins,1,1,0,0
Lamar,PRECINCT 3C7G,U.S. Senate,,GRN,David B. Collins,16,9,5,2
Lamar,PRECINCT 3D,U.S. Senate,,GRN,David B. Collins,1,0,1,0
Lamar,PRECINCT 3E,U.S. Senate,,GRN,David B. Collins,4,1,1,2
Lamar,PRECINCT 3F,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Lamar,PRECINCT 3G,U.S. Senate,,GRN,David B. Collins,1,1,0,0
Lamar,PRECINCT 3H3C,U.S. Senate,,GRN,David B. Collins,1,1,0,0
Lamar,PRECINCT 3I,U.S. Senate,,GRN,David B. Collins,3,3,0,0
Lamar,PRECINCT 4A6E,U.S. Senate,,GRN,David B. Collins,5,5,0,0
Lamar,PRECINCT 4B,U.S. Senate,,GRN,David B. Collins,2,2,0,0
Lamar,PRECINCT 4D,U.S. Senate,,GRN,David B. Collins,6,3,3,0
Lamar,PRECINCT 4E,U.S. Senate,,GRN,David B. Collins,2,2,0,0
Lamar,PRECINCT 4F,U.S. Senate,,GRN,David B. Collins,9,6,3,0
Lamar,PRECINCT 4G,U.S. Senate,,GRN,David B. Collins,3,2,1,0
Lamar,PRECINCT 1A3B,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 1A5A,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 1C,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 1E,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Lamar,PRECINCT 1F,U.S. Senate,,NON,WRITE-IN,2,1,1,0
