county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Cass,Precinct 1,Ballots Cast,,REP,,,,,1102
Cass,Precinct 1,President,,REP,Bill Weld,0,8,2,10
Cass,Precinct 1,President,,REP,Matthew John Matern,0,0,1,1
Cass,Precinct 1,President,,REP,Donald J. Trump,50,435,363,848
Cass,Precinct 1,President,,REP,Joe Walsh,0,4,0,4
Cass,Precinct 1,President,,REP,Zoltan G. Istvan,0,0,0,0
Cass,Precinct 1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,1,1,2
Cass,Precinct 1,President,,REP,Bob Ely,0,0,1,1
Cass,Precinct 1,President,,REP,Uncommitted,2,10,4,16
Cass,Precinct 1,President,,REP,Ballots Cast,52,458,372,882
Cass,Precinct 1,President,,REP,Over Votes:,0,0,0,0
Cass,Precinct 1,President,,REP,Under Votes:,1,7,10,18
Cass,Precinct 1,U.S. Senate,,REP,Virgil Bierschwale,0,9,7,16
Cass,Precinct 1,U.S. Senate,,REP,John Cornyn,45,325,236,606
Cass,Precinct 1,U.S. Senate,,REP,John Anthony Castro,1,10,19,30
Cass,Precinct 1,U.S. Senate,,REP,Dwayne Stovall,3,55,47,105
Cass,Precinct 1,U.S. Senate,,REP,Mark Yancey,2,22,34,58
Cass,Precinct 1,U.S. Senate,,REP,Ballots Cast,51,421,343,815
Cass,Precinct 1,U.S. Senate,,REP,Over Votes:,0,0,0,0
Cass,Precinct 1,U.S. Senate,,REP,Under Votes:,2,44,39,85
Cass,Precinct 1,U.S. House,4,REP,John Ratcliffe,51,419,348,818
Cass,Precinct 1,U.S. House,4,REP,Ballots Cast,51,419,348,818
Cass,Precinct 1,U.S. House,4,REP,Over Votes:,0,0,0,0
Cass,Precinct 1,U.S. House,4,REP,Under Votes:,2,46,34,82
Cass,Precinct 1,Railroad Commissioner,,REP,Ryan Sitton,19,146,114,279
Cass,Precinct 1,Railroad Commissioner,,REP,"James ""Jim"" Wright",28,239,215,482
Cass,Precinct 1,Railroad Commissioner,,REP,Ballots Cast,47,385,329,761
Cass,Precinct 1,Railroad Commissioner,,REP,Over Votes:,0,0,0,0
Cass,Precinct 1,Railroad Commissioner,,REP,Under Votes:,6,80,53,139
Cass,Precinct 1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,45,393,319,757
Cass,Precinct 1,"Chief Justice, Supreme Court",,REP,Ballots Cast,45,393,319,757
Cass,Precinct 1,"Chief Justice, Supreme Court",,REP,Over Votes:,0,0,0,0
Cass,Precinct 1,"Chief Justice, Supreme Court",,REP,Under Votes:,8,72,63,143
Cass,Precinct 1,Ballots Cast,,REP,,,,,1102
Cass,Precinct 1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Jane Bland,44,374,310,728
Cass,Precinct 1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Ballots Cast,44,374,310,728
Cass,Precinct 1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Over Votes:,0,0,0,0
Cass,Precinct 1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Under Votes:,9,91,72,172
Cass,Precinct 1,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,45,374,315,734
Cass,Precinct 1,"Justice, Supreme Court, Place 7",,REP,Ballots Cast,45,374,315,734
Cass,Precinct 1,"Justice, Supreme Court, Place 7",,REP,Over Votes:,0,0,0,0
Cass,Precinct 1,"Justice, Supreme Court, Place 7",,REP,Under Votes:,8,91,67,166
Cass,Precinct 1,"Justice, Supreme Court, Place 8",,REP,Brett Busby,45,374,313,732
Cass,Precinct 1,"Justice, Supreme Court, Place 8",,REP,Ballots Cast,45,374,313,732
Cass,Precinct 1,"Justice, Supreme Court, Place 8",,REP,Over Votes:,0,0,0,0
Cass,Precinct 1,"Justice, Supreme Court, Place 8",,REP,Under Votes:,8,91,69,168
Cass,Precinct 1,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,21,197,172,390
Cass,Precinct 1,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,24,184,151,359
Cass,Precinct 1,"Judge, Court of Criminal Appeals, Place 3",,REP,Ballots Cast,45,381,323,749
