county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Washington,Precinct 413,BALLOTS CAST,,DEM,BALLOTS CAST,55,26,27,2,0
Washington,Precinct 414,BALLOTS CAST,,DEM,BALLOTS CAST,35,12,20,3,0
Washington,Precinct 418,BALLOTS CAST,,DEM,BALLOTS CAST,61,32,27,2,0
Washington,Precinct 419,BALLOTS CAST,,DEM,BALLOTS CAST,53,22,26,5,0
Washington,Precinct 101,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 104,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 109,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 115,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,1,1,0,0,0
Washington,Precinct 117,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 121,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 202,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 203,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 205,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 208,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 307,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 311,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,1,1,0,0,0
Washington,Precinct 312,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 316,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 320,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 406,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 410,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 413,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 414,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 418,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 419,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Washington,Precinct 101,President,,REP,Donald J. Trump,240,147,79,14,0
Washington,Precinct 104,President,,REP,Donald J. Trump,89,40,44,5,0
Washington,Precinct 109,President,,REP,Donald J. Trump,294,160,126,8,0
Washington,Precinct 115,President,,REP,Donald J. Trump,228,80,142,6,0
Washington,Precinct 117,President,,REP,Donald J. Trump,0,0,0,0,0
Washington,Precinct 121,President,,REP,Donald J. Trump,13,2,11,0,0
Washington,Precinct 202,President,,REP,Donald J. Trump,30,15,11,4,0
Washington,Precinct 203,President,,REP,Donald J. Trump,444,234,192,18,0
Washington,Precinct 205,President,,REP,Donald J. Trump,553,189,334,30,0
Washington,Precinct 208,President,,REP,Donald J. Trump,389,169,213,7,0
Washington,Precinct 307,President,,REP,Donald J. Trump,270,85,176,9,0
Washington,Precinct 311,President,,REP,Donald J. Trump,281,117,150,14,0
Washington,Precinct 312,President,,REP,Donald J. Trump,292,125,158,9,0
Washington,Precinct 316,President,,REP,Donald J. Trump,38,11,25,2,0
Washington,Precinct 320,President,,REP,Donald J. Trump,533,198,316,19,0
Washington,Precinct 406,President,,REP,Donald J. Trump,299,97,190,12,0
Washington,Precinct 410,President,,REP,Donald J. Trump,272,150,111,11,0
Washington,Precinct 413,President,,REP,Donald J. Trump,225,104,109,12,0
Washington,Precinct 414,President,,REP,Donald J. Trump,220,67,137,16,0
Washington,Precinct 418,President,,REP,Donald J. Trump,98,31,65,2,0
Washington,Precinct 419,President,,REP,Donald J. Trump,90,29,58,3,0
Washington,Precinct 101,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 104,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 109,President,,REP,Zoltan G. Istvan,1,0,1,0,0
Washington,Precinct 115,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 117,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 121,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 202,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 203,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 205,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 208,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 307,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 311,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 312,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 316,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 320,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 406,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 410,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 413,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 414,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 418,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 419,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Washington,Precinct 101,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 104,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 109,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 115,President,,REP,Matthew John Matern,1,0,1,0,0
Washington,Precinct 117,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 121,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 202,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 203,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 205,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 208,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 307,President,,REP,Matthew John Matern,2,0,2,0,0
Washington,Precinct 311,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 312,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 316,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 320,President,,REP,Matthew John Matern,2,1,1,0,0
Washington,Precinct 406,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 410,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 413,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 414,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 418,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 419,President,,REP,Matthew John Matern,0,0,0,0,0
Washington,Precinct 101,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 104,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 109,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 115,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 117,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 121,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 202,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 203,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 205,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 208,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 307,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 311,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 312,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 316,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 320,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 406,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 410,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 413,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 414,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 418,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 419,President,,REP,Bob Ely,0,0,0,0,0
Washington,Precinct 101,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 104,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 109,President,,REP,Bill Weld,2,1,1,0,0
Washington,Precinct 115,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 117,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 121,President,,REP,Bill Weld,1,1,0,0,0
Washington,Precinct 202,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 203,President,,REP,Bill Weld,5,2,3,0,0
Washington,Precinct 205,President,,REP,Bill Weld,2,1,1,0,0
Washington,Precinct 208,President,,REP,Bill Weld,1,0,1,0,0
Washington,Precinct 307,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 311,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 312,President,,REP,Bill Weld,1,1,0,0,0
Washington,Precinct 316,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 320,President,,REP,Bill Weld,1,0,1,0,0
Washington,Precinct 406,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 410,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 413,President,,REP,Bill Weld,1,0,1,0,0
Washington,Precinct 414,President,,REP,Bill Weld,1,0,1,0,0
Washington,Precinct 418,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 419,President,,REP,Bill Weld,0,0,0,0,0
Washington,Precinct 101,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 104,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Washington,Precinct 109,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 115,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Washington,Precinct 117,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 121,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 202,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 203,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 205,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Washington,Precinct 208,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 307,President,,REP,Roque Rocky DeLa Fuente Guerra,1,1,0,0,0
Washington,Precinct 311,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 312,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Washington,Precinct 316,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 320,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 406,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 410,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 413,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 414,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 418,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 419,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Washington,Precinct 101,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 104,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 109,President,,REP,Joe Walsh,1,1,0,0,0
Washington,Precinct 115,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 117,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 121,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 202,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 203,President,,REP,Joe Walsh,1,0,1,0,0
Washington,Precinct 205,President,,REP,Joe Walsh,2,1,1,0,0
Washington,Precinct 208,President,,REP,Joe Walsh,3,2,1,0,0
Washington,Precinct 307,President,,REP,Joe Walsh,2,0,2,0,0
Washington,Precinct 311,President,,REP,Joe Walsh,2,1,1,0,0
Washington,Precinct 312,President,,REP,Joe Walsh,1,0,1,0,0
Washington,Precinct 316,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 320,President,,REP,Joe Walsh,3,1,2,0,0
Washington,Precinct 406,President,,REP,Joe Walsh,2,1,1,0,0
Washington,Precinct 410,President,,REP,Joe Walsh,1,0,0,1,0
Washington,Precinct 413,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 414,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 418,President,,REP,Joe Walsh,1,0,1,0,0
Washington,Precinct 419,President,,REP,Joe Walsh,0,0,0,0,0
Washington,Precinct 101,President,,REP,Uncommitted,1,1,0,0,0
Washington,Precinct 104,President,,REP,Uncommitted,5,1,4,0,0
Washington,Precinct 109,President,,REP,Uncommitted,7,4,2,1,0
Washington,Precinct 115,President,,REP,Uncommitted,6,0,6,0,0
Washington,Precinct 117,President,,REP,Uncommitted,0,0,0,0,0
Washington,Precinct 121,President,,REP,Uncommitted,1,1,0,0,0
Washington,Precinct 202,President,,REP,Uncommitted,0,0,0,0,0
Washington,Precinct 203,President,,REP,Uncommitted,5,2,3,0,0
Washington,Precinct 205,President,,REP,Uncommitted,15,2,13,0,0
Washington,Precinct 208,President,,REP,Uncommitted,6,3,3,0,0
Washington,Precinct 307,President,,REP,Uncommitted,8,0,8,0,0
Washington,Precinct 311,President,,REP,Uncommitted,5,1,4,0,0
Washington,Precinct 312,President,,REP,Uncommitted,3,2,1,0,0
Washington,Precinct 316,President,,REP,Uncommitted,1,1,0,0,0
Washington,Precinct 320,President,,REP,Uncommitted,17,6,11,0,0
Washington,Precinct 406,President,,REP,Uncommitted,11,6,5,0,0
Washington,Precinct 410,President,,REP,Uncommitted,2,1,1,0,0
Washington,Precinct 413,President,,REP,Uncommitted,6,3,3,0,0
Washington,Precinct 414,President,,REP,Uncommitted,3,1,2,0,0
Washington,Precinct 418,President,,REP,Uncommitted,1,0,1,0,0
Washington,Precinct 419,President,,REP,Uncommitted,2,1,1,0,0
Washington,Precinct 101,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 104,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 109,President,,REP,OVER VOTES,1,0,1,0,0
Washington,Precinct 115,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 117,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 121,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 202,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 203,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 205,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 208,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 307,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 311,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 312,President,,REP,OVER VOTES,1,0,1,0,0
Washington,Precinct 316,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 320,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 406,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 410,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 413,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 414,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 418,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 419,President,,REP,OVER VOTES,0,0,0,0,0
Washington,Precinct 101,President,,REP,UNDER VOTES,4,2,1,1,0
Washington,Precinct 104,President,,REP,UNDER VOTES,1,0,1,0,0
Washington,Precinct 109,President,,REP,UNDER VOTES,5,3,1,1,0
Washington,Precinct 115,President,,REP,UNDER VOTES,4,3,1,0,0
Washington,Precinct 117,President,,REP,UNDER VOTES,0,0,0,0,0
Washington,Precinct 121,President,,REP,UNDER VOTES,0,0,0,0,0
Washington,Precinct 202,President,,REP,UNDER VOTES,0,0,0,0,0
Washington,Precinct 203,President,,REP,UNDER VOTES,2,1,1,0,0
Washington,Precinct 205,President,,REP,UNDER VOTES,9,4,5,0,0
Washington,Precinct 208,President,,REP,UNDER VOTES,3,0,3,0,0
Washington,Precinct 307,President,,REP,UNDER VOTES,2,0,2,0,0
Washington,Precinct 311,President,,REP,UNDER VOTES,1,1,0,0,0
Washington,Precinct 312,President,,REP,UNDER VOTES,4,1,3,0,0
Washington,Precinct 316,President,,REP,UNDER VOTES,0,0,0,0,0
Washington,Precinct 320,President,,REP,UNDER VOTES,4,2,2,0,0
Washington,Precinct 406,President,,REP,UNDER VOTES,1,1,0,0,0
Washington,Precinct 410,President,,REP,UNDER VOTES,0,0,0,0,0
Washington,Precinct 413,President,,REP,UNDER VOTES,0,0,0,0,0
Washington,Precinct 414,President,,REP,UNDER VOTES,0,0,0,0,0
Washington,Precinct 418,President,,REP,UNDER VOTES,2,0,2,0,0
Washington,Precinct 419,President,,REP,UNDER VOTES,1,0,1,0,0
Washington,Precinct 101,U.S. Senate,,REP,Mark Yancey,23,19,2,2,0
Washington,Precinct 104,U.S. Senate,,REP,Mark Yancey,14,8,6,0,0
Washington,Precinct 109,U.S. Senate,,REP,Mark Yancey,21,10,9,2,0
Washington,Precinct 115,U.S. Senate,,REP,Mark Yancey,16,9,7,0,0
Washington,Precinct 117,U.S. Senate,,REP,Mark Yancey,0,0,0,0,0
Washington,Precinct 121,U.S. Senate,,REP,Mark Yancey,0,0,0,0,0
Washington,Precinct 202,U.S. Senate,,REP,Mark Yancey,6,3,2,1,0
Washington,Precinct 203,U.S. Senate,,REP,Mark Yancey,38,31,7,0,0
Washington,Precinct 205,U.S. Senate,,REP,Mark Yancey,53,20,30,3,0
Washington,Precinct 208,U.S. Senate,,REP,Mark Yancey,41,21,18,2,0
Washington,Precinct 307,U.S. Senate,,REP,Mark Yancey,22,10,12,0,0
Washington,Precinct 311,U.S. Senate,,REP,Mark Yancey,30,16,14,0,0
Washington,Precinct 312,U.S. Senate,,REP,Mark Yancey,23,15,7,1,0
Washington,Precinct 316,U.S. Senate,,REP,Mark Yancey,3,0,3,0,0
Washington,Precinct 320,U.S. Senate,,REP,Mark Yancey,52,23,29,0,0
Washington,Precinct 406,U.S. Senate,,REP,Mark Yancey,27,14,13,0,0
Washington,Precinct 410,U.S. Senate,,REP,Mark Yancey,15,8,7,0,0
Washington,Precinct 413,U.S. Senate,,REP,Mark Yancey,31,18,13,0,0
Washington,Precinct 414,U.S. Senate,,REP,Mark Yancey,19,8,11,0,0
Washington,Precinct 418,U.S. Senate,,REP,Mark Yancey,4,2,2,0,0
Washington,Precinct 419,U.S. Senate,,REP,Mark Yancey,10,2,7,1,0
Washington,Precinct 101,U.S. Senate,,REP,John Cornyn,173,96,67,10,0
Washington,Precinct 104,U.S. Senate,,REP,John Cornyn,65,27,33,5,0
Washington,Precinct 109,U.S. Senate,,REP,John Cornyn,231,128,96,7,0
Washington,Precinct 115,U.S. Senate,,REP,John Cornyn,177,53,118,6,0
Washington,Precinct 117,U.S. Senate,,REP,John Cornyn,0,0,0,0,0
Washington,Precinct 121,U.S. Senate,,REP,John Cornyn,12,2,10,0,0
Washington,Precinct 202,U.S. Senate,,REP,John Cornyn,20,10,7,3,0
Washington,Precinct 203,U.S. Senate,,REP,John Cornyn,347,163,166,18,0
Washington,Precinct 205,U.S. Senate,,REP,John Cornyn,455,144,284,27,0
Washington,Precinct 208,U.S. Senate,,REP,John Cornyn,312,128,179,5,0
Washington,Precinct 307,U.S. Senate,,REP,John Cornyn,225,58,158,9,0
