county,precinct,office,district,candidate,party,election_day,early_voting,mail,votes
Johnson,Pct 33,U.S. House,25,Julie Oliver,DEM,13,111,14,138
Johnson,Pct 34,U.S. House,25,Julie Oliver,DEM,51,238,104,393
Johnson,Pct 35,U.S. House,25,Julie Oliver,DEM,53,433,75,561
Johnson,Pct 36,U.S. House,25,Julie Oliver,DEM,39,129,22,190
Johnson,Pct 1,U.S. House,25,Bill Kelsey,LBT,0,14,0,14
Johnson,Pct 2,U.S. House,25,Bill Kelsey,LBT,19,46,4,69
Johnson,Pct 3,U.S. House,25,Bill Kelsey,LBT,20,37,2,59
Johnson,Pct 4,U.S. House,25,Bill Kelsey,LBT,29,57,2,88
Johnson,Pct 5,U.S. House,25,Bill Kelsey,LBT,9,26,0,35
Johnson,Pct 6,U.S. House,25,Bill Kelsey,LBT,1,6,0,7
Johnson,Pct 7,U.S. House,25,Bill Kelsey,LBT,20,43,3,66
Johnson,Pct 8,U.S. House,25,Bill Kelsey,LBT,28,81,3,112
Johnson,Pct 9,U.S. House,25,Bill Kelsey,LBT,1,10,0,11
Johnson,Pct 10,U.S. House,25,Bill Kelsey,LBT,10,45,0,55
Johnson,Pct 11,U.S. House,25,Bill Kelsey,LBT,10,22,3,35
Johnson,Pct 12,U.S. House,25,Bill Kelsey,LBT,6,25,2,33
Johnson,Pct 13,U.S. House,25,Bill Kelsey,LBT,8,16,1,25
Johnson,Pct 14,U.S. House,25,Bill Kelsey,LBT,2,8,1,11
Johnson,Pct 15,U.S. House,25,Bill Kelsey,LBT,6,19,2,27
Johnson,Pct 16,U.S. House,25,Bill Kelsey,LBT,0,6,0,6
Johnson,Pct 17,U.S. House,25,Bill Kelsey,LBT,10,27,3,40
Johnson,Pct 18,U.S. House,25,Bill Kelsey,LBT,7,42,1,50
Johnson,Pct 19,U.S. House,25,Bill Kelsey,LBT,19,49,3,71
Johnson,Pct 20,U.S. House,25,Bill Kelsey,LBT,5,9,1,15
Johnson,Pct 21,U.S. House,25,Bill Kelsey,LBT,3,14,1,18
Johnson,Pct 22,U.S. House,25,Bill Kelsey,LBT,22,29,0,51
Johnson,Pct 23,U.S. House,25,Bill Kelsey,LBT,8,22,0,30
Johnson,Pct 24,U.S. House,25,Bill Kelsey,LBT,2,8,0,10
Johnson,Pct 25,U.S. House,25,Bill Kelsey,LBT,2,24,1,27
Johnson,Pct 26,U.S. House,25,Bill Kelsey,LBT,0,9,3,12
Johnson,Pct 27,U.S. House,25,Bill Kelsey,LBT,4,10,3,17
Johnson,Pct 28,U.S. House,25,Bill Kelsey,LBT,9,16,0,25
Johnson,Pct 29,U.S. House,25,Bill Kelsey,LBT,8,7,0,15
Johnson,Pct 30,U.S. House,25,Bill Kelsey,LBT,0,10,0,10
Johnson,Pct 31,U.S. House,25,Bill Kelsey,LBT,6,9,0,15
Johnson,Pct 32,U.S. House,25,Bill Kelsey,LBT,11,32,1,44
Johnson,Pct 33,U.S. House,25,Bill Kelsey,LBT,4,16,1,21
Johnson,Pct 34,U.S. House,25,Bill Kelsey,LBT,9,18,0,27
Johnson,Pct 35,U.S. House,25,Bill Kelsey,LBT,7,28,1,36
Johnson,Pct 36,U.S. House,25,Bill Kelsey,LBT,9,7,0,16
Johnson,Pct 1,Railroad Commissioner,,"James ""Jim"" Wright",REP,64,718,14,796
Johnson,Pct 2,Railroad Commissioner,,"James ""Jim"" Wright",REP,495,2295,152,2942
Johnson,Pct 3,Railroad Commissioner,,"James ""Jim"" Wright",REP,420,1873,149,2442
Johnson,Pct 4,Railroad Commissioner,,"James ""Jim"" Wright",REP,572,2434,168,3174
Johnson,Pct 5,Railroad Commissioner,,"James ""Jim"" Wright",REP,354,1864,129,2347
Johnson,Pct 6,Railroad Commissioner,,"James ""Jim"" Wright",REP,41,263,27,331
Johnson,Pct 7,Railroad Commissioner,,"James ""Jim"" Wright",REP,556,2879,233,3668
Johnson,Pct 8,Railroad Commissioner,,"James ""Jim"" Wright",REP,370,2791,109,3270
Johnson,Pct 9,Railroad Commissioner,,"James ""Jim"" Wright",REP,80,588,22,690
Johnson,Pct 10,Railroad Commissioner,,"James ""Jim"" Wright",REP,255,1566,51,1872
Johnson,Pct 11,Railroad Commissioner,,"James ""Jim"" Wright",REP,418,1668,130,2216
Johnson,Pct 12,Railroad Commissioner,,"James ""Jim"" Wright",REP,277,1319,101,1697
Johnson,Pct 13,Railroad Commissioner,,"James ""Jim"" Wright",REP,205,853,65,1123
Johnson,Pct 14,Railroad Commissioner,,"James ""Jim"" Wright",REP,23,263,13,299
Johnson,Pct 15,Railroad Commissioner,,"James ""Jim"" Wright",REP,182,692,60,934
Johnson,Pct 16,Railroad Commissioner,,"James ""Jim"" Wright",REP,23,288,12,323
Johnson,Pct 17,Railroad Commissioner,,"James ""Jim"" Wright",REP,264,1128,110,1502
Johnson,Pct 18,Railroad Commissioner,,"James ""Jim"" Wright",REP,206,1515,155,1876
Johnson,Pct 19,Railroad Commissioner,,"James ""Jim"" Wright",REP,346,2824,179,3349
Johnson,Pct 20,Railroad Commissioner,,"James ""Jim"" Wright",REP,89,331,15,435
Johnson,Pct 21,Railroad Commissioner,,"James ""Jim"" Wright",REP,117,796,49,962
Johnson,Pct 22,Railroad Commissioner,,"James ""Jim"" Wright",REP,340,1371,121,1832
Johnson,Pct 23,Railroad Commissioner,,"James ""Jim"" Wright",REP,367,1046,55,1468
Johnson,Pct 24,Railroad Commissioner,,"James ""Jim"" Wright",REP,95,713,27,835
Johnson,Pct 25,Railroad Commissioner,,"James ""Jim"" Wright",REP,91,578,12,681
Johnson,Pct 26,Railroad Commissioner,,"James ""Jim"" Wright",REP,179,768,32,979
Johnson,Pct 27,Railroad Commissioner,,"James ""Jim"" Wright",REP,169,1290,57,1516
Johnson,Pct 28,Railroad Commissioner,,"James ""Jim"" Wright",REP,156,937,42,1135
Johnson,Pct 29,Railroad Commissioner,,"James ""Jim"" Wright",REP,135,552,29,716
Johnson,Pct 30,Railroad Commissioner,,"James ""Jim"" Wright",REP,146,833,16,995
Johnson,Pct 31,Railroad Commissioner,,"James ""Jim"" Wright",REP,147,652,57,856
Johnson,Pct 32,Railroad Commissioner,,"James ""Jim"" Wright",REP,323,1426,88,1837
Johnson,Pct 33,Railroad Commissioner,,"James ""Jim"" Wright",REP,99,615,26,740
Johnson,Pct 34,Railroad Commissioner,,"James ""Jim"" Wright",REP,229,822,72,1123
Johnson,Pct 35,Railroad Commissioner,,"James ""Jim"" Wright",REP,274,2022,99,2395
Johnson,Pct 36,Railroad Commissioner,,"James ""Jim"" Wright",REP,96,294,18,408
Johnson,Pct 1,Railroad Commissioner,,Chrysta Castaneda,DEM,6,111,10,127
Johnson,Pct 2,Railroad Commissioner,,Chrysta Castaneda,DEM,98,509,99,706
Johnson,Pct 3,Railroad Commissioner,,Chrysta Castaneda,DEM,83,544,89,716
Johnson,Pct 4,Railroad Commissioner,,Chrysta Castaneda,DEM,138,781,109,1028
Johnson,Pct 5,Railroad Commissioner,,Chrysta Castaneda,DEM,76,455,105,636
Johnson,Pct 6,Railroad Commissioner,,Chrysta Castaneda,DEM,2,50,13,65
Johnson,Pct 7,Railroad Commissioner,,Chrysta Castaneda,DEM,98,763,142,1003
Johnson,Pct 8,Railroad Commissioner,,Chrysta Castaneda,DEM,181,1771,118,2070
Johnson,Pct 9,Railroad Commissioner,,Chrysta Castaneda,DEM,9,62,14,85
Johnson,Pct 10,Railroad Commissioner,,Chrysta Castaneda,DEM,77,452,38,567
Johnson,Pct 11,Railroad Commissioner,,Chrysta Castaneda,DEM,74,337,62,473
Johnson,Pct 12,Railroad Commissioner,,Chrysta Castaneda,DEM,63,255,61,379
Johnson,Pct 13,Railroad Commissioner,,Chrysta Castaneda,DEM,40,161,37,238
Johnson,Pct 14,Railroad Commissioner,,Chrysta Castaneda,DEM,4,20,8,32
Johnson,Pct 15,Railroad Commissioner,,Chrysta Castaneda,DEM,21,114,35,170
Johnson,Pct 16,Railroad Commissioner,,Chrysta Castaneda,DEM,9,56,10,75
Johnson,Pct 17,Railroad Commissioner,,Chrysta Castaneda,DEM,80,368,60,508
Johnson,Pct 18,Railroad Commissioner,,Chrysta Castaneda,DEM,79,409,102,590
Johnson,Pct 19,Railroad Commissioner,,Chrysta Castaneda,DEM,75,656,122,853
Johnson,Pct 20,Railroad Commissioner,,Chrysta Castaneda,DEM,57,187,24,268
Johnson,Pct 21,Railroad Commissioner,,Chrysta Castaneda,DEM,23,140,18,181
Johnson,Pct 22,Railroad Commissioner,,Chrysta Castaneda,DEM,114,468,87,669
Johnson,Pct 23,Railroad Commissioner,,Chrysta Castaneda,DEM,39,154,37,230
Johnson,Pct 24,Railroad Commissioner,,Chrysta Castaneda,DEM,8,145,15,168
Johnson,Pct 25,Railroad Commissioner,,Chrysta Castaneda,DEM,28,172,12,212
Johnson,Pct 26,Railroad Commissioner,,Chrysta Castaneda,DEM,27,108,15,150
Johnson,Pct 27,Railroad Commissioner,,Chrysta Castaneda,DEM,23,158,17,198
Johnson,Pct 28,Railroad Commissioner,,Chrysta Castaneda,DEM,31,197,24,252
Johnson,Pct 29,Railroad Commissioner,,Chrysta Castaneda,DEM,17,103,16,136
Johnson,Pct 30,Railroad Commissioner,,Chrysta Castaneda,DEM,16,110,13,139
Johnson,Pct 31,Railroad Commissioner,,Chrysta Castaneda,DEM,36,102,24,162
Johnson,Pct 32,Railroad Commissioner,,Chrysta Castaneda,DEM,80,333,56,469
Johnson,Pct 33,Railroad Commissioner,,Chrysta Castaneda,DEM,12,117,14,143
Johnson,Pct 34,Railroad Commissioner,,Chrysta Castaneda,DEM,43,220,97,360
Johnson,Pct 35,Railroad Commissioner,,Chrysta Castaneda,DEM,53,412,73,538
Johnson,Pct 36,Railroad Commissioner,,Chrysta Castaneda,DEM,40,126,18,184
Johnson,Pct 1,Railroad Commissioner,,Matt Sterett,LBT,0,14,0,14
Johnson,Pct 2,Railroad Commissioner,,Matt Sterett,LBT,21,60,3,84
Johnson,Pct 3,Railroad Commissioner,,Matt Sterett,LBT,20,55,3,78
Johnson,Pct 4,Railroad Commissioner,,Matt Sterett,LBT,30,81,5,116
Johnson,Pct 5,Railroad Commissioner,,Matt Sterett,LBT,13,55,2,70
Johnson,Pct 6,Railroad Commissioner,,Matt Sterett,LBT,1,8,2,11
Johnson,Pct 7,Railroad Commissioner,,Matt Sterett,LBT,23,56,4,83
Johnson,Pct 8,Railroad Commissioner,,Matt Sterett,LBT,21,105,6,132
Johnson,Pct 9,Railroad Commissioner,,Matt Sterett,LBT,2,10,0,12
Johnson,Pct 10,Railroad Commissioner,,Matt Sterett,LBT,14,56,0,70
Johnson,Pct 11,Railroad Commissioner,,Matt Sterett,LBT,15,34,5,54
Johnson,Pct 12,Railroad Commissioner,,Matt Sterett,LBT,18,30,4,52
Johnson,Pct 13,Railroad Commissioner,,Matt Sterett,LBT,8,19,3,30
Johnson,Pct 14,Railroad Commissioner,,Matt Sterett,LBT,4,10,1,15
Johnson,Pct 15,Railroad Commissioner,,Matt Sterett,LBT,7,23,3,33
Johnson,Pct 16,Railroad Commissioner,,Matt Sterett,LBT,0,8,0,8
Johnson,Pct 17,Railroad Commissioner,,Matt Sterett,LBT,9,40,2,51
Johnson,Pct 18,Railroad Commissioner,,Matt Sterett,LBT,8,53,2,63
Johnson,Pct 19,Railroad Commissioner,,Matt Sterett,LBT,17,81,3,101
Johnson,Pct 20,Railroad Commissioner,,Matt Sterett,LBT,7,10,0,17
Johnson,Pct 21,Railroad Commissioner,,Matt Sterett,LBT,2,15,5,22
Johnson,Pct 22,Railroad Commissioner,,Matt Sterett,LBT,20,51,0,71
Johnson,Pct 23,Railroad Commissioner,,Matt Sterett,LBT,11,30,1,42
Johnson,Pct 24,Railroad Commissioner,,Matt Sterett,LBT,2,20,0,22
Johnson,Pct 25,Railroad Commissioner,,Matt Sterett,LBT,5,35,1,41
Johnson,Pct 26,Railroad Commissioner,,Matt Sterett,LBT,1,20,3,24
Johnson,Pct 27,Railroad Commissioner,,Matt Sterett,LBT,8,27,3,38
Johnson,Pct 28,Railroad Commissioner,,Matt Sterett,LBT,9,26,0,35
Johnson,Pct 29,Railroad Commissioner,,Matt Sterett,LBT,6,10,0,16
Johnson,Pct 30,Railroad Commissioner,,Matt Sterett,LBT,1,20,0,21
Johnson,Pct 31,Railroad Commissioner,,Matt Sterett,LBT,4,13,1,18
Johnson,Pct 32,Railroad Commissioner,,Matt Sterett,LBT,17,27,2,46
Johnson,Pct 33,Railroad Commissioner,,Matt Sterett,LBT,5,19,2,26
Johnson,Pct 34,Railroad Commissioner,,Matt Sterett,LBT,16,26,2,44
Johnson,Pct 35,Railroad Commissioner,,Matt Sterett,LBT,12,48,2,62
Johnson,Pct 36,Railroad Commissioner,,Matt Sterett,LBT,11,9,0,20
Johnson,Pct 1,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,7,1,8
Johnson,Pct 2,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,7,11,2,20
Johnson,Pct 3,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,7,20,1,28
Johnson,Pct 4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,20,23,0,43
Johnson,Pct 5,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,3,12,1,16
Johnson,Pct 6,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,1,0,1
Johnson,Pct 7,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,10,28,1,39
Johnson,Pct 8,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,7,32,0,39
Johnson,Pct 9,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,2,3,0,5
Johnson,Pct 10,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,5,9,0,14
Johnson,Pct 11,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,4,13,2,19
Johnson,Pct 12,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,2,13,0,15
Johnson,Pct 13,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,2,9,1,12
Johnson,Pct 14,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,2,0,2
Johnson,Pct 15,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,9,0,9
Johnson,Pct 16,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,1,0,1
Johnson,Pct 17,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,8,13,3,24
Johnson,Pct 18,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,3,11,1,15
Johnson,Pct 19,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,3,23,2,28
Johnson,Pct 20,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,4,10,0,14
Johnson,Pct 21,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,3,5,2,10
Johnson,Pct 22,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,9,15,1,25
Johnson,Pct 23,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,4,6,0,10
Johnson,Pct 24,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,1,2,0,3
Johnson,Pct 25,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,4,13,0,17
Johnson,Pct 26,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,2,0,2
Johnson,Pct 27,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,3,12,0,15
Johnson,Pct 28,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,4,9,0,13
Johnson,Pct 29,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,7,1,8
Johnson,Pct 30,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,2,5,0,7
Johnson,Pct 31,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,2,8,0,10
Johnson,Pct 32,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,8,13,2,23
Johnson,Pct 33,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,1,5,0,6
Johnson,Pct 34,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,4,8,1,13
Johnson,Pct 35,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,5,26,0,31
Johnson,Pct 36,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,2,3,1,6
Johnson,Pct 1,State Senate,22,Brian Birdwell,REP,61,727,14,802
Johnson,Pct 2,State Senate,22,Brian Birdwell,REP,519,2338,154,3011
Johnson,Pct 3,State Senate,22,Brian Birdwell,REP,429,1917,155,2501
Johnson,Pct 4,State Senate,22,Brian Birdwell,REP,590,2487,166,3243
Johnson,Pct 5,State Senate,22,Brian Birdwell,REP,361,1896,137,2394
Johnson,Pct 6,State Senate,22,Brian Birdwell,REP,41,272,27,340
Johnson,Pct 7,State Senate,22,Brian Birdwell,REP,585,2930,231,3746
Johnson,Pct 8,State Senate,22,Brian Birdwell,REP,392,2831,112,3335
Johnson,Pct 9,State Senate,22,Brian Birdwell,REP,83,590,24,697
Johnson,Pct 10,State Senate,22,Brian Birdwell,REP,263,1625,51,1939
Johnson,Pct 11,State Senate,22,Brian Birdwell,REP,429,1681,140,2250
Johnson,Pct 12,State Senate,22,Brian Birdwell,REP,292,1353,103,1748
Johnson,Pct 13,State Senate,22,Brian Birdwell,REP,220,863,69,1152
Johnson,Pct 14,State Senate,22,Brian Birdwell,REP,26,268,15,309
Johnson,Pct 15,State Senate,22,Brian Birdwell,REP,194,714,65,973
Johnson,Pct 16,State Senate,22,Brian Birdwell,REP,24,295,12,331
Johnson,Pct 17,State Senate,22,Brian Birdwell,REP,274,1176,115,1565
Johnson,Pct 18,State Senate,22,Brian Birdwell,REP,218,1565,161,1944
Johnson,Pct 19,State Senate,22,Brian Birdwell,REP,368,2898,198,3464
Johnson,Pct 20,State Senate,22,Brian Birdwell,REP,94,337,16,447
Johnson,Pct 21,State Senate,22,Brian Birdwell,REP,124,823,52,999
Johnson,Pct 22,State Senate,22,Brian Birdwell,REP,354,1427,118,1899
Johnson,Pct 23,State Senate,22,Brian Birdwell,REP,390,1069,58,1517
Johnson,Pct 24,State Senate,22,Brian Birdwell,REP,101,727,27,855
Johnson,Pct 25,State Senate,22,Brian Birdwell,REP,97,597,12,706
Johnson,Pct 26,State Senate,22,Brian Birdwell,REP,185,789,33,1007
Johnson,Pct 27,State Senate,22,Brian Birdwell,REP,179,1315,56,1550
Johnson,Pct 28,State Senate,22,Brian Birdwell,REP,166,963,45,1174
Johnson,Pct 29,State Senate,22,Brian Birdwell,REP,136,563,32,731
Johnson,Pct 30,State Senate,22,Brian Birdwell,REP,150,858,17,1025
Johnson,Pct 31,State Senate,22,Brian Birdwell,REP,144,668,58,870
Johnson,Pct 32,State Senate,22,Brian Birdwell,REP,339,1437,86,1862
Johnson,Pct 33,State Senate,22,Brian Birdwell,REP,101,644,27,772
Johnson,Pct 34,State Senate,22,Brian Birdwell,REP,243,839,74,1156
Johnson,Pct 35,State Senate,22,Brian Birdwell,REP,285,2079,99,2463
Johnson,Pct 36,State Senate,22,Brian Birdwell,REP,108,310,16,434
Johnson,Pct 1,State Senate,22,Robert Vick,DEM,8,115,10,133
Johnson,Pct 2,State Senate,22,Robert Vick,DEM,101,507,99,707
Johnson,Pct 3,State Senate,22,Robert Vick,DEM,90,554,89,733
Johnson,Pct 4,State Senate,22,Robert Vick,DEM,157,801,113,1071
Johnson,Pct 5,State Senate,22,Robert Vick,DEM,82,467,98,647
Johnson,Pct 6,State Senate,22,Robert Vick,DEM,3,49,14,66
Johnson,Pct 7,State Senate,22,Robert Vick,DEM,100,759,153,1012
Johnson,Pct 8,State Senate,22,Robert Vick,DEM,185,1796,123,2104
Johnson,Pct 9,State Senate,22,Robert Vick,DEM,11,70,12,93
Johnson,Pct 10,State Senate,22,Robert Vick,DEM,78,446,38,562
Johnson,Pct 11,State Senate,22,Robert Vick,DEM,77,353,59,489
Johnson,Pct 12,State Senate,22,Robert Vick,DEM,55,253,62,370
Johnson,Pct 13,State Senate,22,Robert Vick,DEM,38,169,37,244
Johnson,Pct 14,State Senate,22,Robert Vick,DEM,4,26,8,38
Johnson,Pct 15,State Senate,22,Robert Vick,DEM,18,124,35,177
Johnson,Pct 16,State Senate,22,Robert Vick,DEM,9,56,10,75
Johnson,Pct 17,State Senate,22,Robert Vick,DEM,80,376,58,514
Johnson,Pct 18,State Senate,22,Robert Vick,DEM,78,408,101,587
Johnson,Pct 19,State Senate,22,Robert Vick,DEM,74,665,119,858
Johnson,Pct 20,State Senate,22,Robert Vick,DEM,62,193,25,280
Johnson,Pct 21,State Senate,22,Robert Vick,DEM,19,126,21,166
Johnson,Pct 22,State Senate,22,Robert Vick,DEM,129,454,85,668
Johnson,Pct 23,State Senate,22,Robert Vick,DEM,38,156,34,228
Johnson,Pct 24,State Senate,22,Robert Vick,DEM,6,144,13,163
Johnson,Pct 25,State Senate,22,Robert Vick,DEM,26,184,13,223
Johnson,Pct 26,State Senate,22,Robert Vick,DEM,22,106,17,145
Johnson,Pct 27,State Senate,22,Robert Vick,DEM,25,166,21,212
Johnson,Pct 28,State Senate,22,Robert Vick,DEM,30,198,20,248
Johnson,Pct 29,State Senate,22,Robert Vick,DEM,22,106,14,142
Johnson,Pct 30,State Senate,22,Robert Vick,DEM,15,99,12,126
Johnson,Pct 31,State Senate,22,Robert Vick,DEM,39,105,24,168
Johnson,Pct 32,State Senate,22,Robert Vick,DEM,85,345,63,493
Johnson,Pct 33,State Senate,22,Robert Vick,DEM,13,108,14,135
Johnson,Pct 34,State Senate,22,Robert Vick,DEM,43,224,95,362
Johnson,Pct 35,State Senate,22,Robert Vick,DEM,58,422,74,554
Johnson,Pct 36,State Senate,22,Robert Vick,DEM,42,124,20,186
Johnson,Pct 1,State Representative,58,DeWayne Burns,REP,64,723,14,801
Johnson,Pct 2,State Representative,58,DeWayne Burns,REP,508,2307,153,2968
Johnson,Pct 3,State Representative,58,DeWayne Burns,REP,422,1913,154,2489
Johnson,Pct 4,State Representative,58,DeWayne Burns,REP,585,2458,161,3204
Johnson,Pct 5,State Representative,58,DeWayne Burns,REP,355,1879,128,2362
Johnson,Pct 6,State Representative,58,DeWayne Burns,REP,42,273,27,342
Johnson,Pct 7,State Representative,58,DeWayne Burns,REP,582,2908,229,3719
Johnson,Pct 8,State Representative,58,DeWayne Burns,REP,379,2777,112,3268
Johnson,Pct 9,State Representative,58,DeWayne Burns,REP,82,587,23,692
Johnson,Pct 10,State Representative,58,DeWayne Burns,REP,250,1605,51,1906
Johnson,Pct 11,State Representative,58,DeWayne Burns,REP,432,1672,138,2242
Johnson,Pct 12,State Representative,58,DeWayne Burns,REP,287,1349,103,1739
Johnson,Pct 13,State Representative,58,DeWayne Burns,REP,214,868,65,1147
Johnson,Pct 14,State Representative,58,DeWayne Burns,REP,24,263,13,300
Johnson,Pct 15,State Representative,58,DeWayne Burns,REP,190,705,66,961
Johnson,Pct 16,State Representative,58,DeWayne Burns,REP,24,295,12,331
Johnson,Pct 17,State Representative,58,DeWayne Burns,REP,270,1161,117,1548
Johnson,Pct 18,State Representative,58,DeWayne Burns,REP,216,1563,156,1935
Johnson,Pct 19,State Representative,58,DeWayne Burns,REP,362,2931,203,3496
Johnson,Pct 20,State Representative,58,DeWayne Burns,REP,90,333,18,441
Johnson,Pct 21,State Representative,58,DeWayne Burns,REP,124,820,52,996
Johnson,Pct 22,State Representative,58,DeWayne Burns,REP,350,1397,114,1861
Johnson,Pct 23,State Representative,58,DeWayne Burns,REP,383,1069,55,1507
Johnson,Pct 24,State Representative,58,DeWayne Burns,REP,101,718,26,845
Johnson,Pct 25,State Representative,58,DeWayne Burns,REP,95,593,12,700
Johnson,Pct 26,State Representative,58,DeWayne Burns,REP,184,782,33,999
Johnson,Pct 27,State Representative,58,DeWayne Burns,REP,175,1316,54,1545
Johnson,Pct 28,State Representative,58,DeWayne Burns,REP,161,949,45,1155
Johnson,Pct 29,State Representative,58,DeWayne Burns,REP,134,559,30,723
Johnson,Pct 30,State Representative,58,DeWayne Burns,REP,148,842,17,1007
Johnson,Pct 31,State Representative,58,DeWayne Burns,REP,140,670,59,869
Johnson,Pct 32,State Representative,58,DeWayne Burns,REP,335,1422,91,1848
Johnson,Pct 33,State Representative,58,DeWayne Burns,REP,98,632,25,755
Johnson,Pct 34,State Representative,58,DeWayne Burns,REP,238,832,71,1141
Johnson,Pct 35,State Representative,58,DeWayne Burns,REP,283,2072,99,2454
Johnson,Pct 36,State Representative,58,DeWayne Burns,REP,108,300,17,425
Johnson,Pct 1,State Representative,58,Cindy Rocha,DEM,6,116,10,132
Johnson,Pct 2,State Representative,58,Cindy Rocha,DEM,108,513,100,721
Johnson,Pct 3,State Representative,58,Cindy Rocha,DEM,97,538,90,725
Johnson,Pct 4,State Representative,58,Cindy Rocha,DEM,156,805,115,1076
Johnson,Pct 5,State Representative,58,Cindy Rocha,DEM,87,474,104,665
Johnson,Pct 6,State Representative,58,Cindy Rocha,DEM,2,47,14,63
Johnson,Pct 7,State Representative,58,Cindy Rocha,DEM,105,760,154,1019
Johnson,Pct 8,State Representative,58,Cindy Rocha,DEM,198,1806,123,2127
Johnson,Pct 9,State Representative,58,Cindy Rocha,DEM,10,70,13,93
Johnson,Pct 10,State Representative,58,Cindy Rocha,DEM,89,454,37,580
Johnson,Pct 11,State Representative,58,Cindy Rocha,DEM,75,344,59,478
Johnson,Pct 12,State Representative,58,Cindy Rocha,DEM,61,253,63,377
Johnson,Pct 13,State Representative,58,Cindy Rocha,DEM,42,165,39,246
Johnson,Pct 14,State Representative,58,Cindy Rocha,DEM,6,25,10,41
Johnson,Pct 15,State Representative,58,Cindy Rocha,DEM,20,130,34,184
Johnson,Pct 16,State Representative,58,Cindy Rocha,DEM,9,56,10,75
Johnson,Pct 17,State Representative,58,Cindy Rocha,DEM,85,381,56,522
Johnson,Pct 18,State Representative,58,Cindy Rocha,DEM,76,397,100,573
Johnson,Pct 19,State Representative,58,Cindy Rocha,DEM,73,604,114,791
Johnson,Pct 20,State Representative,58,Cindy Rocha,DEM,63,192,21,276
Johnson,Pct 21,State Representative,58,Cindy Rocha,DEM,19,125,21,165
Johnson,Pct 22,State Representative,58,Cindy Rocha,DEM,129,467,88,684
Johnson,Pct 23,State Representative,58,Cindy Rocha,DEM,41,150,38,229
Johnson,Pct 24,State Representative,58,Cindy Rocha,DEM,6,146,15,167
Johnson,Pct 25,State Representative,58,Cindy Rocha,DEM,30,186,13,229
Johnson,Pct 26,State Representative,58,Cindy Rocha,DEM,24,103,17,144
Johnson,Pct 27,State Representative,58,Cindy Rocha,DEM,29,167,20,216
Johnson,Pct 28,State Representative,58,Cindy Rocha,DEM,33,201,20,254
Johnson,Pct 29,State Representative,58,Cindy Rocha,DEM,23,102,16,141
Johnson,Pct 30,State Representative,58,Cindy Rocha,DEM,16,107,12,135
Johnson,Pct 31,State Representative,58,Cindy Rocha,DEM,44,110,24,178
Johnson,Pct 32,State Representative,58,Cindy Rocha,DEM,89,344,57,490
Johnson,Pct 33,State Representative,58,Cindy Rocha,DEM,17,115,16,148
Johnson,Pct 34,State Representative,58,Cindy Rocha,DEM,49,223,98,370
Johnson,Pct 35,State Representative,58,Cindy Rocha,DEM,58,420,74,552
Johnson,Pct 36,State Representative,58,Cindy Rocha,DEM,41,127,20,188
