county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Hardeman,1,President,,Donald J. Trump,REP,19,221,131,371
Hardeman,1,President,,Joseph R. Biden,DEM,9,39,22,70
Hardeman,1,President,,Jo Jorgensen,LBT,0,2,2,4
Hardeman,1,President,,Howie Hawkins,GRN,0,0,0,0
Hardeman,1,U.S. Senate,,John Cornyn,REP,19,221,127,367
Hardeman,1,U.S. Senate,,Mary Hegar,DEM,10,36,26,72
Hardeman,1,U.S. Senate,,Kerry McKennon,LBT,0,1,0,1
Hardeman,1,U.S. Senate,,David Collins,GRN,0,0,0,0
Hardeman,1,U.S. House,13,Ronny Jackson,REP,20,223,130,373
Hardeman,1,U.S. House,13,Gus Trujillo,DEM,9,33,19,61
Hardeman,1,U.S. House,13,Jack Westbrook,LBT,0,2,4,6
Hardeman,1,Railroad Commissioner,,"James ""Jim"" Wright",REP,19,216,128,363
Hardeman,1,Railroad Commissioner,,Chrysta Castaneda,DEM,10,32,20,62
Hardeman,1,Railroad Commissioner,,Matt Sterett,LBT,0,3,3,6
Hardeman,1,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,2,0,2
Hardeman,1,State Senate,28,Charles Perry,REP,23,228,140,391
Hardeman,1,State Representative,68,Drew Springer,REP,19,220,127,366
Hardeman,1,State Representative,68,Patsy Ledbetter,DEM,10,33,22,65
Hardeman,2,President,,Donald J. Trump,REP,14,145,121,280
Hardeman,2,President,,Joseph R. Biden,DEM,23,16,121,160
Hardeman,2,President,,Jo Jorgensen,LBT,0,1,11,12
Hardeman,2,President,,Howie Hawkins,GRN,0,0,0,0
Hardeman,2,U.S. Senate,,John Cornyn,REP,14,146,114,274
Hardeman,2,U.S. Senate,,Mary Hegar,DEM,20,14,12,46
Hardeman,2,U.S. Senate,,Kerry McKennon,LBT,0,2,1,3
Hardeman,2,U.S. Senate,,David Collins,GRN,0,0,0,0
Hardeman,2,U.S. House,13,Ronny Jackson,REP,14,149,119,282
Hardeman,2,U.S. House,13,Gus Trujillo,DEM,21,13,10,44
Hardeman,2,U.S. House,13,Jack Westbrook,LBT,0,2,0,2
Hardeman,2,Railroad Commissioner,,"James ""Jim"" Wright",REP,13,147,115,275
Hardeman,2,Railroad Commissioner,,Chrysta Castaneda,DEM,19,12,9,40
Hardeman,2,Railroad Commissioner,,Matt Sterett,LBT,0,2,3,5
Hardeman,2,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Hardeman,2,State Senate,28,Charles Perry,REP,19,149,121,289
Hardeman,2,State Representative,68,Drew Springer,REP,12,146,115,273
Hardeman,2,State Representative,68,Patsy Ledbetter,DEM,22,12,8,42
Hardeman,3,President,,Donald J. Trump,REP,13,183,109,305
Hardeman,3,President,,Joseph R. Biden,DEM,5,32,19,56
Hardeman,3,President,,Jo Jorgensen,LBT,0,1,2,3
Hardeman,3,President,,Howie Hawkins,GRN,0,0,0,0
Hardeman,3,U.S. Senate,,John Cornyn,REP,12,182,105,299
Hardeman,3,U.S. Senate,,Mary Hegar,DEM,5,30,18,53
Hardeman,3,U.S. Senate,,Kerry McKennon,LBT,0,1,2,3
Hardeman,3,U.S. Senate,,David Collins,GRN,0,1,0,1
Hardeman,3,U.S. House,13,Ronny Jackson,REP,12,181,110,303
Hardeman,3,U.S. House,13,Gus Trujillo,DEM,5,27,13,45
Hardeman,3,U.S. House,13,Jack Westbrook,LBT,0,3,2,5
Hardeman,3,Railroad Commissioner,,"James ""Jim"" Wright",REP,11,175,100,286
Hardeman,3,Railroad Commissioner,,Chrysta Castaneda,DEM,5,30,21,56
Hardeman,3,Railroad Commissioner,,Matt Sterett,LBT,0,1,1,2
Hardeman,3,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,1,1,2
Hardeman,3,State Senate,28,Charles Perry,REP,14,191,111,316
Hardeman,3,State Representative,68,Drew Springer,REP,12,180,108,300
Hardeman,3,State Representative,68,Patsy Ledbetter,DEM,4,28,17,49
Hardeman,4,President,,Donald J. Trump,REP,26,215,133,374
Hardeman,4,President,,Joseph R. Biden,DEM,9,40,16,65
Hardeman,4,President,,Jo Jorgensen,LBT,0,1,0,1
Hardeman,4,President,,Howie Hawkins,GRN,0,0,0,0
Hardeman,4,U.S. Senate,,John Cornyn,REP,25,215,133,373
Hardeman,4,U.S. Senate,,Mary Hegar,DEM,9,37,15,61
Hardeman,4,U.S. Senate,,Kerry McKennon,LBT,1,0,1,2
Hardeman,4,U.S. Senate,,David Collins,GRN,0,0,0,0
Hardeman,4,U.S. House,13,Ronny Jackson,REP,26,223,131,380
Hardeman,4,U.S. House,13,Gus Trujillo,DEM,9,29,15,53
Hardeman,4,U.S. House,13,Jack Westbrook,LBT,0,2,2,4
Hardeman,4,Railroad Commissioner,,"James ""Jim"" Wright",REP,24,212,131,367
Hardeman,4,Railroad Commissioner,,Chrysta Castaneda,DEM,10,33,15,58
Hardeman,4,Railroad Commissioner,,Matt Sterett,LBT,1,3,1,5
Hardeman,4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,1,0,1
Hardeman,4,State Senate,28,Charles Perry,REP,32,221,136,389
Hardeman,4,State Representative,68,Drew Springer,REP,25,213,132,370
Hardeman,4,State Representative,68,Patsy Ledbetter,DEM,9,33,12,54
