county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Roberts,1 - MISD,Registered Voters,,,,155,,,
Roberts,1 - MISD,President,,REP,Donald J. Trump Michael R. Pence,126,85,33,8
Roberts,1 - MISD,President,,DEM,Joseph R. Biden Kamala D. Harris,3,1,1,1
Roberts,1 - MISD,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",3,2,1,0
Roberts,1 - MISD,President,,GRN,Howie Hawkins Angela Walker,0,0,0,0
Roberts,1 - MISD,President,,"",Abram Loeb/Jennifer Jairala,0,0,0,0
Roberts,1 - MISD,President,,"",Brian Carroll/Amar Patel,0,0,0,0
Roberts,1 - MISD,President,,"",Gloria La Riva/Leonard Peltier,0,0,0,0
Roberts,1 - MISD,President,,"",Jesse Cuellar/Jimmy Monreal,0,0,0,0
Roberts,1 - MISD,President,,"",Kasey Wells/Rachel Wells,0,0,0,0
Roberts,1 - MISD,President,,"",Predident R. Boddie/Eric C. Stoneham,0,0,0,0
Roberts,1 - MISD,President,,"",Robert Morrow/Anne Beckett,0,0,0,0
Roberts,1 - MISD,President,,"",Todd Cella/Tim Cella,0,0,0,0
Roberts,1 - MISD,President,,"",Tom Hoefling/Andy Prior,0,0,0,0
Roberts,1 - MISD,President,,"",Rejected write-ins,0,0,0,0
Roberts,1 - MISD,President,,"",Unassigned write-ins,0,0,0,0
Roberts,1 - MISD,U.S. Senate,,REP,John Cornyn,127,85,34,8
Roberts,1 - MISD,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",3,1,1,1
Roberts,1 - MISD,U.S. Senate,,LIB,Kerry Douglas McKennon,1,1,0,0
Roberts,1 - MISD,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Roberts,1 - MISD,U.S. Senate,,"",Ricardo Turullols-Bonilla,0,0,0,0
Roberts,1 - MISD,U.S. Senate,,"",Rejected write-ins,0,0,0,0
Roberts,1 - MISD,U.S. Senate,,"",Unassigned write-ins,0,0,0,0
Roberts,1 - MISD,U.S. House,13,REP,Ronny Jackson,128,88,34,6
Roberts,1 - MISD,U.S. House,13,DEM,Gus Trujillo,2,0,1,1
Roberts,1 - MISD,U.S. House,13,LIB,Jack B. Westbrook,0,0,0,0
Roberts,1 - MISD,Railroad Commissioner,,REP,"James ""Jim"" Wright",127,86,33,8
Roberts,1 - MISD,Railroad Commissioner,,DEM,Chrysta Castaeda,3,0,2,1
Roberts,1 - MISD,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Roberts,1 - MISD,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Roberts,1 - MISD,"Chief Justice, Supreme Court",,REP,Nathan Hecht,125,85,32,8
Roberts,1 - MISD,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,2,0,1,1
Roberts,1 - MISD,"Chief Justice, Supreme Court",,LIB,Mark Ash,2,0,2,0
Roberts,1 - MISD,"Justice, Supreme Court, Place No. 6 Unexpired Term",,REP,Jane Bland,126,85,33,8
Roberts,1 - MISD,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Kathy Cheng,2,0,1,1
Roberts,1 - MISD,"Justice, Supreme Court, Place No. 7",,REP,Jeff Boyd,123,83,32,8
Roberts,1 - MISD,"Justice, Supreme Court, Place No. 7",,DEM,Staci Williams,2,0,1,1
Roberts,1 - MISD,"Justice, Supreme Court, Place No. 7",,LIB,William Bryan Strange III,2,1,1,0
Roberts,1 - MISD,"Justice, Supreme Court, Place No. 8",,REP,Brett Busby,123,83,32,8
Roberts,1 - MISD,"Justice, Supreme Court, Place No. 8",,DEM,Gisela D. Triana,3,1,1,1
Roberts,1 - MISD,"Justice, Supreme Court, Place No. 8",,LIB,Tom Oxford,2,1,1,0
Roberts,1 - MISD,"Judge, Court of Criminal Appeals, Place No. 3",,REP,Bert Richardson,125,85,32,8
Roberts,1 - MISD,"Judge, Court of Criminal Appeals, Place No. 3",,DEM,Elizabeth Davis Frizell,3,0,2,1
Roberts,1 - MISD,"Judge, Court of Criminal Appeals, Place No. 4",,REP,Kevin Patrick Yeary,124,85,31,8
Roberts,1 - MISD,"Judge, Court of Criminal Appeals, Place No. 4",,DEM,Tina Clinton,3,0,2,1
Roberts,1 - MISD,"Judge, Court of Criminal Appeals, Place No. 9",,REP,David Newell,126,84,33,9
Roberts,1 - MISD,"Judge, Court of Criminal Appeals, Place No. 9",,DEM,Brandon Birmingham,2,1,1,0
Roberts,1 - MISD,"Member State Board of Education, District No. 15",,REP,Jay Johnson,123,85,32,6
Roberts,1 - MISD,"Member State Board of Education, District No. 15",,DEM,John Betancourt,4,1,2,1
Roberts,1 - MISD,State Representative,88,REP,Ken King,124,83,34,7
Roberts,1 - MISD,"Chief Justice, 7th Court of Appeals District",,REP,Brian Quinn,125,86,33,6
Roberts,1 - MISD,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",,REP,Larry Doss,125,85,34,6
Roberts,1 - MISD,"District Attorney, 31st Judicial District",,REP,Franklin McDonough,124,83,35,6
Roberts,1 - MISD,"County Commissioner, Precinct No. 1",,REP,Cleve Wheeler,97,66,26,5
Roberts,1 - MISD,"County Commissioner, Precinct No. 1",,"",Ryan McCoy,32,21,10,1
Roberts,1 - MISD,"County Commissioner, Precinct No. 1",,"",Rejected write-ins,0,0,0,0
Roberts,1 - MISD,"County Commissioner, Precinct No. 1",,"",Unassigned write-ins,0,0,0,0
Roberts,1 - MISD,School Board Trustee 3 Year Term,,"",Brian Benge,75,57,15,3
Roberts,1 - MISD,School Board Trustee 3 Year Term,,"",Shane Thompson,43,27,15,1
Roberts,1 - MISD,School Board Trustee 3 Year Term,,"",Chelsie M. Underwood,91,67,22,2
Roberts,1 - MISD,School Board Trustee 2 Year Unexpired Term,,"",Rusty Early,67,47,16,4
Roberts,1 - MISD,School Board Trustee 2 Year Unexpired Term,,"",Mike Jeffcoat,55,35,19,1
Roberts,2 - MISD,Registered Voters,,,,163,,,
Roberts,2 - MISD,President,,REP,Donald J. Trump Michael R. Pence,135,81,34,20
Roberts,2 - MISD,President,,DEM,Joseph R. Biden Kamala D. Harris,2,1,0,1
Roberts,2 - MISD,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,0,0,0
Roberts,2 - MISD,President,,GRN,Howie Hawkins Angela Walker,0,0,0,0
Roberts,2 - MISD,President,,"",Abram Loeb/Jennifer Jairala,0,0,0,0
Roberts,2 - MISD,President,,"",Brian Carroll/Amar Patel,0,0,0,0
Roberts,2 - MISD,President,,"",Gloria La Riva/Leonard Peltier,0,0,0,0
Roberts,2 - MISD,President,,"",Jesse Cuellar/Jimmy Monreal,0,0,0,0
Roberts,2 - MISD,President,,"",Kasey Wells/Rachel Wells,0,0,0,0
Roberts,2 - MISD,President,,"",Predident R. Boddie/Eric C. Stoneham,0,0,0,0
Roberts,2 - MISD,President,,"",Robert Morrow/Anne Beckett,0,0,0,0
Roberts,2 - MISD,President,,"",Todd Cella/Tim Cella,0,0,0,0
Roberts,2 - MISD,President,,"",Tom Hoefling/Andy Prior,0,0,0,0
Roberts,2 - MISD,President,,"",Rejected write-ins,0,0,0,0
Roberts,2 - MISD,President,,"",Unassigned write-ins,0,0,0,0
Roberts,2 - MISD,U.S. Senate,,REP,John Cornyn,133,79,34,20
Roberts,2 - MISD,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,1,0,1
Roberts,2 - MISD,U.S. Senate,,LIB,Kerry Douglas McKennon,1,1,0,0
Roberts,2 - MISD,U.S. Senate,,GRN,David B. Collins,0,0,0,0
