county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Kerr,101.0,President,,REP,Donald J. Trump Michael R. Pence,1749.0,1389.0,198.0,162.0
Kerr,101.0,President,,DEM,Joseph R. Biden Kamala D. Harris,466.0,301.0,38.0,127.0
Kerr,101.0,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",25.0,16.0,4.0,5.0
Kerr,101.0,President,,GRN,Howie Hawkins Angela Walker,4.0,2.0,2.0,0.0
Kerr,101.0,President,,,Abram Loeb/Jennifer Jairala,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,Brian Carroll/Amar Patel,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,Gloria La Riva/Leonard Peltier,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,Jesse Cuellar/Jimmy Monreal,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,Kasey Wells/Rachel Wells,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,President R Boddie/Eric C Stoneham,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,Robert Morrow/Anne Beckett,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,Todd Cella/Tim Cella,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,Tom Hefling/Andy Prior,0.0,0.0,0.0,0.0
Kerr,101.0,President,,,Rejected write-ins,2.0,2.0,0.0,0.0
Kerr,101.0,President,,,Unassigned write-ins,0.0,0.0,0.0,0.0
Kerr,101.0,U.S. Senate,,REP,John Cornyn,1765.0,1396.0,197.0,172.0
Kerr,101.0,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",425.0,268.0,36.0,121.0
Kerr,101.0,U.S. Senate,,LIB,Kerry Douglas McKennon,32.0,25.0,5.0,2.0
Kerr,101.0,U.S. Senate,,GRN,David B. Collins,14.0,12.0,1.0,1.0
Kerr,101.0,U.S. Senate,,,Ricardo Turullols-Bonilla,0.0,0.0,0.0,0.0
Kerr,101.0,U.S. Senate,,,Rejected write-ins,0.0,0.0,0.0,0.0
Kerr,101.0,U.S. Senate,,,Unassigned write-ins,0.0,0.0,0.0,0.0
Kerr,101.0,U.S. House,21,REP,Chip Roy,1741.0,1378.0,198.0,165.0
Kerr,101.0,U.S. House,21,DEM,Wendy R. Davis,423.0,267.0,38.0,118.0
Kerr,101.0,U.S. House,21,LIB,Arthur Dibianca,35.0,27.0,3.0,5.0
Kerr,101.0,U.S. House,21,GRN,Tommy Wakely,20.0,15.0,1.0,4.0
Kerr,101.0,Railroad Commissioner,,REP,"James ""Jim"" Wright",1722.0,1361.0,193.0,168.0
Kerr,101.0,Railroad Commissioner,,DEM,Chrysta Castañeda,408.0,261.0,34.0,113.0
Kerr,101.0,Railroad Commissioner,,LIB,Matt Sterett,41.0,32.0,7.0,2.0
Kerr,101.0,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",32.0,27.0,2.0,3.0
Kerr,101.0,"Chief Justice, Supreme Court",,REP,Nathan Hecht,1743.0,1384.0,192.0,167.0
Kerr,101.0,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,430.0,279.0,33.0,118.0
Kerr,101.0,"Chief Justice, Supreme Court",,LIB,Mark Ash,37.0,24.0,10.0,3.0
Kerr,101.0,"Justice, Supreme Court, Place No. 6 Unexpired Term",,REP,Jane Bland,1783.0,1415.0,198.0,170.0
Kerr,101.0,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Kathy Cheng,411.0,261.0,36.0,114.0
Kerr,101.0,"Justice, Supreme Court, Place No. 7",,REP,Jeff Boyd,1743.0,1391.0,189.0,163.0
Kerr,101.0,"Justice, Supreme Court, Place No. 7",,DEM,Staci Williams,424.0,271.0,36.0,117.0
Kerr,101.0,"Justice, Supreme Court, Place No. 7",,LIB,William Bryan Strange III,32.0,20.0,9.0,3.0
Kerr,101.0,"Justice, Supreme Court, Place No. 8",,REP,Brett Busby,1736.0,1379.0,191.0,166.0
Kerr,101.0,"Justice, Supreme Court, Place No. 8",,DEM,Gisela D. Triana,408.0,259.0,35.0,114.0
Kerr,101.0,"Justice, Supreme Court, Place No. 8",,LIB,Tom Oxford,52.0,40.0,8.0,4.0
Kerr,101.0,"Judge, Court of Criminal Appeals, Place No. 3",,REP,Bert Richardson,1760.0,1399.0,191.0,170.0
Kerr,101.0,"Judge, Court of Criminal Appeals, Place No. 3",,DEM,Elizabeth Davis Frizell,434.0,276.0,43.0,115.0
Kerr,101.0,"Judge, Court of Criminal Appeals, Place No. 4",,REP,Kevin Patrick Yeary,1766.0,1410.0,191.0,165.0
Kerr,101.0,"Judge, Court of Criminal Appeals, Place No. 4",,DEM,Tina Clinton,421.0,264.0,39.0,118.0
