county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Jack,1,Registered Voters,,,,1124,,,
Jack,1,Ballots Cast,,REP,,408,,,
Jack,1,Ballots Cast,,DEM,,43,,,
Jack,1,President,,DEM,Over Votes,0,0,0,0
Jack,1,President,,DEM,Under Votes,1,0,1,0
Jack,1,President,,DEM,Marianne Williamson,0,0,0,0
Jack,1,President,,DEM,Julian Castro,0,0,0,0
Jack,1,President,,DEM,Elizabeth Warren,2,0,1,1
Jack,1,President,,DEM,Michael Bennet,0,0,0,0
Jack,1,President,,DEM,Amy Klobuchar,3,1,0,2
Jack,1,President,,DEM,Joseph R. Biden,22,3,14,5
Jack,1,President,,DEM,John K. Delaney,0,0,0,0
Jack,1,President,,DEM,Deval Patrick,0,0,0,0
Jack,1,President,,DEM,Bernie Sanders,9,4,5,0
Jack,1,President,,DEM,Tom Steyer,0,0,0,0
Jack,1,President,,DEM,Tulsi Gabbard,0,0,0,0
Jack,1,President,,DEM,Michael R. Bloomberg,6,2,1,3
Jack,1,President,,DEM,Pete Buttigieg,0,0,0,0
Jack,1,President,,DEM,Robby Wells,0,0,0,0
Jack,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Jack,1,President,,DEM,Cory Booker,0,0,0,0
Jack,1,President,,DEM,Andrew Yang,0,0,0,0
Jack,1,U.S. Senate,,DEM,Over Votes,0,0,0,0
Jack,1,U.S. Senate,,DEM,Under Votes,6,1,4,1
Jack,1,U.S. Senate,,DEM,D.R. Hunter,2,0,2,0
Jack,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",19,3,10,6
Jack,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Jack,1,U.S. Senate,,DEM,Royce West,1,1,0,0
Jack,1,U.S. Senate,,DEM,Amanda K. Edwards,3,1,2,0
Jack,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,1,1,0,0
Jack,1,U.S. Senate,,DEM,Sema Hernandez,2,1,1,0
Jack,1,U.S. Senate,,DEM,Chris Bell,3,1,2,0
Jack,1,U.S. Senate,,DEM,"Annie ""Mam"" Garcia",1,1,0,0
Jack,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,0,1,1
Jack,1,U.S. Senate,,DEM,Victor Hugo Harris,1,0,0,1
Jack,1,U.S. Senate,,DEM,Michael Cooper,2,0,0,2
Jack,1,U.S. House,13,DEM,Over Votes,0,0,0,0
Jack,1,U.S. House,13,DEM,Under Votes,10,3,3,4
Jack,1,U.S. House,13,DEM,Timothy W. Gassaway,16,1,9,6
Jack,1,U.S. House,13,DEM,Gus Trujillo,10,3,6,1
Jack,1,U.S. House,13,DEM,Greg Sagan,7,3,4,0
Jack,1,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Jack,1,Railroad Commissioner,,DEM,Under Votes,7,1,5,1
Jack,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",9,3,6,0
Jack,1,Railroad Commissioner,,DEM,Kelly Stone,6,1,3,2
Jack,1,Railroad Commissioner,,DEM,Mark Watson,11,2,4,5
Jack,1,Railroad Commissioner,,DEM,Chrysta Castaeda,10,3,4,3
Jack,1,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Jack,1,"Chief Justice, Supreme Court",,DEM,Under Votes,5,1,3,1
Jack,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,30,6,16,8
Jack,1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,8,3,3,2
Jack,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
Jack,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Under Votes,6,1,4,1
Jack,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,19,5,10,4
Jack,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,18,4,8,6
Jack,1,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Jack,1,"Justice, Supreme Court, Place 7",,DEM,Under Votes,6,2,3,1
Jack,1,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,17,4,8,5
Jack,1,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,20,4,11,5
Jack,1,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0,0
Jack,1,"Justice, Supreme Court, Place 8",,DEM,Under Votes,5,1,3,1
Jack,1,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,22,5,12,5
Jack,1,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,16,4,7,5
Jack,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
Jack,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,7,1,5,1
Jack,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,7,2,4,1
Jack,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,24,3,13,8
Jack,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,5,4,0,1
