county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Brazoria,1,Registered Voters,,,,,,,4278
Brazoria,1,President,,DEM,Tulsi Gabbard,0,1,0,1
Brazoria,1,President,,DEM,Bernie Sanders,2,40,25,67
Brazoria,1,President,,DEM,Pete Buttigieg,4,9,1,14
Brazoria,1,President,,DEM,"Roque ""Rocky"" de la Fuente",0,2,2,4
Brazoria,1,President,,DEM,Michael R. Bloomberg,10,42,13,65
Brazoria,1,President,,DEM,Amy Klobuchar,0,4,1,5
Brazoria,1,President,,DEM,Michael Bennet,0,1,0,1
Brazoria,1,President,,DEM,Tom Steyer,0,3,1,4
Brazoria,1,President,,DEM,John K. Delaney,0,0,0,0
Brazoria,1,President,,DEM,Robby Wells,0,0,0,0
Brazoria,1,President,,DEM,Joseph R. Biden,10,16,63,89
Brazoria,1,President,,DEM,Marianne Williamson,0,0,0,0
Brazoria,1,President,,DEM,Julián Castro,0,0,0,0
Brazoria,1,President,,DEM,Andrew Yang,0,1,1,2
Brazoria,1,President,,DEM,Cory Booker,0,1,0,1
Brazoria,1,President,,DEM,Deval Patrick,0,0,0,0
Brazoria,1,President,,DEM,Elizabeth Warren,0,12,7,19
Brazoria,1,Ballots Cast,,DEM,,26,132,114,272
Brazoria,1,President,,DEM,Under Votes,0,1,1,2
Brazoria,1,President,,DEM,Over Votes,0,0,0,0
Brazoria,1,U.S. Senate,,DEM,Victor Hugo Harris,1,5,3,9
Brazoria,1,U.S. Senate,,DEM,Royce West,1,6,5,12
Brazoria,1,U.S. Senate,,DEM,Michael Cooper,3,10,7,20
Brazoria,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,3,22,9,34
Brazoria,1,U.S. Senate,,DEM,Chris Bell,6,32,26,64
Brazoria,1,U.S. Senate,,DEM,D. R. Hunter,2,3,2,7
Brazoria,1,U.S. Senate,,DEM,Sema Hernandez,1,22,31,54
Brazoria,1,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",2,3,5,10
Brazoria,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,1,1
Brazoria,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",4,9,10,23
Brazoria,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Brazoria,1,U.S. Senate,,DEM,Amanda K. Edwards,2,4,4,10
Brazoria,1,Ballots Cast,,DEM,,25,116,103,244
Brazoria,1,U.S. Senate,,DEM,Under Votes,1,17,12,30
Brazoria,1,U.S. Senate,,DEM,Over Votes,0,0,0,0
Brazoria,1,U.S. House,14,DEM,Eddie Fisher,0,19,22,41
Brazoria,1,U.S. House,14,DEM,Mikal Williams,2,13,6,21
Brazoria,1,U.S. House,14,DEM,"Robert ""Puga"" Thomas",6,20,14,40
