county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day
Sabine,Precinct 2,President,,Bernie Sanders,DEM,7,1,2,4
Sabine,Precinct 2,President,,Andrew Yang,DEM,0,0,0,0
Sabine,Precinct 2,President,,Michael R. Bloomberg,DEM,17,0,8,9
Sabine,Precinct 2,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,6,0,3,3
Sabine,Precinct 2,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,0,1,2
Sabine,Precinct 2,U.S. Senate,,Chris Bell,DEM,20,1,6,13
Sabine,Precinct 2,U.S. Senate,,Victor Hugo Harris,DEM,2,0,0,2
Sabine,Precinct 2,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,1,0
Sabine,Precinct 2,U.S. Senate,,D. R. Hunter,DEM,1,1,0,0
Sabine,Precinct 2,U.S. Senate,,Mary (MJ) Hegar,DEM,11,2,5,4
Sabine,Precinct 2,U.S. Senate,,Adrian Ocegueda,DEM,1,0,0,1
Sabine,Precinct 2,U.S. Senate,,Royce West,DEM,0,0,0,0
Sabine,Precinct 2,U.S. Senate,,Sema Hernandez,DEM,1,0,1,0
Sabine,Precinct 2,U.S. Senate,,Michael Cooper,DEM,4,0,1,3
Sabine,Precinct 2,U.S. Senate,,Amanda K. Edwards,DEM,7,0,1,6
Sabine,Precinct 2,U.S. House,1,Hank Gilbert,DEM,37,3,12,22
Sabine,Precinct 2,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,9,1,2,6
Sabine,Precinct 2,Railroad Commissioner,,Chrysta Castaneda,DEM,6,0,4,2
Sabine,Precinct 2,Railroad Commissioner,,Mark Watson,DEM,21,3,5,13
Sabine,Precinct 2,Railroad Commissioner,,Kelly Stone,DEM,12,0,4,8
Sabine,Precinct 3,Registered Voters,,,,601,,,
Sabine,Precinct 3,Ballots Cast,,,,169,6,25,138
Sabine,Precinct 3,Ballots Cast,,,REP,119,2,18,99
Sabine,Precinct 3,Ballots Cast,,,DEM,50,4,7,39
Sabine,Precinct 3,President,,Matthew John Matern,REP,0,0,0,0
Sabine,Precinct 3,President,,Zoltan G. Istvan,REP,0,0,0,0
Sabine,Precinct 3,President,,Donald J. Trump,REP,112,2,18,92
Sabine,Precinct 3,President,,Bill Weld,REP,0,0,0,0
Sabine,Precinct 3,President,,Joe Walsh,REP,1,0,0,1
Sabine,Precinct 3,President,,Bob Ely,REP,0,0,0,0
Sabine,Precinct 3,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0,0,1
Sabine,Precinct 3,President,,Uncommitted,REP,3,0,0,3
Sabine,Precinct 3,U.S. Senate,,John Anthony Castro,REP,13,0,1,12
Sabine,Precinct 3,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Sabine,Precinct 3,U.S. Senate,,Mark Yancey,REP,14,0,1,13
Sabine,Precinct 3,U.S. Senate,,Dwayne Stovall,REP,10,2,2,6
Sabine,Precinct 3,U.S. Senate,,John Cornyn,REP,65,0,13,52
Sabine,Precinct 3,U.S. House,1,Johnathan Kyle Davidson,REP,20,0,3,17
Sabine,Precinct 3,U.S. House,1,Louie Gohmert,REP,90,2,14,74
Sabine,Precinct 3,Railroad Commissioner,,Ryan Sitton,REP,29,0,5,24
Sabine,Precinct 3,Railroad Commissioner,,"James ""Jim"" Wright",REP,75,2,12,61
Sabine,Precinct 3,State Representative,9,Chris Paddie,REP,89,0,13,76
Sabine,Precinct 3,State Representative,9,Mark Williams,REP,20,2,4,14
Sabine,Precinct 3,President,,Julian Castro,DEM,0,0,0,0
Sabine,Precinct 3,President,,John K. Delaney,DEM,1,0,0,1
Sabine,Precinct 3,President,,Tom Steyer,DEM,1,0,0,1
Sabine,Precinct 3,President,,Amy Klobuchar,DEM,0,0,0,0
Sabine,Precinct 3,President,,"Roque ""Rocky"" De La Fuente",DEM,1,0,1,0
Sabine,Precinct 3,President,,Cory Booker,DEM,0,0,0,0
Sabine,Precinct 3,President,,Deval Patrick,DEM,0,0,0,0
Sabine,Precinct 3,President,,Pete Buttigieg,DEM,0,0,0,0
Sabine,Precinct 3,President,,Marianne Williamson,DEM,0,0,0,0
Sabine,Precinct 3,President,,Tulsi Gabbard,DEM,0,0,0,0
Sabine,Precinct 3,President,,Elizabeth Warren,DEM,2,0,0,2
Sabine,Precinct 3,President,,Michael Bennet,DEM,0,0,0,0
Sabine,Precinct 3,President,,Robby Wells,DEM,0,0,0,0
Sabine,Precinct 3,President,,Joseph R. Biden,DEM,33,2,5,26
Sabine,Precinct 3,President,,Bernie Sanders,DEM,4,0,1,3
Sabine,Precinct 3,President,,Andrew Yang,DEM,1,0,0,1
Sabine,Precinct 3,President,,Michael R. Bloomberg,DEM,7,2,0,5
Sabine,Precinct 3,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,6,0,2,4
Sabine,Precinct 3,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,0,0,3
Sabine,Precinct 3,U.S. Senate,,Chris Bell,DEM,6,1,1,4
Sabine,Precinct 3,U.S. Senate,,Victor Hugo Harris,DEM,2,1,0,1
Sabine,Precinct 3,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,3,0,1,2
Sabine,Precinct 3,U.S. Senate,,D. R. Hunter,DEM,2,0,0,2
Sabine,Precinct 3,U.S. Senate,,Mary (MJ) Hegar,DEM,2,0,0,2
Sabine,Precinct 3,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Sabine,Precinct 3,U.S. Senate,,Royce West,DEM,9,2,0,7
Sabine,Precinct 3,U.S. Senate,,Sema Hernandez,DEM,3,0,1,2
Sabine,Precinct 3,U.S. Senate,,Michael Cooper,DEM,8,0,2,6
Sabine,Precinct 3,U.S. Senate,,Amanda K. Edwards,DEM,3,0,0,3
Sabine,Precinct 3,U.S. House,1,Hank Gilbert,DEM,30,3,4,23
Sabine,Precinct 3,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,9,0,2,7
Sabine,Precinct 3,Railroad Commissioner,,Chrysta Castaneda,DEM,7,0,1,6
Sabine,Precinct 3,Railroad Commissioner,,Mark Watson,DEM,15,2,0,13
Sabine,Precinct 3,Railroad Commissioner,,Kelly Stone,DEM,12,2,4,6
Sabine,Precinct 4,Registered Voters,,,,250,,,
Sabine,Precinct 4,Ballots Cast,,,,102,10,27,65
Sabine,Precinct 4,Ballots Cast,,,REP,96,10,25,61
Sabine,Precinct 4,Ballots Cast,,,DEM,6,0,2,4
Sabine,Precinct 4,President,,Matthew John Matern,REP,0,0,0,0
Sabine,Precinct 4,President,,Zoltan G. Istvan,REP,0,0,0,0
Sabine,Precinct 4,President,,Donald J. Trump,REP,96,10,25,61
Sabine,Precinct 4,President,,Bill Weld,REP,0,0,0,0
Sabine,Precinct 4,President,,Joe Walsh,REP,0,0,0,0
Sabine,Precinct 4,President,,Bob Ely,REP,0,0,0,0
Sabine,Precinct 4,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Sabine,Precinct 4,President,,Uncommitted,REP,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,John Anthony Castro,REP,5,1,2,2
Sabine,Precinct 4,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Mark Yancey,REP,6,0,1,5
Sabine,Precinct 4,U.S. Senate,,Dwayne Stovall,REP,14,0,2,12
Sabine,Precinct 4,U.S. Senate,,John Cornyn,REP,66,6,20,40
Sabine,Precinct 4,U.S. House,1,Johnathan Kyle Davidson,REP,30,1,9,20
Sabine,Precinct 4,U.S. House,1,Louie Gohmert,REP,58,5,15,38
Sabine,Precinct 4,Railroad Commissioner,,Ryan Sitton,REP,25,4,8,13
Sabine,Precinct 4,Railroad Commissioner,,"James ""Jim"" Wright",REP,63,3,15,45
Sabine,Precinct 4,State Representative,9,Chris Paddie,REP,64,7,18,39
Sabine,Precinct 4,State Representative,9,Mark Williams,REP,26,1,6,19
Sabine,Precinct 4,President,,Julian Castro,DEM,0,0,0,0
Sabine,Precinct 4,President,,John K. Delaney,DEM,0,0,0,0
Sabine,Precinct 4,President,,Tom Steyer,DEM,0,0,0,0
Sabine,Precinct 4,President,,Amy Klobuchar,DEM,0,0,0,0
Sabine,Precinct 4,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sabine,Precinct 4,President,,Cory Booker,DEM,0,0,0,0
Sabine,Precinct 4,President,,Deval Patrick,DEM,0,0,0,0
Sabine,Precinct 4,President,,Pete Buttigieg,DEM,0,0,0,0
Sabine,Precinct 4,President,,Marianne Williamson,DEM,0,0,0,0
Sabine,Precinct 4,President,,Tulsi Gabbard,DEM,0,0,0,0
Sabine,Precinct 4,President,,Elizabeth Warren,DEM,0,0,0,0
Sabine,Precinct 4,President,,Michael Bennet,DEM,0,0,0,0
Sabine,Precinct 4,President,,Robby Wells,DEM,0,0,0,0
Sabine,Precinct 4,President,,Joseph R. Biden,DEM,1,0,0,1
Sabine,Precinct 4,President,,Bernie Sanders,DEM,2,0,0,2
Sabine,Precinct 4,President,,Andrew Yang,DEM,0,0,0,0
Sabine,Precinct 4,President,,Michael R. Bloomberg,DEM,1,0,1,0
Sabine,Precinct 4,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Chris Bell,DEM,2,0,2,0
Sabine,Precinct 4,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Mary (MJ) Hegar,DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Royce West,DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Sabine,Precinct 4,U.S. Senate,,Amanda K. Edwards,DEM,1,0,0,1
Sabine,Precinct 4,U.S. House,1,Hank Gilbert,DEM,3,0,2,1
Sabine,Precinct 4,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,0,0,1
Sabine,Precinct 4,Railroad Commissioner,,Chrysta Castaneda,DEM,1,0,0,1
Sabine,Precinct 4,Railroad Commissioner,,Mark Watson,DEM,1,0,1,0
Sabine,Precinct 4,Railroad Commissioner,,Kelly Stone,DEM,1,0,1,0
Sabine,Precinct 5,Registered Voters,,,,1320,,,
Sabine,Precinct 5,Ballots Cast,,,,478,14,187,277
Sabine,Precinct 5,Ballots Cast,,,REP,450,11,175,264
Sabine,Precinct 5,Ballots Cast,,,DEM,28,3,12,13
Sabine,Precinct 5,President,,Matthew John Matern,REP,1,0,0,1
Sabine,Precinct 5,President,,Zoltan G. Istvan,REP,0,0,0,0
Sabine,Precinct 5,President,,Donald J. Trump,REP,425,11,161,253
Sabine,Precinct 5,President,,Bill Weld,REP,2,0,2,0
Sabine,Precinct 5,President,,Joe Walsh,REP,3,0,3,0
Sabine,Precinct 5,President,,Bob Ely,REP,0,0,0,0
Sabine,Precinct 5,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Sabine,Precinct 5,President,,Uncommitted,REP,8,0,1,7
Sabine,Precinct 5,U.S. Senate,,John Anthony Castro,REP,30,0,11,19
Sabine,Precinct 5,U.S. Senate,,Virgil Bierschwale,REP,4,0,2,2
Sabine,Precinct 5,U.S. Senate,,Mark Yancey,REP,39,1,14,24
Sabine,Precinct 5,U.S. Senate,,Dwayne Stovall,REP,55,0,22,33
Sabine,Precinct 5,U.S. Senate,,John Cornyn,REP,236,9,93,134
Sabine,Precinct 5,U.S. House,1,Johnathan Kyle Davidson,REP,96,3,32,61
Sabine,Precinct 5,U.S. House,1,Louie Gohmert,REP,285,7,113,165
Sabine,Precinct 5,Railroad Commissioner,,Ryan Sitton,REP,106,2,41,63
Sabine,Precinct 5,Railroad Commissioner,,"James ""Jim"" Wright",REP,249,9,96,144
Sabine,Precinct 5,State Representative,9,Chris Paddie,REP,303,8,108,187
Sabine,Precinct 5,State Representative,9,Mark Williams,REP,85,3,39,43
Sabine,Precinct 5,President,,Julian Castro,DEM,0,0,0,0
Sabine,Precinct 5,President,,John K. Delaney,DEM,0,0,0,0
Sabine,Precinct 5,President,,Tom Steyer,DEM,1,0,1,0
Sabine,Precinct 5,President,,Amy Klobuchar,DEM,1,0,1,0
Sabine,Precinct 5,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sabine,Precinct 5,President,,Cory Booker,DEM,0,0,0,0
Sabine,Precinct 5,President,,Deval Patrick,DEM,0,0,0,0
Sabine,Precinct 5,President,,Pete Buttigieg,DEM,2,1,0,1
Sabine,Precinct 5,President,,Marianne Williamson,DEM,0,0,0,0
Sabine,Precinct 5,President,,Tulsi Gabbard,DEM,0,0,0,0
Sabine,Precinct 5,President,,Elizabeth Warren,DEM,1,0,1,0
Sabine,Precinct 5,President,,Michael Bennet,DEM,0,0,0,0
Sabine,Precinct 5,President,,Robby Wells,DEM,0,0,0,0
Sabine,Precinct 5,President,,Joseph R. Biden,DEM,11,0,5,6
Sabine,Precinct 5,President,,Bernie Sanders,DEM,7,1,1,5
Sabine,Precinct 5,President,,Andrew Yang,DEM,0,0,0,0
Sabine,Precinct 5,President,,Michael R. Bloomberg,DEM,3,0,3,0
Sabine,Precinct 5,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,1,0,1,0
Sabine,Precinct 5,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,2,0,0,2
Sabine,Precinct 5,U.S. Senate,,Chris Bell,DEM,2,0,1,1
Sabine,Precinct 5,U.S. Senate,,Victor Hugo Harris,DEM,1,0,0,1
Sabine,Precinct 5,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,1,0,1
Sabine,Precinct 5,U.S. Senate,,D. R. Hunter,DEM,1,0,0,1
Sabine,Precinct 5,U.S. Senate,,Mary (MJ) Hegar,DEM,10,2,8,0
Sabine,Precinct 5,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Sabine,Precinct 5,U.S. Senate,,Royce West,DEM,1,0,1,0
Sabine,Precinct 5,U.S. Senate,,Sema Hernandez,DEM,2,0,0,2
Sabine,Precinct 5,U.S. Senate,,Michael Cooper,DEM,3,0,0,3
Sabine,Precinct 5,U.S. Senate,,Amanda K. Edwards,DEM,2,0,1,1
Sabine,Precinct 5,U.S. House,1,Hank Gilbert,DEM,19,3,7,9
Sabine,Precinct 5,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,3,1,0,2
Sabine,Precinct 5,Railroad Commissioner,,Chrysta Castaneda,DEM,5,1,1,3
Sabine,Precinct 5,Railroad Commissioner,,Mark Watson,DEM,8,0,4,4
Sabine,Precinct 5,Railroad Commissioner,,Kelly Stone,DEM,9,1,5,3
Sabine,Precinct 6,Registered Voters,,,,1766,,,
Sabine,Precinct 6,Ballots Cast,,,,507,30,195,282
Sabine,Precinct 6,Ballots Cast,,,REP,429,25,169,235
Sabine,Precinct 6,Ballots Cast,,,DEM,78,5,26,47
Sabine,Precinct 6,President,,Matthew John Matern,REP,1,0,0,1
Sabine,Precinct 6,President,,Zoltan G. Istvan,REP,1,0,1,0
Sabine,Precinct 6,President,,Donald J. Trump,REP,422,25,168,229
Sabine,Precinct 6,President,,Bill Weld,REP,0,0,0,0
Sabine,Precinct 6,President,,Joe Walsh,REP,2,0,0,2
Sabine,Precinct 6,President,,Bob Ely,REP,0,0,0,0
Sabine,Precinct 6,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Sabine,Precinct 6,President,,Uncommitted,REP,2,0,0,2
Sabine,Precinct 6,U.S. Senate,,John Anthony Castro,REP,19,0,6,13
Sabine,Precinct 6,U.S. Senate,,Virgil Bierschwale,REP,4,0,0,4
Sabine,Precinct 6,U.S. Senate,,Mark Yancey,REP,28,0,9,19
Sabine,Precinct 6,U.S. Senate,,Dwayne Stovall,REP,59,2,22,35
Sabine,Precinct 6,U.S. Senate,,John Cornyn,REP,290,23,122,145
Sabine,Precinct 6,U.S. House,1,Johnathan Kyle Davidson,REP,58,1,17,40
Sabine,Precinct 6,U.S. House,1,Louie Gohmert,REP,344,24,140,180
Sabine,Precinct 6,Railroad Commissioner,,Ryan Sitton,REP,110,3,47,60
Sabine,Precinct 6,Railroad Commissioner,,"James ""Jim"" Wright",REP,264,20,105,139
Sabine,Precinct 6,State Representative,9,Chris Paddie,REP,319,21,133,165
Sabine,Precinct 6,State Representative,9,Mark Williams,REP,76,3,24,49
Sabine,Precinct 6,President,,Julian Castro,DEM,0,0,0,0
Sabine,Precinct 6,President,,John K. Delaney,DEM,1,1,0,0
Sabine,Precinct 6,President,,Tom Steyer,DEM,0,0,0,0
Sabine,Precinct 6,President,,Amy Klobuchar,DEM,1,0,1,0
Sabine,Precinct 6,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sabine,Precinct 6,President,,Cory Booker,DEM,1,1,0,0
Sabine,Precinct 6,President,,Deval Patrick,DEM,0,0,0,0
Sabine,Precinct 6,President,,Pete Buttigieg,DEM,4,0,4,0
Sabine,Precinct 6,President,,Marianne Williamson,DEM,0,0,0,0
Sabine,Precinct 6,President,,Tulsi Gabbard,DEM,2,0,2,0
Sabine,Precinct 6,President,,Elizabeth Warren,DEM,7,1,2,4
Sabine,Precinct 6,President,,Michael Bennet,DEM,0,0,0,0
Sabine,Precinct 6,President,,Robby Wells,DEM,0,0,0,0
Sabine,Precinct 6,President,,Joseph R. Biden,DEM,38,0,6,32
Sabine,Precinct 6,President,,Bernie Sanders,DEM,14,1,4,9
Sabine,Precinct 6,President,,Andrew Yang,DEM,1,0,1,0
Sabine,Precinct 6,President,,Michael R. Bloomberg,DEM,10,2,6,2
Sabine,Precinct 6,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,10,0,3,7
Sabine,Precinct 6,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,6,1,4,1
Sabine,Precinct 6,U.S. Senate,,Chris Bell,DEM,21,1,4,16
Sabine,Precinct 6,U.S. Senate,,Victor Hugo Harris,DEM,4,1,3,0
Sabine,Precinct 6,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,1,0
Sabine,Precinct 6,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Sabine,Precinct 6,U.S. Senate,,Mary (MJ) Hegar,DEM,17,1,6,10
Sabine,Precinct 6,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Sabine,Precinct 6,U.S. Senate,,Royce West,DEM,2,0,0,2
Sabine,Precinct 6,U.S. Senate,,Sema Hernandez,DEM,2,0,1,1
Sabine,Precinct 6,U.S. Senate,,Michael Cooper,DEM,4,1,2,1
Sabine,Precinct 6,U.S. Senate,,Amanda K. Edwards,DEM,5,0,1,4
Sabine,Precinct 6,U.S. House,1,Hank Gilbert,DEM,58,5,18,35
Sabine,Precinct 6,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,11,1,4,6
Sabine,Precinct 6,Railroad Commissioner,,Chrysta Castaneda,DEM,16,0,4,12
Sabine,Precinct 6,Railroad Commissioner,,Mark Watson,DEM,17,1,9,7
Sabine,Precinct 6,Railroad Commissioner,,Kelly Stone,DEM,24,3,6,15
Sabine,Precinct 7,Registered Voters,,,,206,,,
Sabine,Precinct 7,Ballots Cast,,,,58,3,17,38
Sabine,Precinct 7,Ballots Cast,,,REP,27,0,13,14
Sabine,Precinct 7,Ballots Cast,,,DEM,31,3,4,24
Sabine,Precinct 7,President,,Matthew John Matern,REP,0,0,0,0
Sabine,Precinct 7,President,,Zoltan G. Istvan,REP,0,0,0,0
Sabine,Precinct 7,President,,Donald J. Trump,REP,22,0,11,11
Sabine,Precinct 7,President,,Bill Weld,REP,0,0,0,0
Sabine,Precinct 7,President,,Joe Walsh,REP,0,0,0,0
Sabine,Precinct 7,President,,Bob Ely,REP,0,0,0,0
Sabine,Precinct 7,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Sabine,Precinct 7,President,,Uncommitted,REP,3,0,0,3
Sabine,Precinct 7,U.S. Senate,,John Anthony Castro,REP,2,0,1,1
