county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day
Sabine,Precinct 1,Registered Voters,,,,1928,,,
Sabine,Precinct 1,Ballots Cast,,,,690,38,371,281
Sabine,Precinct 1,Ballots Cast,,,REP,621,31,349,241
Sabine,Precinct 1,Ballots Cast,,,DEM,69,7,22,40
Sabine,Precinct 1,President,,Matthew John Matern,REP,0,0,0,0
Sabine,Precinct 1,President,,Zoltan G. Istvan,REP,0,0,0,0
Sabine,Precinct 1,President,,Donald J. Trump,REP,598,30,337,231
Sabine,Precinct 1,President,,Bill Weld,REP,1,0,0,1
Sabine,Precinct 1,President,,Joe Walsh,REP,2,0,2,0
Sabine,Precinct 1,President,,Bob Ely,REP,1,0,1,0
Sabine,Precinct 1,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0,1,0
Sabine,Precinct 1,President,,Uncommitted,REP,9,1,2,6
Sabine,Precinct 1,U.S. Senate,,John Anthony Castro,REP,29,0,16,13
Sabine,Precinct 1,U.S. Senate,,Virgil Bierschwale,REP,4,0,1,3
Sabine,Precinct 1,U.S. Senate,,Mark Yancey,REP,36,0,20,16
Sabine,Precinct 1,U.S. Senate,,Dwayne Stovall,REP,84,2,45,37
Sabine,Precinct 1,U.S. Senate,,John Cornyn,REP,411,27,238,146
Sabine,Precinct 1,U.S. House,1,Johnathan Kyle Davidson,REP,74,0,38,36
Sabine,Precinct 1,U.S. House,1,Louie Gohmert,REP,494,28,283,183
Sabine,Precinct 1,Railroad Commissioner,,Ryan Sitton,REP,166,14,91,61
Sabine,Precinct 1,Railroad Commissioner,,"James ""Jim"" Wright",REP,347,13,193,141
Sabine,Precinct 1,State Representative,9,Chris Paddie,REP,479,24,277,178
Sabine,Precinct 1,State Representative,9,Mark Williams,REP,96,5,47,44
Sabine,Precinct 1,President,,Julian Castro,DEM,0,0,0,0
Sabine,Precinct 1,President,,John K. Delaney,DEM,2,0,0,2
Sabine,Precinct 1,President,,Tom Steyer,DEM,0,0,0,0
Sabine,Precinct 1,President,,Amy Klobuchar,DEM,1,0,1,0
Sabine,Precinct 1,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sabine,Precinct 1,President,,Cory Booker,DEM,0,0,0,0
Sabine,Precinct 1,President,,Deval Patrick,DEM,0,0,0,0
Sabine,Precinct 1,President,,Pete Buttigieg,DEM,1,1,0,0
Sabine,Precinct 1,President,,Marianne Williamson,DEM,0,0,0,0
Sabine,Precinct 1,President,,Tulsi Gabbard,DEM,0,0,0,0
Sabine,Precinct 1,President,,Elizabeth Warren,DEM,5,1,3,1
Sabine,Precinct 1,President,,Michael Bennet,DEM,0,0,0,0
Sabine,Precinct 1,President,,Robby Wells,DEM,0,0,0,0
Sabine,Precinct 1,President,,Joseph R. Biden,DEM,38,4,5,29
Sabine,Precinct 1,President,,Bernie Sanders,DEM,10,1,4,5
Sabine,Precinct 1,President,,Andrew Yang,DEM,0,0,0,0
Sabine,Precinct 1,President,,Michael R. Bloomberg,DEM,12,0,9,3
Sabine,Precinct 1,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,10,0,5,5
Sabine,Precinct 1,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,0,1,2
Sabine,Precinct 1,U.S. Senate,,Chris Bell,DEM,22,3,2,17
Sabine,Precinct 1,U.S. Senate,,Victor Hugo Harris,DEM,3,0,0,3
Sabine,Precinct 1,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,3,0,1,2
Sabine,Precinct 1,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Sabine,Precinct 1,U.S. Senate,,Mary (MJ) Hegar,DEM,16,1,8,7
Sabine,Precinct 1,U.S. Senate,,Adrian Ocegueda,DEM,1,0,0,1
Sabine,Precinct 1,U.S. Senate,,Royce West,DEM,1,1,0,0
Sabine,Precinct 1,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Sabine,Precinct 1,U.S. Senate,,Michael Cooper,DEM,2,0,2,0
Sabine,Precinct 1,U.S. Senate,,Amanda K. Edwards,DEM,6,2,2,2
Sabine,Precinct 1,U.S. House,1,Hank Gilbert,DEM,47,6,13,28
Sabine,Precinct 1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,16,0,4,12
Sabine,Precinct 1,Railroad Commissioner,,Chrysta Castaneda,DEM,9,2,2,5
Sabine,Precinct 1,Railroad Commissioner,,Mark Watson,DEM,16,3,3,10
Sabine,Precinct 1,Railroad Commissioner,,Kelly Stone,DEM,20,2,8,10
Sabine,Precinct 2,Registered Voters,,,,1440,,,
Sabine,Precinct 2,Ballots Cast,,,,553,22,272,259
Sabine,Precinct 2,Ballots Cast,,,REP,493,17,253,223
Sabine,Precinct 2,Ballots Cast,,,DEM,60,5,19,36
Sabine,Precinct 2,President,,Matthew John Matern,REP,1,0,1,0
Sabine,Precinct 2,President,,Zoltan G. Istvan,REP,0,0,0,0
Sabine,Precinct 2,President,,Donald J. Trump,REP,479,17,247,215
Sabine,Precinct 2,President,,Bill Weld,REP,0,0,0,0
Sabine,Precinct 2,President,,Joe Walsh,REP,2,0,1,1
Sabine,Precinct 2,President,,Bob Ely,REP,0,0,0,0
Sabine,Precinct 2,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Sabine,Precinct 2,President,,Uncommitted,REP,6,0,2,4
Sabine,Precinct 2,U.S. Senate,,John Anthony Castro,REP,24,0,14,10
Sabine,Precinct 2,U.S. Senate,,Virgil Bierschwale,REP,4,0,2,2
Sabine,Precinct 2,U.S. Senate,,Mark Yancey,REP,38,0,17,21
Sabine,Precinct 2,U.S. Senate,,Dwayne Stovall,REP,43,1,19,23
Sabine,Precinct 2,U.S. Senate,,John Cornyn,REP,359,16,191,152
Sabine,Precinct 2,U.S. House,1,Johnathan Kyle Davidson,REP,90,2,50,38
Sabine,Precinct 2,U.S. House,1,Louie Gohmert,REP,369,15,182,172
Sabine,Precinct 2,Railroad Commissioner,,Ryan Sitton,REP,138,7,76,55
Sabine,Precinct 2,Railroad Commissioner,,"James ""Jim"" Wright",REP,287,8,148,131
Sabine,Precinct 2,State Representative,9,Chris Paddie,REP,361,14,193,154
Sabine,Precinct 2,State Representative,9,Mark Williams,REP,103,3,49,51
Sabine,Precinct 2,President,,Julian Castro,DEM,2,0,0,2
Sabine,Precinct 2,President,,John K. Delaney,DEM,1,0,0,1
Sabine,Precinct 2,President,,Tom Steyer,DEM,0,0,0,0
Sabine,Precinct 2,President,,Amy Klobuchar,DEM,5,2,3,0
Sabine,Precinct 2,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sabine,Precinct 2,President,,Cory Booker,DEM,0,0,0,0
Sabine,Precinct 2,President,,Deval Patrick,DEM,0,0,0,0
Sabine,Precinct 2,President,,Pete Buttigieg,DEM,0,0,0,0
Sabine,Precinct 2,President,,Marianne Williamson,DEM,0,0,0,0
Sabine,Precinct 2,President,,Tulsi Gabbard,DEM,0,0,0,0
Sabine,Precinct 2,President,,Elizabeth Warren,DEM,5,2,1,2
Sabine,Precinct 2,President,,Michael Bennet,DEM,0,0,0,0
Sabine,Precinct 2,President,,Robby Wells,DEM,0,0,0,0
Sabine,Precinct 2,President,,Joseph R. Biden,DEM,22,0,5,17
