county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Falls,101,Registered Voters,,,,,,,140
Falls,101,President,,DEM,John K. Delaney,0,0,1,1
Falls,101,President,,DEM,Elizabeth Warren,0,4,0,4
Falls,101,President,,DEM,Tom Steyer,0,0,0,0
Falls,101,President,,DEM,Marianne Williamson,0,0,1,1
Falls,101,President,,DEM,Andrew Yang,0,0,0,0
Falls,101,President,,DEM,Tulsi Gabbard,0,1,0,1
Falls,101,President,,DEM,Deval Patrick,0,0,0,0
Falls,101,President,,DEM,Robby Wells,0,0,0,0
Falls,101,President,,DEM,Pete Buttigieg,0,1,0,1
Falls,101,President,,DEM,Cory Booker,0,0,0,0
Falls,101,President,,DEM,Joseph R. Biden,0,6,15,21
Falls,101,President,,DEM,Julián Castro,0,0,0,0
Falls,101,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Falls,101,President,,DEM,Bernie Sanders,0,6,7,13
Falls,101,President,,DEM,Amy Klobuchar,0,0,1,1
Falls,101,President,,DEM,Michael R. Bloomberg,0,7,8,15
Falls,101,President,,DEM,Michael Bennet,0,0,0,0
Falls,101,President,,DEM,Ballots Cast,0,25,33,58
Falls,101,President,,DEM,Undervotes,0,0,0,0
Falls,101,President,,DEM,Overvotes,0,0,0,0
Falls,101,U.S. Senate,,DEM,Michael Cooper,0,1,6,7
Falls,101,U.S. Senate,,DEM,Chris Bell,0,2,1,3
Falls,101,U.S. Senate,,DEM,Sema Hernandez,0,2,2,4
Falls,101,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",0,1,4,5
Falls,101,U.S. Senate,,DEM,Royce West,0,3,5,8
Falls,101,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,1,2,3
Falls,101,U.S. Senate,,DEM,Amanda K. Edwards,0,1,2,3
Falls,101,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,7,3,10
Falls,101,U.S. Senate,,DEM,Victor Hugo Harris,0,0,1,1
Falls,101,U.S. Senate,,DEM,D. R. Hunter,0,1,0,1
Falls,101,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,2,3,5
Falls,101,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Falls,101,U.S. Senate,,DEM,Ballots Cast,0,21,29,50
Falls,101,U.S. Senate,,DEM,Undervotes,0,4,4,8
Falls,101,U.S. Senate,,DEM,Overvotes,0,0,0,0
Falls,101,"United States Representative, District No. 17",,DEM,Rick Kennedy,0,10,13,23
Falls,101,"United States Representative, District No. 17",,DEM,William Foster III,0,6,6,12
Falls,101,"United States Representative, District No. 17",,DEM,David Anthony Jaramillo,0,4,10,14
Falls,101,"United States Representative, District No. 17",,DEM,Ballots Cast,0,20,29,49
Falls,101,"United States Representative, District No. 17",,DEM,Undervotes,0,5,3,8
Falls,101,"United States Representative, District No. 17",,DEM,Overvotes,0,0,1,1
Falls,101,Railroad Commissioner,,DEM,Kelly Stone,0,6,5,11
Falls,101,Railroad Commissioner,,DEM,Mark Watson,0,1,5,6
Falls,101,Railroad Commissioner,,DEM,Chrysta Castañeda,0,8,8,16
Falls,101,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,3,8,11
Falls,101,Railroad Commissioner,,DEM,Ballots Cast,0,18,26,44
Falls,101,Railroad Commissioner,,DEM,Undervotes,0,7,7,14
Falls,101,Railroad Commissioner,,DEM,Overvotes,0,0,0,0
Falls,101,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,0,4,9,13
Falls,101,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,0,15,18,33
Falls,101,"Chief Justice, Supreme Court",,DEM,Ballots Cast,0,19,27,46
Falls,101,"Chief Justice, Supreme Court",,DEM,Undervotes,0,6,6,12
Falls,101,"Chief Justice, Supreme Court",,DEM,Overvotes,0,0,0,0
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Kathy Cheng,0,13,19,32
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Larry Praeger,0,7,8,15
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Ballots Cast,0,20,27,47
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Undervotes,0,5,6,11
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Overvotes,0,0,0,0
Falls,101,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,0,12,24,36
Falls,101,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,0,6,4,10
Falls,101,"Justice, Supreme Court, Place 7",,DEM,Ballots Cast,0,18,28,46
Falls,101,"Justice, Supreme Court, Place 7",,DEM,Undervotes,0,7,5,12
Falls,101,"Justice, Supreme Court, Place 7",,DEM,Overvotes,0,0,0,0
Falls,101,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,0,12,18,30
Falls,101,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,0,6,9,15
Falls,101,"Justice, Supreme Court, Place 8",,DEM,Ballots Cast,0,18,27,45
Falls,101,"Justice, Supreme Court, Place 8",,DEM,Undervotes,0,7,6,13
Falls,101,"Justice, Supreme Court, Place 8",,DEM,Overvotes,0,0,0,0
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,0,15,16,31
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,0,0,2,2
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,0,3,9,12
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Ballots Cast,0,18,27,45
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Undervotes,0,7,6,13
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Overvotes,0,0,0,0
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,0,15,23,38
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,0,3,4,7
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Ballots Cast,0,18,27,45
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Undervotes,0,7,6,13
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Overvotes,0,0,0,0
Falls,101,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,0,18,24,42
Falls,101,"Judge, Court of Criminal Appeals, Place 9",,DEM,Ballots Cast,0,18,24,42
Falls,101,"Judge, Court of Criminal Appeals, Place 9",,DEM,Undervotes,0,7,9,16
Falls,101,"Judge, Court of Criminal Appeals, Place 9",,DEM,Overvotes,0,0,0,0
Falls,101,"Member, State Board of Education, District 10",,DEM,Stephen Wyman,0,9,5,14
Falls,101,"Member, State Board of Education, District 10",,DEM,Marsha Burnett-Webster,0,10,23,33
Falls,101,"Member, State Board of Education, District 10",,DEM,Ballots Cast,0,19,28,47
Falls,101,"Member, State Board of Education, District 10",,DEM,Undervotes,0,6,5,11
Falls,101,"Member, State Board of Education, District 10",,DEM,Overvotes,0,0,0,0
Falls,101,"State Senator, District 22",,DEM,Robert Vick,0,17,23,40
Falls,101,"State Senator, District 22",,DEM,Ballots Cast,0,17,23,40
Falls,101,"State Senator, District 22",,DEM,Undervotes,0,8,10,18
Falls,101,"State Senator, District 22",,DEM,Overvotes,0,0,0,0
Falls,101,Sheriff,,DEM,Joe Lopez,0,18,27,45
Falls,101,Sheriff,,DEM,Ballots Cast,0,18,27,45
Falls,101,Sheriff,,DEM,Undervotes,0,7,6,13
Falls,101,Sheriff,,DEM,Overvotes,0,0,0,0
Falls,101,County Chairman,,DEM,Charleen Prince,0,18,26,44
Falls,101,County Chairman,,DEM,Ballots Cast,0,18,26,44
Falls,101,County Chairman,,DEM,Undervotes,0,7,7,14
Falls,101,County Chairman,,DEM,Overvotes,0,0,0,0
Falls,101,President,,REP,Bob Ely,0,0,0,0
Falls,101,President,,REP,Matthew John Matern,0,0,0,0
Falls,101,President,,REP,Bill Weld,0,0,0,0
Falls,101,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,3,3
Falls,101,President,,REP,Zoltan G. Istvan,0,0,0,0
Falls,101,President,,REP,Joe Walsh,0,0,0,0
Falls,101,President,,REP,Donald J. Trump,0,34,42,76
Falls,101,President,,REP,Uncommitted,0,2,1,3
Falls,101,President,,REP,Ballots Cast,0,36,46,82
Falls,101,President,,REP,Undervotes,0,0,0,0
Falls,101,President,,REP,Overvotes,0,0,0,0
Falls,101,U.S. Senate,,REP,John Cornyn,0,25,39,64
Falls,101,U.S. Senate,,REP,Mark Yancey,0,2,1,3
Falls,101,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0
Falls,101,U.S. Senate,,REP,John Anthony Castro,0,0,0,0
Falls,101,U.S. Senate,,REP,Dwayne Stovall,0,6,5,11
Falls,101,U.S. Senate,,REP,Ballots Cast,0,33,45,78
Falls,101,U.S. Senate,,REP,Undervotes,0,3,1,4
Falls,101,U.S. Senate,,REP,Overvotes,0,0,0,0
Falls,101,"United States Representative, District No. 17",,REP,Todd Kent,0,1,3,4
Falls,101,"United States Representative, District No. 17",,REP,Pete Sessions,0,7,15,22
Falls,101,"United States Representative, District No. 17",,REP,Scott Bland,0,1,2,3
Falls,101,"United States Representative, District No. 17",,REP,Kristen Alamo Rowin,0,0,0,0
Falls,101,"United States Representative, District No. 17",,REP,Trent Sutton,0,0,0,0
Falls,101,"United States Representative, District No. 17",,REP,George W. Hindman,0,9,13,22
Falls,101,"United States Representative, District No. 17",,REP,Renée Swann,0,14,8,22
Falls,101,"United States Representative, District No. 17",,REP,David Saucedo,0,0,1,1
Falls,101,"United States Representative, District No. 17",,REP,Laurie Godfrey McReynolds,0,0,1,1
Falls,101,"United States Representative, District No. 17",,REP,Ahmad Adnan,0,1,0,1
Falls,101,"United States Representative, District No. 17",,REP,Elianor Vessali,0,2,3,5
Falls,101,"United States Representative, District No. 17",,REP,Jeff Openheim,0,0,0,0
Falls,101,"United States Representative, District No. 17",,REP,Ballots Cast,0,35,46,81
Falls,101,"United States Representative, District No. 17",,REP,Undervotes,0,1,0,1
Falls,101,"United States Representative, District No. 17",,REP,Overvotes,0,0,0,0
Falls,101,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,19,31,50
Falls,101,Railroad Commissioner,,REP,Ryan Sitton,0,12,7,19
Falls,101,Railroad Commissioner,,REP,Ballots Cast,0,31,38,69
Falls,101,Railroad Commissioner,,REP,Undervotes,0,5,8,13
Falls,101,Railroad Commissioner,,REP,Overvotes,0,0,0,0
Falls,101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,0,29,36,65
Falls,101,"Chief Justice, Supreme Court",,REP,Ballots Cast,0,29,36,65
Falls,101,"Chief Justice, Supreme Court",,REP,Undervotes,0,7,10,17
Falls,101,"Chief Justice, Supreme Court",,REP,Overvotes,0,0,0,0
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jane Bland,0,28,34,62
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Ballots Cast,0,28,34,62
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Undervotes,0,8,12,20
Falls,101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Overvotes,0,0,0,0
Falls,101,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,0,28,33,61
Falls,101,"Justice, Supreme Court, Place 7",,REP,Ballots Cast,0,28,33,61
Falls,101,"Justice, Supreme Court, Place 7",,REP,Undervotes,0,8,13,21
Falls,101,"Justice, Supreme Court, Place 7",,REP,Overvotes,0,0,0,0
Falls,101,"Justice, Supreme Court, Place 8",,REP,Brett Busby,0,28,33,61
Falls,101,"Justice, Supreme Court, Place 8",,REP,Ballots Cast,0,28,33,61
Falls,101,"Justice, Supreme Court, Place 8",,REP,Undervotes,0,8,13,21
Falls,101,"Justice, Supreme Court, Place 8",,REP,Overvotes,0,0,0,0
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,0,21,20,41
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,0,10,16,26
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Ballots Cast,0,31,36,67
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Undervotes,0,5,10,15
Falls,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Overvotes,0,0,0,0
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,0,28,32,60
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,REP,Ballots Cast,0,28,32,60
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,REP,Undervotes,0,8,14,22
Falls,101,"Judge, Court of Criminal Appeals, Place 4",,REP,Overvotes,0,0,0,0
Falls,101,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,0,28,32,60
Falls,101,"Judge, Court of Criminal Appeals, Place 9",,REP,Ballots Cast,0,28,32,60
Falls,101,"Judge, Court of Criminal Appeals, Place 9",,REP,Undervotes,0,8,14,22
Falls,101,"Judge, Court of Criminal Appeals, Place 9",,REP,Overvotes,0,0,0,0
Falls,101,"Member, State Board of Education, District 10",,REP,Tom Maynard,0,28,32,60
Falls,101,"Member, State Board of Education, District 10",,REP,Ballots Cast,0,28,32,60
Falls,101,"Member, State Board of Education, District 10",,REP,Undervotes,0,8,14,22
Falls,101,"Member, State Board of Education, District 10",,REP,Overvotes,0,0,0,0
Falls,101,"State Senator, District 22",,REP,Brian Birdwell,0,29,39,68
Falls,101,"State Senator, District 22",,REP,Ballots Cast,0,29,39,68
Falls,101,"State Senator, District 22",,REP,Undervotes,0,7,7,14
Falls,101,"State Senator, District 22",,REP,Overvotes,0,0,0,0
Falls,101,"State Representative, District 12",,REP,Kyle Kacal,0,28,41,69
Falls,101,"State Representative, District 12",,REP,Ballots Cast,0,28,41,69
Falls,101,"State Representative, District 12",,REP,Undervotes,0,8,5,13
Falls,101,"State Representative, District 12",,REP,Overvotes,0,0,0,0
Falls,101,"Justice, 10th Court of Appeals District, Place 2",,REP,Matt Johnson,0,28,37,65
Falls,101,"Justice, 10th Court of Appeals District, Place 2",,REP,Ballots Cast,0,28,37,65
Falls,101,"Justice, 10th Court of Appeals District, Place 2",,REP,Undervotes,0,8,9,17
Falls,101,"Justice, 10th Court of Appeals District, Place 2",,REP,Overvotes,0,0,0,0
Falls,101,"Justice, 10th Court of Appeals District, Place 3",,REP,John E. Neill,0,28,32,60
Falls,101,"Justice, 10th Court of Appeals District, Place 3",,REP,Ballots Cast,0,28,32,60
Falls,101,"Justice, 10th Court of Appeals District, Place 3",,REP,Undervotes,0,8,14,22
Falls,101,"Justice, 10th Court of Appeals District, Place 3",,REP,Overvotes,0,0,0,0
Falls,101,County Attorney,,REP,Jody Gilliam,0,29,38,67
Falls,101,County Attorney,,REP,Ballots Cast,0,29,38,67
Falls,101,County Attorney,,REP,Undervotes,0,7,8,15
Falls,101,County Attorney,,REP,Overvotes,0,0,0,0
Falls,101,Sheriff,,REP,Ricky Scaman,0,27,38,65
Falls,101,Sheriff,,REP,Ballots Cast,0,27,38,65
Falls,101,Sheriff,,REP,Undervotes,0,9,8,17
Falls,101,Sheriff,,REP,Overvotes,0,0,0,0
Falls,101,County Tax Assessor-Collector,,REP,Kayci Nehring,0,29,40,69
Falls,101,County Tax Assessor-Collector,,REP,Ballots Cast,0,29,40,69
Falls,101,County Tax Assessor-Collector,,REP,Undervotes,0,7,6,13
Falls,101,County Tax Assessor-Collector,,REP,Overvotes,0,0,0,0
Falls,101,"County Commissioner, Precinct 1",,REP,Milton Albright,0,29,36,65
Falls,101,"County Commissioner, Precinct 1",,REP,Ballots Cast,0,29,36,65
Falls,101,"County Commissioner, Precinct 1",,REP,Undervotes,0,7,10,17
Falls,101,"County Commissioner, Precinct 1",,REP,Overvotes,0,0,0,0
Falls,101,"Constable, Precinct No. 1",,REP,Johnathan Shoemaker,0,31,37,68
Falls,101,"Constable, Precinct No. 1",,REP,Ballots Cast,0,31,37,68
Falls,101,"Constable, Precinct No. 1",,REP,Undervotes,0,5,9,14
Falls,101,"Constable, Precinct No. 1",,REP,Overvotes,0,0,0,0
Falls,101,Proposition #1,,DEM,Yes,0,22,30,52
Falls,101,Proposition #1,,DEM,No,0,1,0,1
Falls,101,Proposition #1,,DEM,Ballots Cast,0,23,30,53
Falls,101,Proposition #1,,DEM,Undervotes,0,2,3,5
Falls,101,Proposition #1,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #2,,DEM,Yes,0,23,30,53
Falls,101,Proposition #2,,DEM,No,0,0,0,0
Falls,101,Proposition #2,,DEM,Ballots Cast,0,23,30,53
Falls,101,Proposition #2,,DEM,Undervotes,0,2,3,5
Falls,101,Proposition #2,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #3,,DEM,Yes,0,23,30,53
Falls,101,Proposition #3,,DEM,No,0,0,0,0
Falls,101,Proposition #3,,DEM,Ballots Cast,0,23,30,53
Falls,101,Proposition #3,,DEM,Undervotes,0,2,3,5
Falls,101,Proposition #3,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #4,,DEM,Yes,0,22,30,52
Falls,101,Proposition #4,,DEM,No,0,0,0,0
Falls,101,Proposition #4,,DEM,Ballots Cast,0,22,30,52
Falls,101,Proposition #4,,DEM,Undervotes,0,3,3,6
Falls,101,Proposition #4,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #5,,DEM,Yes,0,23,29,52
Falls,101,Proposition #5,,DEM,No,0,0,0,0
Falls,101,Proposition #5,,DEM,Ballots Cast,0,23,29,52
Falls,101,Proposition #5,,DEM,Undervotes,0,2,4,6
Falls,101,Proposition #5,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #6,,DEM,Yes,0,23,30,53
Falls,101,Proposition #6,,DEM,No,0,0,0,0
Falls,101,Proposition #6,,DEM,Ballots Cast,0,23,30,53
Falls,101,Proposition #6,,DEM,Undervotes,0,2,3,5
Falls,101,Proposition #6,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #7,,DEM,Yes,0,22,29,51
Falls,101,Proposition #7,,DEM,No,0,0,0,0
Falls,101,Proposition #7,,DEM,Ballots Cast,0,22,29,51
Falls,101,Proposition #7,,DEM,Undervotes,0,3,4,7
Falls,101,Proposition #7,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #8,,DEM,Yes,0,22,29,51
Falls,101,Proposition #8,,DEM,No,0,0,0,0
Falls,101,Proposition #8,,DEM,Ballots Cast,0,22,29,51
Falls,101,Proposition #8,,DEM,Undervotes,0,3,4,7
Falls,101,Proposition #8,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #9,,DEM,Yes,0,22,30,52
Falls,101,Proposition #9,,DEM,No,0,0,0,0
Falls,101,Proposition #9,,DEM,Ballots Cast,0,22,30,52
Falls,101,Proposition #9,,DEM,Undervotes,0,3,3,6
Falls,101,Proposition #9,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #10,,DEM,Yes,0,22,27,49
Falls,101,Proposition #10,,DEM,No,0,1,3,4
Falls,101,Proposition #10,,DEM,Ballots Cast,0,23,30,53
Falls,101,Proposition #10,,DEM,Undervotes,0,2,3,5
Falls,101,Proposition #10,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition #11,,DEM,Yes,0,22,28,50
Falls,101,Proposition #11,,DEM,No,0,1,0,1
Falls,101,Proposition #11,,DEM,Ballots Cast,0,23,28,51
Falls,101,Proposition #11,,DEM,Undervotes,0,2,5,7
Falls,101,Proposition #11,,DEM,Overvotes,0,0,0,0
Falls,101,Proposition 1,,REP,Yes,0,35,37,72
Falls,101,Proposition 1,,REP,No,0,0,6,6
Falls,101,Proposition 1,,REP,Ballots Cast,0,35,43,78
