county,precinct,office,district,party,candidate,early_voting,election_day,mail,votes
Armstrong,101,President,,DEM,Undervote,0,0,0,0
Armstrong,201,President,,DEM,Undervote,0,0,0,0
Armstrong,202,President,,DEM,Undervote,0,0,0,0
Armstrong,301,President,,DEM,Undervote,0,0,0,0
Armstrong,303,President,,DEM,Undervote,0,0,0,0
Armstrong,401,President,,DEM,Undervote,0,0,0,0
Armstrong,402,President,,DEM,Undervote,0,0,0,0
Armstrong,404,President,,DEM,Undervote,0,0,0,0
Armstrong,101,President,,DEM,Elizabeth Warren,0,0,0,0
Armstrong,201,President,,DEM,Elizabeth Warren,0,0,0,0
Armstrong,202,President,,DEM,Elizabeth Warren,0,0,0,0
Armstrong,301,President,,DEM,Elizabeth Warren,0,0,0,0
Armstrong,303,President,,DEM,Elizabeth Warren,0,0,0,0
Armstrong,401,President,,DEM,Elizabeth Warren,0,0,0,0
Armstrong,402,President,,DEM,Elizabeth Warren,0,0,0,0
Armstrong,404,President,,DEM,Elizabeth Warren,0,0,0,0
Armstrong,101,President,,DEM,Joseph R. Biden,0,1,0,1
Armstrong,201,President,,DEM,Joseph R. Biden,0,0,0,0
Armstrong,202,President,,DEM,Joseph R. Biden,0,0,3,3
Armstrong,301,President,,DEM,Joseph R. Biden,0,0,1,1
Armstrong,303,President,,DEM,Joseph R. Biden,0,0,4,4
Armstrong,401,President,,DEM,Joseph R. Biden,0,0,0,0
Armstrong,402,President,,DEM,Joseph R. Biden,0,1,1,2
Armstrong,404,President,,DEM,Joseph R. Biden,0,0,0,0
Armstrong,101,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Armstrong,201,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Armstrong,202,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Armstrong,301,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Armstrong,303,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Armstrong,401,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Armstrong,402,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Armstrong,404,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Armstrong,101,President,,DEM,Tulsi Gabbard,0,0,0,0
Armstrong,201,President,,DEM,Tulsi Gabbard,0,0,0,0
Armstrong,202,President,,DEM,Tulsi Gabbard,0,0,0,0
Armstrong,301,President,,DEM,Tulsi Gabbard,0,0,0,0
Armstrong,303,President,,DEM,Tulsi Gabbard,0,0,0,0
Armstrong,401,President,,DEM,Tulsi Gabbard,0,0,0,0
Armstrong,402,President,,DEM,Tulsi Gabbard,0,0,1,1
Armstrong,404,President,,DEM,Tulsi Gabbard,0,0,0,0
Armstrong,101,President,,DEM,Tom Steyer,0,0,0,0
Armstrong,201,President,,DEM,Tom Steyer,0,0,0,0
Armstrong,202,President,,DEM,Tom Steyer,0,0,0,0
Armstrong,301,President,,DEM,Tom Steyer,1,0,0,1
Armstrong,303,President,,DEM,Tom Steyer,0,0,0,0
Armstrong,401,President,,DEM,Tom Steyer,0,0,0,0
Armstrong,402,President,,DEM,Tom Steyer,0,0,0,0
Armstrong,404,President,,DEM,Tom Steyer,0,0,0,0
Armstrong,101,President,,DEM,Bernie Sanders,0,0,0,0
Armstrong,201,President,,DEM,Bernie Sanders,0,1,2,3
Armstrong,202,President,,DEM,Bernie Sanders,1,1,1,3
Armstrong,301,President,,DEM,Bernie Sanders,1,0,0,1
Armstrong,303,President,,DEM,Bernie Sanders,0,0,3,3
Armstrong,401,President,,DEM,Bernie Sanders,0,0,0,0
Armstrong,402,President,,DEM,Bernie Sanders,0,0,0,0
Armstrong,404,President,,DEM,Bernie Sanders,0,0,0,0
Armstrong,101,President,,DEM,Robby Wells,0,0,0,0
Armstrong,201,President,,DEM,Robby Wells,0,0,0,0
Armstrong,202,President,,DEM,Robby Wells,0,0,0,0
Armstrong,301,President,,DEM,Robby Wells,0,0,0,0
Armstrong,303,President,,DEM,Robby Wells,0,0,0,0
Armstrong,401,President,,DEM,Robby Wells,0,0,0,0
Armstrong,402,President,,DEM,Robby Wells,0,0,0,0
Armstrong,404,President,,DEM,Robby Wells,0,0,0,0
Armstrong,101,President,,DEM,Pete Buttigieg,0,0,0,0
Armstrong,201,President,,DEM,Pete Buttigieg,0,0,0,0
Armstrong,202,President,,DEM,Pete Buttigieg,0,0,0,0
Armstrong,301,President,,DEM,Pete Buttigieg,0,0,0,0
Armstrong,303,President,,DEM,Pete Buttigieg,0,0,0,0
Armstrong,401,President,,DEM,Pete Buttigieg,0,0,0,0
Armstrong,402,President,,DEM,Pete Buttigieg,0,0,0,0
Armstrong,404,President,,DEM,Pete Buttigieg,0,0,0,0
Armstrong,101,President,,DEM,Cory Booker,0,0,0,0
Armstrong,201,President,,DEM,Cory Booker,0,0,0,0
Armstrong,202,President,,DEM,Cory Booker,0,0,0,0
Armstrong,301,President,,DEM,Cory Booker,0,0,0,0
Armstrong,303,President,,DEM,Cory Booker,0,0,0,0
Armstrong,401,President,,DEM,Cory Booker,0,0,0,0
Armstrong,402,President,,DEM,Cory Booker,0,0,0,0
Armstrong,404,President,,DEM,Cory Booker,0,0,0,0
Armstrong,101,President,,DEM,Michael R. Bloomberg,0,0,1,1
Armstrong,201,President,,DEM,Michael R. Bloomberg,0,0,0,0
Armstrong,202,President,,DEM,Michael R. Bloomberg,0,0,1,1
Armstrong,301,President,,DEM,Michael R. Bloomberg,1,0,0,1
Armstrong,303,President,,DEM,Michael R. Bloomberg,0,0,0,0
Armstrong,401,President,,DEM,Michael R. Bloomberg,1,0,0,1
Armstrong,402,President,,DEM,Michael R. Bloomberg,0,0,0,0
Armstrong,404,President,,DEM,Michael R. Bloomberg,0,0,0,0
Armstrong,101,President,,DEM,Michael Bennet,0,0,0,0
Armstrong,201,President,,DEM,Michael Bennet,0,0,0,0
Armstrong,202,President,,DEM,Michael Bennet,0,0,0,0
Armstrong,301,President,,DEM,Michael Bennet,0,0,0,0
Armstrong,303,President,,DEM,Michael Bennet,0,0,0,0
Armstrong,401,President,,DEM,Michael Bennet,0,0,0,0
Armstrong,402,President,,DEM,Michael Bennet,0,0,0,0
Armstrong,404,President,,DEM,Michael Bennet,0,0,0,0
Armstrong,101,President,,DEM,Amy Klobuchar,0,0,0,0
Armstrong,201,President,,DEM,Amy Klobuchar,0,0,0,0
Armstrong,202,President,,DEM,Amy Klobuchar,0,0,0,0
Armstrong,301,President,,DEM,Amy Klobuchar,0,0,0,0
Armstrong,303,President,,DEM,Amy Klobuchar,0,0,0,0
Armstrong,401,President,,DEM,Amy Klobuchar,0,0,0,0
Armstrong,402,President,,DEM,Amy Klobuchar,0,1,0,1
Armstrong,404,President,,DEM,Amy Klobuchar,0,0,0,0
Armstrong,101,President,,DEM,Deval Patrick,0,0,0,0
Armstrong,201,President,,DEM,Deval Patrick,0,0,0,0
Armstrong,202,President,,DEM,Deval Patrick,0,0,0,0
Armstrong,301,President,,DEM,Deval Patrick,0,0,0,0
Armstrong,303,President,,DEM,Deval Patrick,0,0,0,0
Armstrong,401,President,,DEM,Deval Patrick,0,0,0,0
Armstrong,402,President,,DEM,Deval Patrick,0,0,0,0
Armstrong,404,President,,DEM,Deval Patrick,0,0,0,0
Armstrong,101,President,,DEM,John K. Delaney,0,0,0,0
Armstrong,201,President,,DEM,John K. Delaney,0,0,0,0
Armstrong,202,President,,DEM,John K. Delaney,0,0,0,0
Armstrong,301,President,,DEM,John K. Delaney,0,0,0,0
Armstrong,303,President,,DEM,John K. Delaney,0,0,0,0
Armstrong,401,President,,DEM,John K. Delaney,0,0,0,0
Armstrong,402,President,,DEM,John K. Delaney,0,0,0,0
Armstrong,404,President,,DEM,John K. Delaney,0,0,0,0
Armstrong,101,President,,DEM,Andrew Yang,0,0,0,0
Armstrong,201,President,,DEM,Andrew Yang,0,0,0,0
Armstrong,202,President,,DEM,Andrew Yang,0,0,0,0
Armstrong,301,President,,DEM,Andrew Yang,0,0,0,0
Armstrong,303,President,,DEM,Andrew Yang,0,0,0,0
Armstrong,401,President,,DEM,Andrew Yang,0,0,0,0
Armstrong,402,President,,DEM,Andrew Yang,0,0,0,0
Armstrong,404,President,,DEM,Andrew Yang,0,0,0,0
Armstrong,101,President,,DEM,Julian Castro,0,0,0,0
Armstrong,201,President,,DEM,Julian Castro,0,0,0,0
Armstrong,202,President,,DEM,Julian Castro,0,0,0,0
Armstrong,301,President,,DEM,Julian Castro,0,0,0,0
Armstrong,303,President,,DEM,Julian Castro,0,0,0,0
Armstrong,401,President,,DEM,Julian Castro,0,0,0,0
Armstrong,402,President,,DEM,Julian Castro,0,0,0,0
Armstrong,404,President,,DEM,Julian Castro,0,0,0,0
Armstrong,101,President,,DEM,Marianne Williamson,0,0,0,0
Armstrong,201,President,,DEM,Marianne Williamson,0,0,0,0
Armstrong,202,President,,DEM,Marianne Williamson,0,0,0,0
Armstrong,301,President,,DEM,Marianne Williamson,0,0,0,0
Armstrong,303,President,,DEM,Marianne Williamson,0,0,0,0
Armstrong,401,President,,DEM,Marianne Williamson,0,0,0,0
Armstrong,402,President,,DEM,Marianne Williamson,0,0,0,0
Armstrong,404,President,,DEM,Marianne Williamson,0,0,0,0
Armstrong,101,U.S. Senate,,DEM,Undervote,0,0,0,0
Armstrong,201,U.S. Senate,,DEM,Undervote,0,0,0,0
Armstrong,202,U.S. Senate,,DEM,Undervote,0,0,2,2
Armstrong,301,U.S. Senate,,DEM,Undervote,0,0,0,0
Armstrong,303,U.S. Senate,,DEM,Undervote,0,0,1,1
Armstrong,401,U.S. Senate,,DEM,Undervote,0,0,0,0
Armstrong,402,U.S. Senate,,DEM,Undervote,0,1,1,2
Armstrong,404,U.S. Senate,,DEM,Undervote,0,0,0,0
Armstrong,101,U.S. Senate,,DEM,Royce West,0,0,0,0
Armstrong,201,U.S. Senate,,DEM,Royce West,0,0,0,0
Armstrong,202,U.S. Senate,,DEM,Royce West,0,0,0,0
Armstrong,301,U.S. Senate,,DEM,Royce West,0,0,0,0
Armstrong,303,U.S. Senate,,DEM,Royce West,0,0,0,0
Armstrong,401,U.S. Senate,,DEM,Royce West,0,0,0,0
Armstrong,402,U.S. Senate,,DEM,Royce West,0,0,0,0
Armstrong,404,U.S. Senate,,DEM,Royce West,0,0,0,0
Armstrong,101,U.S. Senate,,DEM,Chris Bell,0,1,0,1
Armstrong,201,U.S. Senate,,DEM,Chris Bell,0,0,1,1
Armstrong,202,U.S. Senate,,DEM,Chris Bell,0,0,1,1
Armstrong,301,U.S. Senate,,DEM,Chris Bell,2,0,0,2
