county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Blanco,Precinct 102,Registered Voters,,,,2310,,,
Blanco,Precinct 102,Ballots Cast,,,,1849,197,1374,278
Blanco,Precinct 102,President,,REP,Donald J. Trump / Michael R. Pence,1362,84,1039,239
Blanco,Precinct 102,President,,DEM,Joseph R. Biden / Kamala D. Harris,450,107,312,31
Blanco,Precinct 102,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",22,2,15,5
Blanco,Precinct 102,President,,GRN,Howie Hawkins / Angela Walker,6,2,3,1
Blanco,Precinct 102,President,,,Write-In Totals,3,1,1,1
Blanco,Precinct 102,President,,,Write-In: Uncertified,3,1,1,1
Blanco,Precinct 102,President,,,Not Assigned,0,0,0,0
Blanco,Precinct 102,President,,,Over Votes,0,0,0,0
Blanco,Precinct 102,President,,,Under Votes,6,1,4,1
Blanco,Precinct 102,U.S. Senate,,REP,John Cornyn,1383,87,1057,239
Blanco,Precinct 102,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",431,104,296,31
Blanco,Precinct 102,U.S. Senate,,LIB,Kerry Douglas McKennon,17,2,12,3
Blanco,Precinct 102,U.S. Senate,,GRN,David B. Collins,6,1,4,1
Blanco,Precinct 102,U.S. Senate,,,Write-In Totals,2,0,1,1
Blanco,Precinct 102,U.S. Senate,,,Write-In: Uncertified,2,0,1,1
Blanco,Precinct 102,U.S. Senate,,,Not Assigned,0,0,0,0
Blanco,Precinct 102,U.S. Senate,,,Over Votes,0,0,0,0
Blanco,Precinct 102,U.S. Senate,,,Under Votes,10,3,4,3
Blanco,Precinct 102,U.S. House,21,REP,Chip Roy,1353,86,1034,233
Blanco,Precinct 102,U.S. House,21,DEM,Wendy R. Davis,431,99,302,30
Blanco,Precinct 102,U.S. House,21,LIB,Arthur Dibianca,25,2,15,8
Blanco,Precinct 102,U.S. House,21,GRN,Tommy Wakely,21,3,15,3
Blanco,Precinct 102,U.S. House,21,,Over Votes,0,0,0,0
Blanco,Precinct 102,U.S. House,21,,Under Votes,19,7,8,4
Blanco,Precinct 102,Railroad Commissioner,,REP,"James ""Jim"" Wright",1338,90,1024,224
Blanco,Precinct 102,Railroad Commissioner,,DEM,Chrysta Castaneda,418,86,296,36
Blanco,Precinct 102,Railroad Commissioner,,LIB,Matt Sterett,43,1,31,11
Blanco,Precinct 102,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",13,0,12,1
Blanco,Precinct 102,Railroad Commissioner,,,Over Votes,0,0,0,0
Blanco,Precinct 102,Railroad Commissioner,,,Under Votes,37,20,11,6
Blanco,Precinct 102,Chief Justice Supreme Court,,REP,Nathan Hecht,1356,87,1037,232
Blanco,Precinct 102,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,422,90,302,30
Blanco,Precinct 102,Chief Justice Supreme Court,,LIB,Mark Ash,34,1,22,11
Blanco,Precinct 102,Chief Justice Supreme Court,,,Over Votes,0,0,0,0
Blanco,Precinct 102,Chief Justice Supreme Court,,,Under Votes,37,19,13,5
Blanco,Precinct 102,Justice Supreme Court Pl 6,,REP,Jane Bland,1397,91,1068,238
Blanco,Precinct 102,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,412,86,292,34
Blanco,Precinct 102,Justice Supreme Court Pl 6,,,Over Votes,1,1,0,0
Blanco,Precinct 102,Justice Supreme Court Pl 6,,,Under Votes,39,19,14,6
Blanco,Precinct 102,Justice Supreme Court Pl 7,,REP,Jeff Boyd,1364,90,1041,233
Blanco,Precinct 102,Justice Supreme Court Pl 7,,DEM,Staci Williams,410,88,294,28
Blanco,Precinct 102,Justice Supreme Court Pl 7,,LIB,William Bryan Strange III,35,1,23,11
Blanco,Precinct 102,Justice Supreme Court Pl 7,,,Over Votes,0,0,0,0
Blanco,Precinct 102,Justice Supreme Court Pl 7,,,Under Votes,40,18,16,6
