county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Ellis,101,Registered Voters,,,Registered Voters,3534,,,0
Ellis,102,Registered Voters,,,Registered Voters,4361,,,0
Ellis,103,Registered Voters,,,Registered Voters,4774,,,0
Ellis,104,Registered Voters,,,Registered Voters,3639,,,0
Ellis,105,Registered Voters,,,Registered Voters,4582,,,0
Ellis,106,Registered Voters,,,Registered Voters,3242,,,0
Ellis,107,Registered Voters,,,Registered Voters,3622,,,0
Ellis,108,Registered Voters,,,Registered Voters,3273,,,0
Ellis,109,Registered Voters,,,Registered Voters,1920,,,0
Ellis,110,Registered Voters,,,Registered Voters,4399,,,0
Ellis,111,Registered Voters,,,Registered Voters,2284,,,0
Ellis,112,Registered Voters,,,Registered Voters,1894,,,0
Ellis,113,Registered Voters,,,Registered Voters,1980,,,0
Ellis,114,Registered Voters,,,Registered Voters,2176,,,0
Ellis,115,Registered Voters,,,Registered Voters,1825,,,0
Ellis,116,Registered Voters,,,Registered Voters,2134,,,0
Ellis,117,Registered Voters,,,Registered Voters,2680,,,0
Ellis,118,Registered Voters,,,Registered Voters,2794,,,0
Ellis,119,Registered Voters,,,Registered Voters,1464,,,0
Ellis,120,Registered Voters,,,Registered Voters,660,,,0
Ellis,121,Registered Voters,,,Registered Voters,2229,,,0
Ellis,122,Registered Voters,,,Registered Voters,1235,,,0
Ellis,123,Registered Voters,,,Registered Voters,1037,,,0
Ellis,124,Registered Voters,,,Registered Voters,1706,,,0
Ellis,125,Registered Voters,,,Registered Voters,4051,,,0
Ellis,126,Registered Voters,,,Registered Voters,1059,,,0
Ellis,127,Registered Voters,,,Registered Voters,468,,,0
Ellis,128,Registered Voters,,,Registered Voters,208,,,0
Ellis,129,Registered Voters,,,Registered Voters,825,,,0
Ellis,130,Registered Voters,,,Registered Voters,653,,,0
Ellis,131,Registered Voters,,,Registered Voters,1904,,,0
Ellis,132,Registered Voters,,,Registered Voters,632,,,0
Ellis,133,Registered Voters,,,Registered Voters,602,,,0
Ellis,134,Registered Voters,,,Registered Voters,737,,,0
Ellis,135,Registered Voters,,,Registered Voters,3943,,,0
Ellis,136,Registered Voters,,,Registered Voters,505,,,0
Ellis,137,Registered Voters,,,Registered Voters,1215,,,0
Ellis,138,Registered Voters,,,Registered Voters,2069,,,0
Ellis,139,Registered Voters,,,Registered Voters,1026,,,0
Ellis,140,Registered Voters,,,Registered Voters,5241,,,0
Ellis,141,Registered Voters,,,Registered Voters,1989,,,0
Ellis,142,Registered Voters,,,Registered Voters,2221,,,0
Ellis,143,Registered Voters,,,Registered Voters,2980,,,0
Ellis,144,Registered Voters,,,Registered Voters,2050,,,0
Ellis,145,Registered Voters,,,Registered Voters,3807,,,0
Ellis,146,Registered Voters,,,Registered Voters,2835,,,0
Ellis,147,Registered Voters,,,Registered Voters,4090,,,0
Ellis,148,Registered Voters,,,Registered Voters,2836,,,0
Ellis,149,Registered Voters,,,Registered Voters,1477,,,0
Ellis,101,Ballots Cast,,,Ballots Cast,930,42,451,437
Ellis,102,Ballots Cast,,,Ballots Cast,1020,58,487,475
