county,precinct,office,district,candidate,party,votes,early_voting,election_day
Garza,1,President,,CORY BOOKER,DEM,0,0,0
Garza,2,President,,CORY BOOKER,DEM,0,0,0
Garza,3,President,,CORY BOOKER,DEM,0,0,0
Garza,4,President,,CORY BOOKER,DEM,0,0,0
Garza,5,President,,CORY BOOKER,DEM,0,0,0
Garza,6,President,,CORY BOOKER,DEM,0,0,0
Garza,1,President,,ANDREW YANG,DEM,0,0,0
Garza,2,President,,ANDREW YANG,DEM,0,0,0
Garza,3,President,,ANDREW YANG,DEM,0,0,0
Garza,4,President,,ANDREW YANG,DEM,0,0,0
Garza,5,President,,ANDREW YANG,DEM,0,0,0
Garza,6,President,,ANDREW YANG,DEM,0,0,0
Garza,1,President,,TULSI GABBARD,DEM,0,0,0
Garza,2,President,,TULSI GABBARD,DEM,0,0,0
Garza,3,President,,TULSI GABBARD,DEM,0,0,0
Garza,4,President,,TULSI GABBARD,DEM,0,0,0
Garza,5,President,,TULSI GABBARD,DEM,0,0,0
Garza,6,President,,TULSI GABBARD,DEM,0,0,0
Garza,1,President,,BERNIE SANDERS,DEM,3,2,1
Garza,2,President,,BERNIE SANDERS,DEM,6,0,6
Garza,3,President,,BERNIE SANDERS,DEM,8,3,5
Garza,4,President,,BERNIE SANDERS,DEM,3,1,2
Garza,5,President,,BERNIE SANDERS,DEM,1,0,1
Garza,6,President,,BERNIE SANDERS,DEM,0,0,0
Garza,1,President,,ELIZABETH WARREN,DEM,3,2,1
Garza,2,President,,ELIZABETH WARREN,DEM,3,1,2
Garza,3,President,,ELIZABETH WARREN,DEM,1,1,0
Garza,4,President,,ELIZABETH WARREN,DEM,1,1,0
Garza,5,President,,ELIZABETH WARREN,DEM,0,0,0
Garza,6,President,,ELIZABETH WARREN,DEM,0,0,0
Garza,1,President,,MARIANNE WILLIAMSON,DEM,0,0,0
Garza,2,President,,MARIANNE WILLIAMSON,DEM,0,0,0
Garza,3,President,,MARIANNE WILLIAMSON,DEM,0,0,0
Garza,4,President,,MARIANNE WILLIAMSON,DEM,0,0,0
Garza,5,President,,MARIANNE WILLIAMSON,DEM,0,0,0
Garza,6,President,,MARIANNE WILLIAMSON,DEM,0,0,0
Garza,1,President,,MICHAEL R. BLOOMBERG,DEM,2,1,1
Garza,2,President,,MICHAEL R. BLOOMBERG,DEM,5,3,2
Garza,3,President,,MICHAEL R. BLOOMBERG,DEM,4,2,2
Garza,4,President,,MICHAEL R. BLOOMBERG,DEM,6,3,3
Garza,5,President,,MICHAEL R. BLOOMBERG,DEM,2,1,1
Garza,6,President,,MICHAEL R. BLOOMBERG,DEM,1,1,0
Garza,1,President,,DEVAL PATRICK,DEM,0,0,0
Garza,2,President,,DEVAL PATRICK,DEM,0,0,0
Garza,3,President,,DEVAL PATRICK,DEM,0,0,0
Garza,4,President,,DEVAL PATRICK,DEM,0,0,0
Garza,5,President,,DEVAL PATRICK,DEM,0,0,0
Garza,6,President,,DEVAL PATRICK,DEM,0,0,0
Garza,1,President,,PETE BUTTIGIEG,DEM,1,1,0
Garza,2,President,,PETE BUTTIGIEG,DEM,1,1,0
Garza,3,President,,PETE BUTTIGIEG,DEM,0,0,0
Garza,4,President,,PETE BUTTIGIEG,DEM,2,2,0
Garza,5,President,,PETE BUTTIGIEG,DEM,0,0,0
Garza,6,President,,PETE BUTTIGIEG,DEM,0,0,0
Garza,1,President,,JOHN K. DELANEY,DEM,0,0,0
Garza,2,President,,JOHN K. DELANEY,DEM,0,0,0
Garza,3,President,,JOHN K. DELANEY,DEM,0,0,0
