county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Pecos,Precinct 1,BALLOTS CAST,,,BALLOTS CAST,649,46,301,302,0
Pecos,Precinct 2,BALLOTS CAST,,,BALLOTS CAST,554,47,259,248,0
Pecos,Precinct 3,BALLOTS CAST,,,BALLOTS CAST,104,4,47,53,0
Pecos,Precinct 4,BALLOTS CAST,,,BALLOTS CAST,182,0,80,102,0
Pecos,Precinct 5,BALLOTS CAST,,,BALLOTS CAST,34,2,6,26,0
Pecos,Precinct 6,BALLOTS CAST,,,BALLOTS CAST,35,3,6,26,0
Pecos,Precinct 7,BALLOTS CAST,,,BALLOTS CAST,428,41,206,181,0
Pecos,Precinct 9,BALLOTS CAST,,,BALLOTS CAST,80,0,47,33,0
Pecos,Precinct 10,BALLOTS CAST,,,BALLOTS CAST,187,15,93,79,0
Pecos,Precinct 1,BALLOTS CAST,,REP,BALLOTS CAST,366,17,186,163,0
Pecos,Precinct 2,BALLOTS CAST,,REP,BALLOTS CAST,311,15,153,143,0
Pecos,Precinct 3,BALLOTS CAST,,REP,BALLOTS CAST,96,3,45,48,0
Pecos,Precinct 4,BALLOTS CAST,,REP,BALLOTS CAST,158,0,73,85,0
Pecos,Precinct 5,BALLOTS CAST,,REP,BALLOTS CAST,34,2,6,26,0
Pecos,Precinct 6,BALLOTS CAST,,REP,BALLOTS CAST,21,1,5,15,0
Pecos,Precinct 7,BALLOTS CAST,,REP,BALLOTS CAST,198,9,99,90,0
Pecos,Precinct 9,BALLOTS CAST,,REP,BALLOTS CAST,67,0,39,28,0
Pecos,Precinct 10,BALLOTS CAST,,REP,BALLOTS CAST,78,2,45,31,0
Pecos,Precinct 1,BALLOTS CAST,,DEM,BALLOTS CAST,283,29,115,139,0
Pecos,Precinct 2,BALLOTS CAST,,DEM,BALLOTS CAST,243,32,106,105,0
Pecos,Precinct 3,BALLOTS CAST,,DEM,BALLOTS CAST,8,1,2,5,0
Pecos,Precinct 4,BALLOTS CAST,,DEM,BALLOTS CAST,24,0,7,17,0
