county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Zavala,1,President,,DEM,Michael R. Bloomberg,1,38,35,74
Zavala,1,President,,DEM,Michael Bennet,0,1,3,4
Zavala,1,President,,DEM,Marianne Williamson,0,0,0,0
Zavala,1,President,,DEM,John K. Delaney,0,1,1,2
Zavala,1,President,,DEM,Joseph R. Biden,3,14,26,43
Zavala,1,President,,DEM,Elizabeth Warren,0,3,3,6
Zavala,1,President,,DEM,Andrew Yang,0,2,1,3
Zavala,1,President,,DEM,Pete Buttiegieg,0,0,0,0
Zavala,1,President,,DEM,Tulsi Gabbard,0,1,0,1
Zavala,1,President,,DEM,Tom Steyer,0,2,0,2
Zavala,1,President,,DEM,Robby Wells,0,0,0,0
Zavala,1,President,,DEM,Bernie Sanders,1,31,40,72
Zavala,1,President,,DEM,Cory Booker,0,0,0,0
Zavala,1,President,,DEM,Julian Castro,0,7,9,16
Zavala,1,President,,DEM,Amy Klobuchar,0,2,1,3
Zavala,1,President,,DEM,Deval Patrick,0,1,0,1
Zavala,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,8,5,13
Zavala,1,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,26,37,63
Zavala,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,4,1,5
Zavala,1,U.S. Senate,,DEM,Adrian Osegueda,0,1,6,7
Zavala,1,U.S. Senate,,DEM,D.R. Hunter,0,1,1,2
Zavala,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,10,19,30
Zavala,1,U.S. Senate,,DEM,Royce West,0,6,7,13
Zavala,1,U.S. Senate,,DEM,Victo Hugo Harris,0,2,2,4
Zavala,1,U.S. Senate,,DEM,Mary (MJ) Hegar,0,1,2,3
Zavala,1,U.S. Senate,,DEM,Chris Bell,0,3,2,5
Zavala,1,U.S. Senate,,DEM,Amanda K. Edwards,0,2,3,5
Zavala,1,U.S. Senate,,DEM,Sema Hernandez,0,11,12,23
Zavala,1,U.S. Senate,,DEM,Michael Cooper,0,9,3,12
Zavala,1,U.S. House,23,DEM,Jaime Escuder,0,1,2,3
Zavala,1,U.S. House,23,DEM,Rosalinda Ramos Abuabara,0,13,15,28
Zavala,1,U.S. House,23,DEM,Efrain V. Valdez,0,11,13,24
Zavala,1,U.S. House,23,DEM,Ricardo R. Madrid,0,7,8,15
Zavala,1,U.S. House,23,DEM,Gina Ortiz Jones,2,59,62,123
Zavala,1,Railroad Commissioner,,DEM,Kelly Stone,0,8,10,18
Zavala,1,Railroad Commissioner,,DEM,Mark Watson,0,12,15,27
Zavala,1,Railroad Commissioner,,DEM,Chrysta Castaneda,0,18,30,48
Zavala,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,37,39,78
Zavala,1,State Senate,19,DEM,Roland Gutierrez,0,30,30,60
Zavala,1,State Senate,19,DEM,Xochil Pena Rodriguez,2,41,50,93
Zavala,1,State Senate,19,DEM,Freddy Ramirez,0,16,12,28
Zavala,1,State Representative,80,DEM,Danny Valdez,1,23,26,50
Zavala,1,State Representative,80,DEM,Tracy King,2,95,94,191
Zavala,1A,President,,DEM,Michael R. Bloomberg,21,34,36,91
Zavala,1A,President,,DEM,Michael Bennet,1,3,1,5
Zavala,1A,President,,DEM,Marianne Williamson,0,1,0,1
Zavala,1A,President,,DEM,John K. Delaney,0,1,0,1
Zavala,1A,President,,DEM,Joseph R. Biden,11,16,47,74
Zavala,1A,President,,DEM,Elizabeth Warren,0,3,8,11
Zavala,1A,President,,DEM,Andrew Yang,0,1,1,2
Zavala,1A,President,,DEM,Pete Buttiegieg,1,5,3,9
Zavala,1A,President,,DEM,Tulsi Gabbard,0,1,1,2
Zavala,1A,President,,DEM,Tom Steyer,0,1,1,2
Zavala,1A,President,,DEM,Robby Wells,0,2,0,2
Zavala,1A,President,,DEM,Bernie Sanders,7,50,31,88
Zavala,1A,President,,DEM,Cory Booker,0,1,1,2
Zavala,1A,President,,DEM,Julian Castro,4,9,10,23
Zavala,1A,President,,DEM,Amy Klobuchar,1,1,2,4
Zavala,1A,President,,DEM,Deval Patrick,0,0,0,0
Zavala,1A,President,,DEM,"Roque ""Rocky"" De La Fuente",1,5,1,7
Zavala,1A,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",8,33,24,65
Zavala,1A,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,6,4,10
Zavala,1A,U.S. Senate,,DEM,Adrian Osegueda,0,3,2,5
Zavala,1A,U.S. Senate,,DEM,D.R. Hunter,0,3,1,4
Zavala,1A,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,8,21,47,76
Zavala,1A,U.S. Senate,,DEM,Royce West,1,2,1,4
Zavala,1A,U.S. Senate,,DEM,Victo Hugo Harris,1,2,3,6
Zavala,1A,U.S. Senate,,DEM,Mary (MJ) Hegar,1,3,3,7
Zavala,1A,U.S. Senate,,DEM,Chris Bell,0,4,1,5
Zavala,1A,U.S. Senate,,DEM,Amanda K. Edwards,1,6,1,8
Zavala,1A,U.S. Senate,,DEM,Sema Hernandez,4,13,12,29
Zavala,1A,U.S. Senate,,DEM,Michael Cooper,15,14,17,46
