county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,votes
Wilson,Box 207,Justice Supreme Court P7,,Staci Williams,DEM,323,48,74,0,445
Wilson,Box 207,Justice Supreme Court P7,,William Strange III,LIB,24,10,2,0,36
Wilson,Box 207,Justice Supreme Court P8,,Brett Busby,REP,910,148,76,1,1135
Wilson,Box 207,Justice Supreme Court P8,,Gisela D. Triana,DEM,315,49,74,0,438
Wilson,Box 207,Justice Supreme Court P8,,Tom Oxford,LIB,25,13,1,0,39
Wilson,Box 207,Criminal Appeals Jdg P3,,Bert Richardson,REP,924,157,77,1,1159
Wilson,Box 207,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,320,53,74,0,447
Wilson,Box 207,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,921,155,76,1,1153
Wilson,Box 207,Criminal Appeals Jdg P4,,Tina Clinton,DEM,324,55,71,0,450
Wilson,Box 207,Criminal Appeals Jdg P9,,David Newell,REP,921,156,80,1,1158
Wilson,Box 207,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,314,54,68,0,436
Wilson,Box 207,State Senate,21,Frank Pomeroy,REP,860,137,59,1,1057
Wilson,Box 207,State Senate,21,Judith Zaffirini,DEM,400,73,91,0,564
Wilson,Box 207,State Representative,44,John Kuempel,REP,904,156,79,1,1140
Wilson,Box 207,State Representative,44,Robert Bohmfalk,DEM,307,40,67,0,414
Wilson,Box 207,State Representative,44,Julian Mardock,LIB,37,15,4,0,56
Wilson,Box 207,Chief Justice 4 Court Appeals,,Renee Yanta,REP,905,149,76,1,1131
Wilson,Box 207,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,337,59,72,0,468
Wilson,Box 207,District Attorney D81,,Audrey Gossett Louis,REP,1041,187,98,1,1327
Wilson,Box 207,County Attorney,,Tom Caldwell,REP,1007,188,93,1,1289
Wilson,Box 207,Sheriff,,Jim Stewart,REP,931,161,88,0,1180
Wilson,Box 207,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,320,48,66,1,435
Wilson,Box 207,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,1040,188,96,1,1325
Wilson,Box 207,Constable P2,,Devin Keen,REP,1044,186,99,1,1330
Wilson,Box 208,President,,Trump/Pence,REP,174,208,20,0,402
Wilson,Box 208,President,,Biden/Harris,DEM,22,21,12,0,55
Wilson,Box 208,President,,Jorgensen/Cohen,LIB,2,0,0,0,2
Wilson,Box 208,President,,Hawkins/Walker,GRN,1,0,0,0,1
Wilson,Box 208,President,,Write-ins,,0,0,0,0,0
Wilson,Box 208,U.S. Senate,,John Cornyn,REP,175,205,22,0,402
Wilson,Box 208,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,19,22,10,0,51
Wilson,Box 208,U.S. Senate,,Kerry McKennon,LIB,3,1,0,0,4
Wilson,Box 208,U.S. Senate,,David B. Collins,GRN,0,1,0,0,1
Wilson,Box 208,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 208,U.S. House,28,Sandra Whitten,REP,159,174,16,0,349
Wilson,Box 208,U.S. House,28,Henry Cuellar,DEM,37,53,16,0,106
Wilson,Box 208,U.S. House,28,Bekah Congdon,LIB,1,2,0,0,3
Wilson,Box 208,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,171,191,22,0,384
Wilson,Box 208,Railroad Commissioner,,Chrysta CastaÒeda,DEM,21,34,10,0,65
Wilson,Box 208,Railroad Commissioner,,Matt Sterett,LIB,2,2,0,0,4
Wilson,Box 208,Railroad Commissioner,,Katija Gruene,GRN,0,2,0,0,2
Wilson,Box 208,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,169,195,21,0,385
Wilson,Box 208,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,22,29,11,0,62
Wilson,Box 208,"Chief Justice, Supreme Court ",,Mark Ash,LIB,3,3,0,0,6
Wilson,Box 208,Justice Supreme Court P6 Unexp,,Jane Bland,REP,171,205,22,0,398
Wilson,Box 208,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,22,20,10,0,52
Wilson,Box 208,Justice Supreme Court P7,,Jeff Boyd,REP,168,197,20,0,385
Wilson,Box 208,Justice Supreme Court P7,,Staci Williams,DEM,23,27,12,0,62
Wilson,Box 208,Justice Supreme Court P7,,William Strange III,LIB,2,2,0,0,4
Wilson,Box 208,Justice Supreme Court P8,,Brett Busby,REP,168,199,20,0,387
Wilson,Box 208,Justice Supreme Court P8,,Gisela D. Triana,DEM,22,22,10,0,54
Wilson,Box 208,Justice Supreme Court P8,,Tom Oxford,LIB,3,5,1,0,9
Wilson,Box 208,Criminal Appeals Jdg P3,,Bert Richardson,REP,171,206,20,0,397
Wilson,Box 208,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,23,20,11,0,54
Wilson,Box 208,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,172,202,18,0,392
Wilson,Box 208,Criminal Appeals Jdg P4,,Tina Clinton,DEM,22,23,12,0,57
Wilson,Box 208,Criminal Appeals Jdg P9,,David Newell,REP,174,205,18,0,397
Wilson,Box 208,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,19,21,12,0,52
Wilson,Box 208,State Senate,21,Frank Pomeroy,REP,151,176,15,0,342
Wilson,Box 208,State Senate,21,Judith Zaffirini,DEM,43,53,17,0,113
Wilson,Box 208,State Representative,44,John Kuempel,REP,175,207,22,0,404
Wilson,Box 208,State Representative,44,Robert Bohmfalk,DEM,17,19,8,0,44
Wilson,Box 208,State Representative,44,Julian Mardock,LIB,4,2,1,0,7
Wilson,Box 208,Chief Justice 4 Court Appeals,,Renee Yanta,REP,176,204,20,0,400
Wilson,Box 208,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,20,22,10,0,52
Wilson,Box 208,District Attorney D81,,Audrey Gossett Louis,REP,182,211,26,0,419
Wilson,Box 208,County Attorney,,Tom Caldwell,REP,177,204,21,0,402
Wilson,Box 208,Sheriff,,Jim Stewart,REP,168,198,24,0,390
Wilson,Box 208,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,26,28,8,0,62
Wilson,Box 208,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,183,215,24,0,422
Wilson,Box 208,Constable P2,,Devin Keen,REP,185,211,26,0,422
Wilson,Box 209,President,,Trump/Pence,REP,109,215,13,0,337
Wilson,Box 209,President,,Biden/Harris,DEM,13,18,5,0,36
Wilson,Box 209,President,,Jorgensen/Cohen,LIB,1,1,0,0,2
Wilson,Box 209,President,,Hawkins/Walker,GRN,0,0,0,0,0
Wilson,Box 209,President,,Write-ins,,0,1,0,0,1
Wilson,Box 209,U.S. Senate,,John Cornyn,REP,107,218,12,0,337
Wilson,Box 209,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,12,14,6,0,32
Wilson,Box 209,U.S. Senate,,Kerry McKennon,LIB,2,0,0,0,2
Wilson,Box 209,U.S. Senate,,David B. Collins,GRN,0,0,0,0,0
Wilson,Box 209,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 209,U.S. House,15,M. Cruz-Hernandez,REP,105,212,13,0,330
Wilson,Box 209,U.S. House,15,Vicente Gonzalez,DEM,13,16,4,0,33
Wilson,Box 209,U.S. House,15,Ross Lynn Leone,LIB,2,2,0,0,4
Wilson,Box 209,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,103,207,11,0,321
Wilson,Box 209,Railroad Commissioner,,Chrysta CastaÒeda,DEM,17,19,4,0,40
Wilson,Box 209,Railroad Commissioner,,Matt Sterett,LIB,1,3,0,0,4
Wilson,Box 209,Railroad Commissioner,,Katija Gruene,GRN,0,0,1,0,1
Wilson,Box 209,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,108,210,9,0,327
Wilson,Box 209,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,13,17,6,0,36
Wilson,Box 209,"Chief Justice, Supreme Court ",,Mark Ash,LIB,0,1,0,0,1
Wilson,Box 209,Justice Supreme Court P6 Unexp,,Jane Bland,REP,106,214,12,0,332
Wilson,Box 209,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,15,15,3,0,33
Wilson,Box 209,Justice Supreme Court P7,,Jeff Boyd,REP,105,210,10,0,325
Wilson,Box 209,Justice Supreme Court P7,,Staci Williams,DEM,15,16,5,0,36
Wilson,Box 209,Justice Supreme Court P7,,William Strange III,LIB,0,0,0,0,0
Wilson,Box 209,Justice Supreme Court P8,,Brett Busby,REP,106,212,11,0,329
Wilson,Box 209,Justice Supreme Court P8,,Gisela D. Triana,DEM,15,15,4,0,34
Wilson,Box 209,Justice Supreme Court P8,,Tom Oxford,LIB,0,1,0,0,1
Wilson,Box 209,Criminal Appeals Jdg P3,,Bert Richardson,REP,107,211,12,0,330
Wilson,Box 209,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,13,18,3,0,34
Wilson,Box 209,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,107,214,11,0,332
Wilson,Box 209,Criminal Appeals Jdg P4,,Tina Clinton,DEM,14,12,4,0,30
Wilson,Box 209,Criminal Appeals Jdg P9,,David Newell,REP,106,212,10,0,328
Wilson,Box 209,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,14,14,5,0,33
Wilson,Box 209,State Senate,21,Frank Pomeroy,REP,98,192,7,0,297
Wilson,Box 209,State Senate,21,Judith Zaffirini,DEM,24,38,10,0,72
Wilson,Box 209,State Representative,44,John Kuempel,REP,108,218,14,0,340
Wilson,Box 209,State Representative,44,Robert Bohmfalk,DEM,11,9,3,0,23
Wilson,Box 209,State Representative,44,Julian Mardock,LIB,2,3,0,0,5
Wilson,Box 209,Chief Justice 4 Court Appeals,,Renee Yanta,REP,108,222,13,0,343
Wilson,Box 209,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,12,8,3,0,23
Wilson,Box 209,District Attorney D81,,Audrey Gossett Louis,REP,114,219,15,0,348
Wilson,Box 209,County Attorney,,Tom Caldwell,REP,111,206,15,0,332
Wilson,Box 209,Sheriff,,Jim Stewart,REP,113,218,15,0,346
Wilson,Box 209,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,8,13,2,0,23
Wilson,Box 209,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,113,222,16,0,351
Wilson,Box 209,Constable P2,,Devin Keen,REP,114,217,14,0,345
Wilson,Box 310,President,,Trump/Pence,REP,391,32,57,0,480
Wilson,Box 310,President,,Biden/Harris,DEM,57,16,26,0,99
Wilson,Box 310,President,,Jorgensen/Cohen,LIB,2,1,0,0,3
Wilson,Box 310,President,,Hawkins/Walker,GRN,0,0,0,0,0
Wilson,Box 310,President,,Write-ins,,0,0,0,0,0
Wilson,Box 310,U.S. Senate,,John Cornyn,REP,388,31,62,0,481
Wilson,Box 310,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,54,11,20,0,85
Wilson,Box 310,U.S. Senate,,Kerry McKennon,LIB,4,3,0,0,7
Wilson,Box 310,U.S. Senate,,David B. Collins,GRN,1,0,0,0,1
Wilson,Box 310,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 310,U.S. House,28,Sandra Whitten,REP,374,31,53,0,458
Wilson,Box 310,U.S. House,28,Henry Cuellar,DEM,65,10,30,0,105
Wilson,Box 310,U.S. House,28,Bekah Congdon,LIB,5,4,0,0,9
Wilson,Box 310,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,381,31,60,0,472
Wilson,Box 310,Railroad Commissioner,,Chrysta CastaÒeda,DEM,52,9,18,0,79
Wilson,Box 310,Railroad Commissioner,,Matt Sterett,LIB,7,4,0,0,11
Wilson,Box 310,Railroad Commissioner,,Katija Gruene,GRN,2,0,0,0,2
Wilson,Box 310,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,386,35,56,0,477
Wilson,Box 310,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,50,7,22,0,79
Wilson,Box 310,"Chief Justice, Supreme Court ",,Mark Ash,LIB,5,2,1,0,8
Wilson,Box 310,Justice Supreme Court P6 Unexp,,Jane Bland,REP,391,36,58,0,485
Wilson,Box 310,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,48,8,21,0,77
Wilson,Box 310,Justice Supreme Court P7,,Jeff Boyd,REP,390,32,58,0,480
Wilson,Box 310,Justice Supreme Court P7,,Staci Williams,DEM,45,9,20,0,74
Wilson,Box 310,Justice Supreme Court P7,,William Strange III,LIB,5,3,1,0,9
Wilson,Box 310,Justice Supreme Court P8,,Brett Busby,REP,384,31,57,0,472
Wilson,Box 310,Justice Supreme Court P8,,Gisela D. Triana,DEM,50,11,20,0,81
Wilson,Box 310,Justice Supreme Court P8,,Tom Oxford,LIB,6,2,1,0,9
Wilson,Box 310,Criminal Appeals Jdg P3,,Bert Richardson,REP,385,33,58,0,476
Wilson,Box 310,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,51,11,20,0,82
Wilson,Box 310,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,388,32,57,0,477
Wilson,Box 310,Criminal Appeals Jdg P4,,Tina Clinton,DEM,50,12,21,0,83
Wilson,Box 310,Criminal Appeals Jdg P9,,David Newell,REP,384,35,56,0,475
Wilson,Box 310,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,51,8,22,0,81
Wilson,Box 310,State Senate,21,Frank Pomeroy,REP,373,33,49,0,455
Wilson,Box 310,State Senate,21,Judith Zaffirini,DEM,71,11,32,0,114
Wilson,Box 310,State Representative,44,John Kuempel,REP,391,32,61,0,484
Wilson,Box 310,State Representative,44,Robert Bohmfalk,DEM,40,8,17,0,65
Wilson,Box 310,State Representative,44,Julian Mardock,LIB,10,4,0,0,14
Wilson,Box 310,Chief Justice 4 Court Appeals,,Renee Yanta,REP,385,31,56,0,472
Wilson,Box 310,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,54,13,20,0,87
Wilson,Box 310,District Attorney D81,,Audrey Gossett Louis,REP,419,37,68,0,524
Wilson,Box 310,County Attorney,,Tom Caldwell,REP,408,37,65,0,510
Wilson,Box 310,Sheriff,,Jim Stewart,REP,398,32,59,0,489
Wilson,Box 310,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,44,10,19,0,73
Wilson,Box 310,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,418,36,68,0,522
Wilson,Box 310,County Commissioner P3,,Jeffery Pierdolla,REP,414,39,67,0,520
Wilson,Box 310,Constable P3,,Curtis Fowler,REP,419,38,69,0,526
Wilson,Box 311,President,,Trump/Pence,REP,1186,123,88,1,1398
Wilson,Box 311,President,,Biden/Harris,DEM,147,13,50,0,210
Wilson,Box 311,President,,Jorgensen/Cohen,LIB,5,4,3,0,12
Wilson,Box 311,President,,Hawkins/Walker,GRN,2,0,0,0,2
Wilson,Box 311,President,,Write-ins,,2,0,1,0,3
Wilson,Box 311,U.S. Senate,,John Cornyn,REP,1165,121,91,0,1377
Wilson,Box 311,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,141,12,48,1,202
Wilson,Box 311,U.S. Senate,,Kerry McKennon,LIB,18,4,1,0,23
Wilson,Box 311,U.S. Senate,,David B. Collins,GRN,4,0,0,0,4
Wilson,Box 311,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 311,U.S. House,28,Sandra Whitten,REP,1122,120,85,1,1328
Wilson,Box 311,U.S. House,28,Henry Cuellar,DEM,178,12,55,0,245
Wilson,Box 311,U.S. House,28,Bekah Congdon,LIB,17,4,0,0,21
Wilson,Box 311,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,1138,117,94,1,1350
Wilson,Box 311,Railroad Commissioner,,Chrysta CastaÒeda,DEM,146,12,41,0,199
Wilson,Box 311,Railroad Commissioner,,Matt Sterett,LIB,23,4,1,0,28
Wilson,Box 311,Railroad Commissioner,,Katija Gruene,GRN,6,2,1,0,9
Wilson,Box 311,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,1137,119,88,1,1345
Wilson,Box 311,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,146,9,47,0,202
Wilson,Box 311,"Chief Justice, Supreme Court ",,Mark Ash,LIB,25,7,2,0,34
Wilson,Box 311,Justice Supreme Court P6 Unexp,,Jane Bland,REP,1177,124,93,1,1395
Wilson,Box 311,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,133,11,44,0,188
Wilson,Box 311,Justice Supreme Court P7,,Jeff Boyd,REP,1139,118,86,1,1344
Wilson,Box 311,Justice Supreme Court P7,,Staci Williams,DEM,150,13,47,0,210
Wilson,Box 311,Justice Supreme Court P7,,William Strange III,LIB,19,4,3,0,26
Wilson,Box 311,Justice Supreme Court P8,,Brett Busby,REP,1148,117,88,1,1354
Wilson,Box 311,Justice Supreme Court P8,,Gisela D. Triana,DEM,136,11,42,0,189
Wilson,Box 311,Justice Supreme Court P8,,Tom Oxford,LIB,24,7,3,0,34
Wilson,Box 311,Criminal Appeals Jdg P3,,Bert Richardson,REP,1153,121,91,1,1366
Wilson,Box 311,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,149,13,44,0,206
Wilson,Box 311,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,1159,124,89,1,1373
Wilson,Box 311,Criminal Appeals Jdg P4,,Tina Clinton,DEM,143,8,44,0,195
Wilson,Box 311,Criminal Appeals Jdg P9,,David Newell,REP,1160,122,87,1,1370
Wilson,Box 311,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,136,11,45,0,192
Wilson,Box 311,State Senate,21,Frank Pomeroy,REP,1118,123,76,1,1318
Wilson,Box 311,State Senate,21,Judith Zaffirini,DEM,193,12,63,0,268
Wilson,Box 311,State Representative,44,John Kuempel,REP,1158,123,98,1,1380
Wilson,Box 311,State Representative,44,Robert Bohmfalk,DEM,124,5,39,0,168
Wilson,Box 311,State Representative,44,Julian Mardock,LIB,26,7,1,0,34
Wilson,Box 311,Chief Justice 4 Court Appeals,,Renee Yanta,REP,1146,121,89,1,1357
Wilson,Box 311,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,152,12,49,0,213
Wilson,Box 311,District Attorney D81,,Audrey Gossett Louis,REP,1214,129,98,1,1442
Wilson,Box 311,County Attorney,,Tom Caldwell,REP,1180,125,99,1,1405
Wilson,Box 311,Sheriff,,Jim Stewart,REP,1160,126,94,1,1381
Wilson,Box 311,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,144,10,42,0,196
Wilson,Box 311,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,1217,131,103,1,1452
Wilson,Box 311,County Commissioner P3,,Jeffery Pierdolla,REP,1204,130,103,1,1438
Wilson,Box 311,Constable P3,,Curtis Fowler,REP,1215,129,103,1,1448
Wilson,Box 312,President,,Trump/Pence,REP,1490,154,80,0,1724
Wilson,Box 312,President,,Biden/Harris,DEM,222,35,80,0,337
Wilson,Box 312,President,,Jorgensen/Cohen,LIB,12,2,1,0,15
Wilson,Box 312,President,,Hawkins/Walker,GRN,4,0,0,0,4
Wilson,Box 312,President,,Write-ins,,2,1,0,0,3
Wilson,Box 312,U.S. Senate,,John Cornyn,REP,1468,153,87,0,1708
Wilson,Box 312,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,220,26,70,0,316
Wilson,Box 312,U.S. Senate,,Kerry McKennon,LIB,17,6,2,0,25
Wilson,Box 312,U.S. Senate,,David B. Collins,GRN,6,5,1,0,12
Wilson,Box 312,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 312,U.S. House,28,Sandra Whitten,REP,1420,154,75,0,1649
Wilson,Box 312,U.S. House,28,Henry Cuellar,DEM,255,32,78,0,365
Wilson,Box 312,U.S. House,28,Bekah Congdon,LIB,29,4,5,0,38
Wilson,Box 312,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,1438,151,82,0,1671
Wilson,Box 312,Railroad Commissioner,,Chrysta CastaÒeda,DEM,218,29,72,0,319
Wilson,Box 312,Railroad Commissioner,,Matt Sterett,LIB,29,4,2,0,35
Wilson,Box 312,Railroad Commissioner,,Katija Gruene,GRN,13,5,3,0,21
Wilson,Box 312,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,1429,145,84,0,1658
Wilson,Box 312,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,222,40,71,0,333
Wilson,Box 312,"Chief Justice, Supreme Court ",,Mark Ash,LIB,37,6,4,0,47
Wilson,Box 312,Justice Supreme Court P6 Unexp,,Jane Bland,REP,1469,152,88,0,1709
Wilson,Box 312,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,214,33,70,0,317
Wilson,Box 312,Justice Supreme Court P7,,Jeff Boyd,REP,1439,149,82,0,1670
Wilson,Box 312,Justice Supreme Court P7,,Staci Williams,DEM,205,33,72,0,310
Wilson,Box 312,Justice Supreme Court P7,,William Strange III,LIB,32,4,4,0,40
Wilson,Box 312,Justice Supreme Court P8,,Brett Busby,REP,1451,147,82,0,1680
Wilson,Box 312,Justice Supreme Court P8,,Gisela D. Triana,DEM,205,33,72,0,310
Wilson,Box 312,Justice Supreme Court P8,,Tom Oxford,LIB,33,7,4,0,44
Wilson,Box 312,Criminal Appeals Jdg P3,,Bert Richardson,REP,1455,148,85,0,1688
Wilson,Box 312,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,221,37,72,0,330
Wilson,Box 312,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,1462,150,87,0,1699
Wilson,Box 312,Criminal Appeals Jdg P4,,Tina Clinton,DEM,217,36,71,0,324
Wilson,Box 312,Criminal Appeals Jdg P9,,David Newell,REP,1462,150,85,0,1697
Wilson,Box 312,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,213,34,73,0,320
Wilson,Box 312,State Senate,21,Frank Pomeroy,REP,1405,147,77,0,1629
Wilson,Box 312,State Senate,21,Judith Zaffirini,DEM,279,39,81,0,399
Wilson,Box 312,State Representative,44,John Kuempel,REP,1467,154,90,0,1711
Wilson,Box 312,State Representative,44,Robert Bohmfalk,DEM,187,29,66,0,282
Wilson,Box 312,State Representative,44,Julian Mardock,LIB,33,5,4,0,42
Wilson,Box 312,Chief Justice 4 Court Appeals,,Renee Yanta,REP,1444,151,89,0,1684
Wilson,Box 312,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,226,31,70,0,327
Wilson,Box 312,District Attorney D81,,Audrey Gossett Louis,REP,1541,176,102,0,1819
Wilson,Box 312,County Attorney,,Tom Caldwell,REP,1497,171,93,0,1761
Wilson,Box 312,Sheriff,,Jim Stewart,REP,1474,152,94,0,1720
Wilson,Box 312,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,201,35,62,0,298
Wilson,Box 312,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,1559,179,103,0,1841
Wilson,Box 312,County Commissioner P3,,Jeffery Pierdolla,REP,1548,178,103,0,1829
Wilson,Box 312,Constable P3,,Curtis Fowler,REP,1558,175,104,0,1837
Wilson,Box 313,President,,Trump/Pence,REP,1588,260,93,1,1942
Wilson,Box 313,President,,Biden/Harris,DEM,327,71,90,0,488
Wilson,Box 313,President,,Jorgensen/Cohen,LIB,12,4,0,0,16
Wilson,Box 313,President,,Hawkins/Walker,GRN,2,1,1,0,4
Wilson,Box 313,President,,Write-ins,,3,0,0,0,3
Wilson,Box 313,U.S. Senate,,John Cornyn,REP,1567,255,94,1,1917
Wilson,Box 313,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,315,60,80,0,455
Wilson,Box 313,U.S. Senate,,Kerry McKennon,LIB,29,8,2,0,39
Wilson,Box 313,U.S. Senate,,David B. Collins,GRN,4,4,0,0,8
Wilson,Box 313,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 313,U.S. House,28,Sandra Whitten,REP,1511,246,90,1,1848
Wilson,Box 313,U.S. House,28,Henry Cuellar,DEM,365,72,85,0,522
Wilson,Box 313,U.S. House,28,Bekah Congdon,LIB,28,8,4,0,40
Wilson,Box 313,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,1525,258,97,1,1881
Wilson,Box 313,Railroad Commissioner,,Chrysta CastaÒeda,DEM,321,53,75,0,449
Wilson,Box 313,Railroad Commissioner,,Matt Sterett,LIB,37,8,2,0,47
Wilson,Box 313,Railroad Commissioner,,Katija Gruene,GRN,13,5,2,0,20
Wilson,Box 313,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,1538,256,92,1,1887
Wilson,Box 313,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,323,62,78,0,463
Wilson,Box 313,"Chief Justice, Supreme Court ",,Mark Ash,LIB,36,10,4,0,50
Wilson,Box 313,Justice Supreme Court P6 Unexp,,Jane Bland,REP,1571,261,97,1,1930
Wilson,Box 313,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,322,60,78,0,460
Wilson,Box 313,Justice Supreme Court P7,,Jeff Boyd,REP,1538,252,94,1,1885
Wilson,Box 313,Justice Supreme Court P7,,Staci Williams,DEM,318,62,81,0,461
Wilson,Box 313,Justice Supreme Court P7,,William Strange III,LIB,33,6,3,0,42
Wilson,Box 313,Justice Supreme Court P8,,Brett Busby,REP,1535,254,96,1,1886
Wilson,Box 313,Justice Supreme Court P8,,Gisela D. Triana,DEM,316,58,77,0,451
Wilson,Box 313,Justice Supreme Court P8,,Tom Oxford,LIB,40,9,4,0,53
Wilson,Box 313,Criminal Appeals Jdg P3,,Bert Richardson,REP,1549,259,94,1,1903
Wilson,Box 313,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,327,60,78,0,465
Wilson,Box 313,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,1557,256,95,1,1909
Wilson,Box 313,Criminal Appeals Jdg P4,,Tina Clinton,DEM,322,65,77,0,464
Wilson,Box 313,Criminal Appeals Jdg P9,,David Newell,REP,1563,261,94,1,1919
Wilson,Box 313,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,311,56,78,0,445
Wilson,Box 313,State Senate,21,Frank Pomeroy,REP,1511,253,88,1,1853
Wilson,Box 313,State Senate,21,Judith Zaffirini,DEM,383,73,88,0,544
Wilson,Box 313,State Representative,44,John Kuempel,REP,1556,255,102,1,1914
Wilson,Box 313,State Representative,44,Robert Bohmfalk,DEM,287,50,70,0,407
Wilson,Box 313,State Representative,44,Julian Mardock,LIB,42,16,7,0,65
Wilson,Box 313,Chief Justice 4 Court Appeals,,Renee Yanta,REP,1539,250,92,1,1882
Wilson,Box 313,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,335,68,83,0,486
Wilson,Box 313,District Attorney D81,,Audrey Gossett Louis,REP,1691,290,123,1,2105
Wilson,Box 313,County Attorney,,Tom Caldwell,REP,1649,281,115,1,2046
Wilson,Box 313,Sheriff,,Jim Stewart,REP,1602,270,111,1,1984
Wilson,Box 313,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,288,52,65,0,405
Wilson,Box 313,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,1705,295,127,1,2128
Wilson,Box 313,County Commissioner P3,,Jeffery Pierdolla,REP,1691,296,126,1,2114
Wilson,Box 313,Constable P3,,Curtis Fowler,REP,1718,295,131,1,2145
Wilson,Box 414,President,,Trump/Pence,REP,909,450,81,0,1440
Wilson,Box 414,President,,Biden/Harris,DEM,142,84,63,0,289
Wilson,Box 414,President,,Jorgensen/Cohen,LIB,7,4,1,0,12
Wilson,Box 414,President,,Hawkins/Walker,GRN,1,0,1,0,2
Wilson,Box 414,President,,Write-ins,,2,0,0,0,2
Wilson,Box 414,U.S. Senate,,John Cornyn,REP,908,435,82,0,1425
