county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Wharton,Precinct 101,Registered Voters,,,,2415,,,,
Wharton,Precinct 101,Ballots Cast,,,,829,61,473,295,0
Wharton,Precinct 101,Ballots Cast,,REP,,622,33,396,193,0
Wharton,Precinct 101,Ballots Cast,,DEM,,207,28,77,102,0
Wharton,Precinct 101,President,,REP,Donald J. Trump,536,31,340,165,0
Wharton,Precinct 101,President,,REP,Bill Weld,9,0,6,3,0
Wharton,Precinct 101,President,,REP,Matthew John Matern,1,0,1,0,0
Wharton,Precinct 101,President,,REP,Roque Rocky DeLa Fuente Guerra,5,0,1,4,0
Wharton,Precinct 101,President,,REP,Joe Walsh,6,0,4,2,0
Wharton,Precinct 101,President,,REP,Bob Ely,1,0,0,1,0
Wharton,Precinct 101,President,,REP,Zoltan G. Istvan,2,0,0,2,0
Wharton,Precinct 101,President,,REP,Uncommitted,52,1,38,13,0
Wharton,Precinct 101,U.S. Senate,,REP,John Anthony Castro,84,0,53,31,0
Wharton,Precinct 101,U.S. Senate,,REP,Dwayne Stovall,73,2,43,28,0
Wharton,Precinct 101,U.S. Senate,,REP,Virgil Bierschwale,4,0,1,3,0
Wharton,Precinct 101,U.S. Senate,,REP,John Cornyn,381,25,251,105,0
Wharton,Precinct 101,U.S. Senate,,REP,Mark Yancey,37,3,20,14,0
Wharton,Precinct 101,U.S. House,27,REP,Michael Cloud,582,28,372,182,0
Wharton,Precinct 101,Railroad Commissioner,,REP,Ryan Sitton,234,18,136,80,0
Wharton,Precinct 101,Railroad Commissioner,,REP,"James ""Jim"" Wright",318,11,213,94,0
Wharton,Precinct 101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,558,28,353,177,0
Wharton,Precinct 101,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,555,28,352,175,0
Wharton,Precinct 101,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,554,28,352,174,0
Wharton,Precinct 101,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,554,28,351,175,0
Wharton,Precinct 101,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,298,16,193,89,0
Wharton,Precinct 101,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,237,12,144,81,0
Wharton,Precinct 101,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,549,28,347,174,0
Wharton,Precinct 101,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,546,27,347,172,0
Wharton,Precinct 101,State Senate,18,REP,Lois W. Kolkhorst,567,29,358,180,0
Wharton,Precinct 101,State Representative,85,REP,Robert Boettcher,132,6,73,53,0
Wharton,Precinct 101,State Representative,85,REP,Abolaji Tijani Ayobami,14,0,8,6,0
Wharton,Precinct 101,State Representative,85,REP,Phil Stephenson,458,25,303,130,0
Wharton,Precinct 101,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,546,27,346,173,0
Wharton,Precinct 101,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,548,27,348,173,0
Wharton,Precinct 101,"Dist Judge, 23rd Judicial Dist",,REP,Ben Hardin,563,28,356,179,0
Wharton,Precinct 101,"Dist Attorney, 329th Judicial Dist",,REP,Dawn Allison,337,18,215,104,0
Wharton,Precinct 101,"Dist Attorney, 329th Judicial Dist",,REP,John Maher,270,11,176,83,0
Wharton,Precinct 101,County Attorney,,REP,Trey Maffett,576,28,366,182,0
Wharton,Precinct 101,Sheriff,,REP,"Robert Macek, Jr.",395,22,252,121,0
Wharton,Precinct 101,Sheriff,,REP,Shannon Srubar,224,10,143,71,0
Wharton,Precinct 101,County Tax Assessor-Collector,,REP,Jessica Schulze,63,4,29,30,0
Wharton,Precinct 101,County Tax Assessor-Collector,,REP,Cindy Hernandez,373,18,253,102,0
Wharton,Precinct 101,County Tax Assessor-Collector,,REP,Sarah L. Hudgins,178,10,110,58,0
Wharton,Precinct 101,County Commissioner Pct 1,,REP,Bill Joines,198,13,124,61,0
Wharton,Precinct 101,County Commissioner Pct 1,,REP,Richard Zahn,409,18,263,128,0
Wharton,Precinct 101,Constable Pct 1,,REP,Tim Arriaga,186,9,119,58,0
Wharton,Precinct 101,Constable Pct 1,,REP,William (Bill) Copeland,361,21,239,101,0
Wharton,Precinct 101,Constable Pct 1,,REP,Carlos Ortiz,62,1,33,28,0
Wharton,Precinct 101,County Chair,,REP,Don Al Middlebrook,569,28,362,179,0
Wharton,Precinct 101,Proposition 1,,REP,Yes,524,29,335,160,0
Wharton,Precinct 101,Proposition 1,,REP,No,94,3,59,32,0
Wharton,Precinct 101,Proposition 2,,REP,Yes,495,31,306,158,0
Wharton,Precinct 101,Proposition 2,,REP,No,120,2,85,33,0
Wharton,Precinct 101,Proposition 3,,REP,Yes,568,28,360,180,0
Wharton,Precinct 101,Proposition 3,,REP,No,43,2,30,11,0
Wharton,Precinct 101,Proposition 4,,REP,Yes,545,30,342,173,0
