county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day,provisional
Moore,Precinct 402,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,9,9,0,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,15,9,5,1,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,8,7,1,0,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,7,6,1,0,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,0,0,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,10,10,0,0,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,5,5,0,0,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,6,6,0,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,17,9,4,4,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,12,9,3,0,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,12,9,3,0,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,0,0,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,16,13,2,1,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,4,4,0,0,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,6,6,0,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,37,30,6,1,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,31,27,4,0,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,21,14,4,3,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,0,0,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,31,24,2,5,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,15,12,2,1,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,12,12,0,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,49,36,9,4,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,36,33,3,0,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,30,21,6,3,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,0,0,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,42,34,4,4,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,18,15,2,1,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,19,19,0,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,20,12,6,2,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,15,10,5,0,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,9,7,2,0,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,0,0,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,15,13,0,2,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,6,6,0,0,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,6,6,0,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,65,45,15,5,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,47,39,8,0,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,39,28,8,3,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,0,0,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,53,43,4,6,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,24,21,2,1,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,24,24,0,0,0
Moore,Precinct 101,"Member, State BoE, Dist 15",,DEM,John Betancourt,67,47,14,6,0
Moore,Precinct 201,"Member, State BoE, Dist 15",,DEM,John Betancourt,46,38,8,0,0
Moore,Precinct 202,"Member, State BoE, Dist 15",,DEM,John Betancourt,42,30,9,3,0
Moore,Precinct 203,"Member, State BoE, Dist 15",,DEM,John Betancourt,0,0,0,0,0
Moore,Precinct 301,"Member, State BoE, Dist 15",,DEM,John Betancourt,55,45,4,6,0
Moore,Precinct 401,"Member, State BoE, Dist 15",,DEM,John Betancourt,24,21,2,1,0
Moore,Precinct 402,"Member, State BoE, Dist 15",,DEM,John Betancourt,24,24,0,0,0
Moore,Precinct 101,President,,REP,Donald J. Trump,511,277,224,10,0
Moore,Precinct 201,President,,REP,Donald J. Trump,532,291,234,7,0
Moore,Precinct 202,President,,REP,Donald J. Trump,601,280,299,22,0
Moore,Precinct 203,President,,REP,Donald J. Trump,24,24,0,0,0
Moore,Precinct 301,President,,REP,Donald J. Trump,248,149,88,11,0
Moore,Precinct 401,President,,REP,Donald J. Trump,296,237,56,3,0
Moore,Precinct 402,President,,REP,Donald J. Trump,10,10,0,0,0
Moore,Precinct 101,President,,REP,Bill Weld,0,0,0,0,0
Moore,Precinct 201,President,,REP,Bill Weld,0,0,0,0,0
Moore,Precinct 202,President,,REP,Bill Weld,4,1,3,0,0
Moore,Precinct 203,President,,REP,Bill Weld,0,0,0,0,0
Moore,Precinct 301,President,,REP,Bill Weld,3,2,1,0,0
Moore,Precinct 401,President,,REP,Bill Weld,0,0,0,0,0
Moore,Precinct 402,President,,REP,Bill Weld,1,0,1,0,0
Moore,Precinct 101,President,,REP,Roque Rocky DeLa Fuente Guerra,8,5,3,0,0
Moore,Precinct 201,President,,REP,Roque Rocky DeLa Fuente Guerra,5,3,2,0,0
Moore,Precinct 202,President,,REP,Roque Rocky DeLa Fuente Guerra,4,2,2,0,0
Moore,Precinct 203,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Moore,Precinct 301,President,,REP,Roque Rocky DeLa Fuente Guerra,6,5,1,0,0
Moore,Precinct 401,President,,REP,Roque Rocky DeLa Fuente Guerra,3,3,0,0,0
Moore,Precinct 402,President,,REP,Roque Rocky DeLa Fuente Guerra,4,4,0,0,0
Moore,Precinct 101,President,,REP,Joe Walsh,2,2,0,0,0
Moore,Precinct 201,President,,REP,Joe Walsh,1,1,0,0,0
Moore,Precinct 202,President,,REP,Joe Walsh,3,3,0,0,0
Moore,Precinct 203,President,,REP,Joe Walsh,0,0,0,0,0
Moore,Precinct 301,President,,REP,Joe Walsh,2,2,0,0,0
Moore,Precinct 401,President,,REP,Joe Walsh,3,2,1,0,0
Moore,Precinct 402,President,,REP,Joe Walsh,3,3,0,0,0
Moore,Precinct 101,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Moore,Precinct 201,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Moore,Precinct 202,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Moore,Precinct 203,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Moore,Precinct 301,President,,REP,Zoltan G. Istvan,1,1,0,0,0
Moore,Precinct 401,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Moore,Precinct 402,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Moore,Precinct 101,President,,REP,Bob Ely,0,0,0,0,0
Moore,Precinct 201,President,,REP,Bob Ely,2,1,1,0,0
Moore,Precinct 202,President,,REP,Bob Ely,1,0,0,1,0
Moore,Precinct 203,President,,REP,Bob Ely,0,0,0,0,0
Moore,Precinct 301,President,,REP,Bob Ely,0,0,0,0,0
Moore,Precinct 401,President,,REP,Bob Ely,0,0,0,0,0
Moore,Precinct 402,President,,REP,Bob Ely,0,0,0,0,0
Moore,Precinct 101,President,,REP,Matthew John Matern,3,1,2,0,0
Moore,Precinct 201,President,,REP,Matthew John Matern,0,0,0,0,0
Moore,Precinct 202,President,,REP,Matthew John Matern,3,0,3,0,0
Moore,Precinct 203,President,,REP,Matthew John Matern,0,0,0,0,0
Moore,Precinct 301,President,,REP,Matthew John Matern,0,0,0,0,0
Moore,Precinct 401,President,,REP,Matthew John Matern,2,2,0,0,0
Moore,Precinct 402,President,,REP,Matthew John Matern,0,0,0,0,0
Moore,Precinct 101,President,,REP,Uncommitted,17,13,4,0,0
Moore,Precinct 201,President,,REP,Uncommitted,26,17,9,0,0
Moore,Precinct 202,President,,REP,Uncommitted,25,10,15,0,0
Moore,Precinct 203,President,,REP,Uncommitted,1,1,0,0,0
Moore,Precinct 301,President,,REP,Uncommitted,9,4,5,0,0
Moore,Precinct 401,President,,REP,Uncommitted,2,2,0,0,0
Moore,Precinct 402,President,,REP,Uncommitted,1,1,0,0,0
Moore,Precinct 101,U.S. Senate,,REP,John Cornyn,405,212,187,6,0
Moore,Precinct 201,U.S. Senate,,REP,John Cornyn,460,250,203,7,0
Moore,Precinct 202,U.S. Senate,,REP,John Cornyn,494,215,259,20,0
Moore,Precinct 203,U.S. Senate,,REP,John Cornyn,23,23,0,0,0
Moore,Precinct 301,U.S. Senate,,REP,John Cornyn,201,123,68,10,0
Moore,Precinct 401,U.S. Senate,,REP,John Cornyn,230,187,42,1,0
Moore,Precinct 402,U.S. Senate,,REP,John Cornyn,9,8,1,0,0
Moore,Precinct 101,U.S. Senate,,REP,Mark Yancey,21,12,8,1,0
Moore,Precinct 201,U.S. Senate,,REP,Mark Yancey,34,20,14,0,0
Moore,Precinct 202,U.S. Senate,,REP,Mark Yancey,27,20,7,0,0
Moore,Precinct 203,U.S. Senate,,REP,Mark Yancey,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,REP,Mark Yancey,17,11,5,1,0
Moore,Precinct 401,U.S. Senate,,REP,Mark Yancey,23,16,5,2,0
Moore,Precinct 402,U.S. Senate,,REP,Mark Yancey,1,1,0,0,0
Moore,Precinct 101,U.S. Senate,,REP,Virgil Bierschwale,1,0,1,0,0
Moore,Precinct 201,U.S. Senate,,REP,Virgil Bierschwale,5,2,3,0,0
Moore,Precinct 202,U.S. Senate,,REP,Virgil Bierschwale,4,2,2,0,0
Moore,Precinct 203,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,REP,Virgil Bierschwale,1,1,0,0,0
Moore,Precinct 401,U.S. Senate,,REP,Virgil Bierschwale,3,2,1,0,0
Moore,Precinct 402,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0
Moore,Precinct 101,U.S. Senate,,REP,John Anthony Castro,30,20,10,0,0
Moore,Precinct 201,U.S. Senate,,REP,John Anthony Castro,29,16,13,0,0
Moore,Precinct 202,U.S. Senate,,REP,John Anthony Castro,28,12,15,1,0
Moore,Precinct 203,U.S. Senate,,REP,John Anthony Castro,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,REP,John Anthony Castro,21,11,10,0,0
Moore,Precinct 401,U.S. Senate,,REP,John Anthony Castro,8,7,1,0,0
Moore,Precinct 402,U.S. Senate,,REP,John Anthony Castro,8,7,1,0,0
Moore,Precinct 101,U.S. Senate,,REP,Dwayne Stovall,68,42,24,2,0
Moore,Precinct 201,U.S. Senate,,REP,Dwayne Stovall,35,22,13,0,0
Moore,Precinct 202,U.S. Senate,,REP,Dwayne Stovall,73,38,35,0,0
Moore,Precinct 203,U.S. Senate,,REP,Dwayne Stovall,2,2,0,0,0
Moore,Precinct 301,U.S. Senate,,REP,Dwayne Stovall,20,13,7,0,0
Moore,Precinct 401,U.S. Senate,,REP,Dwayne Stovall,31,25,6,0,0
Moore,Precinct 402,U.S. Senate,,REP,Dwayne Stovall,2,2,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Monique Worthy,3,2,1,0,0
Moore,Precinct 201,U.S. House,13,REP,Monique Worthy,9,5,4,0,0
Moore,Precinct 202,U.S. House,13,REP,Monique Worthy,3,2,1,0,0
Moore,Precinct 203,U.S. House,13,REP,Monique Worthy,1,1,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Monique Worthy,5,4,1,0,0
Moore,Precinct 401,U.S. House,13,REP,Monique Worthy,0,0,0,0,0
Moore,Precinct 402,U.S. House,13,REP,Monique Worthy,1,1,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Vance Snider II,106,56,49,1,0
Moore,Precinct 201,U.S. House,13,REP,Vance Snider II,121,70,51,0,0
Moore,Precinct 202,U.S. House,13,REP,Vance Snider II,126,70,53,3,0
Moore,Precinct 203,U.S. House,13,REP,Vance Snider II,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Vance Snider II,76,43,31,2,0
Moore,Precinct 401,U.S. House,13,REP,Vance Snider II,42,33,9,0,0
Moore,Precinct 402,U.S. House,13,REP,Vance Snider II,5,5,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Chris Ekstrom,72,37,34,1,0
Moore,Precinct 201,U.S. House,13,REP,Chris Ekstrom,50,31,19,0,0
Moore,Precinct 202,U.S. House,13,REP,Chris Ekstrom,76,27,43,6,0
Moore,Precinct 203,U.S. House,13,REP,Chris Ekstrom,4,4,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Chris Ekstrom,35,23,10,2,0
Moore,Precinct 401,U.S. House,13,REP,Chris Ekstrom,33,25,8,0,0
Moore,Precinct 402,U.S. House,13,REP,Chris Ekstrom,0,0,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Jason Foglesong,0,0,0,0,0
Moore,Precinct 201,U.S. House,13,REP,Jason Foglesong,0,0,0,0,0
Moore,Precinct 202,U.S. House,13,REP,Jason Foglesong,0,0,0,0,0
Moore,Precinct 203,U.S. House,13,REP,Jason Foglesong,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Jason Foglesong,0,0,0,0,0
Moore,Precinct 401,U.S. House,13,REP,Jason Foglesong,1,1,0,0,0
Moore,Precinct 402,U.S. House,13,REP,Jason Foglesong,1,1,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Diane Knowlton,7,3,3,1,0
Moore,Precinct 201,U.S. House,13,REP,Diane Knowlton,2,0,2,0,0
Moore,Precinct 202,U.S. House,13,REP,Diane Knowlton,3,0,3,0,0
Moore,Precinct 203,U.S. House,13,REP,Diane Knowlton,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Diane Knowlton,0,0,0,0,0
Moore,Precinct 401,U.S. House,13,REP,Diane Knowlton,0,0,0,0,0
Moore,Precinct 402,U.S. House,13,REP,Diane Knowlton,1,1,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Josh Winegarner,221,132,85,4,0
Moore,Precinct 201,U.S. House,13,REP,Josh Winegarner,261,139,116,6,0
Moore,Precinct 202,U.S. House,13,REP,Josh Winegarner,294,128,157,9,0
Moore,Precinct 203,U.S. House,13,REP,Josh Winegarner,11,11,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Josh Winegarner,98,56,37,5,0
Moore,Precinct 401,U.S. House,13,REP,Josh Winegarner,173,141,29,3,0
Moore,Precinct 402,U.S. House,13,REP,Josh Winegarner,1,1,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Richard Herman,4,1,3,0,0
Moore,Precinct 201,U.S. House,13,REP,Richard Herman,8,4,4,0,0
Moore,Precinct 202,U.S. House,13,REP,Richard Herman,4,2,2,0,0
Moore,Precinct 203,U.S. House,13,REP,Richard Herman,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Richard Herman,3,2,1,0,0
Moore,Precinct 401,U.S. House,13,REP,Richard Herman,4,3,1,0,0
Moore,Precinct 402,U.S. House,13,REP,Richard Herman,0,0,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Asusena Resendiz,12,9,3,0,0
Moore,Precinct 201,U.S. House,13,REP,Asusena Resendiz,11,5,6,0,0
Moore,Precinct 202,U.S. House,13,REP,Asusena Resendiz,12,7,5,0,0
Moore,Precinct 203,U.S. House,13,REP,Asusena Resendiz,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Asusena Resendiz,7,4,3,0,0
Moore,Precinct 401,U.S. House,13,REP,Asusena Resendiz,3,2,1,0,0
Moore,Precinct 402,U.S. House,13,REP,Asusena Resendiz,2,2,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Mark Neese,3,1,2,0,0
Moore,Precinct 201,U.S. House,13,REP,Mark Neese,1,1,0,0,0
Moore,Precinct 202,U.S. House,13,REP,Mark Neese,2,0,2,0,0
Moore,Precinct 203,U.S. House,13,REP,Mark Neese,1,1,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Mark Neese,2,1,1,0,0
Moore,Precinct 401,U.S. House,13,REP,Mark Neese,0,0,0,0,0
Moore,Precinct 402,U.S. House,13,REP,Mark Neese,0,0,0,0,0
Moore,Precinct 101,U.S. House,13,REP,"Catherine ""I Swear"" Carr",2,1,0,1,0
Moore,Precinct 201,U.S. House,13,REP,"Catherine ""I Swear"" Carr",0,0,0,0,0
Moore,Precinct 202,U.S. House,13,REP,"Catherine ""I Swear"" Carr",2,2,0,0,0
Moore,Precinct 203,U.S. House,13,REP,"Catherine ""I Swear"" Carr",0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,"Catherine ""I Swear"" Carr",1,1,0,0,0
Moore,Precinct 401,U.S. House,13,REP,"Catherine ""I Swear"" Carr",0,0,0,0,0
Moore,Precinct 402,U.S. House,13,REP,"Catherine ""I Swear"" Carr",0,0,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Matt McArthur,1,1,0,0,0
Moore,Precinct 201,U.S. House,13,REP,Matt McArthur,4,4,0,0,0
Moore,Precinct 202,U.S. House,13,REP,Matt McArthur,3,0,2,1,0
Moore,Precinct 203,U.S. House,13,REP,Matt McArthur,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Matt McArthur,2,2,0,0,0
Moore,Precinct 401,U.S. House,13,REP,Matt McArthur,2,2,0,0,0
Moore,Precinct 402,U.S. House,13,REP,Matt McArthur,0,0,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Ronny Jackson,49,26,22,1,0
Moore,Precinct 201,U.S. House,13,REP,Ronny Jackson,51,28,22,1,0
Moore,Precinct 202,U.S. House,13,REP,Ronny Jackson,51,29,20,2,0
Moore,Precinct 203,U.S. House,13,REP,Ronny Jackson,6,6,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Ronny Jackson,18,14,2,2,0
Moore,Precinct 401,U.S. House,13,REP,Ronny Jackson,28,21,7,0,0
Moore,Precinct 402,U.S. House,13,REP,Ronny Jackson,2,1,1,0,0
Moore,Precinct 101,U.S. House,13,REP,Lee Harvey,11,5,6,0,0
Moore,Precinct 201,U.S. House,13,REP,Lee Harvey,8,4,4,0,0
Moore,Precinct 202,U.S. House,13,REP,Lee Harvey,8,4,4,0,0
Moore,Precinct 203,U.S. House,13,REP,Lee Harvey,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Lee Harvey,6,4,2,0,0
Moore,Precinct 401,U.S. House,13,REP,Lee Harvey,3,2,1,0,0
Moore,Precinct 402,U.S. House,13,REP,Lee Harvey,3,2,1,0,0
Moore,Precinct 101,U.S. House,13,REP,Jamie Culley,11,3,8,0,0
Moore,Precinct 201,U.S. House,13,REP,Jamie Culley,9,5,4,0,0
Moore,Precinct 202,U.S. House,13,REP,Jamie Culley,5,4,1,0,0
Moore,Precinct 203,U.S. House,13,REP,Jamie Culley,1,1,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Jamie Culley,7,5,2,0,0
Moore,Precinct 401,U.S. House,13,REP,Jamie Culley,2,2,0,0,0
Moore,Precinct 402,U.S. House,13,REP,Jamie Culley,1,1,0,0,0
Moore,Precinct 101,U.S. House,13,REP,Elaine Hays,34,18,16,0,0
Moore,Precinct 201,U.S. House,13,REP,Elaine Hays,28,15,13,0,0
Moore,Precinct 202,U.S. House,13,REP,Elaine Hays,52,21,29,2,0
Moore,Precinct 203,U.S. House,13,REP,Elaine Hays,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,REP,Elaine Hays,7,4,3,0,0
Moore,Precinct 401,U.S. House,13,REP,Elaine Hays,10,9,1,0,0
Moore,Precinct 402,U.S. House,13,REP,Elaine Hays,3,3,0,0,0
Moore,Precinct 101,Railroad Commissioner,,REP,"James ""Jim"" Wright",393,212,173,8,0
Moore,Precinct 201,Railroad Commissioner,,REP,"James ""Jim"" Wright",388,217,165,6,0
Moore,Precinct 202,Railroad Commissioner,,REP,"James ""Jim"" Wright",441,200,227,14,0
Moore,Precinct 203,Railroad Commissioner,,REP,"James ""Jim"" Wright",17,17,0,0,0
Moore,Precinct 301,Railroad Commissioner,,REP,"James ""Jim"" Wright",203,119,78,6,0
Moore,Precinct 401,Railroad Commissioner,,REP,"James ""Jim"" Wright",225,182,42,1,0
Moore,Precinct 402,Railroad Commissioner,,REP,"James ""Jim"" Wright",17,17,0,0,0
Moore,Precinct 101,Railroad Commissioner,,REP,Ryan Sitton,116,65,49,2,0
Moore,Precinct 201,Railroad Commissioner,,REP,Ryan Sitton,143,78,65,0,0
Moore,Precinct 202,Railroad Commissioner,,REP,Ryan Sitton,150,72,71,7,0
Moore,Precinct 203,Railroad Commissioner,,REP,Ryan Sitton,7,7,0,0,0
Moore,Precinct 301,Railroad Commissioner,,REP,Ryan Sitton,48,35,12,1,0
Moore,Precinct 401,Railroad Commissioner,,REP,Ryan Sitton,58,46,10,2,0
Moore,Precinct 402,Railroad Commissioner,,REP,Ryan Sitton,2,1,1,0,0
Moore,Precinct 101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,508,279,220,9,0
Moore,Precinct 201,"Chief Justice, Supreme Court",,REP,Nathan Hecht,530,294,232,4,0
Moore,Precinct 202,"Chief Justice, Supreme Court",,REP,Nathan Hecht,586,273,296,17,0
Moore,Precinct 203,"Chief Justice, Supreme Court",,REP,Nathan Hecht,24,24,0,0,0
Moore,Precinct 301,"Chief Justice, Supreme Court",,REP,Nathan Hecht,255,157,88,10,0
Moore,Precinct 401,"Chief Justice, Supreme Court",,REP,Nathan Hecht,284,229,52,3,0
Moore,Precinct 402,"Chief Justice, Supreme Court",,REP,Nathan Hecht,18,17,1,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,505,277,219,9,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,526,292,230,4,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,588,276,294,18,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,24,24,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,251,155,87,9,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,280,226,51,3,0
Moore,Precinct 402,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,18,17,1,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,505,279,217,9,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,532,294,234,4,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,589,279,292,18,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,24,24,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,255,158,87,10,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,280,226,51,3,0
Moore,Precinct 402,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,17,16,1,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,510,282,218,10,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,527,292,231,4,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,587,278,292,17,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,24,24,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,254,158,86,10,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,281,225,53,3,0
Moore,Precinct 402,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,17,16,1,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,344,180,158,6,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,370,194,172,4,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,390,171,205,14,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,11,11,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,170,111,54,5,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,190,159,31,0,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,10,10,0,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,167,100,63,4,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,162,97,64,1,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,195,101,88,6,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,12,12,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,78,42,33,3,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,85,64,18,3,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,9,8,1,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,511,282,220,9,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,528,295,229,4,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,585,277,291,17,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,24,24,0,0,0
Moore,Precinct 301,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,254,159,86,9,0
Moore,Precinct 401,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,280,225,52,3,0
Moore,Precinct 402,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,17,16,1,0,0
Moore,Precinct 101,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,509,280,220,9,0
Moore,Precinct 201,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,529,293,232,4,0
Moore,Precinct 202,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,582,276,289,17,0
Moore,Precinct 203,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,24,24,0,0,0
