county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Austin,101,Registered Voters,,,,1390,,,
Austin,101,Ballots Cast,,,,392,174,203,15
Austin,101,Ballots Cast,,,REP,328,148,169,11
Austin,101,Ballots Cast,,,DEM,64,26,34,4
Austin,101,President,,Cory Booker,DEM,1,1,0,0
Austin,101,President,,John K. Delaney,DEM,0,0,0,1
Austin,101,President,,Joseph R. Biden,DEM,24,14,9,0
Austin,101,President,,Elizabeth Warren,DEM,5,2,3,0
Austin,101,President,,Michael Bennet,DEM,0,0,0,0
Austin,101,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Austin,101,President,,Amy Klobuchar,DEM,1,0,1,0
Austin,101,President,,Bernie Sanders,DEM,15,6,9,0
Austin,101,President,,Pete Buttigieg,DEM,1,0,1,3
Austin,101,President,,Michael R. Bloomberg,DEM,16,3,10,0
Austin,101,President,,Julian Castro,DEM,1,0,1,0
Austin,101,President,,Andrew Yang,DEM,0,0,0,0
Austin,101,President,,Robby Wells,DEM,0,0,0,0
Austin,101,President,,Marianne Williamson,DEM,0,0,0,0
Austin,101,President,,Tom Steyer,DEM,0,0,0,0
Austin,101,President,,Deval Patrick,DEM,0,0,0,0
Austin,101,President,,Tulsi Gabbard,DEM,0,0,0,0
Austin,101,U.S. Senate,,Royce West,DEM,9,4,3,2
Austin,101,U.S. Senate,,Chris Bell,DEM,16,3,12,1
Austin,101,U.S. Senate,,Mary (MJ) Hegar,DEM,11,3,8,0
Austin,101,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,1,1,0
Austin,101,U.S. Senate,,Michael Cooper,DEM,5,1,3,1
Austin,101,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,4,2,2,0
Austin,101,U.S. Senate,,Adrian Ocegueda,DEM,3,3,0,0
Austin,101,U.S. Senate,,Amanda K. Edwards,DEM,2,2,0,0
Austin,101,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Austin,101,U.S. Senate,,D. R. Hunter,DEM,1,1,0,0
Austin,101,U.S. Senate,,Sema Hernandez,DEM,2,0,2,0
Austin,101,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,1,1,0
Austin,101,U.S. House,10,Shannon Hutcheson,DEM,20,10,8,2
Austin,101,U.S. House,10,Pritesh Gandhi,DEM,18,5,13,0
Austin,101,U.S. House,10,Mike Siegel,DEM,22,10,10,2
Austin,101,Railroad Commissioner,,Kelly Stone,DEM,23,8,13,2
Austin,101,Railroad Commissioner,,Mark Watson,DEM,11,4,6,1
Austin,101,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,7,4,3,0
Austin,101,Railroad Commissioner,,Chrysta Castaneda,DEM,15,5,9,1
Austin,101,State Senate,18,Michael Antalan,DEM,53,19,30,4
Austin,102,Registered Voters,,,,1339,,,
Austin,102,Ballots Cast,,,,434,175,236,23
Austin,102,Ballots Cast,,,REP,353,135,202,16
Austin,102,Ballots Cast,,,DEM,81,40,34,7
Austin,102,President,,Cory Booker,DEM,1,0,0,1
Austin,102,President,,John K. Delaney,DEM,0,0,0,0
Austin,102,President,,Joseph R. Biden,DEM,36,24,9,3
Austin,102,President,,Elizabeth Warren,DEM,6,4,2,0
Austin,102,President,,Michael Bennet,DEM,0,0,0,0
Austin,102,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Austin,102,President,,Amy Klobuchar,DEM,1,0,1,0
Austin,102,President,,Bernie Sanders,DEM,18,7,9,2
Austin,102,President,,Pete Buttigieg,DEM,5,0,5,0
Austin,102,President,,Michael R. Bloomberg,DEM,13,5,7,1
Austin,102,President,,Julian Castro,DEM,0,0,0,0
Austin,102,President,,Andrew Yang,DEM,0,0,0,0
Austin,102,President,,Robby Wells,DEM,1,0,1,0
Austin,102,President,,Marianne Williamson,DEM,0,0,0,0
Austin,102,President,,Tom Steyer,DEM,0,0,0,0
Austin,102,President,,Deval Patrick,DEM,0,0,0,0
Austin,102,President,,Tulsi Gabbard,DEM,0,0,0,0
Austin,102,U.S. Senate,,Royce West,DEM,7,2,3,2
Austin,102,U.S. Senate,,Chris Bell,DEM,22,11,11,0
Austin,102,U.S. Senate,,Mary (MJ) Hegar,DEM,17,7,10,0
Austin,102,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,0,1
Austin,102,U.S. Senate,,Michael Cooper,DEM,2,1,1,0
Austin,102,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,6,3,3,0
Austin,102,U.S. Senate,,Adrian Ocegueda,DEM,1,0,0,1
Austin,102,U.S. Senate,,Amanda K. Edwards,DEM,6,3,2,1
Austin,102,U.S. Senate,,Victor Hugo Harris,DEM,2,2,0,0
Austin,102,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Austin,102,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Austin,102,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,7,5,2,0
Austin,102,U.S. House,10,Shannon Hutcheson,DEM,21,10,10,1
Austin,102,U.S. House,10,Pritesh Gandhi,DEM,21,10,10,1
Austin,102,U.S. House,10,Mike Siegel,DEM,33,16,14,3
Austin,102,Railroad Commissioner,,Kelly Stone,DEM,20,8,11,1
Austin,102,Railroad Commissioner,,Mark Watson,DEM,20,9,9,2
Austin,102,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,21,10,10,1
Austin,102,Railroad Commissioner,,Chrysta Castaneda,DEM,11,7,3,1
Austin,102,State Senate,18,Michael Antalan,DEM,63,27,31,5
Austin,103,Registered Voters,,,,1432,,,
Austin,103,Ballots Cast,,,,503,212,274,17
Austin,103,Ballots Cast,,,REP,425,177,233,15
Austin,103,Ballots Cast,,,DEM,78,35,41,2
Austin,103,President,,Cory Booker,DEM,0,0,0,0
Austin,103,President,,John K. Delaney,DEM,0,0,0,0
Austin,103,President,,Joseph R. Biden,DEM,27,16,10,1
Austin,103,President,,Elizabeth Warren,DEM,5,4,1,0
Austin,103,President,,Michael Bennet,DEM,0,0,0,0
Austin,103,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Austin,103,President,,Amy Klobuchar,DEM,5,1,4,0
Austin,103,President,,Bernie Sanders,DEM,17,10,7,0
Austin,103,President,,Pete Buttigieg,DEM,4,0,3,1
Austin,103,President,,Michael R. Bloomberg,DEM,14,2,12,0
Austin,103,President,,Julian Castro,DEM,1,0,1,0
Austin,103,President,,Andrew Yang,DEM,0,0,0,0
Austin,103,President,,Robby Wells,DEM,0,0,0,0
Austin,103,President,,Marianne Williamson,DEM,0,0,0,0
Austin,103,President,,Tom Steyer,DEM,2,1,1,0
Austin,103,President,,Deval Patrick,DEM,0,0,0,0
Austin,103,President,,Tulsi Gabbard,DEM,1,0,1,0
Austin,103,U.S. Senate,,Royce West,DEM,11,7,3,1
Austin,103,U.S. Senate,,Chris Bell,DEM,12,4,8,0
Austin,103,U.S. Senate,,Mary (MJ) Hegar,DEM,23,8,15,0
Austin,103,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,1,1,0
Austin,103,U.S. Senate,,Michael Cooper,DEM,3,0,2,1
Austin,103,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,4,1,0
Austin,103,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Austin,103,U.S. Senate,,Amanda K. Edwards,DEM,5,1,4,0
Austin,103,U.S. Senate,,Victor Hugo Harris,DEM,2,1,1,0
Austin,103,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Austin,103,U.S. Senate,,Sema Hernandez,DEM,3,2,1,0
Austin,103,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,5,1,4,0
Austin,103,U.S. House,10,Shannon Hutcheson,DEM,20,6,14,0
Austin,103,U.S. House,10,Pritesh Gandhi,DEM,28,16,10,2
Austin,103,U.S. House,10,Mike Siegel,DEM,25,9,16,0
Austin,103,Railroad Commissioner,,Kelly Stone,DEM,17,7,10,0
Austin,103,Railroad Commissioner,,Mark Watson,DEM,18,7,10,1
Austin,103,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,11,4,7,0
Austin,103,Railroad Commissioner,,Chrysta Castaneda,DEM,21,9,11,1
Austin,103,State Senate,18,Michael Antalan,DEM,64,24,38,2
Austin,104,Registered Voters,,,,792,,,
Austin,104,Ballots Cast,,,,292,125,148,19
Austin,104,Ballots Cast,,,REP,262,109,138,15
Austin,104,Ballots Cast,,,DEM,30,16,10,4
Austin,104,President,,Cory Booker,DEM,0,0,0,0
Austin,104,President,,John K. Delaney,DEM,0,0,0,0
Austin,104,President,,Joseph R. Biden,DEM,8,4,3,1
Austin,104,President,,Elizabeth Warren,DEM,1,0,1,0
Austin,104,President,,Michael Bennet,DEM,0,0,0,0
Austin,104,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Austin,104,President,,Amy Klobuchar,DEM,1,0,1,0
Austin,104,President,,Bernie Sanders,DEM,9,8,1,0
Austin,104,President,,Pete Buttigieg,DEM,0,0,0,0
Austin,104,President,,Michael R. Bloomberg,DEM,9,4,3,2
Austin,104,President,,Julian Castro,DEM,0,0,0,0
Austin,104,President,,Andrew Yang,DEM,0,0,0,0
Austin,104,President,,Robby Wells,DEM,0,0,0,0
Austin,104,President,,Marianne Williamson,DEM,0,0,0,0
Austin,104,President,,Tom Steyer,DEM,1,0,1,0
Austin,104,President,,Deval Patrick,DEM,0,0,0,0
Austin,104,President,,Tulsi Gabbard,DEM,0,0,0,0
Austin,104,U.S. Senate,,Royce West,DEM,2,2,0,0
Austin,104,U.S. Senate,,Chris Bell,DEM,10,5,4,1
Austin,104,U.S. Senate,,Mary (MJ) Hegar,DEM,7,1,5,1
Austin,104,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Austin,104,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
