county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Jack,1,President,,REP,Donald J Trump,59,508,108,675
Jack,1,President,,DEM,Joseph R Biden,22,44,5,71
Jack,1,President,,LIB,Jo Jorgensen,1,5,0,6
Jack,1,President,,GRN,Howie Hawkins,0,1,0,1
Jack,1,President,,,Undervotes,0,2,2,4
Jack,1,President,,,Overvotes,1,0,0,1
Jack,1,U.S. Senate,,REP,John Cornyn,60,492,104,656
Jack,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",20,44,7,71
Jack,1,U.S. Senate,,LIB,Kerry Douglas McKennon,0,7,0,7
Jack,1,U.S. Senate,,GRN,David B. Collins,2,2,0,4
Jack,1,U.S. Senate,,,Ricardo Turullois-Bonilla (W),1,0,0,1
Jack,1,U.S. Senate,,,Undervotes,0,15,4,19
Jack,1,U.S. Senate,,,Overvotes,0,0,0,0
Jack,1,U.S. House,13,REP,Ronny Jackson,65,489,100,654
Jack,1,U.S. House,13,DEM,Gus Trujillo,14,40,6,60
Jack,1,U.S. House,13,LIB,Jack B. Westbrook,3,11,2,16
Jack,1,U.S. House,13,,Undervotes,1,20,7,28
Jack,1,U.S. House,13,,Overvotes,0,0,0,0
Jack,1,Railroad Commissioner,,REP,"James ""Jim""Wright",63,492,101,656
Jack,1,Railroad Commissioner,,DEM,Chrysta Castaneda,18,36,7,61
Jack,1,Railroad Commissioner,,LIB,Matt Sterett,0,6,1,7
Jack,1,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,2,0,3
Jack,1,Railroad Commissioner,,,Undervotes,1,24,6,31
Jack,1,Railroad Commissioner,,,Overvotes,0,0,0,0
Jack,1,State Representative,68,REP,Drew Springer,64,497,104,665
Jack,1,State Representative,68,DEM,Patsy Ledbetter,18,44,7,69
Jack,1,State Representative,68,,Undervotes,1,19,4,24
Jack,1,State Representative,68,,Overvotes,0,0,0,0
Jack,2,President,,REP,Donald J Trump,37,423,278,738
Jack,2,President,,DEM,Joseph R Biden,15,38,18,71
Jack,2,President,,LIB,Jo Jorgensen,0,3,5,8
Jack,2,President,,GRN,Howie Hawkins,0,2,2,4
Jack,2,President,,,Undervotes,1,0,1,2
Jack,2,President,,,Overvotes,0,0,0,0
Jack,2,U.S. Senate,,REP,John Cornyn,35,414,272,721
Jack,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",14,31,19,64
Jack,2,U.S. Senate,,LIB,Kerry Douglas McKennon,0,7,4,11
Jack,2,U.S. Senate,,GRN,David B. Collins,1,3,1,5
Jack,2,U.S. Senate,,,Ricardo Turullois-Bonilla (W),0,0,0,0
Jack,2,U.S. Senate,,,Undervotes,3,11,8,22
Jack,2,U.S. Senate,,,Overvotes,0,0,0,0
Jack,2,U.S. House,13,REP,Ronny Jackson,34,414,276,724
Jack,2,U.S. House,13,DEM,Gus Trujillo,15,36,19,70
Jack,2,U.S. House,13,LIB,Jack B. Westbrook,0,6,4,10
Jack,2,U.S. House,13,,Undervotes,4,10,5,19
Jack,2,U.S. House,13,,Overvotes,0,0,0,0
Jack,2,Railroad Commissioner,,REP,"James ""Jim""Wright",34,407,277,718
Jack,2,Railroad Commissioner,,DEM,Chrysta Castaneda,16,39,13,68
Jack,2,Railroad Commissioner,,LIB,Matt Sterett,0,4,6,10
Jack,2,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,3,1,4
Jack,2,Railroad Commissioner,,,Undervotes,3,13,7,23
Jack,2,Railroad Commissioner,,,Overvotes,0,0,0,0
Jack,2,State Representative,68,REP,Drew Springer,33,422,280,735
Jack,2,State Representative,68,DEM,Patsy Ledbetter,14,34,14,62
Jack,2,State Representative,68,,Undervotes,6,10,10,26
Jack,2,State Representative,68,,Overvotes,0,0,0,0
Jack,3,President,,REP,Donald J Trump,6,109,25,140
Jack,3,President,,DEM,Joseph R Biden,6,11,0,17
Jack,3,President,,LIB,Jo Jorgensen,0,1,0,1
Jack,3,President,,GRN,Howie Hawkins,0,0,0,0
Jack,3,President,,,Undervotes,0,0,0,0
Jack,3,President,,,Overvotes,0,0,0,0
Jack,3,U.S. Senate,,REP,John Cornyn,7,107,22,136
Jack,3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",4,10,1,15
Jack,3,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,1,1
Jack,3,U.S. Senate,,GRN,David B. Collins,1,0,0,1
Jack,3,U.S. Senate,,,Ricardo Turullois-Bonilla (W),0,0,0,0
Jack,3,U.S. Senate,,,Undervotes,0,4,1,5
Jack,3,U.S. Senate,,,Overvotes,0,0,0,0
Jack,3,U.S. House,13,REP,Ronny Jackson,6,105,21,132
Jack,3,U.S. House,13,DEM,Gus Trujillo,6,7,0,13
Jack,3,U.S. House,13,LIB,Jack B. Westbrook,0,2,2,4
Jack,3,U.S. House,13,,Undervotes,0,7,2,9
Jack,3,U.S. House,13,,Overvotes,0,0,0,0
Jack,3,Railroad Commissioner,,REP,"James ""Jim""Wright",6,106,21,133
Jack,3,Railroad Commissioner,,DEM,Chrysta Castaneda,6,8,1,15
Jack,3,Railroad Commissioner,,LIB,Matt Sterett,0,3,1,4
Jack,3,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Jack,3,Railroad Commissioner,,,Undervotes,0,4,2,6
Jack,3,Railroad Commissioner,,,Overvotes,0,0,0,0
Jack,3,State Representative,68,REP,Drew Springer,5,110,23,138
Jack,3,State Representative,68,DEM,Patsy Ledbetter,6,8,1,15
Jack,3,State Representative,68,,Undervotes,1,3,1,5
Jack,3,State Representative,68,,Overvotes,0,0,0,0
Jack,4,President,,REP,Donald J Trump,29,507,56,592
Jack,4,President,,DEM,Joseph R Biden,19,26,11,56
Jack,4,President,,LIB,Jo Jorgensen,0,1,0,1
Jack,4,President,,GRN,Howie Hawkins,0,2,0,2
Jack,4,President,,,Undervotes,1,1,0,2
Jack,4,President,,,Overvotes,0,0,0,0
Jack,4,U.S. Senate,,REP,John Cornyn,30,497,54,581
Jack,4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",19,24,11,54
Jack,4,U.S. Senate,,LIB,Kerry Douglas McKennon,0,8,0,8
Jack,4,U.S. Senate,,GRN,David B. Collins,0,1,0,1
Jack,4,U.S. Senate,,,Ricardo Turullois-Bonilla (W),0,0,0,0
Jack,4,U.S. Senate,,,Undervotes,0,7,2,9
Jack,4,U.S. Senate,,,Overvotes,0,0,0,0
Jack,4,U.S. House,13,REP,Ronny Jackson,28,497,55,580
Jack,4,U.S. House,13,DEM,Gus Trujillo,18,23,6,47
Jack,4,U.S. House,13,LIB,Jack B. Westbrook,0,7,2,9
Jack,4,U.S. House,13,,Undervotes,3,10,4,17
Jack,4,U.S. House,13,,Overvotes,0,0,0,0
Jack,4,Railroad Commissioner,,REP,"James ""Jim""Wright",29,492,55,576
Jack,4,Railroad Commissioner,,DEM,Chrysta Castaneda,19,22,8,49
Jack,4,Railroad Commissioner,,LIB,Matt Sterett,0,7,0,7
Jack,4,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,2,1,3
Jack,4,Railroad Commissioner,,,Undervotes,1,14,3,18
Jack,4,Railroad Commissioner,,,Overvotes,0,0,0,0
Jack,4,State Representative,68,REP,Drew Springer,25,506,54,585
Jack,4,State Representative,68,DEM,Patsy Ledbetter,18,21,10,49
Jack,4,State Representative,68,,Undervotes,6,10,3,19
Jack,4,State Representative,68,,Overvotes,0,0,0,0
Jack,5,President,,REP,Donald J Trump,30,252,194,476
Jack,5,President,,DEM,Joseph R Biden,5,19,7,31
Jack,5,President,,LIB,Jo Jorgensen,0,2,1,3
Jack,5,President,,GRN,Howie Hawkins,0,0,1,1
Jack,5,President,,,Undervotes,0,0,1,1
