county,precinct,office,district,candidate,party,votes,early_voting,election_day,absentee
Coleman,1,President,,AMY KLOBUCHAR,DEM,3,3,0,0
Coleman,1,President,,PETE BUTTIGIEG,DEM,2,1,1,0
Coleman,1,President,,ROBBY WELLS,DEM,0,0,0,0
Coleman,1,President,,CORY BOOKER,DEM,0,0,0,0
Coleman,1,President,,MICHAEL R. BLOOMBERG,DEM,3,3,0,1
Coleman,1,President,,TULSI GABBARD,DEM,1,1,0,0
Coleman,1,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Coleman,1,President,,JOHN K. DELANEY,DEM,0,0,0,0
Coleman,1,President,,JULIAN CASTRO,DEM,0,0,0,0
Coleman,1,President,,JOSEPH R. BIDEN,DEM,14,4,10,2
Coleman,1,President,,ANDREW YANG,DEM,0,0,0,0
Coleman,1,President,,MICHAEL BENNETT,DEM,1,1,0,0
Coleman,1,President,,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0,0,0
Coleman,1,President,,TOM STEYER,DEM,0,0,0,0
Coleman,1,President,,DEVAL PATRICK,DEM,0,0,0,0
Coleman,1,President,,BERNIE SANDERS,DEM,3,1,2,0
Coleman,1,President,,ELIZABETH WARREN,DEM,3,1,2,1
Coleman,1,U.S. Senate,,VICTOR HUGO HARRIS,DEM,2,1,1,0
Coleman,1,U.S. Senate,,CRISTINA TZINTZUN RAMIREZ,DEM,0,0,0,0
Coleman,1,U.S. Senate,,"ANNIE ""MAMA"" GARCIA",DEM,3,0,3,0
Coleman,1,U.S. Senate,,"JACK DANIEL FOSTER, JR",DEM,1,1,0,0
Coleman,1,U.S. Senate,,MICHAEL COOPER,DEM,1,1,0,0
Coleman,1,U.S. Senate,,MARY (MJ) HEGAR,DEM,10,9,1,1
Coleman,1,U.S. Senate,,D.R. HUNTER,DEM,3,1,2,0
Coleman,1,U.S. Senate,,ADRIAN OCEGUEDA,DEM,1,1,0,1
Coleman,1,U.S. Senate,,ROYCE WEST,DEM,2,0,2,0
Coleman,1,U.S. Senate,,SEMA HERNANDEZ,DEM,3,0,3,0
Coleman,1,U.S. Senate,,CHRIS BELL,DEM,2,0,2,0
Coleman,1,U.S. Senate,,AMANDA K. EDWARDS,DEM,2,2,0,0
Coleman,1,"US REPRESENTATIVE, DIST 11",,JON MARK HOGG,DEM,23,12,11,4
Coleman,1,RAILROAD COMMISSIONER,,CHRYSTA CASTANEDA,DEM,7,4,3,0
Coleman,1,RAILROAD COMMISSIONER,,KELLY STONE,DEM,6,4,2,2
Coleman,1,RAILROAD COMMISSIONER,,MARK WATSON,DEM,9,6,3,1
Coleman,1,RAILROAD COMMISSIONER,,"ROBERTO R. ""BETO"" ALONZO",DEM,4,1,3,0
Coleman,1,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,DEM,21,12,9,1
Coleman,1,"CHIEF JUSTICE, SUPREME COURT",,JERRY ZIMMERER,DEM,5,2,3,2
Coleman,1,"JUSTICE, SUPREME COURT, PL 6",,LARRY PRAEGER,DEM,13,6,7,2
Coleman,1,"JUSTICE, SUPREME COURT, PL 6",,KATHY CHENG,DEM,14,9,5,2
Coleman,1,"JUSTICE, SUPREME COURT, PL 7",,STACI WILLIAMS,DEM,23,12,11,3
Coleman,1,"JUSTICE, SUPREME COURT, PL 7",,BRANDY VOSS,DEM,5,3,2,0
