county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Kaufman,Precinct 1,Registered Voters,,,Registered Voters,3188,,,
Kaufman,Precinct 2,Registered Voters,,,Registered Voters,1400,,,
Kaufman,Precinct 3,Registered Voters,,,Registered Voters,4650,,,
Kaufman,Precinct 4,Registered Voters,,,Registered Voters,4426,,,
Kaufman,Precinct 5,Registered Voters,,,Registered Voters,2368,,,
Kaufman,Precinct 6,Registered Voters,,,Registered Voters,2038,,,
Kaufman,Precinct 7,Registered Voters,,,Registered Voters,5998,,,
Kaufman,Precinct 8,Registered Voters,,,Registered Voters,1939,,,
Kaufman,Precinct 9,Registered Voters,,,Registered Voters,1836,,,
Kaufman,Precinct 10,Registered Voters,,,Registered Voters,2467,,,
Kaufman,Precinct 11,Registered Voters,,,Registered Voters,2035,,,
Kaufman,Precinct 12,Registered Voters,,,Registered Voters,1938,,,
Kaufman,Precinct 13,Registered Voters,,,Registered Voters,3472,,,
Kaufman,Precinct 14,Registered Voters,,,Registered Voters,3909,,,
Kaufman,Precinct 15,Registered Voters,,,Registered Voters,2807,,,
Kaufman,Precinct 16,Registered Voters,,,Registered Voters,2954,,,
Kaufman,Precinct 17,Registered Voters,,,Registered Voters,1769,,,
Kaufman,Precinct 18,Registered Voters,,,Registered Voters,2374,,,
Kaufman,Precinct 19,Registered Voters,,,Registered Voters,2423,,,
Kaufman,Precinct 20,Registered Voters,,,Registered Voters,1570,,,
Kaufman,Precinct 21,Registered Voters,,,Registered Voters,2546,,,
Kaufman,Precinct 22,Registered Voters,,,Registered Voters,1179,,,
Kaufman,Precinct 23,Registered Voters,,,Registered Voters,1290,,,
Kaufman,Precinct 24,Registered Voters,,,Registered Voters,1374,,,
Kaufman,Precinct 25,Registered Voters,,,Registered Voters,940,,,
Kaufman,Precinct 26,Registered Voters,,,Registered Voters,1801,,,
Kaufman,Precinct 27,Registered Voters,,,Registered Voters,3930,,,
Kaufman,Precinct 28,Registered Voters,,,Registered Voters,1577,,,
Kaufman,Precinct 29,Registered Voters,,,Registered Voters,3852,,,
Kaufman,Precinct 30,Registered Voters,,,Registered Voters,1884,,,
Kaufman,Precinct 1,Ballots Cast,,,Ballots Cast,784,57,435,292
Kaufman,Precinct 2,Ballots Cast,,,Ballots Cast,481,35,266,180
Kaufman,Precinct 3,Ballots Cast,,,Ballots Cast,1294,52,726,515
Kaufman,Precinct 4,Ballots Cast,,,Ballots Cast,1292,62,736,493
Kaufman,Precinct 5,Ballots Cast,,,Ballots Cast,506,41,276,186
Kaufman,Precinct 6,Ballots Cast,,,Ballots Cast,653,39,337,277
Kaufman,Precinct 7,Ballots Cast,,,Ballots Cast,1454,59,636,757
Kaufman,Precinct 8,Ballots Cast,,,Ballots Cast,524,42,245,237
Kaufman,Precinct 9,Ballots Cast,,,Ballots Cast,615,28,252,334
Kaufman,Precinct 10,Ballots Cast,,,Ballots Cast,745,35,329,380
Kaufman,Precinct 11,Ballots Cast,,,Ballots Cast,544,35,306,202
Kaufman,Precinct 12,Ballots Cast,,,Ballots Cast,589,26,321,242
Kaufman,Precinct 13,Ballots Cast,,,Ballots Cast,740,15,367,356
Kaufman,Precinct 14,Ballots Cast,,,Ballots Cast,914,44,455,413
Kaufman,Precinct 15,Ballots Cast,,,Ballots Cast,819,42,460,314
Kaufman,Precinct 16,Ballots Cast,,,Ballots Cast,848,58,383,406
Kaufman,Precinct 17,Ballots Cast,,,Ballots Cast,560,22,168,369
Kaufman,Precinct 18,Ballots Cast,,,Ballots Cast,631,21,232,375
Kaufman,Precinct 19,Ballots Cast,,,Ballots Cast,860,82,504,274
Kaufman,Precinct 20,Ballots Cast,,,Ballots Cast,414,22,220,172
Kaufman,Precinct 21,Ballots Cast,,,Ballots Cast,731,51,346,334
Kaufman,Precinct 22,Ballots Cast,,,Ballots Cast,436,20,266,150
Kaufman,Precinct 23,Ballots Cast,,,Ballots Cast,340,17,181,141
Kaufman,Precinct 24,Ballots Cast,,,Ballots Cast,415,27,226,160
Kaufman,Precinct 25,Ballots Cast,,,Ballots Cast,224,11,152,61
Kaufman,Precinct 26,Ballots Cast,,,Ballots Cast,310,31,131,147
Kaufman,Precinct 27,Ballots Cast,,,Ballots Cast,1126,51,637,438
Kaufman,Precinct 28,Ballots Cast,,,Ballots Cast,504,37,299,168
Kaufman,Precinct 29,Ballots Cast,,,Ballots Cast,882,32,318,532
Kaufman,Precinct 30,Ballots Cast,,,Ballots Cast,459,35,189,235
Kaufman,Precinct 1,Ballots Cast,,REP,Ballots Cast,599,34,371,194
Kaufman,Precinct 2,Ballots Cast,,REP,Ballots Cast,411,23,235,153
Kaufman,Precinct 3,Ballots Cast,,REP,Ballots Cast,899,39,561,298
Kaufman,Precinct 4,Ballots Cast,,REP,Ballots Cast,986,36,600,349
