county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Frio,1,President,,DEM,CORY BOOKER,1,2,2,5
Frio,1,President,,DEM,MICHAEL R. BLOOMBERG,16,62,45,123
Frio,1,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",1,9,3,13
Frio,1,President,,DEM,MICHAEL BENNET,1,1,0,2
Frio,1,President,,DEM,ROBBY WELLS,0,5,0,5
Frio,1,President,,DEM,TULSI GABBARD,0,2,1,3
Frio,1,President,,DEM,JOSEPH R. BIDEN,8,25,39,72
Frio,1,President,,DEM,ANDREW YANG,0,3,0,3
Frio,1,President,,DEM,JOHN K. DELANEY,2,1,2,5
Frio,1,President,,DEM,TOM STEYER,0,9,1,10
Frio,1,President,,DEM,DEVAL PATRICK,0,1,0,1
Frio,1,President,,DEM,PETE BUTTIGIEG,0,4,1,5
Frio,1,President,,DEM,ELIZABETH WARREN,4,7,14,25
Frio,1,President,,DEM,AMY KLOBUCHAR,1,7,3,11
Frio,1,President,,DEM,MARIANNE WILLIAMSON,0,0,0,0
Frio,1,President,,DEM,JULIAN CASTRO,6,24,16,46
Frio,1,President,,DEM,BERNIE SANDERS,11,64,50,125
Frio,1,U.S. Senate,,DEM,MICHAEL COPPER,7,28,7,42
Frio,1,U.S. Senate,,DEM,SEMA HERNANDEZ,0,39,28,67
Frio,1,U.S. Senate,,DEM,AMANDA K. EDWARDS,1,7,4,12
Frio,1,U.S. Senate,,DEM,"MARY ""MJ"" HEGAR",4,13,7,24
Frio,1,U.S. Senate,,DEM,CHRIS BELL,1,18,18,37
Frio,1,U.S. Senate,,DEM,ROYCE WEST,0,4,1,5
Frio,1,U.S. Senate,,DEM,ADRIAN OCEGUEDA,1,4,4,9
Frio,1,U.S. Senate,,DEM,"JACK DANIEL FOSTER, JR",4,4,0,8
Frio,1,U.S. Senate,,DEM,VICTOR HUGO HARRIS,0,3,4,7
Frio,1,U.S. Senate,,DEM,"ANNIE ""MAMA"" GARCIA",3,30,29,62
Frio,1,U.S. Senate,,DEM,D. R. HUNTER,1,2,4,7
Frio,1,U.S. Senate,,DEM,CRISTINA TZINTZUN RAMIREZ,16,50,42,108
Frio,1,U.S. House,23,DEM,JAMIE ESCUDER,1,16,4,21
Frio,1,U.S. House,23,DEM,EFRAIN V. VALDEZ,0,24,18,42
Frio,1,U.S. House,23,DEM,GINA ORTIZ JONES,40,141,114,295
Frio,1,U.S. House,23,DEM,RICARDO R. MADRID,2,12,8,22
Frio,1,U.S. House,23,DEM,"ROSALINA ""ROSEY"" RAMOS ABUABARA",3,21,18,42
Frio,1,Railroad Commissioner,,DEM,MARK WATSON ,6,29,21,56
Frio,1,Railroad Commissioner,,DEM,KELLEY STONE,6,32,18,56
Frio,1,Railroad Commissioner,,DEM,"ROBERTO R. ""BETO"" ALONZO",18,108,68,194
Frio,1,Railroad Commissioner,,DEM,CHRYSTA CASTANEDA,9,35,46,90
Frio,1,"CHIEF JUSTICE, SUPREME COURT",,DEM,JERRY ZIMMERER,14,89,60,163
Frio,1,"CHIEF JUSTICE, SUPREME COURT",,DEM,AMY CLARK MEACHUM,21,96,78,195
Frio,1,"JUSTICE, SUPREME COURT, PLACE 6",,DEM,KATHY CHENG,24,109,96,229
Frio,1,"JUSTICE, SUPREME COURT, PLACE 6",,DEM,LARRY PRAEGER,12,79,41,132
Frio,1,"JUSTICE, SUPREME COURT, PLACE 7",,DEM,STACI WILLIAMS,22,105,81,208
Frio,1,"JUSTICE, SUPREME COURT, PLACE 7",,DEM,BRANDY VOSS,16,82,57,155
Frio,1,"JUSTICE, SUPREME COURT, PLACE 8",,DEM,GISLA D. TRIANA,24,120,96,240
Frio,1,"JUSTICE, SUPREME COURT, PLACE 8",,DEM,PETER KELLY,12,64,44,120
Frio,1,"JUDGE, COURT OF CRIMINAL APPEALS, PL 3",,DEM,ELIZABETH DAVIS FRIZELL,21,97,83,201
Frio,1,"JUDGE, COURT OF CRIMINAL APPEALS, PL 3",,DEM,WILLIAM PIERATT DEMOND,3,32,16,51
Frio,1,"JUDGE, COURT OF CRIMINAL APPEALS, PL 3",,DEM,DAN WOOD,13,54,44,111
Frio,1,"JUDGE, COURT OF CRIMINAL APPEALS, PL 4",,DEM,TINA CLINTON,29,122,97,248
Frio,1,"JUDGE, COURT OF CRIMINAL APPEALS, PL 4",,DEM,STEVEN MIEARS,10,64,42,116
Frio,1,"JUDGE, COURT OF CRIMINAL APPEALS, PL 9",,DEM,BRANDON BIRMINGHAM,29,135,113,277
Frio,1,"MEMBER, STATE BOE, DISTRICT 1",,DEM,GEORGINA PEREZ,32,147,121,300
Frio,1,State Senate,19,DEM,FREDDY RAMIREZ,2,42,32,76
Frio,1,State Senate,19,DEM,ROLAND GUTIERREZ,31,98,85,214
Frio,1,State Senate,19,DEM,XOCHIL PENA RODRIGUEZ,17,57,45,119
Frio,1,State Representative,80,DEM,TRACY KING ,62,181,138,381
Frio,1,State Representative,80,DEM,DANNY VALDEZ,7,63,57,127
Frio,1,"CHIEF JUSTICE, 4TH COURT OF APPLEALS DIST",,DEM,REBECA MARTINEZ,34,154,125,313
Frio,2,President,,DEM,CORY BOOKER,1,1,0,2
