county,precinct,office,district,candidate,party,early_voting,election_day,votes
Schleicher,1,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,222,49,271
Schleicher,1,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,0,0,0
Schleicher,1,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,1,0,1
Schleicher,1,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,58,9,67
Schleicher,2,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,174,58,232
Schleicher,2,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,0,0,0
Schleicher,2,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,1,0,1
Schleicher,2,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,48,16,64
Schleicher,3,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,57,19,76
Schleicher,3,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,0,0,0
Schleicher,3,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,1,0,1
Schleicher,3,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,23,18,41
Schleicher,4,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,287,74,361
Schleicher,4,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,2,0,2
Schleicher,4,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,0,3,3
Schleicher,4,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,36,3,39
Schleicher,1,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,50,7,57
Schleicher,1,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,217,45,262
Schleicher,1,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,4,0,4
Schleicher,1,Railroad Commissioner,,MATT STERETT,LBT,2,3,5
Schleicher,2,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,46,18,64
Schleicher,2,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,170,52,222
Schleicher,2,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,0,0,0
Schleicher,2,Railroad Commissioner,,MATT STERETT,LBT,3,1,4
Schleicher,3,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,22,21,43
Schleicher,3,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,54,13,67
Schleicher,3,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,1,0,1
Schleicher,3,Railroad Commissioner,,MATT STERETT,LBT,0,0,0
Schleicher,4,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,31,4,35
Schleicher,4,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,284,77,361
Schleicher,4,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,2,0,2
Schleicher,4,Railroad Commissioner,,MATT STERETT,LBT,0,0,0
Schleicher,1,State Representative,53,ANDREW S. MURR,REP,213,46,259
Schleicher,1,State Representative,53,JOE P. HERRERA,DEM,53,9,62
Schleicher,2,State Representative,53,ANDREW S. MURR,REP,177,55,232
Schleicher,2,State Representative,53,JOE P. HERRERA,DEM,38,17,55
Schleicher,3,State Representative,53,ANDREW S. MURR,REP,56,14,70
Schleicher,3,State Representative,53,JOE P. HERRERA,DEM,20,21,41
Schleicher,4,State Representative,53,ANDREW S. MURR,REP,275,73,348
Schleicher,4,State Representative,53,JOE P. HERRERA,DEM,39,6,45
Schleicher,1,State Senate,28,CHARLES PERRY,REP,239,51,290
Schleicher,2,State Senate,28,CHARLES PERRY,REP,189,62,251
Schleicher,3,State Senate,28,CHARLES PERRY,REP,64,27,91
Schleicher,4,State Senate,28,CHARLES PERRY,REP,295,76,371
Schleicher,1,U.S. Senate,,DAVID B. COLLINS,GRE,2,1,3
Schleicher,1,U.S. Senate,,JOHN CORNYN,REP,221,46,267
Schleicher,1,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,2,0,2
Schleicher,1,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,48,9,57
Schleicher,2,U.S. Senate,,DAVID B. COLLINS,GRE,0,0,0
Schleicher,2,U.S. Senate,,JOHN CORNYN,REP,178,57,235
Schleicher,2,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,3,0,3
Schleicher,2,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,39,16,55
Schleicher,3,U.S. Senate,,DAVID B. COLLINS,GRE,0,0,0
Schleicher,3,U.S. Senate,,JOHN CORNYN,REP,54,17,71
Schleicher,3,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,2,1,3
Schleicher,3,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,22,16,38
Schleicher,4,U.S. Senate,,DAVID B. COLLINS,GRE,1,0,1
Schleicher,4,U.S. Senate,,JOHN CORNYN,REP,281,73,354
Schleicher,4,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,1,1,2
Schleicher,4,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,37,4,41
Schleicher,1,U.S. House,23,BETO VILLELA,LBT,4,0,4
Schleicher,1,U.S. House,23,GINA ORTIZ JONES,DEM,50,7,57
Schleicher,1,U.S. House,23,TONY GONZALES,REP,218,51,269
Schleicher,2,U.S. House,23,BETO VILLELA,LBT,4,2,6
Schleicher,2,U.S. House,23,GINA ORTIZ JONES,DEM,47,14,61
Schleicher,2,U.S. House,23,TONY GONZALES,REP,167,55,222
Schleicher,3,U.S. House,23,BETO VILLELA,LBT,1,1,2
Schleicher,3,U.S. House,23,GINA ORTIZ JONES,DEM,25,17,42
Schleicher,3,U.S. House,23,TONY GONZALES,REP,51,16,67
Schleicher,4,U.S. House,23,BETO VILLELA,LBT,1,0,1
Schleicher,4,U.S. House,23,GINA ORTIZ JONES,DEM,34,6,40
Schleicher,4,U.S. House,23,TONY GONZALES,REP,284,74,358
