county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Cherokee,Precinct 12,Ballots Cast,,DEM,,,,,58
Cherokee,Precinct 12,President,,DEM,Julián Castro,0,0,1,1
Cherokee,Precinct 12,President,,DEM,Tulsi Gabbard,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Robby Wells,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Bernie Sanders,2,4,3,9
Cherokee,Precinct 12,President,,DEM,Joseph R. Biden,2,5,21,28
Cherokee,Precinct 12,President,,DEM,Deval Patrick,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Michael Bennet,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Michael R. Bloomberg,1,7,3,11
Cherokee,Precinct 12,President,,DEM,Elizabeth Warren,0,4,3,7
Cherokee,Precinct 12,President,,DEM,Andrew Yang,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Cory Booker,0,0,0,0
Cherokee,Precinct 12,President,,DEM,John K. Delaney,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Marianne Williamson,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Tom Steyer,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Amy Klobuchar,0,0,0,0
Cherokee,Precinct 12,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Cherokee,Precinct 12,President,,DEM,Pete Buttigieg,0,1,0,1
Cherokee,Precinct 12,President,,DEM,Ballots Cast,5,21,31,57
Cherokee,Precinct 12,President,,DEM,Over Votes:,0,0,0,0
Cherokee,Precinct 12,President,,DEM,Under Votes:,0,1,0,1
Cherokee,Precinct 12,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,1,2,3
Cherokee,Precinct 12,U.S. Senate,,DEM,D.R. Hunter,0,0,2,2
Cherokee,Precinct 12,U.S. Senate,,DEM,Victor Hugo Harris,0,1,1,2
Cherokee,Precinct 12,U.S. Senate,,DEM,Michael Cooper,1,2,5,8
Cherokee,Precinct 12,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,7,5,12
Cherokee,Precinct 12,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,1,0,3
Cherokee,Precinct 12,U.S. Senate,,DEM,Adrian Ocegueda,0,0,2,2
Cherokee,Precinct 12,U.S. Senate,,DEM,Amanda K. Edwards,1,1,2,4
Cherokee,Precinct 12,U.S. Senate,,DEM,Sema Hernandez,0,0,1,1
Cherokee,Precinct 12,U.S. Senate,,DEM,Royce West,0,3,2,5
Cherokee,Precinct 12,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",0,1,0,1
Cherokee,Precinct 12,U.S. Senate,,DEM,Chris Bell,1,1,5,7
Cherokee,Precinct 12,U.S. Senate,,DEM,Ballots Cast,5,18,27,50
Cherokee,Precinct 12,U.S. Senate,,DEM,Over Votes:,0,0,0,0
Cherokee,Precinct 12,U.S. Senate,,DEM,Under Votes:,0,4,4,8
Cherokee,Precinct 12,U.S. House,5,DEM,Carolyn Salter,5,19,25,49
Cherokee,Precinct 12,U.S. House,5,DEM,Ballots Cast,5,19,25,49
Cherokee,Precinct 12,U.S. House,5,DEM,Over Votes:,0,0,0,0
Cherokee,Precinct 12,U.S. House,5,DEM,Under Votes:,0,3,6,9
Cherokee,Precinct 12,Ballots Cast,,DEM,,,,,58
Cherokee,Precinct 12,Railroad Commissioner,,DEM,Mark Watson,3,4,6,13
Cherokee,Precinct 12,Railroad Commissioner,,DEM,Kelly Stone,1,4,7,12
Cherokee,Precinct 12,Railroad Commissioner,,DEM,Chrysta Castañeda,1,6,7,14
Cherokee,Precinct 12,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,3,6,9
Cherokee,Precinct 12,Railroad Commissioner,,DEM,Ballots Cast,5,17,26,48
Cherokee,Precinct 12,Railroad Commissioner,,DEM,Over Votes:,0,0,0,0
Cherokee,Precinct 12,Railroad Commissioner,,DEM,Under Votes:,0,5,5,10
Cherokee,Precinct 12,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,0,1,8,9
Cherokee,Precinct 12,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,5,19,19,43
Cherokee,Precinct 12,"Chief Justice, Supreme Court",,DEM,Ballots Cast,5,20,27,52
Cherokee,Precinct 12,"Chief Justice, Supreme Court",,DEM,Over Votes:,0,0,0,0
Cherokee,Precinct 12,"Chief Justice, Supreme Court",,DEM,Under Votes:,0,2,4,6
Cherokee,Precinct 12,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Kathy Cheng,4,13,19,36
Cherokee,Precinct 12,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Larry Praeger,1,7,7,15
Cherokee,Precinct 12,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Ballots Cast,5,20,26,51
Cherokee,Precinct 12,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Over Votes:,0,0,0,0
Cherokee,Precinct 12,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Under Votes:,0,2,5,7
Cherokee,Precinct 12,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,2,11,13,26
