county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Edwards,1,Registered Voters,,,,285,0,0,0
Edwards,2,Registered Voters,,,,465,0,0,0
Edwards,3,Registered Voters,,,,393,0,0,0
Edwards,4,Registered Voters,,,,338,0,0,0
Edwards,1,Ballots Cast,,,,168,111,13,44
Edwards,2,Ballots Cast,,,,359,173,23,163
Edwards,3,Ballots Cast,,,,322,255,19,48
Edwards,4,Ballots Cast,,,,223,158,27,38
Edwards,1,President,,REP,Donald J. Trump / Michael R. P,142,91,9,42
Edwards,2,President,,REP,Donald J. Trump / Michael R. P,311,153,17,141
Edwards,3,President,,REP,Donald J. Trump / Michael R. P,273,222,13,38
Edwards,4,President,,REP,Donald J. Trump / Michael R. P,167,120,21,26
Edwards,1,President,,DEM,Joseph R. Biden / Kamala D. Ha,24,18,4,2
Edwards,2,President,,DEM,Joseph R. Biden / Kamala D. Ha,46,20,6,20
Edwards,3,President,,DEM,Joseph R. Biden / Kamala D. Ha,45,31,5,9
Edwards,4,President,,DEM,Joseph R. Biden / Kamala D. Ha,53,35,6,12
Edwards,1,President,,LIB,"Jo Jorgensen / Jeremy ""Spike""",0,0,0,0
Edwards,2,President,,LIB,"Jo Jorgensen / Jeremy ""Spike""",2,0,0,2
Edwards,3,President,,LIB,"Jo Jorgensen / Jeremy ""Spike""",3,1,1,1
Edwards,4,President,,LIB,"Jo Jorgensen / Jeremy ""Spike""",0,0,0,0
Edwards,1,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Edwards,2,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Edwards,3,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Edwards,4,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Edwards,1,President,,NON,WRITE-IN,0,0,0,0
Edwards,2,President,,NON,WRITE-IN,0,0,0,0
Edwards,3,President,,NON,WRITE-IN,0,0,0,0
Edwards,4,President,,NON,WRITE-IN,0,0,0,0
Edwards,1,President,,,OVER VOTES,0,0,0,0
Edwards,2,President,,,OVER VOTES,0,0,0,0
Edwards,3,President,,,OVER VOTES,0,0,0,0
Edwards,4,President,,,OVER VOTES,0,0,0,0
Edwards,1,President,,,UNDER VOTES,2,2,0,0
Edwards,2,President,,,UNDER VOTES,0,0,0,0
Edwards,3,President,,,UNDER VOTES,1,1,0,0
Edwards,4,President,,,UNDER VOTES,3,3,0,0
Edwards,1,U.S. Senate,,REP,John Cornyn,115,80,8,27
Edwards,2,U.S. Senate,,REP,John Cornyn,305,152,17,136
Edwards,3,U.S. Senate,,REP,John Cornyn,259,213,13,33
Edwards,4,U.S. Senate,,REP,John Cornyn,145,111,16,18
Edwards,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",30,24,4,2
Edwards,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",36,16,6,14
Edwards,3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",33,21,5,7
Edwards,4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",45,29,7,9
Edwards,1,U.S. Senate,,LIB,Kerry Douglas McKennon,2,0,0,2
Edwards,2,U.S. Senate,,LIB,Kerry Douglas McKennon,4,1,0,3
Edwards,3,U.S. Senate,,LIB,Kerry Douglas McKennon,6,5,1,0
Edwards,4,U.S. Senate,,LIB,Kerry Douglas McKennon,2,2,0,0
Edwards,1,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Edwards,2,U.S. Senate,,GRN,David B. Collins,1,0,0,1
Edwards,3,U.S. Senate,,GRN,David B. Collins,2,2,0,0
Edwards,4,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Edwards,1,U.S. Senate,,NON,WRITE-IN,1,0,0,1
Edwards,2,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Edwards,3,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Edwards,4,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Edwards,1,U.S. Senate,,,OVER VOTES,0,0,0,0
Edwards,2,U.S. Senate,,,OVER VOTES,0,0,0,0
Edwards,3,U.S. Senate,,,OVER VOTES,0,0,0,0
Edwards,4,U.S. Senate,,,OVER VOTES,0,0,0,0
Edwards,1,U.S. Senate,,,UNDER VOTES,20,7,1,12
Edwards,2,U.S. Senate,,,UNDER VOTES,13,4,0,9
Edwards,3,U.S. Senate,,,UNDER VOTES,22,14,0,8
Edwards,4,U.S. Senate,,,UNDER VOTES,31,16,4,11
Edwards,1,U.S. House,23,REP,Tony Gonzales,115,81,8,26
Edwards,2,U.S. House,23,REP,Tony Gonzales,308,151,17,140
Edwards,3,U.S. House,23,REP,Tony Gonzales,264,214,13,37
Edwards,4,U.S. House,23,REP,Tony Gonzales,146,112,15,19
Edwards,1,U.S. House,23,DEM,Gina Ortiz Jones,34,20,4,10
Edwards,2,U.S. House,23,DEM,Gina Ortiz Jones,35,15,6,14
Edwards,3,U.S. House,23,DEM,Gina Ortiz Jones,35,23,5,7
Edwards,4,U.S. House,23,DEM,Gina Ortiz Jones,50,29,9,12
Edwards,1,U.S. House,23,LIB,Beto Villela,4,2,0,2
Edwards,2,U.S. House,23,LIB,Beto Villela,3,1,0,2
Edwards,3,U.S. House,23,LIB,Beto Villela,4,2,1,1
Edwards,4,U.S. House,23,LIB,Beto Villela,1,1,0,0
Edwards,1,U.S. House,23,,OVER VOTES,0,0,0,0
Edwards,2,U.S. House,23,,OVER VOTES,0,0,0,0
Edwards,3,U.S. House,23,,OVER VOTES,0,0,0,0
Edwards,4,U.S. House,23,,OVER VOTES,0,0,0,0
Edwards,1,U.S. House,23,,UNDER VOTES,15,8,1,6
Edwards,2,U.S. House,23,,UNDER VOTES,11,4,0,7
Edwards,3,U.S. House,23,,UNDER VOTES,13,10,0,3
Edwards,4,U.S. House,23,,UNDER VOTES,25,15,3,7
Edwards,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",111,77,8,26
Edwards,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",298,143,17,138
Edwards,3,Railroad Commissioner,,REP,"James ""Jim"" Wright",252,207,13,32
Edwards,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",131,103,12,16
Edwards,1,Railroad Commissioner,,DEM,Chrysta Castaneda,28,21,4,3
Edwards,2,Railroad Commissioner,,DEM,Chrysta Castaneda,40,19,4,17
Edwards,3,Railroad Commissioner,,DEM,Chrysta Castaneda,36,26,4,6
Edwards,4,Railroad Commissioner,,DEM,Chrysta Castaneda,47,31,7,9
Edwards,1,Railroad Commissioner,,LIB,Matt Sterett,4,1,0,3
Edwards,2,Railroad Commissioner,,LIB,Matt Sterett,6,5,0,1
Edwards,3,Railroad Commissioner,,LIB,Matt Sterett,8,5,1,2
Edwards,4,Railroad Commissioner,,LIB,Matt Sterett,2,2,0,0
Edwards,1,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,1,0,0
Edwards,2,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,0,0,1
Edwards,3,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Edwards,4,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Edwards,1,Railroad Commissioner,,,OVER VOTES,0,0,0,0
Edwards,2,Railroad Commissioner,,,OVER VOTES,0,0,0,0
Edwards,3,Railroad Commissioner,,,OVER VOTES,0,0,0,0
Edwards,4,Railroad Commissioner,,,OVER VOTES,0,0,0,0
Edwards,1,Railroad Commissioner,,,UNDER VOTES,24,11,1,12
Edwards,2,Railroad Commissioner,,,UNDER VOTES,14,6,2,6
Edwards,3,Railroad Commissioner,,,UNDER VOTES,26,17,1,8
Edwards,4,Railroad Commissioner,,,UNDER VOTES,43,22,8,13
Edwards,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,110,78,8,24
Edwards,2,"Chief Justice, Supreme Court",,REP,Nathan Hecht,304,149,17,138
Edwards,3,"Chief Justice, Supreme Court",,REP,Nathan Hecht,252,206,13,33
Edwards,4,"Chief Justice, Supreme Court",,REP,Nathan Hecht,128,101,12,15
Edwards,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,25,17,4,4
Edwards,2,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,38,16,5,17
Edwards,3,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,37,25,4,8
Edwards,4,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,50,34,7,9
