county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Upton,Precinct 1 Voting Box 1,Registered Voters,,,,0,0,0,0
Upton,Precinct 1 Voting Box 5,Registered Voters,,,,0,0,0,0
Upton,Precinct 2 Voting Box 2,Registered Voters,,,,0,0,0,0
Upton,Precinct 2 Voting Box 6,Registered Voters,,,,0,0,0,0
Upton,Precinct 3 Voting Box 3,Registered Voters,,,,0,0,0,0
Upton,Precinct 4 Voting Box 4,Registered Voters,,,,0,0,0,0
Upton,Precinct 1 Voting Box 1,Ballots Cast,,,,317,14,268,35
Upton,Precinct 1 Voting Box 5,Ballots Cast,,,,62,1,6,55
Upton,Precinct 2 Voting Box 2,Ballots Cast,,,,168,3,139,26
Upton,Precinct 2 Voting Box 6,Ballots Cast,,,,171,7,121,43
Upton,Precinct 3 Voting Box 3,Ballots Cast,,,,282,14,190,78
Upton,Precinct 4 Voting Box 4,Ballots Cast,,,,362,23,274,65
Upton,Precinct 1 Voting Box 1,Ballots Cast Blank,,,,0,0,0,0
Upton,Precinct 1 Voting Box 5,Ballots Cast Blank,,,,0,0,0,0
Upton,Precinct 2 Voting Box 2,Ballots Cast Blank,,,,0,0,0,0
Upton,Precinct 2 Voting Box 6,Ballots Cast Blank,,,,0,0,0,0
Upton,Precinct 3 Voting Box 3,Ballots Cast Blank,,,,0,0,0,0
Upton,Precinct 4 Voting Box 4,Ballots Cast Blank,,,,0,0,0,0
Upton,Precinct 1 Voting Box 1,President,,REP,Donald J. Trump / Michael R. Penc,281,11,238,32
Upton,Precinct 1 Voting Box 5,President,,REP,Donald J. Trump / Michael R. Penc,58,1,6,51
Upton,Precinct 2 Voting Box 2,President,,REP,Donald J. Trump / Michael R. Penc,153,1,126,26
Upton,Precinct 2 Voting Box 6,President,,REP,Donald J. Trump / Michael R. Penc,148,6,105,37
Upton,Precinct 3 Voting Box 3,President,,REP,Donald J. Trump / Michael R. Penc,225,8,151,66
Upton,Precinct 4 Voting Box 4,President,,REP,Donald J. Trump / Michael R. Penc,305,17,234,54
Upton,Precinct 1 Voting Box 1,President,,DEM,Joseph R. Biden / Kamala D. Harri,32,3,26,3
Upton,Precinct 1 Voting Box 5,President,,DEM,Joseph R. Biden / Kamala D. Harri,4,0,0,4
Upton,Precinct 2 Voting Box 2,President,,DEM,Joseph R. Biden / Kamala D. Harri,13,2,11,0
Upton,Precinct 2 Voting Box 6,President,,DEM,Joseph R. Biden / Kamala D. Harri,17,1,13,3
Upton,Precinct 3 Voting Box 3,President,,DEM,Joseph R. Biden / Kamala D. Harri,51,6,33,12
Upton,Precinct 4 Voting Box 4,President,,DEM,Joseph R. Biden / Kamala D. Harri,52,6,36,10
Upton,Precinct 1 Voting Box 1,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Coh",3,0,3,0
Upton,Precinct 1 Voting Box 5,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Coh",0,0,0,0
Upton,Precinct 2 Voting Box 2,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Coh",0,0,0,0
Upton,Precinct 2 Voting Box 6,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Coh",3,0,1,2
Upton,Precinct 3 Voting Box 3,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Coh",3,0,3,0
Upton,Precinct 4 Voting Box 4,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Coh",4,0,3,1
Upton,Precinct 1 Voting Box 1,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Upton,Precinct 1 Voting Box 5,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Upton,Precinct 2 Voting Box 2,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Upton,Precinct 2 Voting Box 6,President,,GRN,Howie Hawkins / Angela Walker,3,0,2,1
Upton,Precinct 3 Voting Box 3,President,,GRN,Howie Hawkins / Angela Walker,2,0,2,0
Upton,Precinct 4 Voting Box 4,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Upton,Precinct 1 Voting Box 1,President,,NON,Write-in,0,0,0,0
Upton,Precinct 1 Voting Box 5,President,,NON,Write-in,0,0,0,0
Upton,Precinct 2 Voting Box 2,President,,NON,Write-in,0,0,0,0
Upton,Precinct 2 Voting Box 6,President,,NON,Write-in,0,0,0,0
Upton,Precinct 3 Voting Box 3,President,,NON,Write-in,0,0,0,0
Upton,Precinct 4 Voting Box 4,President,,NON,Write-in,0,0,0,0
Upton,Precinct 1 Voting Box 1,President,,,OVER VOTES,0,0,0,0
Upton,Precinct 1 Voting Box 5,President,,,OVER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 2,President,,,OVER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 6,President,,,OVER VOTES,0,0,0,0
Upton,Precinct 3 Voting Box 3,President,,,OVER VOTES,0,0,0,0
Upton,Precinct 4 Voting Box 4,President,,,OVER VOTES,0,0,0,0
Upton,Precinct 1 Voting Box 1,President,,,UNDER VOTES,0,0,0,0
Upton,Precinct 1 Voting Box 5,President,,,UNDER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 2,President,,,UNDER VOTES,1,0,1,0
Upton,Precinct 2 Voting Box 6,President,,,UNDER VOTES,0,0,0,0
Upton,Precinct 3 Voting Box 3,President,,,UNDER VOTES,1,0,1,0
Upton,Precinct 4 Voting Box 4,President,,,UNDER VOTES,1,0,1,0
Upton,Precinct 1 Voting Box 1,U.S. Senate,,REP,John Cornyn,266,12,223,31
Upton,Precinct 1 Voting Box 5,U.S. Senate,,REP,John Cornyn,58,1,6,51
Upton,Precinct 2 Voting Box 2,U.S. Senate,,REP,John Cornyn,150,0,126,24
Upton,Precinct 2 Voting Box 6,U.S. Senate,,REP,John Cornyn,141,6,100,35
Upton,Precinct 3 Voting Box 3,U.S. Senate,,REP,John Cornyn,225,10,152,63
Upton,Precinct 4 Voting Box 4,U.S. Senate,,REP,John Cornyn,299,17,228,54
Upton,Precinct 1 Voting Box 1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",32,2,26,4
Upton,Precinct 1 Voting Box 5,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",4,0,0,4
Upton,Precinct 2 Voting Box 2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",13,2,10,1
Upton,Precinct 2 Voting Box 6,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",19,1,11,7
Upton,Precinct 3 Voting Box 3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",42,4,28,10
Upton,Precinct 4 Voting Box 4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",49,6,35,8
Upton,Precinct 1 Voting Box 1,U.S. Senate,,LIB,Kerry Douglas McKennon,6,0,6,0
Upton,Precinct 1 Voting Box 5,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Upton,Precinct 2 Voting Box 2,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Upton,Precinct 2 Voting Box 6,U.S. Senate,,LIB,Kerry Douglas McKennon,2,0,2,0
Upton,Precinct 3 Voting Box 3,U.S. Senate,,LIB,Kerry Douglas McKennon,4,0,3,1
Upton,Precinct 4 Voting Box 4,U.S. Senate,,LIB,Kerry Douglas McKennon,6,0,3,3
Upton,Precinct 1 Voting Box 1,U.S. Senate,,GRN,David B. Collins,4,0,4,0
Upton,Precinct 1 Voting Box 5,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Upton,Precinct 2 Voting Box 2,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Upton,Precinct 2 Voting Box 6,U.S. Senate,,GRN,David B. Collins,4,0,3,1
Upton,Precinct 3 Voting Box 3,U.S. Senate,,GRN,David B. Collins,3,0,2,1
Upton,Precinct 4 Voting Box 4,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Upton,Precinct 1 Voting Box 1,U.S. Senate,,NON,Write-in,0,0,0,0
Upton,Precinct 1 Voting Box 5,U.S. Senate,,NON,Write-in,0,0,0,0
Upton,Precinct 2 Voting Box 2,U.S. Senate,,NON,Write-in,0,0,0,0
Upton,Precinct 2 Voting Box 6,U.S. Senate,,NON,Write-in,0,0,0,0
Upton,Precinct 3 Voting Box 3,U.S. Senate,,NON,Write-in,0,0,0,0
Upton,Precinct 4 Voting Box 4,U.S. Senate,,NON,Write-in,0,0,0,0
Upton,Precinct 1 Voting Box 1,U.S. Senate,,,OVER VOTES,0,0,0,0
Upton,Precinct 1 Voting Box 5,U.S. Senate,,,OVER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 2,U.S. Senate,,,OVER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 6,U.S. Senate,,,OVER VOTES,0,0,0,0
Upton,Precinct 3 Voting Box 3,U.S. Senate,,,OVER VOTES,0,0,0,0
Upton,Precinct 4 Voting Box 4,U.S. Senate,,,OVER VOTES,0,0,0,0
Upton,Precinct 1 Voting Box 1,U.S. Senate,,,UNDER VOTES,9,0,9,0
Upton,Precinct 1 Voting Box 5,U.S. Senate,,,UNDER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 2,U.S. Senate,,,UNDER VOTES,5,1,3,1
Upton,Precinct 2 Voting Box 6,U.S. Senate,,,UNDER VOTES,5,0,5,0
Upton,Precinct 3 Voting Box 3,U.S. Senate,,,UNDER VOTES,8,0,5,3
Upton,Precinct 4 Voting Box 4,U.S. Senate,,,UNDER VOTES,8,0,8,0
Upton,Precinct 1 Voting Box 1,U.S. House,23,REP,Tony Gonzales,274,12,231,31
Upton,Precinct 1 Voting Box 5,U.S. House,23,REP,Tony Gonzales,56,1,6,49
Upton,Precinct 2 Voting Box 2,U.S. House,23,REP,Tony Gonzales,148,1,123,24
Upton,Precinct 2 Voting Box 6,U.S. House,23,REP,Tony Gonzales,136,6,96,34
Upton,Precinct 3 Voting Box 3,U.S. House,23,REP,Tony Gonzales,209,7,144,58
Upton,Precinct 4 Voting Box 4,U.S. House,23,REP,Tony Gonzales,290,14,228,48
Upton,Precinct 1 Voting Box 1,U.S. House,23,DEM,Gina Ortiz Jones,33,2,27,4
Upton,Precinct 1 Voting Box 5,U.S. House,23,DEM,Gina Ortiz Jones,6,0,0,6
Upton,Precinct 2 Voting Box 2,U.S. House,23,DEM,Gina Ortiz Jones,13,2,10,1
Upton,Precinct 2 Voting Box 6,U.S. House,23,DEM,Gina Ortiz Jones,23,1,14,8
Upton,Precinct 3 Voting Box 3,U.S. House,23,DEM,Gina Ortiz Jones,56,7,33,16
Upton,Precinct 4 Voting Box 4,U.S. House,23,DEM,Gina Ortiz Jones,61,8,37,16
Upton,Precinct 1 Voting Box 1,U.S. House,23,LIB,Beto Villela,6,0,6,0
Upton,Precinct 1 Voting Box 5,U.S. House,23,LIB,Beto Villela,0,0,0,0
Upton,Precinct 2 Voting Box 2,U.S. House,23,LIB,Beto Villela,2,0,2,0
Upton,Precinct 2 Voting Box 6,U.S. House,23,LIB,Beto Villela,6,0,5,1
Upton,Precinct 3 Voting Box 3,U.S. House,23,LIB,Beto Villela,10,0,9,1
Upton,Precinct 4 Voting Box 4,U.S. House,23,LIB,Beto Villela,7,1,5,1
Upton,Precinct 1 Voting Box 1,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,Precinct 1 Voting Box 5,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 2,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 6,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,Precinct 3 Voting Box 3,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,Precinct 4 Voting Box 4,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,Precinct 1 Voting Box 1,U.S. House,23,,UNDER VOTES,4,0,4,0
Upton,Precinct 1 Voting Box 5,U.S. House,23,,UNDER VOTES,0,0,0,0
Upton,Precinct 2 Voting Box 2,U.S. House,23,,UNDER VOTES,5,0,4,1
Upton,Precinct 2 Voting Box 6,U.S. House,23,,UNDER VOTES,6,0,6,0
Upton,Precinct 3 Voting Box 3,U.S. House,23,,UNDER VOTES,7,0,4,3
Upton,Precinct 4 Voting Box 4,U.S. House,23,,UNDER VOTES,4,0,4,0
Upton,Precinct 1 Voting Box 1,Railroad Commissioner,,REP,"James ""Jim"" Wright",266,12,223,31
Upton,Precinct 1 Voting Box 5,Railroad Commissioner,,REP,"James ""Jim"" Wright",56,1,6,49
Upton,Precinct 2 Voting Box 2,Railroad Commissioner,,REP,"James ""Jim"" Wright",147,0,122,25
Upton,Precinct 2 Voting Box 6,Railroad Commissioner,,REP,"James ""Jim"" Wright",134,5,94,35
Upton,Precinct 3 Voting Box 3,Railroad Commissioner,,REP,"James ""Jim"" Wright",216,7,151,58
