county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Mills,1,Ballots Cast,,,,,,,698
Mills,1,President,,REP,Donald J Trump,42,482,89,613
Mills,1,President,,DEM,Joseph R Biden,23,48,8,79
Mills,1,President,,LIB,Jo Jorgensen,0,3,1,4
Mills,1,President,,GRN,Howie Hawkins,0,0,0,0
Mills,1,President,,,Abram Loeb (W),0,0,0,0
Mills,1,President,,,Brian Carroll (W),0,0,0,0
Mills,1,President,,,Gloria La Riva (W),0,0,0,0
Mills,1,President,,,Jesse Cuellar (W),0,0,0,0
Mills,1,President,,,Kasey Wells (W),0,0,0,0
Mills,1,President,,,President R Boddie (W),0,0,0,0
Mills,1,President,,,Robert Morrow (W),0,0,0,0
Mills,1,President,,,Todd Cedlla (W),0,0,0,0
Mills,1,President,,,Tom Hoefling (W),0,0,0,0
Mills,1,President,,,Undervotes,1,0,1,2
Mills,1,President,,,Overvotes,0,0,0,0
Mills,1,U.S. Senate,,REP,John Cornyn,42,471,85,598
Mills,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",22,43,10,75
Mills,1,U.S. Senate,,LIB,Kerry Douglas McKennon,1,10,1,12
Mills,1,U.S. Senate,,GRN,David B. Collins,0,1,0,1
Mills,1,U.S. Senate,,,Ricardo Turullois-Bonilla (W),0,0,0,0
Mills,1,U.S. Senate,,,Undervotes,1,8,3,12
Mills,1,U.S. Senate,,,Overvotes,0,0,0,0
Mills,1,U.S. House,11,REP,August Pfluger,41,465,86,592
Mills,1,U.S. House,11,DEM,Jon Mark Hogg,22,41,8,71
Mills,1,U.S. House,11,LIB,Wacey Alpha Cody,1,8,2,11
Mills,1,U.S. House,11,,Undervotes,2,19,3,24
Mills,1,U.S. House,11,,Overvotes,0,0,0,0
Mills,1,Railroad Commissioner,,REP,"James ""Jim""Wright",42,464,84,590
Mills,1,Railroad Commissioner,,DEM,Chrysta Castaneda,21,36,8,65
Mills,1,Railroad Commissioner,,LIB,Matt Sterett,0,9,3,12
Mills,1,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,2,0,3
Mills,1,Railroad Commissioner,,,Undervotes,2,22,4,28
Mills,1,Railroad Commissioner,,,Overvotes,0,0,0,0
Mills,1,State Senate,24,REP,Dawn Buckingham,43,474,82,599
Mills,1,State Senate,24,DEM,Clayton Tucker,22,39,9,70
Mills,1,State Senate,24,,Undervotes,1,20,8,29
Mills,1,State Senate,24,,Overvotes,0,0,0,0
Mills,1,State Representative,59,REP,Shelby Slawson,41,469,86,596
Mills,1,State Representative,59,,Undervotes,25,64,13,102
Mills,1,State Representative,59,,Overvotes,0,0,0,0
Mills,2,Ballots Cast,,,,,,,333
Mills,2,President,,REP,Donald J Trump,23,228,50,301
Mills,2,President,,DEM,Joseph R Biden,9,21,2,32
Mills,2,President,,LIB,Jo Jorgensen,0,0,0,0
Mills,2,President,,GRN,Howie Hawkins,0,0,0,0
Mills,2,President,,,Abram Loeb (W),0,0,0,0
Mills,2,President,,,Brian Carroll (W),0,0,0,0
Mills,2,President,,,Gloria La Riva (W),0,0,0,0
Mills,2,President,,,Jesse Cuellar (W),0,0,0,0
Mills,2,President,,,Kasey Wells (W),0,0,0,0
Mills,2,President,,,President R Boddie (W),0,0,0,0
Mills,2,President,,,Robert Morrow (W),0,0,0,0
Mills,2,President,,,Todd Cedlla (W),0,0,0,0
Mills,2,President,,,Tom Hoefling (W),0,0,0,0
Mills,2,President,,,Undervotes,0,0,0,0
Mills,2,President,,,Overvotes,0,0,0,0
Mills,2,U.S. Senate,,REP,John Cornyn,23,225,49,297
