county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day,provisional
Clay,Pct. 12,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,30,5,18,7,
Clay,Pct. 12,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,227,7,148,72,
Clay,Pct. 12,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,29,5,16,8,
Clay,Pct. 12,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,3,0,1,2,
Clay,Pct. 12,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,227,7,146,74,
Clay,Pct. 12,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,26,5,16,5,
Clay,Pct. 12,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,6,0,3,3,
Clay,Pct. 12,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,226,7,146,73,
Clay,Pct. 12,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,32,5,18,9,
Clay,Pct. 12,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,228,7,148,73,
Clay,Pct. 12,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,31,5,18,8,
Clay,Pct. 12,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,227,7,148,72,
Clay,Pct. 12,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,32,5,17,10,
Clay,Pct. 12,"Member, State BoE, Dist 15",,REP,Jay Johnson,229,7,149,73,
Clay,Pct. 12,"Member, State BoE, Dist 15",,DEM,John Betancourt,30,5,17,8,
Clay,Pct. 12,State Representative,69,REP,James B. Frank,249,9,160,80,
Clay,Pct. 12,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,248,9,160,79,
Clay,Pct. 12,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,229,7,148,74,
Clay,Pct. 12,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,30,5,17,8,
Clay,Pct. 12,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,247,9,159,79,
Clay,Pct. 12,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,248,9,160,79,
Clay,Pct. 12,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,245,9,158,78,
Clay,Pct. 13,BALLOTS CAST TOTAL,,,,117,8,73,36,
Clay,Pct. 13,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 13,President,,REP,Donald J. Trump / Michael R. Pence,98,5,61,32,
Clay,Pct. 13,President,,DEM,Joseph R. Biden / Kamala D. Harris,18,2,12,4,
Clay,Pct. 13,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",1,1,0,0,
Clay,Pct. 13,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0,
Clay,Pct. 13,President,,,Write-in,0,0,0,0,
Clay,Pct. 13,U.S. Senate,,REP,John Cornyn,96,5,59,32,
Clay,Pct. 13,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",18,2,13,3,
Clay,Pct. 13,U.S. Senate,,LBT,Kerry Douglas McKennon,2,1,0,1,
Clay,Pct. 13,U.S. Senate,,GRE,David B. Collins,0,0,0,0,
Clay,Pct. 13,U.S. Senate,,,Write-in,0,0,0,0,
Clay,Pct. 13,U.S. House,13,REP,Ronny Jackson,99,6,60,33,
Clay,Pct. 13,U.S. House,13,DEM,Gus Trujillo,16,1,12,3,
Clay,Pct. 13,U.S. House,13,LBT,Jack B. Westbrook,2,1,1,0,
Clay,Pct. 13,Railroad Commissioner,,REP,"James ""Jim"" Wright",98,5,61,32,
Clay,Pct. 13,Railroad Commissioner,,DEM,Chrysta Castaneda,18,2,12,4,
Clay,Pct. 13,Railroad Commissioner,,LBT,Matt Sterett,1,1,0,0,
Clay,Pct. 13,Railroad Commissioner,,GRE,Katija “Kat” Gruene,0,0,0,0,
Clay,Pct. 13,"Chief Justice, Supreme Court",,REP,Nathan Hecht,99,5,61,33,
Clay,Pct. 13,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,17,2,12,3,
Clay,Pct. 13,"Chief Justice, Supreme Court",,LBT,Mark Ash,1,1,0,0,
Clay,Pct. 13,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,99,6,61,32,
Clay,Pct. 13,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,17,2,12,3,
Clay,Pct. 13,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,96,5,59,32,
Clay,Pct. 13,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,19,2,14,3,
Clay,Pct. 13,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,1,1,0,0,
Clay,Pct. 13,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,98,5,61,32,
Clay,Pct. 13,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,17,2,12,3,
Clay,Pct. 13,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,1,1,0,0,
Clay,Pct. 13,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,98,5,61,32,
Clay,Pct. 13,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,17,2,12,3,
Clay,Pct. 13,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,100,6,61,33,
Clay,Pct. 13,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,17,2,12,3,
Clay,Pct. 13,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,100,6,61,33,
Clay,Pct. 13,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,17,2,12,3,
Clay,Pct. 13,"Member, State BoE, Dist 15",,REP,Jay Johnson,98,5,60,33,
Clay,Pct. 13,"Member, State BoE, Dist 15",,DEM,John Betancourt,17,1,13,3,
Clay,Pct. 13,State Representative,69,REP,James B. Frank,104,7,61,36,
Clay,Pct. 13,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,103,6,61,36,
Clay,Pct. 13,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,100,6,61,33,
Clay,Pct. 13,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,16,1,12,3,
Clay,Pct. 13,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,103,6,61,36,
Clay,Pct. 13,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,104,7,61,36,
Clay,Pct. 13,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,103,7,61,35,
Clay,Pct. 14,BALLOTS CAST TOTAL,,,,138,4,54,80,
Clay,Pct. 14,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 14,President,,REP,Donald J. Trump / Michael R. Pence,125,3,49,73,
Clay,Pct. 14,President,,DEM,Joseph R. Biden / Kamala D. Harris,13,1,5,7,
Clay,Pct. 14,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0,0,0,
Clay,Pct. 14,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0,
Clay,Pct. 14,President,,,Write-in,0,0,0,0,
Clay,Pct. 14,U.S. Senate,,REP,John Cornyn,126,3,49,74,
Clay,Pct. 14,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",12,1,5,6,
Clay,Pct. 14,U.S. Senate,,LBT,Kerry Douglas McKennon,0,0,0,0,
Clay,Pct. 14,U.S. Senate,,GRE,David B. Collins,0,0,0,0,
Clay,Pct. 14,U.S. Senate,,,Write-in,0,0,0,0,
Clay,Pct. 14,U.S. House,13,REP,Ronny Jackson,124,3,48,73,
Clay,Pct. 14,U.S. House,13,DEM,Gus Trujillo,13,1,5,7,
Clay,Pct. 14,U.S. House,13,LBT,Jack B. Westbrook,0,0,0,0,
Clay,Pct. 14,Railroad Commissioner,,REP,"James ""Jim"" Wright",124,3,48,73,
Clay,Pct. 14,Railroad Commissioner,,DEM,Chrysta Castaneda,12,1,5,6,
Clay,Pct. 14,Railroad Commissioner,,LBT,Matt Sterett,1,0,0,1,
Clay,Pct. 14,Railroad Commissioner,,GRE,Katija “Kat” Gruene,0,0,0,0,
Clay,Pct. 14,"Chief Justice, Supreme Court",,REP,Nathan Hecht,124,3,47,74,
Clay,Pct. 14,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,12,1,5,6,
Clay,Pct. 14,"Chief Justice, Supreme Court",,LBT,Mark Ash,1,0,1,0,
Clay,Pct. 14,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,125,3,48,74,
Clay,Pct. 14,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,12,1,5,6,
Clay,Pct. 14,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,121,1,46,74,
Clay,Pct. 14,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,12,1,5,6,
Clay,Pct. 14,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,0,0,0,0,
Clay,Pct. 14,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,124,3,47,74,
Clay,Pct. 14,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,12,1,5,6,
Clay,Pct. 14,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,0,0,0,0,
Clay,Pct. 14,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,122,3,45,74,
Clay,Pct. 14,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,12,1,5,6,
Clay,Pct. 14,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,123,3,46,74,
Clay,Pct. 14,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,12,1,5,6,
Clay,Pct. 14,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,122,3,45,74,
Clay,Pct. 14,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,12,1,5,6,
Clay,Pct. 14,"Member, State BoE, Dist 15",,REP,Jay Johnson,123,3,46,74,
Clay,Pct. 14,"Member, State BoE, Dist 15",,DEM,John Betancourt,12,1,5,6,
Clay,Pct. 14,State Representative,69,REP,James B. Frank,125,2,48,75,
Clay,Pct. 14,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,127,2,49,76,
Clay,Pct. 14,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,122,2,47,73,
Clay,Pct. 14,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,13,1,5,7,
Clay,Pct. 14,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,126,2,48,76,
Clay,Pct. 14,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,127,2,49,76,
Clay,Pct. 14,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,126,2,48,76,
Clay,Pct. 15,BALLOTS CAST TOTAL,,,,298,20,215,63,
Clay,Pct. 15,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 15,President,,REP,Donald J. Trump / Michael R. Pence,252,10,188,54,
Clay,Pct. 15,President,,DEM,Joseph R. Biden / Kamala D. Harris,43,9,25,9,
Clay,Pct. 15,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",2,0,2,0,
Clay,Pct. 15,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0,
Clay,Pct. 15,President,,,Write-in,0,0,0,0,
Clay,Pct. 15,U.S. Senate,,REP,John Cornyn,248,10,184,54,
Clay,Pct. 15,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",39,7,24,8,
Clay,Pct. 15,U.S. Senate,,LBT,Kerry Douglas McKennon,5,0,5,0,
Clay,Pct. 15,U.S. Senate,,GRE,David B. Collins,1,0,1,0,
Clay,Pct. 15,U.S. Senate,,,Write-in,1,1,0,0,
Clay,Pct. 15,U.S. House,13,REP,Ronny Jackson,249,10,187,52,
Clay,Pct. 15,U.S. House,13,DEM,Gus Trujillo,37,6,23,8,
Clay,Pct. 15,U.S. House,13,LBT,Jack B. Westbrook,5,0,3,2,
Clay,Pct. 15,Railroad Commissioner,,REP,"James ""Jim"" Wright",252,13,187,52,
Clay,Pct. 15,Railroad Commissioner,,DEM,Chrysta Castaneda,32,4,21,7,
Clay,Pct. 15,Railroad Commissioner,,LBT,Matt Sterett,4,0,3,1,
Clay,Pct. 15,Railroad Commissioner,,GRE,Katija “Kat” Gruene,0,0,0,0,
Clay,Pct. 15,"Chief Justice, Supreme Court",,REP,Nathan Hecht,242,9,182,51,
Clay,Pct. 15,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,43,8,25,10,
Clay,Pct. 15,"Chief Justice, Supreme Court",,LBT,Mark Ash,4,0,4,0,
Clay,Pct. 15,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,245,9,184,52,
Clay,Pct. 15,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,40,6,26,8,
Clay,Pct. 15,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,244,8,185,51,
Clay,Pct. 15,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,41,8,23,10,
Clay,Pct. 15,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,3,0,3,0,
Clay,Pct. 15,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,243,9,181,53,
Clay,Pct. 15,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,37,7,23,7,
Clay,Pct. 15,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,6,0,5,1,
Clay,Pct. 15,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,247,9,187,51,
Clay,Pct. 15,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,40,6,24,10,
Clay,Pct. 15,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,247,9,186,52,
Clay,Pct. 15,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,40,7,24,9,
Clay,Pct. 15,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,250,10,187,53,
Clay,Pct. 15,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,37,6,23,8,
Clay,Pct. 15,"Member, State BoE, Dist 15",,REP,Jay Johnson,254,11,190,53,
Clay,Pct. 15,"Member, State BoE, Dist 15",,DEM,John Betancourt,35,6,22,7,
Clay,Pct. 15,State Representative,69,REP,James B. Frank,277,15,203,59,
Clay,Pct. 15,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,275,13,202,60,
Clay,Pct. 15,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,245,8,185,52,
Clay,Pct. 15,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,42,8,25,9,
Clay,Pct. 15,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,272,13,200,59,
Clay,Pct. 15,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,279,15,204,60,
Clay,Pct. 15,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,274,14,201,59,
Clay,Pct. 17,BALLOTS CAST TOTAL,,,,769,43,528,198,
Clay,Pct. 17,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 17,President,,REP,Donald J. Trump / Michael R. Pence,663,27,467,169,
Clay,Pct. 17,President,,DEM,Joseph R. Biden / Kamala D. Harris,93,15,54,24,
Clay,Pct. 17,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",5,1,2,2,
Clay,Pct. 17,President,,GRE,Howie Hawkins / Angela Walker,3,0,1,2,
Clay,Pct. 17,President,,,Write-in,4,0,3,1,
Clay,Pct. 17,U.S. Senate,,REP,John Cornyn,642,28,457,157,
Clay,Pct. 17,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",94,14,54,26,
Clay,Pct. 17,U.S. Senate,,LBT,Kerry Douglas McKennon,11,1,5,5,
Clay,Pct. 17,U.S. Senate,,GRE,David B. Collins,5,0,2,3,
Clay,Pct. 17,U.S. Senate,,,Write-in,6,0,5,1,
Clay,Pct. 17,U.S. House,13,REP,Ronny Jackson,653,26,463,164,
Clay,Pct. 17,U.S. House,13,DEM,Gus Trujillo,93,14,55,24,
Clay,Pct. 17,U.S. House,13,LBT,Jack B. Westbrook,14,1,7,6,
Clay,Pct. 17,Railroad Commissioner,,REP,"James ""Jim"" Wright",656,27,468,161,
Clay,Pct. 17,Railroad Commissioner,,DEM,Chrysta Castaneda,79,13,46,20,
Clay,Pct. 17,Railroad Commissioner,,LBT,Matt Sterett,14,0,4,10,
Clay,Pct. 17,Railroad Commissioner,,GRE,Katija “Kat” Gruene,6,0,3,3,
Clay,Pct. 17,"Chief Justice, Supreme Court",,REP,Nathan Hecht,653,28,462,163,
Clay,Pct. 17,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,92,13,55,24,
Clay,Pct. 17,"Chief Justice, Supreme Court",,LBT,Mark Ash,13,0,6,7,
Clay,Pct. 17,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,667,26,473,168,
Clay,Pct. 17,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,89,13,50,26,
Clay,Pct. 17,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,662,27,469,166,
Clay,Pct. 17,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,87,13,49,25,
Clay,Pct. 17,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,8,0,5,3,
Clay,Pct. 17,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,655,25,467,163,
Clay,Pct. 17,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,86,14,48,24,
Clay,Pct. 17,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,12,0,6,6,
Clay,Pct. 17,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,662,26,469,167,
Clay,Pct. 17,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,91,13,51,27,
Clay,Pct. 17,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,662,25,471,166,
Clay,Pct. 17,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,89,12,49,28,
Clay,Pct. 17,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,660,24,467,169,
Clay,Pct. 17,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,90,14,51,25,
Clay,Pct. 17,"Member, State BoE, Dist 15",,REP,Jay Johnson,664,25,470,169,
Clay,Pct. 17,"Member, State BoE, Dist 15",,DEM,John Betancourt,89,13,51,25,
Clay,Pct. 17,State Representative,69,REP,James B. Frank,722,31,501,190,
Clay,Pct. 17,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,721,29,503,189,
Clay,Pct. 17,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,659,26,467,166,
Clay,Pct. 17,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,94,14,52,28,
Clay,Pct. 17,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,719,29,502,188,
Clay,Pct. 17,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,716,31,498,187,
Clay,Pct. 17,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,721,30,501,190,
Clay,Pct. 20,BALLOTS CAST TOTAL,,,,382,16,221,145,
Clay,Pct. 20,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 20,President,,REP,Donald J. Trump / Michael R. Pence,359,14,208,137,
Clay,Pct. 20,President,,DEM,Joseph R. Biden / Kamala D. Harris,18,2,12,4,
Clay,Pct. 20,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",1,0,1,0,
Clay,Pct. 20,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0,
Clay,Pct. 20,President,,,Write-in,3,0,0,3,
Clay,Pct. 20,U.S. Senate,,REP,John Cornyn,349,12,200,137,
Clay,Pct. 20,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",21,1,14,6,
Clay,Pct. 20,U.S. Senate,,LBT,Kerry Douglas McKennon,6,1,4,1,
Clay,Pct. 20,U.S. Senate,,GRE,David B. Collins,1,0,1,0,
Clay,Pct. 20,U.S. Senate,,,Write-in,0,0,0,0,
Clay,Pct. 20,U.S. House,13,REP,Ronny Jackson,350,13,204,133,
Clay,Pct. 20,U.S. House,13,DEM,Gus Trujillo,17,1,12,4,
Clay,Pct. 20,U.S. House,13,LBT,Jack B. Westbrook,10,0,5,5,
Clay,Pct. 20,Railroad Commissioner,,REP,"James ""Jim"" Wright",346,13,200,133,
Clay,Pct. 20,Railroad Commissioner,,DEM,Chrysta Castaneda,14,0,9,5,
Clay,Pct. 20,Railroad Commissioner,,LBT,Matt Sterett,11,0,8,3,
Clay,Pct. 20,Railroad Commissioner,,GRE,Katija “Kat” Gruene,2,0,1,1,
Clay,Pct. 20,"Chief Justice, Supreme Court",,REP,Nathan Hecht,351,13,204,134,
Clay,Pct. 20,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,16,0,10,6,
Clay,Pct. 20,"Chief Justice, Supreme Court",,LBT,Mark Ash,7,0,6,1,
Clay,Pct. 20,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,363,13,211,139,
Clay,Pct. 20,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,10,0,7,3,
Clay,Pct. 20,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,354,13,203,138,
Clay,Pct. 20,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,14,0,10,4,
Clay,Pct. 20,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,8,0,7,1,
Clay,Pct. 20,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,352,13,202,137,
Clay,Pct. 20,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,11,0,8,3,
Clay,Pct. 20,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,9,0,7,2,
Clay,Pct. 20,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,356,12,208,136,
Clay,Pct. 20,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,18,1,11,6,
Clay,Pct. 20,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,359,12,208,139,
Clay,Pct. 20,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,15,1,10,4,
Clay,Pct. 20,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,360,12,209,139,
Clay,Pct. 20,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,15,1,10,4,
Clay,Pct. 20,"Member, State BoE, Dist 15",,REP,Jay Johnson,355,12,204,139,
Clay,Pct. 20,"Member, State BoE, Dist 15",,DEM,John Betancourt,16,1,13,2,
Clay,Pct. 20,State Representative,69,REP,James B. Frank,372,13,216,143,
Clay,Pct. 20,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,373,13,217,143,
Clay,Pct. 20,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,362,13,209,140,
Clay,Pct. 20,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,12,0,9,3,
Clay,Pct. 20,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,370,13,215,142,
Clay,Pct. 20,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,374,14,217,143,
Clay,Pct. 20,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,370,14,215,141,
Clay,Pct. 24,BALLOTS CAST TOTAL,,,,261,10,210,41,
Clay,Pct. 24,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 24,President,,REP,Donald J. Trump / Michael R. Pence,241,8,195,38,
Clay,Pct. 24,President,,DEM,Joseph R. Biden / Kamala D. Harris,19,2,14,3,
Clay,Pct. 24,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",1,0,1,0,
Clay,Pct. 24,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0,
Clay,Pct. 24,President,,,Write-in,0,0,0,0,
Clay,Pct. 24,U.S. Senate,,REP,John Cornyn,234,8,190,36,
Clay,Pct. 24,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",20,2,15,3,
Clay,Pct. 24,U.S. Senate,,LBT,Kerry Douglas McKennon,3,0,2,1,
Clay,Pct. 24,U.S. Senate,,GRE,David B. Collins,0,0,0,0,
Clay,Pct. 24,U.S. Senate,,,Write-in,0,0,0,0,
Clay,Pct. 24,U.S. House,13,REP,Ronny Jackson,241,8,197,36,
Clay,Pct. 24,U.S. House,13,DEM,Gus Trujillo,14,2,9,3,
Clay,Pct. 24,U.S. House,13,LBT,Jack B. Westbrook,5,0,4,1,
Clay,Pct. 24,Railroad Commissioner,,REP,"James ""Jim"" Wright",238,8,194,36,
Clay,Pct. 24,Railroad Commissioner,,DEM,Chrysta Castaneda,20,2,15,3,
Clay,Pct. 24,Railroad Commissioner,,LBT,Matt Sterett,1,0,0,1,
Clay,Pct. 24,Railroad Commissioner,,GRE,Katija “Kat” Gruene,0,0,0,0,
Clay,Pct. 24,"Chief Justice, Supreme Court",,REP,Nathan Hecht,230,8,187,35,
Clay,Pct. 24,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,26,2,21,3,
Clay,Pct. 24,"Chief Justice, Supreme Court",,LBT,Mark Ash,3,0,1,2,
Clay,Pct. 24,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,238,8,194,36,
Clay,Pct. 24,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,21,2,15,4,
Clay,Pct. 24,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,233,8,189,36,
Clay,Pct. 24,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,24,2,19,3,
Clay,Pct. 24,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,1,0,0,1,
Clay,Pct. 24,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,237,8,194,35,
Clay,Pct. 24,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,17,2,12,3,
Clay,Pct. 24,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,4,0,2,2,
Clay,Pct. 24,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,237,8,192,37,
Clay,Pct. 24,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,21,2,16,3,
Clay,Pct. 24,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,236,8,191,37,
Clay,Pct. 24,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,23,2,18,3,
Clay,Pct. 24,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,237,8,193,36,
Clay,Pct. 24,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,21,2,15,4,
Clay,Pct. 24,"Member, State BoE, Dist 15",,REP,Jay Johnson,241,8,196,37,
Clay,Pct. 24,"Member, State BoE, Dist 15",,DEM,John Betancourt,17,2,12,3,
Clay,Pct. 24,State Representative,69,REP,James B. Frank,250,8,202,40,
Clay,Pct. 24,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,252,9,203,40,
Clay,Pct. 24,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,238,8,193,37,
Clay,Pct. 24,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,19,2,14,3,
Clay,Pct. 24,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,254,9,205,40,
