county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Reeves,BOX 1,Registered Voters,,,,,,,462
Reeves,BOX 2,Registered Voters,,,,,,,871
Reeves,BOX 3,Registered Voters,,,,,,,931
Reeves,BOX 4,Registered Voters,,,,,,,129
Reeves,BOX 5,Registered Voters,,,,,,,490
Reeves,BOX 6,Registered Voters,,,,,,,139
Reeves,BOX 7,Registered Voters,,,,,,,914
Reeves,BOX 8,Registered Voters,,,,,,,589
Reeves,BOX 10,Registered Voters,,,,,,,1111
Reeves,BOX 11,Registered Voters,,,,,,,906
Reeves,BOX 12,Registered Voters,,,,,,,1041
Reeves,BOX 1,Ballots Cast,,,,35,118,39,192
Reeves,BOX 2,Ballots Cast,,,,54,321,81,456
Reeves,BOX 3,Ballots Cast,,,,51,415,85,551
Reeves,BOX 4,Ballots Cast,,,,2,10,30,42
Reeves,BOX 5,Ballots Cast,,,,36,46,193,275
Reeves,BOX 6,Ballots Cast,,,,7,17,41,65
Reeves,BOX 7,Ballots Cast,,,,50,342,100,492
Reeves,BOX 8,Ballots Cast,,,,25,146,70,241
Reeves,BOX 10,Ballots Cast,,,,42,316,132,490
Reeves,BOX 11,Ballots Cast,,,,66,242,98,406
Reeves,BOX 12,Ballots Cast,,,,45,413,98,556
Reeves,BOX 1,President,,REP,Donald J. Trump,7,72,28,107
Reeves,BOX 2,President,,REP,Donald J. Trump,19,171,61,251
Reeves,BOX 3,President,,REP,Donald J. Trump,10,263,61,334
Reeves,BOX 4,President,,REP,Donald J. Trump,0,8,27,35
Reeves,BOX 5,President,,REP,Donald J. Trump,15,35,129,179
Reeves,BOX 6,President,,REP,Donald J. Trump,1,12,23,36
Reeves,BOX 7,President,,REP,Donald J. Trump,24,215,75,314
Reeves,BOX 8,President,,REP,Donald J. Trump,13,89,49,151
Reeves,BOX 10,President,,REP,Donald J. Trump,15,190,88,293
Reeves,BOX 11,President,,REP,Donald J. Trump,16,117,49,182
Reeves,BOX 12,President,,REP,Donald J. Trump,14,277,76,367
Reeves,BOX 1,President,,DEM,Joseph R. Biden,27,43,8,78
Reeves,BOX 2,President,,DEM,Joseph R. Biden,32,134,16,182
Reeves,BOX 3,President,,DEM,Joseph R. Biden,39,142,23,204
Reeves,BOX 4,President,,DEM,Joseph R. Biden,2,2,3,7
Reeves,BOX 5,President,,DEM,Joseph R. Biden,20,10,57,87
Reeves,BOX 6,President,,DEM,Joseph R. Biden,6,5,15,26
Reeves,BOX 7,President,,DEM,Joseph R. Biden,25,116,22,163
