county,precinct,office,district,party,candidate,votes,early_votes,election_day
Marion,1,President,,DEM,Joseph R. Biden,36,5,31
Marion,1,President,,DEM,Bernie Sanders,11,1,10
Marion,1,President,,DEM,Andrew Yang,0,0,0
Marion,1,President,,DEM,Elizabeth Warren,2,1,1
Marion,1,President,,DEM,Amy Klobuchar,0,0,0
Marion,1,President,,DEM,Julián Castro,0,0,0
Marion,1,President,,DEM,Cory Booker,0,0,0
Marion,1,President,,DEM,Marianne Williamson,0,0,0
Marion,1,President,,DEM,Over Votes,0,0,0
Marion,1,President,,DEM,Under Votes,4,1,3
Marion,1,President,,DEM,Michael Bennet,0,0,0
Marion,1,President,,DEM,Robby Wells,0,0,0
Marion,1,President,,DEM,Tulsi Gabbard,0,0,0
Marion,1,President,,DEM,Michael R. Bloomberg,5,3,2
Marion,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Marion,1,President,,DEM,Tom Steyer,0,0,0
Marion,1,President,,DEM,Pete Buttigieg,0,0,0
Marion,1,President,,DEM,John K. Delaney,0,0,0
Marion,1,President,,DEM,Deval Patrick,1,1,0
Marion,1,U.S. Senate,,DEM,Victor Hugo Harris,13,2,11
Marion,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",10,1,9
Marion,1,U.S. Senate,,DEM,Over Votes,0,0,0
Marion,1,U.S. Senate,,DEM,Under Votes,12,2,10
Marion,1,U.S. Senate,,DEM,Chris Bell,10,2,8
Marion,1,U.S. Senate,,DEM,Michael Cooper,3,1,2
Marion,1,U.S. Senate,,DEM,D.R. Hunter,0,0,0
Marion,1,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",6,1,5
Marion,1,U.S. Senate,,DEM,Sema Hernandez,1,1,0
Marion,1,U.S. Senate,,DEM,Amanda K. Edwards,2,1,1
Marion,1,U.S. Senate,,DEM,Royce West,1,0,1
Marion,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,1,0
Marion,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0
Marion,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,0
Marion,1,U.S. House,4,DEM,Over Votes,0,0,0
Marion,1,U.S. House,4,DEM,Under Votes,21,4,17
