county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Archer,1,President,,REP,Over Votes,0,0,0,0
Archer,1,President,,REP,Under Votes,3,3,0,0
Archer,1,President,,REP,Donald J. Trump Michael R. Pence,208,148,60,0
Archer,1,President,,DEM,Joseph R. Biden Kamala D. Harris,25,16,9,0
Archer,1,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",3,3,0,0
Archer,1,President,,GRN,Howie Hawkins Angela Walker,0,0,0,0
Archer,1,President,,"",Todd Cella/Tim Cella,0,0,0,0
Archer,1,U.S. Senate,,REP,John Cornyn,198,146,52,0
Archer,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",28,18,10,0
Archer,1,U.S. Senate,,LIB,Kerry Douglas McKennon,6,2,4,0
Archer,1,U.S. Senate,,GRN,David B. Collins,2,2,0,0
Archer,1,U.S. House,13,REP,Ronny Jackson,199,145,54,0
Archer,1,U.S. House,13,DEM,Gus Trujillo,26,18,8,0
Archer,1,U.S. House,13,LIB,Jack B. Westbrook,7,3,4,0
Archer,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",197,142,55,0
Archer,1,Railroad Commissioner,,DEM,Chrysta Castaeda,26,16,10,0
Archer,1,Railroad Commissioner,,LIB,Matt Sterett,6,5,1,0
Archer,1,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2,2,0,0
Archer,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,196,144,52,0
Archer,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,25,15,10,0
Archer,1,"Chief Justice, Supreme Court",,LIB,Mark Ash,9,6,3,0
Archer,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,REP,Jane Bland,204,148,56,0
Archer,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Kathy Cheng,25,15,10,0
Archer,1,"Justice, Supreme Court, Place No. 7",,REP,Jeff Boyd,198,143,55,0
Archer,1,"Justice, Supreme Court, Place No. 7",,DEM,Staci Williams,24,15,9,0
Archer,1,"Justice, Supreme Court, Place No. 7",,LIB,William Bryan Strange III,7,5,2,0
Archer,1,"Justice, Supreme Court, Place No. 8",,REP,Brett Busby,198,142,56,0
Archer,1,"Justice, Supreme Court, Place No. 8",,DEM,Gisela D. Triana,25,16,9,0
Archer,1,"Justice, Supreme Court, Place No. 8",,LIB,Tom Oxford,7,6,1,0
Archer,1,"Judge, Court of Criminal Appeals, Place No. 3",,REP,Bert Richardson,201,144,57,0
Archer,1,"Judge, Court of Criminal Appeals, Place No. 3",,DEM,Elizabeth Davis Frizell,27,19,8,0
Archer,1,"Judge, Court of Criminal Appeals, Place No. 4",,REP,Kevin Patrick Yeary,200,145,55,0
Archer,1,"Judge, Court of Criminal Appeals, Place No. 4",,DEM,Tina Clinton,26,16,10,0
Archer,1,"Judge, Court of Criminal Appeals, Place No. 9",,REP,David Newell,201,145,56,0
Archer,1,"Judge, Court of Criminal Appeals, Place No. 9",,DEM,Brandon Birmingham,26,17,9,0
Archer,1,"Member, State Board of Education, District No. 15",,REP,Jay Johnson,201,145,56,0
Archer,1,"Member, State Board of Education, District No. 15",,DEM,John Betancourt,28,19,9,0
Archer,1,State Representative,69,REP,James B. Frank,208,148,60,0
Archer,1,"Justice, 2nd Court of Appeals District, Place No. 2",,REP,Dana Womack,207,149,58,0
Archer,1,"Justice, 2nd Court of Appeals District, Place No. 6 Unexpired Term",,REP,Mike Wallach,204,147,57,0
